batch_mode,request,step,shape_equal,ref_shape,got_shape,comparable,exact,relative_l2,max_abs,mean_abs,cosine,nan,inf
B4,C,256,True,[128256],[128256],True,False,0.031946294009685516,0.359375,0.052427589893341064,0.9994908571243286,False,False
B4,C,257,True,[128256],[128256],True,False,0.02345145121216774,0.4140625,0.06479290872812271,0.9997203350067139,False,False
B4,D,0,True,[128256],[128256],True,False,0.0011083156568929553,0.0234375,0.0036360921803861856,0.999993622303009,False,False
B4,D,1,True,[128256],[128256],True,False,0.028911521658301353,0.517578125,0.0820193663239479,0.9996916055679321,False,False
B4,D,2,True,[128256],[128256],True,False,0.013598324730992317,0.3203125,0.04427202045917511,0.999904215335846,False,False
B4,D,16,True,[128256],[128256],True,False,0.0340677946805954,0.65771484375,0.09589429199695587,0.9995498657226562,False,False
B4,D,127,True,[128256],[128256],True,False,0.08566204458475113,1.8857421875,0.3408830463886261,0.9974086284637451,False,False
B4,D,128,True,[128256],[128256],True,False,0.016420891508460045,0.443359375,0.053397614508867264,0.9998608827590942,False,False
B4,D,129,True,[128256],[128256],True,False,0.03930186480283737,1.02734375,0.14212647080421448,0.9992604851722717,False,False
B4,D,255,True,[128256],[128256],True,False,0.019289329648017883,0.578125,0.06363671272993088,0.9998093843460083,False,False
B4,D,256,True,[128256],[128256],True,False,0.023163631558418274,0.4267578125,0.0649447813630104,0.9997291564941406,False,False
B4,D,257,True,[128256],[128256],True,False,0.01366155594587326,0.41796875,0.04397926479578018,0.9999001026153564,False,False
