request,batch_mode,step,layer,total_tokens,sink_tokens,recent_tokens,pending_tokens,packed_k_tokens,packed_v_tokens,packed_v4_tokens,k_centroid_count,v_centroid_count,k_update_count,v_update_count,last_flush_pos,page_count,last_page_valid_tokens,slot_id,slot_valid,page_ownership_valid,logical_counts_valid,k_assignment_indices_valid,v_assignment_indices_valid,v4_budget_valid
A,B1,1,29,513,16,128,113,256,256,64,32,32,0,0,0,2,128,0,True,True,True,True,True,True
A,B1,1,30,513,16,128,113,256,256,64,32,32,0,0,0,2,128,0,True,True,True,True,True,True
A,B1,1,31,513,16,128,113,256,256,64,32,32,0,0,0,2,128,0,True,True,True,True,True,True
A,B1,2,0,514,16,128,114,256,256,64,32,32,0,0,0,2,128,0,True,True,True,True,True,True
A,B1,2,1,514,16,128,114,256,256,64,32,32,0,0,0,2,128,0,True,True,True,True,True,True
A,B1,2,2,514,16,128,114,256,256,64,32,32,0,0,0,2,128,0,True,True,True,True,True,True
A,B1,2,3,514,16,128,114,256,256,64,32,32,0,0,0,2,128,0,True,True,True,True,True,True
A,B1,2,4,514,16,128,114,256,256,64,32,32,0,0,0,2,128,0,True,True,True,True,True,True
A,B1,2,5,514,16,128,114,256,256,64,32,32,0,0,0,2,128,0,True,True,True,True,True,True
A,B1,2,6,514,16,128,114,256,256,64,32,32,0,0,0,2,128,0,True,True,True,True,True,True
A,B1,2,7,514,16,128,114,256,256,64,32,32,0,0,0,2,128,0,True,True,True,True,True,True
A,B1,2,8,514,16,128,114,256,256,64,32,32,0,0,0,2,128,0,True,True,True,True,True,True
A,B1,2,9,514,16,128,114,256,256,64,32,32,0,0,0,2,128,0,True,True,True,True,True,True
A,B1,2,10,514,16,128,114,256,256,64,32,32,0,0,0,2,128,0,True,True,True,True,True,True
A,B1,2,11,514,16,128,114,256,256,64,32,32,0,0,0,2,128,0,True,True,True,True,True,True
A,B1,2,12,514,16,128,114,256,256,64,32,32,0,0,0,2,128,0,True,True,True,True,True,True
A,B1,2,13,514,16,128,114,256,256,64,32,32,0,0,0,2,128,0,True,True,True,True,True,True
A,B1,2,14,514,16,128,114,256,256,64,32,32,0,0,0,2,128,0,True,True,True,True,True,True
A,B1,2,15,514,16,128,114,256,256,64,32,32,0,0,0,2,128,0,True,True,True,True,True,True
A,B1,2,16,514,16,128,114,256,256,64,32,32,0,0,0,2,128,0,True,True,True,True,True,True
A,B1,2,17,514,16,128,114,256,256,64,32,32,0,0,0,2,128,0,True,True,True,True,True,True
A,B1,2,18,514,16,128,114,256,256,64,32,32,0,0,0,2,128,0,True,True,True,True,True,True
A,B1,2,19,514,16,128,114,256,256,64,32,32,0,0,0,2,128,0,True,True,True,True,True,True
A,B1,2,20,514,16,128,114,256,256,64,32,32,0,0,0,2,128,0,True,True,True,True,True,True
A,B1,2,21,514,16,128,114,256,256,64,32,32,0,0,0,2,128,0,True,True,True,True,True,True
A,B1,2,22,514,16,128,114,256,256,64,32,32,0,0,0,2,128,0,True,True,True,True,True,True
A,B1,2,23,514,16,128,114,256,256,64,32,32,0,0,0,2,128,0,True,True,True,True,True,True
A,B1,2,24,514,16,128,114,256,256,64,32,32,0,0,0,2,128,0,True,True,True,True,True,True
A,B1,2,25,514,16,128,114,256,256,64,32,32,0,0,0,2,128,0,True,True,True,True,True,True
A,B1,2,26,514,16,128,114,256,256,64,32,32,0,0,0,2,128,0,True,True,True,True,True,True
A,B1,2,27,514,16,128,114,256,256,64,32,32,0,0,0,2,128,0,True,True,True,True,True,True
A,B1,2,28,514,16,128,114,256,256,64,32,32,0,0,0,2,128,0,True,True,True,True,True,True
A,B1,2,29,514,16,128,114,256,256,64,32,32,0,0,0,2,128,0,True,True,True,True,True,True
A,B1,2,30,514,16,128,114,256,256,64,32,32,0,0,0,2,128,0,True,True,True,True,True,True
A,B1,2,31,514,16,128,114,256,256,64,32,32,0,0,0,2,128,0,True,True,True,True,True,True
A,B1,16,0,528,16,128,0,384,384,96,33,33,1,1,384,3,128,0,True,True,True,True,True,True
A,B1,16,1,528,16,128,0,384,384,96,33,33,1,1,384,3,128,0,True,True,True,True,True,True
A,B1,16,2,528,16,128,0,384,384,96,33,33,1,1,384,3,128,0,True,True,True,True,True,True
A,B1,16,3,528,16,128,0,384,384,96,33,33,1,1,384,3,128,0,True,True,True,True,True,True
A,B1,16,4,528,16,128,0,384,384,96,33,33,1,1,384,3,128,0,True,True,True,True,True,True
A,B1,16,5,528,16,128,0,384,384,96,33,33,1,1,384,3,128,0,True,True,True,True,True,True
A,B1,16,6,528,16,128,0,384,384,96,33,33,1,1,384,3,128,0,True,True,True,True,True,True
A,B1,16,7,528,16,128,0,384,384,96,33,33,1,1,384,3,128,0,True,True,True,True,True,True
A,B1,16,8,528,16,128,0,384,384,96,33,33,1,1,384,3,128,0,True,True,True,True,True,True
A,B1,16,9,528,16,128,0,384,384,96,33,33,1,1,384,3,128,0,True,True,True,True,True,True
A,B1,16,10,528,16,128,0,384,384,96,33,33,1,1,384,3,128,0,True,True,True,True,True,True
A,B1,16,11,528,16,128,0,384,384,96,33,33,1,1,384,3,128,0,True,True,True,True,True,True
A,B1,16,12,528,16,128,0,384,384,96,33,33,1,1,384,3,128,0,True,True,True,True,True,True
A,B1,16,13,528,16,128,0,384,384,96,33,33,1,1,384,3,128,0,True,True,True,True,True,True
A,B1,16,14,528,16,128,0,384,384,96,33,33,1,1,384,3,128,0,True,True,True,True,True,True
A,B1,16,15,528,16,128,0,384,384,96,33,33,1,1,384,3,128,0,True,True,True,True,True,True
A,B1,16,16,528,16,128,0,384,384,96,33,33,1,1,384,3,128,0,True,True,True,True,True,True
A,B1,16,17,528,16,128,0,384,384,96,33,33,1,1,384,3,128,0,True,True,True,True,True,True
A,B1,16,18,528,16,128,0,384,384,96,33,33,1,1,384,3,128,0,True,True,True,True,True,True
A,B1,16,19,528,16,128,0,384,384,96,33,33,1,1,384,3,128,0,True,True,True,True,True,True
A,B1,16,20,528,16,128,0,384,384,96,33,33,1,1,384,3,128,0,True,True,True,True,True,True
A,B1,16,21,528,16,128,0,384,384,96,33,33,1,1,384,3,128,0,True,True,True,True,True,True
A,B1,16,22,528,16,128,0,384,384,96,33,33,1,1,384,3,128,0,True,True,True,True,True,True
A,B1,16,23,528,16,128,0,384,384,96,33,33,1,1,384,3,128,0,True,True,True,True,True,True
A,B1,16,24,528,16,128,0,384,384,96,33,33,1,1,384,3,128,0,True,True,True,True,True,True
A,B1,16,25,528,16,128,0,384,384,96,33,33,1,1,384,3,128,0,True,True,True,True,True,True
A,B1,16,26,528,16,128,0,384,384,96,33,33,1,1,384,3,128,0,True,True,True,True,True,True
A,B1,16,27,528,16,128,0,384,384,96,33,33,1,1,384,3,128,0,True,True,True,True,True,True
A,B1,16,28,528,16,128,0,384,384,96,33,33,1,1,384,3,128,0,True,True,True,True,True,True
A,B1,16,29,528,16,128,0,384,384,96,33,33,1,1,384,3,128,0,True,True,True,True,True,True
A,B1,16,30,528,16,128,0,384,384,96,33,33,1,1,384,3,128,0,True,True,True,True,True,True
A,B1,16,31,528,16,128,0,384,384,96,33,33,1,1,384,3,128,0,True,True,True,True,True,True
A,B1,127,0,639,16,128,111,384,384,96,33,33,1,1,384,3,128,0,True,True,True,True,True,True
A,B1,127,1,639,16,128,111,384,384,96,33,33,1,1,384,3,128,0,True,True,True,True,True,True
A,B1,127,2,639,16,128,111,384,384,96,33,33,1,1,384,3,128,0,True,True,True,True,True,True
A,B1,127,3,639,16,128,111,384,384,96,33,33,1,1,384,3,128,0,True,True,True,True,True,True
A,B1,127,4,639,16,128,111,384,384,96,33,33,1,1,384,3,128,0,True,True,True,True,True,True
A,B1,127,5,639,16,128,111,384,384,96,33,33,1,1,384,3,128,0,True,True,True,True,True,True
A,B1,127,6,639,16,128,111,384,384,96,33,33,1,1,384,3,128,0,True,True,True,True,True,True
A,B1,127,7,639,16,128,111,384,384,96,33,33,1,1,384,3,128,0,True,True,True,True,True,True
A,B1,127,8,639,16,128,111,384,384,96,33,33,1,1,384,3,128,0,True,True,True,True,True,True
A,B1,127,9,639,16,128,111,384,384,96,33,33,1,1,384,3,128,0,True,True,True,True,True,True
A,B1,127,10,639,16,128,111,384,384,96,33,33,1,1,384,3,128,0,True,True,True,True,True,True
A,B1,127,11,639,16,128,111,384,384,96,33,33,1,1,384,3,128,0,True,True,True,True,True,True
A,B1,127,12,639,16,128,111,384,384,96,33,33,1,1,384,3,128,0,True,True,True,True,True,True
A,B1,127,13,639,16,128,111,384,384,96,33,33,1,1,384,3,128,0,True,True,True,True,True,True
A,B1,127,14,639,16,128,111,384,384,96,33,33,1,1,384,3,128,0,True,True,True,True,True,True
A,B1,127,15,639,16,128,111,384,384,96,33,33,1,1,384,3,128,0,True,True,True,True,True,True
A,B1,127,16,639,16,128,111,384,384,96,33,33,1,1,384,3,128,0,True,True,True,True,True,True
A,B1,127,17,639,16,128,111,384,384,96,33,33,1,1,384,3,128,0,True,True,True,True,True,True
A,B1,127,18,639,16,128,111,384,384,96,33,33,1,1,384,3,128,0,True,True,True,True,True,True
A,B1,127,19,639,16,128,111,384,384,96,33,33,1,1,384,3,128,0,True,True,True,True,True,True
A,B1,127,20,639,16,128,111,384,384,96,33,33,1,1,384,3,128,0,True,True,True,True,True,True
A,B1,127,21,639,16,128,111,384,384,96,33,33,1,1,384,3,128,0,True,True,True,True,True,True
A,B1,127,22,639,16,128,111,384,384,96,33,33,1,1,384,3,128,0,True,True,True,True,True,True
A,B1,127,23,639,16,128,111,384,384,96,33,33,1,1,384,3,128,0,True,True,True,True,True,True
A,B1,127,24,639,16,128,111,384,384,96,33,33,1,1,384,3,128,0,True,True,True,True,True,True
A,B1,127,25,639,16,128,111,384,384,96,33,33,1,1,384,3,128,0,True,True,True,True,True,True
A,B1,127,26,639,16,128,111,384,384,96,33,33,1,1,384,3,128,0,True,True,True,True,True,True
A,B1,127,27,639,16,128,111,384,384,96,33,33,1,1,384,3,128,0,True,True,True,True,True,True
A,B1,127,28,639,16,128,111,384,384,96,33,33,1,1,384,3,128,0,True,True,True,True,True,True
A,B1,127,29,639,16,128,111,384,384,96,33,33,1,1,384,3,128,0,True,True,True,True,True,True
A,B1,127,30,639,16,128,111,384,384,96,33,33,1,1,384,3,128,0,True,True,True,True,True,True
A,B1,127,31,639,16,128,111,384,384,96,33,33,1,1,384,3,128,0,True,True,True,True,True,True
A,B1,128,0,640,16,128,112,384,384,96,33,33,1,1,384,3,128,0,True,True,True,True,True,True
A,B1,128,1,640,16,128,112,384,384,96,33,33,1,1,384,3,128,0,True,True,True,True,True,True
A,B1,128,2,640,16,128,112,384,384,96,33,33,1,1,384,3,128,0,True,True,True,True,True,True
A,B1,128,3,640,16,128,112,384,384,96,33,33,1,1,384,3,128,0,True,True,True,True,True,True
A,B1,128,4,640,16,128,112,384,384,96,33,33,1,1,384,3,128,0,True,True,True,True,True,True
A,B1,128,5,640,16,128,112,384,384,96,33,33,1,1,384,3,128,0,True,True,True,True,True,True
A,B1,128,6,640,16,128,112,384,384,96,33,33,1,1,384,3,128,0,True,True,True,True,True,True
A,B1,128,7,640,16,128,112,384,384,96,33,33,1,1,384,3,128,0,True,True,True,True,True,True
A,B1,128,8,640,16,128,112,384,384,96,33,33,1,1,384,3,128,0,True,True,True,True,True,True
A,B1,128,9,640,16,128,112,384,384,96,33,33,1,1,384,3,128,0,True,True,True,True,True,True
A,B1,128,10,640,16,128,112,384,384,96,33,33,1,1,384,3,128,0,True,True,True,True,True,True
A,B1,128,11,640,16,128,112,384,384,96,33,33,1,1,384,3,128,0,True,True,True,True,True,True
A,B1,128,12,640,16,128,112,384,384,96,33,33,1,1,384,3,128,0,True,True,True,True,True,True
A,B1,128,13,640,16,128,112,384,384,96,33,33,1,1,384,3,128,0,True,True,True,True,True,True
A,B1,128,14,640,16,128,112,384,384,96,33,33,1,1,384,3,128,0,True,True,True,True,True,True
A,B1,128,15,640,16,128,112,384,384,96,33,33,1,1,384,3,128,0,True,True,True,True,True,True
A,B1,128,16,640,16,128,112,384,384,96,33,33,1,1,384,3,128,0,True,True,True,True,True,True
A,B1,128,17,640,16,128,112,384,384,96,33,33,1,1,384,3,128,0,True,True,True,True,True,True
A,B1,128,18,640,16,128,112,384,384,96,33,33,1,1,384,3,128,0,True,True,True,True,True,True
A,B1,128,19,640,16,128,112,384,384,96,33,33,1,1,384,3,128,0,True,True,True,True,True,True
A,B1,128,20,640,16,128,112,384,384,96,33,33,1,1,384,3,128,0,True,True,True,True,True,True
A,B1,128,21,640,16,128,112,384,384,96,33,33,1,1,384,3,128,0,True,True,True,True,True,True
A,B1,128,22,640,16,128,112,384,384,96,33,33,1,1,384,3,128,0,True,True,True,True,True,True
A,B1,128,23,640,16,128,112,384,384,96,33,33,1,1,384,3,128,0,True,True,True,True,True,True
A,B1,128,24,640,16,128,112,384,384,96,33,33,1,1,384,3,128,0,True,True,True,True,True,True
A,B1,128,25,640,16,128,112,384,384,96,33,33,1,1,384,3,128,0,True,True,True,True,True,True
A,B1,128,26,640,16,128,112,384,384,96,33,33,1,1,384,3,128,0,True,True,True,True,True,True
A,B1,128,27,640,16,128,112,384,384,96,33,33,1,1,384,3,128,0,True,True,True,True,True,True
A,B1,128,28,640,16,128,112,384,384,96,33,33,1,1,384,3,128,0,True,True,True,True,True,True
A,B1,128,29,640,16,128,112,384,384,96,33,33,1,1,384,3,128,0,True,True,True,True,True,True
A,B1,128,30,640,16,128,112,384,384,96,33,33,1,1,384,3,128,0,True,True,True,True,True,True
A,B1,128,31,640,16,128,112,384,384,96,33,33,1,1,384,3,128,0,True,True,True,True,True,True
A,B1,129,0,641,16,128,113,384,384,96,33,33,1,1,384,3,128,0,True,True,True,True,True,True
A,B1,129,1,641,16,128,113,384,384,96,33,33,1,1,384,3,128,0,True,True,True,True,True,True
A,B1,129,2,641,16,128,113,384,384,96,33,33,1,1,384,3,128,0,True,True,True,True,True,True
A,B1,129,3,641,16,128,113,384,384,96,33,33,1,1,384,3,128,0,True,True,True,True,True,True
A,B1,129,4,641,16,128,113,384,384,96,33,33,1,1,384,3,128,0,True,True,True,True,True,True
A,B1,129,5,641,16,128,113,384,384,96,33,33,1,1,384,3,128,0,True,True,True,True,True,True
A,B1,129,6,641,16,128,113,384,384,96,33,33,1,1,384,3,128,0,True,True,True,True,True,True
A,B1,129,7,641,16,128,113,384,384,96,33,33,1,1,384,3,128,0,True,True,True,True,True,True
A,B1,129,8,641,16,128,113,384,384,96,33,33,1,1,384,3,128,0,True,True,True,True,True,True
A,B1,129,9,641,16,128,113,384,384,96,33,33,1,1,384,3,128,0,True,True,True,True,True,True
A,B1,129,10,641,16,128,113,384,384,96,33,33,1,1,384,3,128,0,True,True,True,True,True,True
A,B1,129,11,641,16,128,113,384,384,96,33,33,1,1,384,3,128,0,True,True,True,True,True,True
A,B1,129,12,641,16,128,113,384,384,96,33,33,1,1,384,3,128,0,True,True,True,True,True,True
A,B1,129,13,641,16,128,113,384,384,96,33,33,1,1,384,3,128,0,True,True,True,True,True,True
A,B1,129,14,641,16,128,113,384,384,96,33,33,1,1,384,3,128,0,True,True,True,True,True,True
A,B1,129,15,641,16,128,113,384,384,96,33,33,1,1,384,3,128,0,True,True,True,True,True,True
A,B1,129,16,641,16,128,113,384,384,96,33,33,1,1,384,3,128,0,True,True,True,True,True,True
A,B1,129,17,641,16,128,113,384,384,96,33,33,1,1,384,3,128,0,True,True,True,True,True,True
A,B1,129,18,641,16,128,113,384,384,96,33,33,1,1,384,3,128,0,True,True,True,True,True,True
A,B1,129,19,641,16,128,113,384,384,96,33,33,1,1,384,3,128,0,True,True,True,True,True,True
A,B1,129,20,641,16,128,113,384,384,96,33,33,1,1,384,3,128,0,True,True,True,True,True,True
A,B1,129,21,641,16,128,113,384,384,96,33,33,1,1,384,3,128,0,True,True,True,True,True,True
A,B1,129,22,641,16,128,113,384,384,96,33,33,1,1,384,3,128,0,True,True,True,True,True,True
A,B1,129,23,641,16,128,113,384,384,96,33,33,1,1,384,3,128,0,True,True,True,True,True,True
A,B1,129,24,641,16,128,113,384,384,96,33,33,1,1,384,3,128,0,True,True,True,True,True,True
A,B1,129,25,641,16,128,113,384,384,96,33,33,1,1,384,3,128,0,True,True,True,True,True,True
A,B1,129,26,641,16,128,113,384,384,96,33,33,1,1,384,3,128,0,True,True,True,True,True,True
A,B1,129,27,641,16,128,113,384,384,96,33,33,1,1,384,3,128,0,True,True,True,True,True,True
A,B1,129,28,641,16,128,113,384,384,96,33,33,1,1,384,3,128,0,True,True,True,True,True,True
A,B1,129,29,641,16,128,113,384,384,96,33,33,1,1,384,3,128,0,True,True,True,True,True,True
A,B1,129,30,641,16,128,113,384,384,96,33,33,1,1,384,3,128,0,True,True,True,True,True,True
A,B1,129,31,641,16,128,113,384,384,96,33,33,1,1,384,3,128,0,True,True,True,True,True,True
A,B1,255,0,767,16,128,111,512,512,128,34,34,2,2,512,4,128,0,True,True,True,True,True,True
A,B1,255,1,767,16,128,111,512,512,128,34,34,2,2,512,4,128,0,True,True,True,True,True,True
A,B1,255,2,767,16,128,111,512,512,128,34,34,2,2,512,4,128,0,True,True,True,True,True,True
A,B1,255,3,767,16,128,111,512,512,128,34,34,2,2,512,4,128,0,True,True,True,True,True,True
A,B1,255,4,767,16,128,111,512,512,128,34,34,2,2,512,4,128,0,True,True,True,True,True,True
A,B1,255,5,767,16,128,111,512,512,128,34,34,2,2,512,4,128,0,True,True,True,True,True,True
A,B1,255,6,767,16,128,111,512,512,128,34,34,2,2,512,4,128,0,True,True,True,True,True,True
A,B1,255,7,767,16,128,111,512,512,128,34,34,2,2,512,4,128,0,True,True,True,True,True,True
A,B1,255,8,767,16,128,111,512,512,128,34,34,2,2,512,4,128,0,True,True,True,True,True,True
A,B1,255,9,767,16,128,111,512,512,128,34,34,2,2,512,4,128,0,True,True,True,True,True,True
A,B1,255,10,767,16,128,111,512,512,128,34,34,2,2,512,4,128,0,True,True,True,True,True,True
A,B1,255,11,767,16,128,111,512,512,128,34,34,2,2,512,4,128,0,True,True,True,True,True,True
A,B1,255,12,767,16,128,111,512,512,128,34,34,2,2,512,4,128,0,True,True,True,True,True,True
A,B1,255,13,767,16,128,111,512,512,128,34,34,2,2,512,4,128,0,True,True,True,True,True,True
A,B1,255,14,767,16,128,111,512,512,128,34,34,2,2,512,4,128,0,True,True,True,True,True,True
A,B1,255,15,767,16,128,111,512,512,128,34,34,2,2,512,4,128,0,True,True,True,True,True,True
A,B1,255,16,767,16,128,111,512,512,128,34,34,2,2,512,4,128,0,True,True,True,True,True,True
A,B1,255,17,767,16,128,111,512,512,128,34,34,2,2,512,4,128,0,True,True,True,True,True,True
A,B1,255,18,767,16,128,111,512,512,128,34,34,2,2,512,4,128,0,True,True,True,True,True,True
A,B1,255,19,767,16,128,111,512,512,128,34,34,2,2,512,4,128,0,True,True,True,True,True,True
A,B1,255,20,767,16,128,111,512,512,128,34,34,2,2,512,4,128,0,True,True,True,True,True,True
A,B1,255,21,767,16,128,111,512,512,128,34,34,2,2,512,4,128,0,True,True,True,True,True,True
A,B1,255,22,767,16,128,111,512,512,128,34,34,2,2,512,4,128,0,True,True,True,True,True,True
A,B1,255,23,767,16,128,111,512,512,128,34,34,2,2,512,4,128,0,True,True,True,True,True,True
A,B1,255,24,767,16,128,111,512,512,128,34,34,2,2,512,4,128,0,True,True,True,True,True,True
A,B1,255,25,767,16,128,111,512,512,128,34,34,2,2,512,4,128,0,True,True,True,True,True,True
A,B1,255,26,767,16,128,111,512,512,128,34,34,2,2,512,4,128,0,True,True,True,True,True,True
A,B1,255,27,767,16,128,111,512,512,128,34,34,2,2,512,4,128,0,True,True,True,True,True,True
A,B1,255,28,767,16,128,111,512,512,128,34,34,2,2,512,4,128,0,True,True,True,True,True,True
A,B1,255,29,767,16,128,111,512,512,128,34,34,2,2,512,4,128,0,True,True,True,True,True,True
A,B1,255,30,767,16,128,111,512,512,128,34,34,2,2,512,4,128,0,True,True,True,True,True,True
A,B1,255,31,767,16,128,111,512,512,128,34,34,2,2,512,4,128,0,True,True,True,True,True,True
A,B1,256,0,768,16,128,112,512,512,128,34,34,2,2,512,4,128,0,True,True,True,True,True,True
A,B1,256,1,768,16,128,112,512,512,128,34,34,2,2,512,4,128,0,True,True,True,True,True,True
A,B1,256,2,768,16,128,112,512,512,128,34,34,2,2,512,4,128,0,True,True,True,True,True,True
A,B1,256,3,768,16,128,112,512,512,128,34,34,2,2,512,4,128,0,True,True,True,True,True,True
A,B1,256,4,768,16,128,112,512,512,128,34,34,2,2,512,4,128,0,True,True,True,True,True,True
A,B1,256,5,768,16,128,112,512,512,128,34,34,2,2,512,4,128,0,True,True,True,True,True,True
A,B1,256,6,768,16,128,112,512,512,128,34,34,2,2,512,4,128,0,True,True,True,True,True,True
A,B1,256,7,768,16,128,112,512,512,128,34,34,2,2,512,4,128,0,True,True,True,True,True,True
A,B1,256,8,768,16,128,112,512,512,128,34,34,2,2,512,4,128,0,True,True,True,True,True,True
A,B1,256,9,768,16,128,112,512,512,128,34,34,2,2,512,4,128,0,True,True,True,True,True,True
A,B1,256,10,768,16,128,112,512,512,128,34,34,2,2,512,4,128,0,True,True,True,True,True,True
