config,problem_id,seed,generated_tokens,stop_reason,length_truncated
fp16,23,42,25786,eos,False
fp16,23,43,10889,eos,False
fp16,23,44,9979,eos,False
fp16,24,42,3008,eos,False
fp16,24,43,3865,eos,False
fp16,24,44,3044,eos,False
fp16,25,42,11571,eos,False
fp16,25,43,18090,eos,False
fp16,25,44,19901,eos,False
fp16,26,42,12111,eos,False
fp16,26,43,9831,eos,False
fp16,26,44,24111,eos,False
fp16,27,42,10581,eos,False
fp16,27,43,27097,eos,False
fp16,27,44,24424,eos,False
fp16,28,42,13895,eos,False
fp16,28,43,28207,eos,False
fp16,28,44,30582,eos,False
fp16,29,42,10685,eos,False
fp16,29,43,15713,eos,False
fp16,29,44,7730,eos,False
patternkv_paper,0,42,6878,eos,False
patternkv_paper,0,43,3299,eos,False
patternkv_paper,0,44,3897,eos,False
patternkv_paper,1,42,18493,eos,False
patternkv_paper,1,43,23091,eos,False
patternkv_paper,1,44,14860,eos,False
patternkv_paper,2,42,13433,eos,False
patternkv_paper,2,43,11219,eos,False
patternkv_paper,2,44,32768,length,True
patternkv_paper,3,42,7254,eos,False
patternkv_paper,3,43,12588,eos,False
patternkv_paper,3,44,16582,eos,False
patternkv_paper,4,42,32768,length,True
patternkv_paper,4,43,7803,eos,False
patternkv_paper,4,44,32768,length,True
patternkv_paper,5,42,22069,eos,False
patternkv_paper,5,43,7956,eos,False
patternkv_paper,5,44,32768,length,True
patternkv_paper,6,42,7912,eos,False
patternkv_paper,6,43,6867,eos,False
patternkv_paper,6,44,13700,eos,False
patternkv_paper,7,42,2521,eos,False
patternkv_paper,7,43,13669,eos,False
patternkv_paper,7,44,12731,eos,False
patternkv_paper,8,42,5252,eos,False
patternkv_paper,8,43,6237,eos,False
patternkv_paper,8,44,7936,eos,False
patternkv_paper,9,42,4780,eos,False
patternkv_paper,9,43,4049,eos,False
patternkv_paper,9,44,3787,eos,False
patternkv_paper,10,42,10369,eos,False
patternkv_paper,10,43,15815,eos,False
patternkv_paper,10,44,12156,eos,False
patternkv_paper,11,42,32768,length,True
patternkv_paper,11,43,9257,eos,False
patternkv_paper,11,44,6290,eos,False
patternkv_paper,12,42,7365,eos,False
patternkv_paper,12,43,6907,eos,False
patternkv_paper,12,44,32768,length,True
patternkv_paper,13,42,4885,eos,False
patternkv_paper,13,43,5820,eos,False
patternkv_paper,13,44,7307,eos,False
patternkv_paper,14,42,7608,eos,False
patternkv_paper,14,43,7308,eos,False
patternkv_paper,14,44,10137,eos,False
patternkv_paper,15,42,32768,length,True
patternkv_paper,15,43,15577,eos,False
patternkv_paper,15,44,12428,eos,False
patternkv_paper,16,42,14121,eos,False
patternkv_paper,16,43,17715,eos,False
patternkv_paper,16,44,22932,eos,False
patternkv_paper,17,42,16447,eos,False
patternkv_paper,17,43,11430,eos,False
patternkv_paper,17,44,15097,eos,False
patternkv_paper,18,42,21586,eos,False
patternkv_paper,18,43,19590,eos,False
patternkv_paper,18,44,8733,eos,False
patternkv_paper,19,42,17855,eos,False
patternkv_paper,19,43,11334,eos,False
patternkv_paper,19,44,15407,eos,False
patternkv_paper,20,42,14133,eos,False
patternkv_paper,20,43,32768,length,True
patternkv_paper,20,44,32768,length,True
patternkv_paper,21,42,32768,length,True
patternkv_paper,21,43,32768,length,True
patternkv_paper,21,44,12496,eos,False
patternkv_paper,22,42,32768,length,True
patternkv_paper,22,43,10595,eos,False
patternkv_paper,22,44,6009,eos,False
patternkv_paper,23,42,14519,eos,False
patternkv_paper,23,43,32768,length,True
patternkv_paper,23,44,32768,length,True
patternkv_paper,24,42,7826,eos,False
patternkv_paper,24,43,5318,eos,False
patternkv_paper,24,44,5304,eos,False
patternkv_paper,25,42,32768,length,True
patternkv_paper,25,43,32768,length,True
patternkv_paper,25,44,10109,eos,False
patternkv_paper,26,42,15665,eos,False
patternkv_paper,26,43,10520,eos,False
patternkv_paper,26,44,15917,eos,False
patternkv_paper,27,42,32768,length,True
patternkv_paper,27,43,16284,eos,False
patternkv_paper,27,44,19242,eos,False
patternkv_paper,28,42,23822,eos,False
patternkv_paper,28,43,10913,eos,False
patternkv_paper,28,44,24822,eos,False
patternkv_paper,29,42,32768,length,True
patternkv_paper,29,43,10591,eos,False
patternkv_paper,29,44,8885,eos,False
pattern_rolling_s0_r128,0,42,3248,eos,False
pattern_rolling_s0_r128,0,43,3329,eos,False
pattern_rolling_s0_r128,0,44,2885,eos,False
pattern_rolling_s0_r128,1,42,32768,length,True
pattern_rolling_s0_r128,1,43,16060,eos,False
pattern_rolling_s0_r128,1,44,18034,eos,False
pattern_rolling_s0_r128,2,42,13817,eos,False
pattern_rolling_s0_r128,2,43,13364,eos,False
pattern_rolling_s0_r128,2,44,12330,eos,False
pattern_rolling_s0_r128,3,42,21163,eos,False
pattern_rolling_s0_r128,3,43,16811,eos,False
pattern_rolling_s0_r128,3,44,12343,eos,False
pattern_rolling_s0_r128,4,42,32768,length,True
pattern_rolling_s0_r128,4,43,10287,eos,False
pattern_rolling_s0_r128,4,44,32768,length,True
pattern_rolling_s0_r128,5,42,16767,eos,False
pattern_rolling_s0_r128,5,43,32768,length,True
pattern_rolling_s0_r128,5,44,24741,eos,False
pattern_rolling_s0_r128,6,42,15191,eos,False
pattern_rolling_s0_r128,6,43,12963,eos,False
pattern_rolling_s0_r128,6,44,5662,eos,False
pattern_rolling_s0_r128,7,42,2644,eos,False
pattern_rolling_s0_r128,7,43,9439,eos,False
pattern_rolling_s0_r128,7,44,4465,eos,False
pattern_rolling_s0_r128,8,42,7226,eos,False
pattern_rolling_s0_r128,8,43,5965,eos,False
pattern_rolling_s0_r128,8,44,6600,eos,False
pattern_rolling_s0_r128,9,42,7007,eos,False
pattern_rolling_s0_r128,9,43,4528,eos,False
pattern_rolling_s0_r128,9,44,4519,eos,False
pattern_rolling_s0_r128,10,42,8484,eos,False
pattern_rolling_s0_r128,10,43,14060,eos,False
pattern_rolling_s0_r128,10,44,14746,eos,False
pattern_rolling_s0_r128,11,42,5011,eos,False
pattern_rolling_s0_r128,11,43,5322,eos,False
pattern_rolling_s0_r128,11,44,6357,eos,False
pattern_rolling_s0_r128,12,42,5789,eos,False
pattern_rolling_s0_r128,12,43,8413,eos,False
pattern_rolling_s0_r128,12,44,5354,eos,False
pattern_rolling_s0_r128,13,42,9871,eos,False
pattern_rolling_s0_r128,13,43,8585,eos,False
pattern_rolling_s0_r128,13,44,5783,eos,False
pattern_rolling_s0_r128,14,42,13029,eos,False
pattern_rolling_s0_r128,14,43,20390,eos,False
pattern_rolling_s0_r128,14,44,14279,eos,False
pattern_rolling_s0_r128,15,42,13411,eos,False
pattern_rolling_s0_r128,15,43,7367,eos,False
pattern_rolling_s0_r128,15,44,10997,eos,False
pattern_rolling_s0_r128,16,42,12692,eos,False
pattern_rolling_s0_r128,16,43,20002,eos,False
pattern_rolling_s0_r128,16,44,12882,eos,False
pattern_rolling_s0_r128,17,42,17515,eos,False
pattern_rolling_s0_r128,17,43,14736,eos,False
pattern_rolling_s0_r128,17,44,12878,eos,False
pattern_rolling_s0_r128,18,42,16297,eos,False
pattern_rolling_s0_r128,18,43,29602,eos,False
pattern_rolling_s0_r128,18,44,15018,eos,False
pattern_rolling_s0_r128,19,42,32768,length,True
pattern_rolling_s0_r128,19,43,32768,length,True
pattern_rolling_s0_r128,19,44,14093,eos,False
pattern_rolling_s0_r128,20,42,22523,eos,False
pattern_rolling_s0_r128,20,43,20828,eos,False
pattern_rolling_s0_r128,20,44,14533,eos,False
pattern_rolling_s0_r128,21,42,11886,eos,False
pattern_rolling_s0_r128,21,43,15915,eos,False
pattern_rolling_s0_r128,21,44,9783,eos,False
pattern_rolling_s0_r128,22,42,9248,eos,False
pattern_rolling_s0_r128,22,43,17192,eos,False
pattern_rolling_s0_r128,22,44,6679,eos,False
pattern_rolling_s0_r128,23,42,16665,eos,False
pattern_rolling_s0_r128,23,43,32768,length,True
pattern_rolling_s0_r128,23,44,15014,eos,False
pattern_rolling_s0_r128,24,42,4341,eos,False
pattern_rolling_s0_r128,24,43,4532,eos,False
pattern_rolling_s0_r128,24,44,4562,eos,False
pattern_rolling_s0_r128,25,42,16315,eos,False
pattern_rolling_s0_r128,25,43,5231,eos,False
pattern_rolling_s0_r128,25,44,8326,eos,False
pattern_rolling_s0_r128,26,42,14061,eos,False
pattern_rolling_s0_r128,26,43,32768,length,True
pattern_rolling_s0_r128,26,44,16503,eos,False
pattern_rolling_s0_r128,27,42,19903,eos,False
pattern_rolling_s0_r128,27,43,32768,length,True
pattern_rolling_s0_r128,27,44,22534,eos,False
pattern_rolling_s0_r128,28,42,17599,eos,False
pattern_rolling_s0_r128,28,43,18743,eos,False
pattern_rolling_s0_r128,28,44,19912,eos,False
pattern_rolling_s0_r128,29,42,7440,eos,False
pattern_rolling_s0_r128,29,43,32768,length,True
pattern_rolling_s0_r128,29,44,11570,eos,False
pattern_rolling_s16_r128,0,42,3733,eos,False
pattern_rolling_s16_r128,0,43,13979,eos,False
pattern_rolling_s16_r128,0,44,3963,eos,False
pattern_rolling_s16_r128,1,42,20754,eos,False
pattern_rolling_s16_r128,1,43,19798,eos,False
pattern_rolling_s16_r128,1,44,22770,eos,False
pattern_rolling_s16_r128,2,42,16411,eos,False
pattern_rolling_s16_r128,2,43,17013,eos,False
pattern_rolling_s16_r128,2,44,13188,eos,False
pattern_rolling_s16_r128,3,42,15746,eos,False
pattern_rolling_s16_r128,3,43,9835,eos,False
pattern_rolling_s16_r128,3,44,12330,eos,False
pattern_rolling_s16_r128,4,42,7052,eos,False
pattern_rolling_s16_r128,4,43,13711,eos,False
pattern_rolling_s16_r128,4,44,7133,eos,False
pattern_rolling_s16_r128,5,42,24415,eos,False
pattern_rolling_s16_r128,5,43,13913,eos,False
pattern_rolling_s16_r128,5,44,6246,eos,False
pattern_rolling_s16_r128,6,42,11557,eos,False
pattern_rolling_s16_r128,6,43,12834,eos,False
pattern_rolling_s16_r128,6,44,7325,eos,False
pattern_rolling_s16_r128,7,42,17630,eos,False
pattern_rolling_s16_r128,7,43,6791,eos,False
pattern_rolling_s16_r128,7,44,6754,eos,False
pattern_rolling_s16_r128,8,42,3911,eos,False
pattern_rolling_s16_r128,8,43,4176,eos,False
pattern_rolling_s16_r128,8,44,3157,eos,False
pattern_rolling_s16_r128,9,42,3978,eos,False
pattern_rolling_s16_r128,9,43,2518,eos,False
pattern_rolling_s16_r128,9,44,12088,eos,False
pattern_rolling_s16_r128,10,42,14019,eos,False
pattern_rolling_s16_r128,10,43,9004,eos,False
pattern_rolling_s16_r128,10,44,16374,eos,False
pattern_rolling_s16_r128,11,42,9425,eos,False
pattern_rolling_s16_r128,11,43,3800,eos,False
pattern_rolling_s16_r128,11,44,4022,eos,False
pattern_rolling_s16_r128,12,42,4535,eos,False
pattern_rolling_s16_r128,12,43,6822,eos,False
pattern_rolling_s16_r128,12,44,10316,eos,False
pattern_rolling_s16_r128,13,42,10905,eos,False
pattern_rolling_s16_r128,13,43,9866,eos,False
pattern_rolling_s16_r128,13,44,10546,eos,False
pattern_rolling_s16_r128,14,42,10725,eos,False
pattern_rolling_s16_r128,14,43,11537,eos,False
pattern_rolling_s16_r128,14,44,11543,eos,False
pattern_rolling_s16_r128,15,42,13988,eos,False
pattern_rolling_s16_r128,15,43,18622,eos,False
pattern_rolling_s16_r128,15,44,4439,eos,False
pattern_rolling_s16_r128,16,42,11529,eos,False
pattern_rolling_s16_r128,16,43,8302,eos,False
pattern_rolling_s16_r128,16,44,7299,eos,False
pattern_rolling_s16_r128,17,42,9799,eos,False
pattern_rolling_s16_r128,17,43,7727,eos,False
pattern_rolling_s16_r128,17,44,22947,eos,False
pattern_rolling_s16_r128,18,42,9517,eos,False
pattern_rolling_s16_r128,18,43,5342,eos,False
pattern_rolling_s16_r128,18,44,13736,eos,False
pattern_rolling_s16_r128,19,42,7166,eos,False
pattern_rolling_s16_r128,19,43,6167,eos,False
pattern_rolling_s16_r128,19,44,5957,eos,False
pattern_rolling_s16_r128,20,42,25318,eos,False
pattern_rolling_s16_r128,20,43,28577,eos,False
pattern_rolling_s16_r128,20,44,24895,eos,False
pattern_rolling_s16_r128,21,42,17423,eos,False
pattern_rolling_s16_r128,21,43,14039,eos,False
pattern_rolling_s16_r128,21,44,22753,eos,False
pattern_rolling_s16_r128,22,42,15273,eos,False
pattern_rolling_s16_r128,22,43,15354,eos,False
pattern_rolling_s16_r128,22,44,18678,eos,False
pattern_rolling_s16_r128,23,42,6174,eos,False
pattern_rolling_s16_r128,23,43,19796,eos,False
pattern_rolling_s16_r128,23,44,27740,eos,False
pattern_rolling_s16_r128,24,42,3859,eos,False
pattern_rolling_s16_r128,24,43,3825,eos,False
pattern_rolling_s16_r128,24,44,3188,eos,False
pattern_rolling_s16_r128,25,42,20595,eos,False
pattern_rolling_s16_r128,25,43,20900,eos,False
pattern_rolling_s16_r128,25,44,13169,eos,False
pattern_rolling_s16_r128,26,42,17157,eos,False
pattern_rolling_s16_r128,26,43,19687,eos,False
pattern_rolling_s16_r128,26,44,7851,eos,False
pattern_rolling_s16_r128,27,42,18214,eos,False
pattern_rolling_s16_r128,27,43,13106,eos,False
pattern_rolling_s16_r128,27,44,19189,eos,False
pattern_rolling_s16_r128,28,42,20688,eos,False
pattern_rolling_s16_r128,28,43,16051,eos,False
pattern_rolling_s16_r128,28,44,17616,eos,False
pattern_rolling_s16_r128,29,42,12245,eos,False
pattern_rolling_s16_r128,29,43,5467,eos,False
pattern_rolling_s16_r128,29,44,15181,eos,False
kivi_paper,0,42,4108,eos,False
kivi_paper,0,43,4226,eos,False
kivi_paper,0,44,17021,eos,False
kivi_paper,1,42,21347,eos,False
kivi_paper,1,43,21718,eos,False
kivi_paper,1,44,18831,eos,False
kivi_paper,2,42,32768,length,True
kivi_paper,2,43,16451,eos,False
kivi_paper,2,44,7400,eos,False
kivi_paper,3,42,14313,eos,False
kivi_paper,3,43,18524,eos,False
kivi_paper,3,44,13206,eos,False
kivi_paper,4,42,6658,eos,False
kivi_paper,4,43,9986,eos,False
kivi_paper,4,44,13971,eos,False
kivi_paper,5,42,12753,eos,False
kivi_paper,5,43,32768,length,True
kivi_paper,5,44,21248,eos,False
kivi_paper,6,42,9737,eos,False
kivi_paper,6,43,5362,eos,False
kivi_paper,6,44,17143,eos,False
kivi_paper,7,42,2701,eos,False
kivi_paper,7,43,12858,eos,False
kivi_paper,7,44,8367,eos,False
kivi_paper,8,42,5431,eos,False
kivi_paper,8,43,7208,eos,False
kivi_paper,8,44,5835,eos,False
kivi_paper,9,42,4598,eos,False
kivi_paper,9,43,4816,eos,False
kivi_paper,9,44,4495,eos,False
kivi_paper,10,42,13253,eos,False
kivi_paper,10,43,18652,eos,False
kivi_paper,10,44,32768,length,True
kivi_paper,11,42,11458,eos,False
kivi_paper,11,43,6911,eos,False
kivi_paper,11,44,7779,eos,False
kivi_paper,12,42,9653,eos,False
kivi_paper,12,43,32768,length,True
kivi_paper,12,44,11391,eos,False
kivi_paper,13,42,7299,eos,False
kivi_paper,13,43,10862,eos,False
kivi_paper,13,44,4699,eos,False
kivi_paper,14,42,15169,eos,False
kivi_paper,14,43,14103,eos,False
kivi_paper,14,44,25678,eos,False
kivi_paper,15,42,17498,eos,False
kivi_paper,15,43,32768,length,True
kivi_paper,15,44,7939,eos,False
kivi_paper,16,42,17106,eos,False
kivi_paper,16,43,16260,eos,False
kivi_paper,16,44,14555,eos,False
kivi_paper,17,42,11900,eos,False
kivi_paper,17,43,15814,eos,False
kivi_paper,17,44,16587,eos,False
kivi_paper,18,42,23095,eos,False
kivi_paper,18,43,24892,eos,False
kivi_paper,18,44,15654,eos,False
kivi_paper,19,42,20311,eos,False
kivi_paper,19,43,7008,eos,False
kivi_paper,19,44,32768,length,True
kivi_paper,20,42,20132,eos,False
kivi_paper,20,43,29077,eos,False
kivi_paper,20,44,9554,eos,False
kivi_paper,21,42,11582,eos,False
kivi_paper,21,43,32768,length,True
kivi_paper,21,44,11908,eos,False
kivi_paper,22,42,32768,length,True
kivi_paper,22,43,16367,eos,False
kivi_paper,22,44,11340,eos,False
kivi_paper,23,42,32768,length,True
kivi_paper,23,43,32768,length,True
kivi_paper,23,44,32768,length,True
kivi_paper,24,42,7052,eos,False
kivi_paper,24,43,6148,eos,False
kivi_paper,24,44,6004,eos,False
kivi_paper,25,42,32768,length,True
kivi_paper,25,43,10728,eos,False
kivi_paper,25,44,12684,eos,False
kivi_paper,26,42,13413,eos,False
kivi_paper,26,43,13168,eos,False
kivi_paper,26,44,32768,length,True
kivi_paper,27,42,15603,eos,False
kivi_paper,27,43,23106,eos,False
kivi_paper,27,44,32768,length,True
kivi_paper,28,42,19218,eos,False
kivi_paper,28,43,22637,eos,False
kivi_paper,28,44,21085,eos,False
kivi_paper,29,42,10044,eos,False
kivi_paper,29,43,32768,length,True
kivi_paper,29,44,6668,eos,False
kivi_rolling_s0_r128,0,42,4108,eos,False
kivi_rolling_s0_r128,0,43,4226,eos,False
kivi_rolling_s0_r128,0,44,17021,eos,False
kivi_rolling_s0_r128,1,42,21347,eos,False
kivi_rolling_s0_r128,1,43,21718,eos,False
kivi_rolling_s0_r128,1,44,18831,eos,False
kivi_rolling_s0_r128,2,42,32768,length,True
kivi_rolling_s0_r128,2,43,16451,eos,False
kivi_rolling_s0_r128,2,44,7400,eos,False
kivi_rolling_s0_r128,3,42,14313,eos,False
kivi_rolling_s0_r128,3,43,18524,eos,False
kivi_rolling_s0_r128,3,44,13206,eos,False
kivi_rolling_s0_r128,4,42,6658,eos,False
kivi_rolling_s0_r128,4,43,9986,eos,False
kivi_rolling_s0_r128,4,44,13971,eos,False
kivi_rolling_s0_r128,5,42,12753,eos,False
kivi_rolling_s0_r128,5,43,32768,length,True
kivi_rolling_s0_r128,5,44,21248,eos,False
kivi_rolling_s0_r128,6,42,9737,eos,False
kivi_rolling_s0_r128,6,43,5362,eos,False
kivi_rolling_s0_r128,6,44,17143,eos,False
kivi_rolling_s0_r128,7,42,2701,eos,False
kivi_rolling_s0_r128,7,43,12858,eos,False
kivi_rolling_s0_r128,7,44,8367,eos,False
kivi_rolling_s0_r128,8,42,5431,eos,False
kivi_rolling_s0_r128,8,43,7208,eos,False
kivi_rolling_s0_r128,8,44,5835,eos,False
kivi_rolling_s0_r128,9,42,4598,eos,False
kivi_rolling_s0_r128,9,43,4816,eos,False
kivi_rolling_s0_r128,9,44,4495,eos,False
kivi_rolling_s0_r128,10,42,13253,eos,False
kivi_rolling_s0_r128,10,43,18652,eos,False
kivi_rolling_s0_r128,10,44,32768,length,True
kivi_rolling_s0_r128,11,42,11458,eos,False
kivi_rolling_s0_r128,11,43,6911,eos,False
kivi_rolling_s0_r128,11,44,7779,eos,False
kivi_rolling_s0_r128,12,42,9653,eos,False
kivi_rolling_s0_r128,12,43,32768,length,True
kivi_rolling_s0_r128,12,44,11391,eos,False
kivi_rolling_s0_r128,13,42,7299,eos,False
kivi_rolling_s0_r128,13,43,10862,eos,False
kivi_rolling_s0_r128,13,44,4699,eos,False
kivi_rolling_s0_r128,14,42,15169,eos,False
kivi_rolling_s0_r128,14,43,14103,eos,False
kivi_rolling_s0_r128,14,44,25678,eos,False
kivi_rolling_s0_r128,15,42,17498,eos,False
kivi_rolling_s0_r128,15,43,32768,length,True
kivi_rolling_s0_r128,15,44,7939,eos,False
kivi_rolling_s0_r128,16,42,17106,eos,False
kivi_rolling_s0_r128,16,43,16260,eos,False
kivi_rolling_s0_r128,16,44,14555,eos,False
kivi_rolling_s0_r128,17,42,11900,eos,False
kivi_rolling_s0_r128,17,43,15814,eos,False
kivi_rolling_s0_r128,17,44,16587,eos,False
kivi_rolling_s0_r128,18,42,23095,eos,False
kivi_rolling_s0_r128,18,43,24892,eos,False
kivi_rolling_s0_r128,18,44,15654,eos,False
kivi_rolling_s0_r128,19,42,20311,eos,False
kivi_rolling_s0_r128,19,43,7008,eos,False
kivi_rolling_s0_r128,19,44,32768,length,True
kivi_rolling_s0_r128,20,42,20132,eos,False
kivi_rolling_s0_r128,20,43,29077,eos,False
kivi_rolling_s0_r128,20,44,9554,eos,False
kivi_rolling_s0_r128,21,42,11582,eos,False
kivi_rolling_s0_r128,21,43,32768,length,True
kivi_rolling_s0_r128,21,44,11908,eos,False
kivi_rolling_s0_r128,22,42,32768,length,True
kivi_rolling_s0_r128,22,43,16367,eos,False
kivi_rolling_s0_r128,22,44,11340,eos,False
kivi_rolling_s0_r128,23,42,32768,length,True
kivi_rolling_s0_r128,23,43,32768,length,True
kivi_rolling_s0_r128,23,44,32768,length,True
kivi_rolling_s0_r128,24,42,7052,eos,False
kivi_rolling_s0_r128,24,43,6148,eos,False
kivi_rolling_s0_r128,24,44,6004,eos,False
kivi_rolling_s0_r128,25,42,32768,length,True
kivi_rolling_s0_r128,25,43,10728,eos,False
kivi_rolling_s0_r128,25,44,12684,eos,False
kivi_rolling_s0_r128,26,42,13413,eos,False
kivi_rolling_s0_r128,26,43,13168,eos,False
kivi_rolling_s0_r128,26,44,32768,length,True
kivi_rolling_s0_r128,27,42,15603,eos,False
kivi_rolling_s0_r128,27,43,23106,eos,False
kivi_rolling_s0_r128,27,44,32768,length,True
kivi_rolling_s0_r128,28,42,19218,eos,False
kivi_rolling_s0_r128,28,43,22637,eos,False
kivi_rolling_s0_r128,28,44,21085,eos,False
kivi_rolling_s0_r128,29,42,10044,eos,False
kivi_rolling_s0_r128,29,43,32768,length,True
kivi_rolling_s0_r128,29,44,6668,eos,False
kivi_rolling_s16_r128,0,42,2714,eos,False
kivi_rolling_s16_r128,0,43,2824,eos,False
kivi_rolling_s16_r128,0,44,2858,eos,False
kivi_rolling_s16_r128,1,42,17249,eos,False
kivi_rolling_s16_r128,1,43,12119,eos,False
kivi_rolling_s16_r128,1,44,13070,eos,False
kivi_rolling_s16_r128,2,42,18530,eos,False
kivi_rolling_s16_r128,2,43,11503,eos,False
kivi_rolling_s16_r128,2,44,17973,eos,False
kivi_rolling_s16_r128,3,42,13879,eos,False
kivi_rolling_s16_r128,3,43,20940,eos,False
kivi_rolling_s16_r128,3,44,15814,eos,False
kivi_rolling_s16_r128,4,42,19790,eos,False
kivi_rolling_s16_r128,4,43,14099,eos,False
kivi_rolling_s16_r128,4,44,8098,eos,False
kivi_rolling_s16_r128,5,42,7069,eos,False
kivi_rolling_s16_r128,5,43,18803,eos,False
kivi_rolling_s16_r128,5,44,11895,eos,False
kivi_rolling_s16_r128,6,42,11701,eos,False
kivi_rolling_s16_r128,6,43,32768,length,True
kivi_rolling_s16_r128,6,44,10968,eos,False
kivi_rolling_s16_r128,7,42,6617,eos,False
kivi_rolling_s16_r128,7,43,9643,eos,False
kivi_rolling_s16_r128,7,44,6241,eos,False
kivi_rolling_s16_r128,8,42,5281,eos,False
kivi_rolling_s16_r128,8,43,4591,eos,False
kivi_rolling_s16_r128,8,44,7030,eos,False
kivi_rolling_s16_r128,9,42,4617,eos,False
kivi_rolling_s16_r128,9,43,3811,eos,False
kivi_rolling_s16_r128,9,44,3994,eos,False
kivi_rolling_s16_r128,10,42,18335,eos,False
kivi_rolling_s16_r128,10,43,16877,eos,False
kivi_rolling_s16_r128,10,44,16462,eos,False
kivi_rolling_s16_r128,11,42,3692,eos,False
kivi_rolling_s16_r128,11,43,6965,eos,False
kivi_rolling_s16_r128,11,44,8115,eos,False
kivi_rolling_s16_r128,12,42,5048,eos,False
kivi_rolling_s16_r128,12,43,5238,eos,False
kivi_rolling_s16_r128,12,44,4389,eos,False
kivi_rolling_s16_r128,13,42,10157,eos,False
kivi_rolling_s16_r128,13,43,11603,eos,False
kivi_rolling_s16_r128,13,44,12134,eos,False
kivi_rolling_s16_r128,14,42,15573,eos,False
kivi_rolling_s16_r128,14,43,9775,eos,False
kivi_rolling_s16_r128,14,44,12249,eos,False
kivi_rolling_s16_r128,15,42,8621,eos,False
kivi_rolling_s16_r128,15,43,13151,eos,False
kivi_rolling_s16_r128,15,44,19006,eos,False
kivi_rolling_s16_r128,16,42,11692,eos,False
kivi_rolling_s16_r128,16,43,5173,eos,False
kivi_rolling_s16_r128,16,44,18079,eos,False
kivi_rolling_s16_r128,17,42,13038,eos,False
kivi_rolling_s16_r128,17,43,11495,eos,False
kivi_rolling_s16_r128,17,44,23233,eos,False
kivi_rolling_s16_r128,18,42,29320,eos,False
kivi_rolling_s16_r128,18,43,7511,eos,False
kivi_rolling_s16_r128,18,44,10311,eos,False
kivi_rolling_s16_r128,19,42,7037,eos,False
kivi_rolling_s16_r128,19,43,8721,eos,False
kivi_rolling_s16_r128,19,44,16713,eos,False
kivi_rolling_s16_r128,20,42,19872,eos,False
kivi_rolling_s16_r128,20,43,17097,eos,False
kivi_rolling_s16_r128,20,44,19555,eos,False
kivi_rolling_s16_r128,21,42,14692,eos,False
kivi_rolling_s16_r128,21,43,12181,eos,False
kivi_rolling_s16_r128,21,44,15944,eos,False
kivi_rolling_s16_r128,22,42,11581,eos,False
kivi_rolling_s16_r128,22,43,15847,eos,False
kivi_rolling_s16_r128,22,44,10411,eos,False
kivi_rolling_s16_r128,23,42,21865,eos,False
kivi_rolling_s16_r128,23,43,32227,eos,False
kivi_rolling_s16_r128,23,44,6711,eos,False
kivi_rolling_s16_r128,24,42,3542,eos,False
kivi_rolling_s16_r128,24,43,5641,eos,False
kivi_rolling_s16_r128,24,44,3845,eos,False
kivi_rolling_s16_r128,25,42,20462,eos,False
kivi_rolling_s16_r128,25,43,13243,eos,False
kivi_rolling_s16_r128,25,44,27487,eos,False
