checkpoint,config,error_type,median,method_group,metric_name,mode,n,object_type,q1,q3,region,statistic
1024,kivi_rolling_k2v2_s0_r128,source_state_norm_drift,0.776178352534771,kivi,relative_L2,pseudo,60,hidden,0.6278877283632757,0.9672286261618116,all_tokens,p99
1024,kivi_rolling_k2v2_s0_r128,source_state_norm_drift,0.06871867552399635,kivi,relative_norm_error,pseudo,60,hidden,0.04676912818104029,0.13321315497159958,all_tokens,max
1024,kivi_rolling_k2v2_s0_r128,source_state_norm_drift,0.00818168507620574,kivi,relative_norm_error,pseudo,60,hidden,0.006639610383594213,0.010680016166226687,all_tokens,mean
1024,kivi_rolling_k2v2_s0_r128,source_state_norm_drift,0.00574555539060384,kivi,relative_norm_error,pseudo,60,hidden,0.004358406877145171,0.007326214341446757,all_tokens,p50
1024,kivi_rolling_k2v2_s0_r128,source_state_norm_drift,0.01981719667091966,kivi,relative_norm_error,pseudo,60,hidden,0.016011830605566504,0.025996308866888286,all_tokens,p90
1024,kivi_rolling_k2v2_s0_r128,source_state_norm_drift,0.025626423023641105,kivi,relative_norm_error,pseudo,60,hidden,0.020137545024044808,0.03275373973883685,all_tokens,p95
1024,kivi_rolling_k2v2_s0_r128,source_state_norm_drift,0.039586466178297995,kivi,relative_norm_error,pseudo,60,hidden,0.03004755608737466,0.051903933137655164,all_tokens,p99
1024,kivi_rolling_k2v2_s0_r128,source_state_norm_drift,0.06871867552399635,kivi,signed_norm_drift,pseudo,60,hidden,0.0433503370732069,0.11986136995255947,all_tokens,max
1024,kivi_rolling_k2v2_s0_r128,source_state_norm_drift,0.0017884437716607644,kivi,signed_norm_drift,pseudo,60,hidden,0.0,0.005006753562340902,all_tokens,mean
1024,kivi_rolling_k2v2_s0_r128,source_state_norm_drift,5.2828572734142654e-05,kivi,signed_norm_drift,pseudo,60,hidden,0.0,0.002167133119655773,all_tokens,p50
1024,kivi_rolling_k2v2_s0_r128,source_state_norm_drift,0.016123757790774112,kivi,signed_norm_drift,pseudo,60,hidden,0.012389396922662855,0.02141007068566978,all_tokens,p90
1024,kivi_rolling_k2v2_s0_r128,source_state_norm_drift,0.022618081141263242,kivi,signed_norm_drift,pseudo,60,hidden,0.017246062168851474,0.02882425258867439,all_tokens,p95
1024,kivi_rolling_k2v2_s0_r128,source_state_norm_drift,0.03757798196747891,kivi,signed_norm_drift,pseudo,60,hidden,0.028894478986039744,0.05064915297552937,all_tokens,p99
1024,kivi_rolling_k2v2_s0_r128,source_state_norm_drift,0.36197616159915924,kivi,abs_log_norm_ratio,pseudo,60,k_source,0.2607400566339493,0.4635618105530739,all_tokens,max
1024,kivi_rolling_k2v2_s0_r128,source_state_norm_drift,0.022695417204463192,kivi,abs_log_norm_ratio,pseudo,60,k_source,0.018610118603750118,0.02866726707559321,all_tokens,mean
1024,kivi_rolling_k2v2_s0_r128,source_state_norm_drift,0.015167923178523779,kivi,abs_log_norm_ratio,pseudo,60,k_source,0.01229880761820823,0.01828834810294211,all_tokens,p50
1024,kivi_rolling_k2v2_s0_r128,source_state_norm_drift,0.05485586039721968,kivi,abs_log_norm_ratio,pseudo,60,k_source,0.04653194481506944,0.06926779244095085,all_tokens,p90
1024,kivi_rolling_k2v2_s0_r128,source_state_norm_drift,0.0709474990144372,kivi,abs_log_norm_ratio,pseudo,60,k_source,0.06102234721183776,0.0926842187531291,all_tokens,p95
1024,kivi_rolling_k2v2_s0_r128,source_state_norm_drift,0.11832270536571722,kivi,abs_log_norm_ratio,pseudo,60,k_source,0.09596792822703724,0.15640208628028685,all_tokens,p99
1024,kivi_rolling_k2v2_s0_r128,source_state_norm_drift,0.24999737739562988,kivi,direction_error,pseudo,60,k_source,0.16960398852825165,0.5990900695323944,all_tokens,max
1024,kivi_rolling_k2v2_s0_r128,source_state_norm_drift,0.016375238428352527,kivi,direction_error,pseudo,60,k_source,0.010852133957904062,0.022987217779710037,all_tokens,mean
1024,kivi_rolling_k2v2_s0_r128,source_state_norm_drift,0.013747930526733398,kivi,direction_error,pseudo,60,k_source,0.008197546005249023,0.01751304417848587,all_tokens,p50
1024,kivi_rolling_k2v2_s0_r128,source_state_norm_drift,0.030601730942726134,kivi,direction_error,pseudo,60,k_source,0.022766068577766422,0.04419418722391128,all_tokens,p90
1024,kivi_rolling_k2v2_s0_r128,source_state_norm_drift,0.040141610801219946,kivi,direction_error,pseudo,60,k_source,0.029729666560888292,0.061767245829105366,all_tokens,p95
1024,kivi_rolling_k2v2_s0_r128,source_state_norm_drift,0.09059649795293805,kivi,direction_error,pseudo,60,k_source,0.05395595803856852,0.1820256793498991,all_tokens,p99
1024,kivi_rolling_k2v2_s0_r128,source_state_norm_drift,1.4137723445892334,kivi,norm_ratio,pseudo,60,k_source,1.2755866348743439,1.577150285243988,all_tokens,max
1024,kivi_rolling_k2v2_s0_r128,source_state_norm_drift,1.0001391409888043,kivi,norm_ratio,pseudo,60,k_source,0.9988303660234269,1.0051164100888736,all_tokens,mean
1024,kivi_rolling_k2v2_s0_r128,source_state_norm_drift,1.0000014007091522,kivi,norm_ratio,pseudo,60,k_source,0.9999480694532394,1.00007963180542,all_tokens,p50
1024,kivi_rolling_k2v2_s0_r128,source_state_norm_drift,1.0385246455669401,kivi,norm_ratio,pseudo,60,k_source,1.0318175107240677,1.0455336838960647,all_tokens,p90
1024,kivi_rolling_k2v2_s0_r128,source_state_norm_drift,1.05352626144886,kivi,norm_ratio,pseudo,60,k_source,1.0462164238095284,1.0652434781193734,all_tokens,p95
1024,kivi_rolling_k2v2_s0_r128,source_state_norm_drift,1.1020460766553877,kivi,norm_ratio,pseudo,60,k_source,1.0846538415551188,1.1445265528559685,all_tokens,p99
1024,kivi_rolling_k2v2_s0_r128,source_state_norm_drift,0.8822073936462402,kivi,relative_L2,pseudo,60,k_source,0.6600817888975143,1.3032387495040894,all_tokens,max
1024,kivi_rolling_k2v2_s0_r128,source_state_norm_drift,0.15369425946818227,kivi,relative_L2,pseudo,60,k_source,0.12433558273366917,0.18088654230114823,all_tokens,mean
1024,kivi_rolling_k2v2_s0_r128,source_state_norm_drift,0.16794271394610405,kivi,relative_L2,pseudo,60,k_source,0.13014556653797626,0.18957544676959515,all_tokens,p50
1024,kivi_rolling_k2v2_s0_r128,source_state_norm_drift,0.2513142377138138,kivi,relative_L2,pseudo,60,k_source,0.2180144667625427,0.301876936852932,all_tokens,p90
1024,kivi_rolling_k2v2_s0_r128,source_state_norm_drift,0.28920562788844106,kivi,relative_L2,pseudo,60,k_source,0.2492364155128597,0.3612437222152948,all_tokens,p95
1024,kivi_rolling_k2v2_s0_r128,source_state_norm_drift,0.4409476554393763,kivi,relative_L2,pseudo,60,k_source,0.3360259871929885,0.6328335085511189,all_tokens,p99
1024,kivi_rolling_k2v2_s0_r128,source_state_norm_drift,0.4137723594903946,kivi,relative_norm_error,pseudo,60,k_source,0.2854337692260742,0.5771502405405045,all_tokens,max
1024,kivi_rolling_k2v2_s0_r128,source_state_norm_drift,0.022725666277589013,kivi,relative_norm_error,pseudo,60,k_source,0.018736798299390275,0.028987684031155626,all_tokens,mean
1024,kivi_rolling_k2v2_s0_r128,source_state_norm_drift,0.01515347114764154,kivi,relative_norm_error,pseudo,60,k_source,0.012300627655349672,0.018298197304829955,all_tokens,p50
1024,kivi_rolling_k2v2_s0_r128,source_state_norm_drift,0.054730197787284864,kivi,relative_norm_error,pseudo,60,k_source,0.046911673340946466,0.06959571242332457,all_tokens,p90
1024,kivi_rolling_k2v2_s0_r128,source_state_norm_drift,0.0699857557192445,kivi,relative_norm_error,pseudo,60,k_source,0.06197146666236221,0.09084736322984091,all_tokens,p95
1024,kivi_rolling_k2v2_s0_r128,source_state_norm_drift,0.11726839300245018,kivi,relative_norm_error,pseudo,60,k_source,0.0969410197250545,0.15667677301913502,all_tokens,p99
1024,kivi_rolling_k2v2_s0_r128,source_state_norm_drift,0.4137723594903946,kivi,signed_norm_drift,pseudo,60,k_source,0.2755866274237633,0.5771502405405045,all_tokens,max
1024,kivi_rolling_k2v2_s0_r128,source_state_norm_drift,0.00013914103863648045,kivi,signed_norm_drift,pseudo,60,k_source,-0.001169633743877464,0.005116409619573721,all_tokens,mean
1024,kivi_rolling_k2v2_s0_r128,source_state_norm_drift,1.4180409948494344e-06,kivi,signed_norm_drift,pseudo,60,k_source,-5.1914778850914445e-05,7.966002249304438e-05,all_tokens,p50
1024,kivi_rolling_k2v2_s0_r128,source_state_norm_drift,0.03852468226104974,kivi,signed_norm_drift,pseudo,60,k_source,0.031817522086203094,0.045533701311796924,all_tokens,p90
1024,kivi_rolling_k2v2_s0_r128,source_state_norm_drift,0.05352623695507644,kivi,signed_norm_drift,pseudo,60,k_source,0.046216411748901016,0.06524349981918931,all_tokens,p95
1024,kivi_rolling_k2v2_s0_r128,source_state_norm_drift,0.10204606734216196,kivi,signed_norm_drift,pseudo,60,k_source,0.0846538248099387,0.14452657084912052,all_tokens,p99
1024,kivi_rolling_k2v2_s0_r128,representation_norm_error,0.856356292963028,kivi,abs_log_norm_ratio,pseudo,60,k_stored,0.8263462036848068,0.9390776753425598,packed_history,max
1024,kivi_rolling_k2v2_s0_r128,representation_norm_error,0.05157014091527849,kivi,abs_log_norm_ratio,pseudo,60,k_stored,0.04619578019463114,0.053536614526830326,packed_history,mean
1024,kivi_rolling_k2v2_s0_r128,representation_norm_error,0.04765275493264198,kivi,abs_log_norm_ratio,pseudo,60,k_stored,0.04310995666310191,0.04957756865769625,packed_history,p50
1024,kivi_rolling_k2v2_s0_r128,representation_norm_error,0.09121089987456799,kivi,abs_log_norm_ratio,pseudo,60,k_stored,0.07977830972522497,0.0935664638876915,packed_history,p90
1024,kivi_rolling_k2v2_s0_r128,representation_norm_error,0.10436219554394484,kivi,abs_log_norm_ratio,pseudo,60,k_stored,0.09349968479946255,0.10911985393613576,packed_history,p95
1024,kivi_rolling_k2v2_s0_r128,representation_norm_error,0.1364106162637472,kivi,abs_log_norm_ratio,pseudo,60,k_stored,0.13094299878925084,0.14345647439360615,packed_history,p99
1024,kivi_rolling_k2v2_s0_r128,representation_norm_error,0.555577427148819,kivi,direction_error,pseudo,60,k_stored,0.505685105919838,0.6034540832042694,packed_history,max
1024,kivi_rolling_k2v2_s0_r128,representation_norm_error,0.04213468273935307,kivi,direction_error,pseudo,60,k_stored,0.04031364967730561,0.048465201801393826,packed_history,mean
1024,kivi_rolling_k2v2_s0_r128,representation_norm_error,0.03870324790477753,kivi,direction_error,pseudo,60,k_stored,0.03653981536626816,0.045732803642749786,packed_history,p50
1024,kivi_rolling_k2v2_s0_r128,representation_norm_error,0.06376149952411653,kivi,direction_error,pseudo,60,k_stored,0.0544584259390831,0.06600716561079026,packed_history,p90
1024,kivi_rolling_k2v2_s0_r128,representation_norm_error,0.0701863095164299,kivi,direction_error,pseudo,60,k_stored,0.06131219714879988,0.07405464053153993,packed_history,p95
1024,kivi_rolling_k2v2_s0_r128,representation_norm_error,0.08407028228044508,kivi,direction_error,pseudo,60,k_stored,0.07840299442410467,0.0922621653974056,packed_history,p99
1024,kivi_rolling_k2v2_s0_r128,representation_norm_error,2.3545658588409424,kivi,norm_ratio,pseudo,60,k_stored,2.2849549055099487,2.5576234459877014,packed_history,max
1024,kivi_rolling_k2v2_s0_r128,representation_norm_error,1.0513918318361641,kivi,norm_ratio,pseudo,60,k_stored,1.0459047060576268,1.0543490577817596,packed_history,mean
1024,kivi_rolling_k2v2_s0_r128,representation_norm_error,1.0484759509563446,kivi,norm_ratio,pseudo,60,k_stored,1.043830245733261,1.0505875498056412,packed_history,p50
1024,kivi_rolling_k2v2_s0_r128,representation_norm_error,1.0955000221729279,kivi,norm_ratio,pseudo,60,k_stored,1.083025598526001,1.09783978164196,packed_history,p90
1024,kivi_rolling_k2v2_s0_r128,representation_norm_error,1.1100024193525315,kivi,norm_ratio,pseudo,60,k_stored,1.0980050295591353,1.1151288241147994,packed_history,p95
1024,kivi_rolling_k2v2_s0_r128,representation_norm_error,1.1461524629592894,kivi,norm_ratio,pseudo,60,k_stored,1.139902837574482,1.1542566463351251,packed_history,p99
1024,kivi_rolling_k2v2_s0_r128,representation_norm_error,2.150713086128235,kivi,relative_L2,pseudo,60,k_stored,2.025106191635132,2.3253013491630554,packed_history,max
1024,kivi_rolling_k2v2_s0_r128,representation_norm_error,0.29957971521382987,kivi,relative_L2,pseudo,60,k_stored,0.29224473428309594,0.3224972668307211,packed_history,mean
1024,kivi_rolling_k2v2_s0_r128,representation_norm_error,0.2894295006990433,kivi,relative_L2,pseudo,60,k_stored,0.2808461934328079,0.3159334436058998,packed_history,p50
1024,kivi_rolling_k2v2_s0_r128,representation_norm_error,0.37593158334493637,kivi,relative_L2,pseudo,60,k_stored,0.34312612935900694,0.38264531418681147,packed_history,p90
1024,kivi_rolling_k2v2_s0_r128,representation_norm_error,0.39309970438480374,kivi,relative_L2,pseudo,60,k_stored,0.36208824254572386,0.4065513443201779,packed_history,p95
1024,kivi_rolling_k2v2_s0_r128,representation_norm_error,0.43064951315522193,kivi,relative_L2,pseudo,60,k_stored,0.4145172780007123,0.4555326971411705,packed_history,p99
1024,kivi_rolling_k2v2_s0_r128,representation_norm_error,1.3545658588409424,kivi,relative_norm_error,pseudo,60,k_stored,1.2849550247192383,1.5576233267784119,packed_history,max
1024,kivi_rolling_k2v2_s0_r128,representation_norm_error,0.05361536954259746,kivi,relative_norm_error,pseudo,60,k_stored,0.04791475137821387,0.05590135781338988,packed_history,mean
1024,kivi_rolling_k2v2_s0_r128,representation_norm_error,0.048784482292830944,kivi,relative_norm_error,pseudo,60,k_stored,0.04403739422559738,0.05076742172241211,packed_history,p50
1024,kivi_rolling_k2v2_s0_r128,representation_norm_error,0.09550005942583084,kivi,relative_norm_error,pseudo,60,k_stored,0.08303696028888226,0.09789445791393522,packed_history,p90
1024,kivi_rolling_k2v2_s0_r128,representation_norm_error,0.1100023878738284,kivi,relative_norm_error,pseudo,60,k_stored,0.09801029106602072,0.11524048494175075,packed_history,p95
1024,kivi_rolling_k2v2_s0_r128,representation_norm_error,0.14615244045853615,kivi,relative_norm_error,pseudo,60,k_stored,0.1399028428643942,0.15425663001835344,packed_history,p99
1024,kivi_rolling_k2v2_s0_r128,representation_norm_error,1.3545658588409424,kivi,signed_norm_drift,pseudo,60,k_stored,1.2849550247192383,1.5576233267784119,packed_history,max
1024,kivi_rolling_k2v2_s0_r128,representation_norm_error,0.0513918316092694,kivi,signed_norm_drift,pseudo,60,k_stored,0.045904706582862345,0.05434905819188301,packed_history,mean
1024,kivi_rolling_k2v2_s0_r128,representation_norm_error,0.04847591742873192,kivi,signed_norm_drift,pseudo,60,k_stored,0.04383025225251913,0.05058752978220582,packed_history,p50
1024,kivi_rolling_k2v2_s0_r128,representation_norm_error,0.09550005942583084,kivi,signed_norm_drift,pseudo,60,k_stored,0.08302558623254298,0.09783975463360549,packed_history,p90
1024,kivi_rolling_k2v2_s0_r128,representation_norm_error,0.1100023878738284,kivi,signed_norm_drift,pseudo,60,k_stored,0.09800505666062234,0.11512883016839619,packed_history,p95
1024,kivi_rolling_k2v2_s0_r128,representation_norm_error,0.14615244045853615,kivi,signed_norm_drift,pseudo,60,k_stored,0.1399028428643942,0.15425663001835344,packed_history,p99
1024,kivi_rolling_k2v2_s0_r128,representation_norm_error,0.0,kivi,abs_log_norm_ratio,pseudo,60,k_stored,0.0,0.0,pending_history,max
1024,kivi_rolling_k2v2_s0_r128,representation_norm_error,0.0,kivi,abs_log_norm_ratio,pseudo,60,k_stored,0.0,0.0,pending_history,mean
1024,kivi_rolling_k2v2_s0_r128,representation_norm_error,0.0,kivi,abs_log_norm_ratio,pseudo,60,k_stored,0.0,0.0,pending_history,p50
1024,kivi_rolling_k2v2_s0_r128,representation_norm_error,0.0,kivi,abs_log_norm_ratio,pseudo,60,k_stored,0.0,0.0,pending_history,p90
1024,kivi_rolling_k2v2_s0_r128,representation_norm_error,0.0,kivi,abs_log_norm_ratio,pseudo,60,k_stored,0.0,0.0,pending_history,p95
1024,kivi_rolling_k2v2_s0_r128,representation_norm_error,0.0,kivi,abs_log_norm_ratio,pseudo,60,k_stored,0.0,0.0,pending_history,p99
1024,kivi_rolling_k2v2_s0_r128,representation_norm_error,2.384185791015625e-07,kivi,direction_error,pseudo,60,k_stored,2.384185791015625e-07,2.980232238769531e-07,pending_history,max
1024,kivi_rolling_k2v2_s0_r128,representation_norm_error,2.4377459823245345e-08,kivi,direction_error,pseudo,60,k_stored,2.2490412982947686e-08,2.5494955480098724e-08,pending_history,mean
1024,kivi_rolling_k2v2_s0_r128,representation_norm_error,0.0,kivi,direction_error,pseudo,60,k_stored,0.0,0.0,pending_history,p50
1024,kivi_rolling_k2v2_s0_r128,representation_norm_error,1.1920928955078125e-07,kivi,direction_error,pseudo,60,k_stored,1.1920928955078125e-07,1.1920928955078125e-07,pending_history,p90
1024,kivi_rolling_k2v2_s0_r128,representation_norm_error,1.1920928955078125e-07,kivi,direction_error,pseudo,60,k_stored,1.1920928955078125e-07,1.1920928955078125e-07,pending_history,p95
1024,kivi_rolling_k2v2_s0_r128,representation_norm_error,1.7881393432617188e-07,kivi,direction_error,pseudo,60,k_stored,1.7881393432617188e-07,1.7881393432617188e-07,pending_history,p99
1024,kivi_rolling_k2v2_s0_r128,representation_norm_error,1.0,kivi,norm_ratio,pseudo,60,k_stored,1.0,1.0,pending_history,max
1024,kivi_rolling_k2v2_s0_r128,representation_norm_error,1.0,kivi,norm_ratio,pseudo,60,k_stored,1.0,1.0,pending_history,mean
1024,kivi_rolling_k2v2_s0_r128,representation_norm_error,1.0,kivi,norm_ratio,pseudo,60,k_stored,1.0,1.0,pending_history,p50
1024,kivi_rolling_k2v2_s0_r128,representation_norm_error,1.0,kivi,norm_ratio,pseudo,60,k_stored,1.0,1.0,pending_history,p90
1024,kivi_rolling_k2v2_s0_r128,representation_norm_error,1.0,kivi,norm_ratio,pseudo,60,k_stored,1.0,1.0,pending_history,p95
1024,kivi_rolling_k2v2_s0_r128,representation_norm_error,1.0,kivi,norm_ratio,pseudo,60,k_stored,1.0,1.0,pending_history,p99
1024,kivi_rolling_k2v2_s0_r128,representation_norm_error,0.0,kivi,relative_L2,pseudo,60,k_stored,0.0,0.0,pending_history,max
1024,kivi_rolling_k2v2_s0_r128,representation_norm_error,0.0,kivi,relative_L2,pseudo,60,k_stored,0.0,0.0,pending_history,mean
1024,kivi_rolling_k2v2_s0_r128,representation_norm_error,0.0,kivi,relative_L2,pseudo,60,k_stored,0.0,0.0,pending_history,p50
1024,kivi_rolling_k2v2_s0_r128,representation_norm_error,0.0,kivi,relative_L2,pseudo,60,k_stored,0.0,0.0,pending_history,p90
1024,kivi_rolling_k2v2_s0_r128,representation_norm_error,0.0,kivi,relative_L2,pseudo,60,k_stored,0.0,0.0,pending_history,p95
1024,kivi_rolling_k2v2_s0_r128,representation_norm_error,0.0,kivi,relative_L2,pseudo,60,k_stored,0.0,0.0,pending_history,p99
1024,kivi_rolling_k2v2_s0_r128,representation_norm_error,0.0,kivi,relative_norm_error,pseudo,60,k_stored,0.0,0.0,pending_history,max
1024,kivi_rolling_k2v2_s0_r128,representation_norm_error,0.0,kivi,relative_norm_error,pseudo,60,k_stored,0.0,0.0,pending_history,mean
1024,kivi_rolling_k2v2_s0_r128,representation_norm_error,0.0,kivi,relative_norm_error,pseudo,60,k_stored,0.0,0.0,pending_history,p50
1024,kivi_rolling_k2v2_s0_r128,representation_norm_error,0.0,kivi,relative_norm_error,pseudo,60,k_stored,0.0,0.0,pending_history,p90
1024,kivi_rolling_k2v2_s0_r128,representation_norm_error,0.0,kivi,relative_norm_error,pseudo,60,k_stored,0.0,0.0,pending_history,p95
1024,kivi_rolling_k2v2_s0_r128,representation_norm_error,0.0,kivi,relative_norm_error,pseudo,60,k_stored,0.0,0.0,pending_history,p99
1024,kivi_rolling_k2v2_s0_r128,representation_norm_error,0.0,kivi,signed_norm_drift,pseudo,60,k_stored,0.0,0.0,pending_history,max
1024,kivi_rolling_k2v2_s0_r128,representation_norm_error,0.0,kivi,signed_norm_drift,pseudo,60,k_stored,0.0,0.0,pending_history,mean
1024,kivi_rolling_k2v2_s0_r128,representation_norm_error,0.0,kivi,signed_norm_drift,pseudo,60,k_stored,0.0,0.0,pending_history,p50
1024,kivi_rolling_k2v2_s0_r128,representation_norm_error,0.0,kivi,signed_norm_drift,pseudo,60,k_stored,0.0,0.0,pending_history,p90
1024,kivi_rolling_k2v2_s0_r128,representation_norm_error,0.0,kivi,signed_norm_drift,pseudo,60,k_stored,0.0,0.0,pending_history,p95
1024,kivi_rolling_k2v2_s0_r128,representation_norm_error,0.0,kivi,signed_norm_drift,pseudo,60,k_stored,0.0,0.0,pending_history,p99
1024,kivi_rolling_k2v2_s0_r128,representation_norm_error,0.0,kivi,abs_log_norm_ratio,pseudo,60,k_stored,0.0,0.0,recent,max
1024,kivi_rolling_k2v2_s0_r128,representation_norm_error,0.0,kivi,abs_log_norm_ratio,pseudo,60,k_stored,0.0,0.0,recent,mean
1024,kivi_rolling_k2v2_s0_r128,representation_norm_error,0.0,kivi,abs_log_norm_ratio,pseudo,60,k_stored,0.0,0.0,recent,p50
1024,kivi_rolling_k2v2_s0_r128,representation_norm_error,0.0,kivi,abs_log_norm_ratio,pseudo,60,k_stored,0.0,0.0,recent,p90
1024,kivi_rolling_k2v2_s0_r128,representation_norm_error,0.0,kivi,abs_log_norm_ratio,pseudo,60,k_stored,0.0,0.0,recent,p95
1024,kivi_rolling_k2v2_s0_r128,representation_norm_error,0.0,kivi,abs_log_norm_ratio,pseudo,60,k_stored,0.0,0.0,recent,p99
1024,kivi_rolling_k2v2_s0_r128,representation_norm_error,2.980232238769531e-07,kivi,direction_error,pseudo,60,k_stored,2.384185791015625e-07,2.980232238769531e-07,recent,max
1024,kivi_rolling_k2v2_s0_r128,representation_norm_error,2.4243490770459175e-08,kivi,direction_error,pseudo,60,k_stored,2.2730091586709023e-08,2.5553163141012192e-08,recent,mean
1024,kivi_rolling_k2v2_s0_r128,representation_norm_error,0.0,kivi,direction_error,pseudo,60,k_stored,0.0,0.0,recent,p50
1024,kivi_rolling_k2v2_s0_r128,representation_norm_error,1.1920928955078125e-07,kivi,direction_error,pseudo,60,k_stored,1.1920928955078125e-07,1.1920928955078125e-07,recent,p90
1024,kivi_rolling_k2v2_s0_r128,representation_norm_error,1.1920928955078125e-07,kivi,direction_error,pseudo,60,k_stored,1.1920928955078125e-07,1.1920928955078125e-07,recent,p95
1024,kivi_rolling_k2v2_s0_r128,representation_norm_error,1.7881393432617188e-07,kivi,direction_error,pseudo,60,k_stored,1.7881393432617188e-07,1.7881393432617188e-07,recent,p99
1024,kivi_rolling_k2v2_s0_r128,representation_norm_error,1.0,kivi,norm_ratio,pseudo,60,k_stored,1.0,1.0,recent,max
1024,kivi_rolling_k2v2_s0_r128,representation_norm_error,1.0,kivi,norm_ratio,pseudo,60,k_stored,1.0,1.0,recent,mean
1024,kivi_rolling_k2v2_s0_r128,representation_norm_error,1.0,kivi,norm_ratio,pseudo,60,k_stored,1.0,1.0,recent,p50
1024,kivi_rolling_k2v2_s0_r128,representation_norm_error,1.0,kivi,norm_ratio,pseudo,60,k_stored,1.0,1.0,recent,p90
1024,kivi_rolling_k2v2_s0_r128,representation_norm_error,1.0,kivi,norm_ratio,pseudo,60,k_stored,1.0,1.0,recent,p95
1024,kivi_rolling_k2v2_s0_r128,representation_norm_error,1.0,kivi,norm_ratio,pseudo,60,k_stored,1.0,1.0,recent,p99
