error_type,layer,median_auc_s0,median_auc_s16,median_delta,method_group,metric_name,object_type,paired_n,region,statistic,tasks_improved,tasks_regressed,ties
source_state_norm_drift,0,0.0,0.0,0.0,pattern,abs_log_norm_ratio,k_source,12,all_tokens,mean,0,0,12
source_state_norm_drift,0,0.0,0.0,0.0,pattern,abs_log_norm_ratio,k_source,12,all_tokens,p50,0,0,12
source_state_norm_drift,0,0.0,0.0,0.0,pattern,abs_log_norm_ratio,k_source,12,all_tokens,p90,0,0,12
source_state_norm_drift,0,0.0,0.0,0.0,pattern,abs_log_norm_ratio,k_source,12,all_tokens,p95,0,0,12
source_state_norm_drift,0,0.0,0.0,0.0,pattern,abs_log_norm_ratio,k_source,12,all_tokens,p99,0,0,12
source_state_norm_drift,0,1.4901161193847656e-08,1.4901161193847656e-08,0.0,pattern,direction_error,k_source,12,all_tokens,max,0,0,12
source_state_norm_drift,0,-9.411211685869764e-10,-9.411211685869764e-10,0.0,pattern,direction_error,k_source,12,all_tokens,mean,0,0,12
source_state_norm_drift,0,0.0,0.0,0.0,pattern,direction_error,k_source,12,all_tokens,p50,0,0,12
source_state_norm_drift,0,0.0,0.0,0.0,pattern,direction_error,k_source,12,all_tokens,p90,0,0,12
source_state_norm_drift,0,0.0,0.0,0.0,pattern,direction_error,k_source,12,all_tokens,p95,0,0,12
source_state_norm_drift,0,0.0,0.0,0.0,pattern,direction_error,k_source,12,all_tokens,p99,0,0,12
source_state_norm_drift,0,0.0,0.0,0.0,pattern,norm_ratio,k_source,12,all_tokens,max,0,0,12
source_state_norm_drift,0,0.0,0.0,0.0,pattern,norm_ratio,k_source,12,all_tokens,mean,0,0,12
source_state_norm_drift,0,0.0,0.0,0.0,pattern,norm_ratio,k_source,12,all_tokens,p50,0,0,12
source_state_norm_drift,0,0.0,0.0,0.0,pattern,norm_ratio,k_source,12,all_tokens,p90,0,0,12
source_state_norm_drift,0,0.0,0.0,0.0,pattern,norm_ratio,k_source,12,all_tokens,p95,0,0,12
source_state_norm_drift,0,0.0,0.0,0.0,pattern,norm_ratio,k_source,12,all_tokens,p99,0,0,12
source_state_norm_drift,0,0.0,0.0,0.0,pattern,relative_L2,k_source,12,all_tokens,max,0,0,12
source_state_norm_drift,0,0.0,0.0,0.0,pattern,relative_L2,k_source,12,all_tokens,mean,0,0,12
source_state_norm_drift,0,0.0,0.0,0.0,pattern,relative_L2,k_source,12,all_tokens,p50,0,0,12
source_state_norm_drift,0,0.0,0.0,0.0,pattern,relative_L2,k_source,12,all_tokens,p90,0,0,12
source_state_norm_drift,0,0.0,0.0,0.0,pattern,relative_L2,k_source,12,all_tokens,p95,0,0,12
source_state_norm_drift,0,0.0,0.0,0.0,pattern,relative_L2,k_source,12,all_tokens,p99,0,0,12
source_state_norm_drift,0,0.0,0.0,0.0,pattern,relative_norm_error,k_source,12,all_tokens,max,0,0,12
source_state_norm_drift,0,0.0,0.0,0.0,pattern,relative_norm_error,k_source,12,all_tokens,mean,0,0,12
source_state_norm_drift,0,0.0,0.0,0.0,pattern,relative_norm_error,k_source,12,all_tokens,p50,0,0,12
source_state_norm_drift,0,0.0,0.0,0.0,pattern,relative_norm_error,k_source,12,all_tokens,p90,0,0,12
source_state_norm_drift,0,0.0,0.0,0.0,pattern,relative_norm_error,k_source,12,all_tokens,p95,0,0,12
source_state_norm_drift,0,0.0,0.0,0.0,pattern,relative_norm_error,k_source,12,all_tokens,p99,0,0,12
source_state_norm_drift,0,0.0,0.0,0.0,pattern,signed_norm_drift,k_source,12,all_tokens,max,0,0,12
source_state_norm_drift,0,0.0,0.0,0.0,pattern,signed_norm_drift,k_source,12,all_tokens,mean,0,0,12
source_state_norm_drift,0,0.0,0.0,0.0,pattern,signed_norm_drift,k_source,12,all_tokens,p50,0,0,12
source_state_norm_drift,0,0.0,0.0,0.0,pattern,signed_norm_drift,k_source,12,all_tokens,p90,0,0,12
source_state_norm_drift,0,0.0,0.0,0.0,pattern,signed_norm_drift,k_source,12,all_tokens,p95,0,0,12
source_state_norm_drift,0,0.0,0.0,0.0,pattern,signed_norm_drift,k_source,12,all_tokens,p99,0,0,12
representation_norm_error,0,0.1831333041191101,0.39114558696746826,0.20801228284835815,pattern,abs_log_norm_ratio,k_stored,1,packed_history,max,0,1,0
representation_norm_error,0,0.04496325340219288,0.04595802705780625,0.0009947736556133735,pattern,abs_log_norm_ratio,k_stored,1,packed_history,mean,0,1,0
representation_norm_error,0,0.0409874627366662,0.04062103107571602,-0.00036643166095018387,pattern,abs_log_norm_ratio,k_stored,1,packed_history,p50,1,0,0
representation_norm_error,0,0.07807342223823072,0.08571665734052664,0.00764323510229592,pattern,abs_log_norm_ratio,k_stored,1,packed_history,p90,0,1,0
representation_norm_error,0,0.09874466527253388,0.10987067837268116,0.011126013100147283,pattern,abs_log_norm_ratio,k_stored,1,packed_history,p95,0,1,0
representation_norm_error,0,0.10066700752824698,0.1526576037704949,0.051990596242247916,pattern,abs_log_norm_ratio,k_stored,1,packed_history,p99,0,1,0
representation_norm_error,0,0.3552417755126953,0.33405643701553345,-0.021185338497161865,pattern,direction_error,k_stored,1,packed_history,max,1,0,0
representation_norm_error,0,0.0438037154799531,0.046130812982482894,0.0023270975025297957,pattern,direction_error,k_stored,1,packed_history,mean,0,1,0
representation_norm_error,0,0.042414501309394836,0.04563981294631958,0.0032253116369247437,pattern,direction_error,k_stored,1,packed_history,p50,0,1,0
representation_norm_error,0,0.06496509015560151,0.06657674610614775,0.0016116559505462424,pattern,direction_error,k_stored,1,packed_history,p90,0,1,0
representation_norm_error,0,0.08209083974361409,0.08214715272188182,5.6312978267733516e-05,pattern,direction_error,k_stored,1,packed_history,p95,0,1,0
representation_norm_error,0,0.08700019359588684,0.11525422066450121,0.028254027068614365,pattern,direction_error,k_stored,1,packed_history,p99,0,1,0
representation_norm_error,0,0.4871084690093994,1.025017261505127,0.5379087924957275,pattern,norm_ratio,k_stored,1,packed_history,max,0,1,0
representation_norm_error,0,0.052422737996494106,0.05147591060267587,-0.0009468273938182392,pattern,norm_ratio,k_stored,1,packed_history,mean,1,0,0
representation_norm_error,0,0.04343986511230469,0.04220116138458252,-0.001238703727722168,pattern,norm_ratio,k_stored,1,packed_history,p50,1,0,0
representation_norm_error,0,0.08525680899620047,0.09347906112670912,0.008222252130508645,pattern,norm_ratio,k_stored,1,packed_history,p90,0,1,0
representation_norm_error,0,0.1096170753240584,0.12169333994388576,0.01207626461982736,pattern,norm_ratio,k_stored,1,packed_history,p95,0,1,0
representation_norm_error,0,0.11561581432819545,0.17520200550556275,0.0595861911773673,pattern,norm_ratio,k_stored,1,packed_history,p99,0,1,0
representation_norm_error,0,0.9595746994018555,1.149418294429779,0.18984359502792358,pattern,relative_L2,k_stored,1,packed_history,max,0,1,0
representation_norm_error,0,0.1696210282748325,0.18023974890627414,0.010618720631441647,pattern,relative_L2,k_stored,1,packed_history,mean,0,1,0
representation_norm_error,0,0.17355696856975555,0.18371783196926117,0.010160863399505615,pattern,relative_L2,k_stored,1,packed_history,p50,0,1,0
representation_norm_error,0,0.20077664256095884,0.21472927778959275,0.013952635228633908,pattern,relative_L2,k_stored,1,packed_history,p90,0,1,0
representation_norm_error,0,0.26524955928325655,0.26806186512112606,0.002812305837869511,pattern,relative_L2,k_stored,1,packed_history,p95,0,1,0
representation_norm_error,0,0.23003129288554325,0.3428577019274239,0.11282640904188063,pattern,relative_L2,k_stored,1,packed_history,p99,0,1,0
representation_norm_error,0,0.4871087074279785,1.02501779794693,0.5379090905189514,pattern,relative_norm_error,k_stored,1,packed_history,max,0,1,0
representation_norm_error,0,0.049531781517765903,0.050891702123063966,0.0013599206052980622,pattern,relative_norm_error,k_stored,1,packed_history,mean,0,1,0
representation_norm_error,0,0.04285391420125961,0.042257921770215034,-0.0005959924310445786,pattern,relative_norm_error,k_stored,1,packed_history,p50,1,0,0
representation_norm_error,0,0.08525673411786558,0.09347895495593551,0.008222220838069935,pattern,relative_norm_error,k_stored,1,packed_history,p90,0,1,0
representation_norm_error,0,0.10961721893399952,0.1216932322829962,0.012076013348996675,pattern,relative_norm_error,k_stored,1,packed_history,p95,0,1,0
representation_norm_error,0,0.11561585772782751,0.17520188018679672,0.05958602245896921,pattern,relative_norm_error,k_stored,1,packed_history,p99,0,1,0
representation_norm_error,0,0.4871087074279785,1.02501779794693,0.5379090905189514,pattern,signed_norm_drift,k_stored,1,packed_history,max,0,1,0
representation_norm_error,0,0.05242273872179281,0.051475910368679094,-0.0009468283531137156,pattern,signed_norm_drift,k_stored,1,packed_history,mean,1,0,0
representation_norm_error,0,0.043439882807433605,0.042201331816613674,-0.001238550990819931,pattern,signed_norm_drift,k_stored,1,packed_history,p50,1,0,0
representation_norm_error,0,0.08525673411786558,0.09347895495593551,0.008222220838069935,pattern,signed_norm_drift,k_stored,1,packed_history,p90,0,1,0
representation_norm_error,0,0.10961721893399952,0.1216932322829962,0.012076013348996675,pattern,signed_norm_drift,k_stored,1,packed_history,p95,0,1,0
representation_norm_error,0,0.11561585772782751,0.17520188018679672,0.05958602245896921,pattern,signed_norm_drift,k_stored,1,packed_history,p99,0,1,0
representation_norm_error,0,0.0,0.0,0.0,pattern,abs_log_norm_ratio,k_stored,12,pending_history,max,0,0,12
representation_norm_error,0,0.0,0.0,0.0,pattern,abs_log_norm_ratio,k_stored,12,pending_history,mean,0,0,12
representation_norm_error,0,0.0,0.0,0.0,pattern,abs_log_norm_ratio,k_stored,12,pending_history,p50,0,0,12
representation_norm_error,0,0.0,0.0,0.0,pattern,abs_log_norm_ratio,k_stored,12,pending_history,p90,0,0,12
representation_norm_error,0,0.0,0.0,0.0,pattern,abs_log_norm_ratio,k_stored,12,pending_history,p95,0,0,12
representation_norm_error,0,0.0,0.0,0.0,pattern,abs_log_norm_ratio,k_stored,12,pending_history,p99,0,0,12
representation_norm_error,0,1.4901161193847656e-08,1.4901161193847656e-08,0.0,pattern,direction_error,k_stored,12,pending_history,max,1,3,8
representation_norm_error,0,-6.565824151039124e-10,-5.621272965596106e-10,6.25504191569324e-10,pattern,direction_error,k_stored,12,pending_history,mean,5,7,0
representation_norm_error,0,0.0,0.0,0.0,pattern,direction_error,k_stored,12,pending_history,p50,0,0,12
representation_norm_error,0,2.9802322387695312e-08,2.9802322387695312e-08,0.0,pattern,direction_error,k_stored,12,pending_history,p90,5,5,2
representation_norm_error,0,0.0,0.0,0.0,pattern,direction_error,k_stored,12,pending_history,p95,0,1,11
representation_norm_error,0,0.0,-2.041459083557157e-08,0.0,pattern,direction_error,k_stored,12,pending_history,p99,3,2,7
representation_norm_error,0,0.0,0.0,0.0,pattern,norm_ratio,k_stored,12,pending_history,max,0,0,12
representation_norm_error,0,0.0,0.0,0.0,pattern,norm_ratio,k_stored,12,pending_history,mean,0,0,12
representation_norm_error,0,0.0,0.0,0.0,pattern,norm_ratio,k_stored,12,pending_history,p50,0,0,12
representation_norm_error,0,0.0,0.0,0.0,pattern,norm_ratio,k_stored,12,pending_history,p90,0,0,12
representation_norm_error,0,0.0,0.0,0.0,pattern,norm_ratio,k_stored,12,pending_history,p95,0,0,12
representation_norm_error,0,0.0,0.0,0.0,pattern,norm_ratio,k_stored,12,pending_history,p99,0,0,12
representation_norm_error,0,0.0,0.0,0.0,pattern,relative_L2,k_stored,12,pending_history,max,0,0,12
representation_norm_error,0,0.0,0.0,0.0,pattern,relative_L2,k_stored,12,pending_history,mean,0,0,12
representation_norm_error,0,0.0,0.0,0.0,pattern,relative_L2,k_stored,12,pending_history,p50,0,0,12
representation_norm_error,0,0.0,0.0,0.0,pattern,relative_L2,k_stored,12,pending_history,p90,0,0,12
representation_norm_error,0,0.0,0.0,0.0,pattern,relative_L2,k_stored,12,pending_history,p95,0,0,12
representation_norm_error,0,0.0,0.0,0.0,pattern,relative_L2,k_stored,12,pending_history,p99,0,0,12
representation_norm_error,0,0.0,0.0,0.0,pattern,relative_norm_error,k_stored,12,pending_history,max,0,0,12
representation_norm_error,0,0.0,0.0,0.0,pattern,relative_norm_error,k_stored,12,pending_history,mean,0,0,12
representation_norm_error,0,0.0,0.0,0.0,pattern,relative_norm_error,k_stored,12,pending_history,p50,0,0,12
representation_norm_error,0,0.0,0.0,0.0,pattern,relative_norm_error,k_stored,12,pending_history,p90,0,0,12
representation_norm_error,0,0.0,0.0,0.0,pattern,relative_norm_error,k_stored,12,pending_history,p95,0,0,12
representation_norm_error,0,0.0,0.0,0.0,pattern,relative_norm_error,k_stored,12,pending_history,p99,0,0,12
representation_norm_error,0,0.0,0.0,0.0,pattern,signed_norm_drift,k_stored,12,pending_history,max,0,0,12
representation_norm_error,0,0.0,0.0,0.0,pattern,signed_norm_drift,k_stored,12,pending_history,mean,0,0,12
representation_norm_error,0,0.0,0.0,0.0,pattern,signed_norm_drift,k_stored,12,pending_history,p50,0,0,12
representation_norm_error,0,0.0,0.0,0.0,pattern,signed_norm_drift,k_stored,12,pending_history,p90,0,0,12
representation_norm_error,0,0.0,0.0,0.0,pattern,signed_norm_drift,k_stored,12,pending_history,p95,0,0,12
representation_norm_error,0,0.0,0.0,0.0,pattern,signed_norm_drift,k_stored,12,pending_history,p99,0,0,12
representation_norm_error,0,0.0,0.0,0.0,pattern,abs_log_norm_ratio,k_stored,12,recent,max,0,0,12
representation_norm_error,0,0.0,0.0,0.0,pattern,abs_log_norm_ratio,k_stored,12,recent,mean,0,0,12
representation_norm_error,0,0.0,0.0,0.0,pattern,abs_log_norm_ratio,k_stored,12,recent,p50,0,0,12
representation_norm_error,0,0.0,0.0,0.0,pattern,abs_log_norm_ratio,k_stored,12,recent,p90,0,0,12
representation_norm_error,0,0.0,0.0,0.0,pattern,abs_log_norm_ratio,k_stored,12,recent,p95,0,0,12
representation_norm_error,0,0.0,0.0,0.0,pattern,abs_log_norm_ratio,k_stored,12,recent,p99,0,0,12
representation_norm_error,0,0.0,0.0,0.0,pattern,direction_error,k_stored,12,recent,max,0,0,12
representation_norm_error,0,-7.8580342233181e-10,-7.8580342233181e-10,0.0,pattern,direction_error,k_stored,12,recent,mean,0,0,12
representation_norm_error,0,0.0,0.0,0.0,pattern,direction_error,k_stored,12,recent,p50,0,0,12
representation_norm_error,0,0.0,0.0,0.0,pattern,direction_error,k_stored,12,recent,p90,0,0,12
representation_norm_error,0,0.0,0.0,0.0,pattern,direction_error,k_stored,12,recent,p95,0,0,12
representation_norm_error,0,0.0,0.0,0.0,pattern,direction_error,k_stored,12,recent,p99,0,0,12
representation_norm_error,0,0.0,0.0,0.0,pattern,norm_ratio,k_stored,12,recent,max,0,0,12
representation_norm_error,0,0.0,0.0,0.0,pattern,norm_ratio,k_stored,12,recent,mean,0,0,12
representation_norm_error,0,0.0,0.0,0.0,pattern,norm_ratio,k_stored,12,recent,p50,0,0,12
representation_norm_error,0,0.0,0.0,0.0,pattern,norm_ratio,k_stored,12,recent,p90,0,0,12
representation_norm_error,0,0.0,0.0,0.0,pattern,norm_ratio,k_stored,12,recent,p95,0,0,12
representation_norm_error,0,0.0,0.0,0.0,pattern,norm_ratio,k_stored,12,recent,p99,0,0,12
representation_norm_error,0,0.0,0.0,0.0,pattern,relative_L2,k_stored,12,recent,max,0,0,12
representation_norm_error,0,0.0,0.0,0.0,pattern,relative_L2,k_stored,12,recent,mean,0,0,12
representation_norm_error,0,0.0,0.0,0.0,pattern,relative_L2,k_stored,12,recent,p50,0,0,12
representation_norm_error,0,0.0,0.0,0.0,pattern,relative_L2,k_stored,12,recent,p90,0,0,12
representation_norm_error,0,0.0,0.0,0.0,pattern,relative_L2,k_stored,12,recent,p95,0,0,12
representation_norm_error,0,0.0,0.0,0.0,pattern,relative_L2,k_stored,12,recent,p99,0,0,12
representation_norm_error,0,0.0,0.0,0.0,pattern,relative_norm_error,k_stored,12,recent,max,0,0,12
representation_norm_error,0,0.0,0.0,0.0,pattern,relative_norm_error,k_stored,12,recent,mean,0,0,12
representation_norm_error,0,0.0,0.0,0.0,pattern,relative_norm_error,k_stored,12,recent,p50,0,0,12
representation_norm_error,0,0.0,0.0,0.0,pattern,relative_norm_error,k_stored,12,recent,p90,0,0,12
representation_norm_error,0,0.0,0.0,0.0,pattern,relative_norm_error,k_stored,12,recent,p95,0,0,12
representation_norm_error,0,0.0,0.0,0.0,pattern,relative_norm_error,k_stored,12,recent,p99,0,0,12
representation_norm_error,0,0.0,0.0,0.0,pattern,signed_norm_drift,k_stored,12,recent,max,0,0,12
representation_norm_error,0,0.0,0.0,0.0,pattern,signed_norm_drift,k_stored,12,recent,mean,0,0,12
representation_norm_error,0,0.0,0.0,0.0,pattern,signed_norm_drift,k_stored,12,recent,p50,0,0,12
representation_norm_error,0,0.0,0.0,0.0,pattern,signed_norm_drift,k_stored,12,recent,p90,0,0,12
representation_norm_error,0,0.0,0.0,0.0,pattern,signed_norm_drift,k_stored,12,recent,p95,0,0,12
representation_norm_error,0,0.0,0.0,0.0,pattern,signed_norm_drift,k_stored,12,recent,p99,0,0,12
stored_norm_error,0,0.1831333041191101,0.39114558696746826,0.20801228284835815,pattern,abs_log_norm_ratio,k_stored,1,packed_history,max,0,1,0
stored_norm_error,0,0.04496325340219288,0.04595802705780625,0.0009947736556133735,pattern,abs_log_norm_ratio,k_stored,1,packed_history,mean,0,1,0
stored_norm_error,0,0.0409874627366662,0.04062103107571602,-0.00036643166095018387,pattern,abs_log_norm_ratio,k_stored,1,packed_history,p50,1,0,0
stored_norm_error,0,0.07807342223823072,0.08571665734052664,0.00764323510229592,pattern,abs_log_norm_ratio,k_stored,1,packed_history,p90,0,1,0
stored_norm_error,0,0.09874466527253388,0.10987067837268116,0.011126013100147283,pattern,abs_log_norm_ratio,k_stored,1,packed_history,p95,0,1,0
stored_norm_error,0,0.10066700752824698,0.1526576037704949,0.051990596242247916,pattern,abs_log_norm_ratio,k_stored,1,packed_history,p99,0,1,0
stored_norm_error,0,0.3552417755126953,0.33405643701553345,-0.021185338497161865,pattern,direction_error,k_stored,1,packed_history,max,1,0,0
stored_norm_error,0,0.0438037154799531,0.046130812982482894,0.0023270975025297957,pattern,direction_error,k_stored,1,packed_history,mean,0,1,0
stored_norm_error,0,0.042414501309394836,0.04563981294631958,0.0032253116369247437,pattern,direction_error,k_stored,1,packed_history,p50,0,1,0
stored_norm_error,0,0.06496509015560151,0.06657674610614775,0.0016116559505462424,pattern,direction_error,k_stored,1,packed_history,p90,0,1,0
stored_norm_error,0,0.08209083974361409,0.08214715272188182,5.6312978267733516e-05,pattern,direction_error,k_stored,1,packed_history,p95,0,1,0
stored_norm_error,0,0.08700019359588684,0.11525422066450121,0.028254027068614365,pattern,direction_error,k_stored,1,packed_history,p99,0,1,0
stored_norm_error,0,0.4871084690093994,1.025017261505127,0.5379087924957275,pattern,norm_ratio,k_stored,1,packed_history,max,0,1,0
stored_norm_error,0,0.052422737996494106,0.05147591060267587,-0.0009468273938182392,pattern,norm_ratio,k_stored,1,packed_history,mean,1,0,0
stored_norm_error,0,0.04343986511230469,0.04220116138458252,-0.001238703727722168,pattern,norm_ratio,k_stored,1,packed_history,p50,1,0,0
stored_norm_error,0,0.08525680899620047,0.09347906112670912,0.008222252130508645,pattern,norm_ratio,k_stored,1,packed_history,p90,0,1,0
stored_norm_error,0,0.1096170753240584,0.12169333994388576,0.01207626461982736,pattern,norm_ratio,k_stored,1,packed_history,p95,0,1,0
stored_norm_error,0,0.11561581432819545,0.17520200550556275,0.0595861911773673,pattern,norm_ratio,k_stored,1,packed_history,p99,0,1,0
stored_norm_error,0,0.9595746994018555,1.149418294429779,0.18984359502792358,pattern,relative_L2,k_stored,1,packed_history,max,0,1,0
stored_norm_error,0,0.1696210282748325,0.18023974890627414,0.010618720631441647,pattern,relative_L2,k_stored,1,packed_history,mean,0,1,0
stored_norm_error,0,0.17355696856975555,0.18371783196926117,0.010160863399505615,pattern,relative_L2,k_stored,1,packed_history,p50,0,1,0
stored_norm_error,0,0.20077664256095884,0.21472927778959275,0.013952635228633908,pattern,relative_L2,k_stored,1,packed_history,p90,0,1,0
stored_norm_error,0,0.26524955928325655,0.26806186512112606,0.002812305837869511,pattern,relative_L2,k_stored,1,packed_history,p95,0,1,0
stored_norm_error,0,0.23003129288554325,0.3428577019274239,0.11282640904188063,pattern,relative_L2,k_stored,1,packed_history,p99,0,1,0
stored_norm_error,0,0.4871087074279785,1.02501779794693,0.5379090905189514,pattern,relative_norm_error,k_stored,1,packed_history,max,0,1,0
stored_norm_error,0,0.049531781517765903,0.050891702123063966,0.0013599206052980622,pattern,relative_norm_error,k_stored,1,packed_history,mean,0,1,0
stored_norm_error,0,0.04285391420125961,0.042257921770215034,-0.0005959924310445786,pattern,relative_norm_error,k_stored,1,packed_history,p50,1,0,0
stored_norm_error,0,0.08525673411786558,0.09347895495593551,0.008222220838069935,pattern,relative_norm_error,k_stored,1,packed_history,p90,0,1,0
stored_norm_error,0,0.10961721893399952,0.1216932322829962,0.012076013348996675,pattern,relative_norm_error,k_stored,1,packed_history,p95,0,1,0
stored_norm_error,0,0.11561585772782751,0.17520188018679672,0.05958602245896921,pattern,relative_norm_error,k_stored,1,packed_history,p99,0,1,0
stored_norm_error,0,0.4871087074279785,1.02501779794693,0.5379090905189514,pattern,signed_norm_drift,k_stored,1,packed_history,max,0,1,0
stored_norm_error,0,0.05242273872179281,0.051475910368679094,-0.0009468283531137156,pattern,signed_norm_drift,k_stored,1,packed_history,mean,1,0,0
stored_norm_error,0,0.043439882807433605,0.042201331816613674,-0.001238550990819931,pattern,signed_norm_drift,k_stored,1,packed_history,p50,1,0,0
stored_norm_error,0,0.08525673411786558,0.09347895495593551,0.008222220838069935,pattern,signed_norm_drift,k_stored,1,packed_history,p90,0,1,0
stored_norm_error,0,0.10961721893399952,0.1216932322829962,0.012076013348996675,pattern,signed_norm_drift,k_stored,1,packed_history,p95,0,1,0
stored_norm_error,0,0.11561585772782751,0.17520188018679672,0.05958602245896921,pattern,signed_norm_drift,k_stored,1,packed_history,p99,0,1,0
stored_norm_error,0,0.0,0.0,0.0,pattern,abs_log_norm_ratio,k_stored,12,pending_history,max,0,0,12
stored_norm_error,0,0.0,0.0,0.0,pattern,abs_log_norm_ratio,k_stored,12,pending_history,mean,0,0,12
stored_norm_error,0,0.0,0.0,0.0,pattern,abs_log_norm_ratio,k_stored,12,pending_history,p50,0,0,12
stored_norm_error,0,0.0,0.0,0.0,pattern,abs_log_norm_ratio,k_stored,12,pending_history,p90,0,0,12
stored_norm_error,0,0.0,0.0,0.0,pattern,abs_log_norm_ratio,k_stored,12,pending_history,p95,0,0,12
stored_norm_error,0,0.0,0.0,0.0,pattern,abs_log_norm_ratio,k_stored,12,pending_history,p99,0,0,12
stored_norm_error,0,1.4901161193847656e-08,1.4901161193847656e-08,0.0,pattern,direction_error,k_stored,12,pending_history,max,1,3,8
stored_norm_error,0,-6.565824151039124e-10,-5.621272965596106e-10,6.25504191569324e-10,pattern,direction_error,k_stored,12,pending_history,mean,5,7,0
stored_norm_error,0,0.0,0.0,0.0,pattern,direction_error,k_stored,12,pending_history,p50,0,0,12
stored_norm_error,0,2.9802322387695312e-08,2.9802322387695312e-08,0.0,pattern,direction_error,k_stored,12,pending_history,p90,5,5,2
stored_norm_error,0,0.0,0.0,0.0,pattern,direction_error,k_stored,12,pending_history,p95,0,1,11
stored_norm_error,0,0.0,-2.041459083557157e-08,0.0,pattern,direction_error,k_stored,12,pending_history,p99,3,2,7
