auc,auc_kind,auc_source,layer,method,metric_family,metric_name,n_available,object_type,region,statistic,task_key
0.531351275742054,static,metric_value,23,BASE_V2,v_direction,direction_error,5,v_stored,v2_unselected_tokens,p95,aime24:p0:s0:seed42
1.914445161819458,static,metric_value,23,BASE_V2,v_direction,relative_L2,5,v_stored,v2_unselected_tokens,mean,aime24:p0:s0:seed42
2.518306702375412,static,metric_value,23,BASE_V2,v_direction,relative_L2,5,v_stored,v2_unselected_tokens,p95,aime24:p0:s0:seed42
0.0,static,metric_value,23,BASE_V2,v_direction,direction_error,5,v_stored,v4_selected_tokens,mean,aime24:p0:s0:seed42
0.0,static,metric_value,23,BASE_V2,v_direction,direction_error,5,v_stored,v4_selected_tokens,p95,aime24:p0:s0:seed42
0.0,static,metric_value,23,BASE_V2,v_direction,relative_L2,5,v_stored,v4_selected_tokens,mean,aime24:p0:s0:seed42
0.0,static,metric_value,23,BASE_V2,v_direction,relative_L2,5,v_stored,v4_selected_tokens,p95,aime24:p0:s0:seed42
0.2959766648709774,static,metric_value,31,BASE_V2,v_direction,direction_error,5,v_stored,all_packed_tokens,mean,aime24:p0:s0:seed42
0.5139649547636509,static,metric_value,31,BASE_V2,v_direction,direction_error,5,v_stored,all_packed_tokens,p95,aime24:p0:s0:seed42
1.7806237637996674,static,metric_value,31,BASE_V2,v_direction,relative_L2,5,v_stored,all_packed_tokens,mean,aime24:p0:s0:seed42
2.4840595573186874,static,metric_value,31,BASE_V2,v_direction,relative_L2,5,v_stored,all_packed_tokens,p95,aime24:p0:s0:seed42
0.2959766648709774,static,metric_value,31,BASE_V2,v_direction,direction_error,5,v_stored,v2_unselected_tokens,mean,aime24:p0:s0:seed42
0.5139649547636509,static,metric_value,31,BASE_V2,v_direction,direction_error,5,v_stored,v2_unselected_tokens,p95,aime24:p0:s0:seed42
1.7806237637996674,static,metric_value,31,BASE_V2,v_direction,relative_L2,5,v_stored,v2_unselected_tokens,mean,aime24:p0:s0:seed42
2.4840595573186874,static,metric_value,31,BASE_V2,v_direction,relative_L2,5,v_stored,v2_unselected_tokens,p95,aime24:p0:s0:seed42
0.0,static,metric_value,31,BASE_V2,v_direction,direction_error,5,v_stored,v4_selected_tokens,mean,aime24:p0:s0:seed42
0.0,static,metric_value,31,BASE_V2,v_direction,direction_error,5,v_stored,v4_selected_tokens,p95,aime24:p0:s0:seed42
0.0,static,metric_value,31,BASE_V2,v_direction,relative_L2,5,v_stored,v4_selected_tokens,mean,aime24:p0:s0:seed42
0.0,static,metric_value,31,BASE_V2,v_direction,relative_L2,5,v_stored,v4_selected_tokens,p95,aime24:p0:s0:seed42
0.33429237082600594,static,metric_value,7,BASE_V2,v_direction,direction_error,5,v_stored,all_packed_tokens,mean,aime24:p0:s0:seed42
0.5337561704218388,static,metric_value,7,BASE_V2,v_direction,direction_error,5,v_stored,all_packed_tokens,p95,aime24:p0:s0:seed42
1.9228771179914474,static,metric_value,7,BASE_V2,v_direction,relative_L2,5,v_stored,all_packed_tokens,mean,aime24:p0:s0:seed42
2.5227072834968567,static,metric_value,7,BASE_V2,v_direction,relative_L2,5,v_stored,all_packed_tokens,p95,aime24:p0:s0:seed42
0.33429237082600594,static,metric_value,7,BASE_V2,v_direction,direction_error,5,v_stored,v2_unselected_tokens,mean,aime24:p0:s0:seed42
0.5337561704218388,static,metric_value,7,BASE_V2,v_direction,direction_error,5,v_stored,v2_unselected_tokens,p95,aime24:p0:s0:seed42
1.9228771179914474,static,metric_value,7,BASE_V2,v_direction,relative_L2,5,v_stored,v2_unselected_tokens,mean,aime24:p0:s0:seed42
2.5227072834968567,static,metric_value,7,BASE_V2,v_direction,relative_L2,5,v_stored,v2_unselected_tokens,p95,aime24:p0:s0:seed42
0.0,static,metric_value,7,BASE_V2,v_direction,direction_error,5,v_stored,v4_selected_tokens,mean,aime24:p0:s0:seed42
0.0,static,metric_value,7,BASE_V2,v_direction,direction_error,5,v_stored,v4_selected_tokens,p95,aime24:p0:s0:seed42
0.0,static,metric_value,7,BASE_V2,v_direction,relative_L2,5,v_stored,v4_selected_tokens,mean,aime24:p0:s0:seed42
0.0,static,metric_value,7,BASE_V2,v_direction,relative_L2,5,v_stored,v4_selected_tokens,p95,aime24:p0:s0:seed42
0.22322357259690762,static,metric_value,0,CAUSAL_V4,v_direction,direction_error,5,v_stored,all_packed_tokens,mean,aime24:p0:s0:seed42
0.6211002580821514,static,metric_value,0,CAUSAL_V4,v_direction,direction_error,5,v_stored,all_packed_tokens,p95,aime24:p0:s0:seed42
1.2926118075847626,static,metric_value,0,CAUSAL_V4,v_direction,relative_L2,5,v_stored,all_packed_tokens,mean,aime24:p0:s0:seed42
2.7691653966903687,static,metric_value,0,CAUSAL_V4,v_direction,relative_L2,5,v_stored,all_packed_tokens,p95,aime24:p0:s0:seed42
0.25135188922286034,static,metric_value,0,CAUSAL_V4,v_direction,direction_error,5,v_stored,v2_unselected_tokens,mean,aime24:p0:s0:seed42
0.6365834176540375,static,metric_value,0,CAUSAL_V4,v_direction,direction_error,5,v_stored,v2_unselected_tokens,p95,aime24:p0:s0:seed42
1.4095602631568909,static,metric_value,0,CAUSAL_V4,v_direction,relative_L2,5,v_stored,v2_unselected_tokens,mean,aime24:p0:s0:seed42
2.7868473529815674,static,metric_value,0,CAUSAL_V4,v_direction,relative_L2,5,v_stored,v2_unselected_tokens,p95,aime24:p0:s0:seed42
0.026325363432988524,static,metric_value,0,CAUSAL_V4,v_direction,direction_error,5,v_stored,v4_selected_tokens,mean,aime24:p0:s0:seed42
0.06812119483947754,static,metric_value,0,CAUSAL_V4,v_direction,direction_error,5,v_stored,v4_selected_tokens,p95,aime24:p0:s0:seed42
0.47397200390696526,static,metric_value,0,CAUSAL_V4,v_direction,relative_L2,5,v_stored,v4_selected_tokens,mean,aime24:p0:s0:seed42
0.8366121649742126,static,metric_value,0,CAUSAL_V4,v_direction,relative_L2,5,v_stored,v4_selected_tokens,p95,aime24:p0:s0:seed42
0.2944182325154543,static,metric_value,15,CAUSAL_V4,v_direction,direction_error,5,v_stored,all_packed_tokens,mean,aime24:p0:s0:seed42
0.519947461783886,static,metric_value,15,CAUSAL_V4,v_direction,direction_error,5,v_stored,all_packed_tokens,p95,aime24:p0:s0:seed42
1.7305381894111633,static,metric_value,15,CAUSAL_V4,v_direction,relative_L2,5,v_stored,all_packed_tokens,mean,aime24:p0:s0:seed42
2.4958216845989227,static,metric_value,15,CAUSAL_V4,v_direction,relative_L2,5,v_stored,all_packed_tokens,p95,aime24:p0:s0:seed42
0.3342122249305248,static,metric_value,15,CAUSAL_V4,v_direction,direction_error,5,v_stored,v2_unselected_tokens,mean,aime24:p0:s0:seed42
0.5279750935733318,static,metric_value,15,CAUSAL_V4,v_direction,direction_error,5,v_stored,v2_unselected_tokens,p95,aime24:p0:s0:seed42
1.921585038304329,static,metric_value,15,CAUSAL_V4,v_direction,relative_L2,5,v_stored,v2_unselected_tokens,mean,aime24:p0:s0:seed42
2.5195866972208023,static,metric_value,15,CAUSAL_V4,v_direction,relative_L2,5,v_stored,v2_unselected_tokens,p95,aime24:p0:s0:seed42
0.015860113548114896,static,metric_value,15,CAUSAL_V4,v_direction,direction_error,5,v_stored,v4_selected_tokens,mean,aime24:p0:s0:seed42
0.025843745796009898,static,metric_value,15,CAUSAL_V4,v_direction,direction_error,5,v_stored,v4_selected_tokens,p95,aime24:p0:s0:seed42
0.393210232257843,static,metric_value,15,CAUSAL_V4,v_direction,relative_L2,5,v_stored,v4_selected_tokens,mean,aime24:p0:s0:seed42
0.5139709934592247,static,metric_value,15,CAUSAL_V4,v_direction,relative_L2,5,v_stored,v4_selected_tokens,p95,aime24:p0:s0:seed42
0.29026756063103676,static,metric_value,23,CAUSAL_V4,v_direction,direction_error,5,v_stored,all_packed_tokens,mean,aime24:p0:s0:seed42
0.5173132717609406,static,metric_value,23,CAUSAL_V4,v_direction,direction_error,5,v_stored,all_packed_tokens,p95,aime24:p0:s0:seed42
1.714081734418869,static,metric_value,23,CAUSAL_V4,v_direction,relative_L2,5,v_stored,all_packed_tokens,mean,aime24:p0:s0:seed42
2.483137831091881,static,metric_value,23,CAUSAL_V4,v_direction,relative_L2,5,v_stored,all_packed_tokens,p95,aime24:p0:s0:seed42
0.32938409969210625,static,metric_value,23,CAUSAL_V4,v_direction,direction_error,5,v_stored,v2_unselected_tokens,mean,aime24:p0:s0:seed42
0.5265229865908623,static,metric_value,23,CAUSAL_V4,v_direction,direction_error,5,v_stored,v2_unselected_tokens,p95,aime24:p0:s0:seed42
1.90191850066185,static,metric_value,23,CAUSAL_V4,v_direction,relative_L2,5,v_stored,v2_unselected_tokens,mean,aime24:p0:s0:seed42
2.5058169662952423,static,metric_value,23,CAUSAL_V4,v_direction,relative_L2,5,v_stored,v2_unselected_tokens,p95,aime24:p0:s0:seed42
0.016451807925477624,static,metric_value,23,CAUSAL_V4,v_direction,direction_error,5,v_stored,v4_selected_tokens,mean,aime24:p0:s0:seed42
0.025889232754707336,static,metric_value,23,CAUSAL_V4,v_direction,direction_error,5,v_stored,v4_selected_tokens,p95,aime24:p0:s0:seed42
0.3992248736321926,static,metric_value,23,CAUSAL_V4,v_direction,relative_L2,5,v_stored,v4_selected_tokens,mean,aime24:p0:s0:seed42
0.5118578523397446,static,metric_value,23,CAUSAL_V4,v_direction,relative_L2,5,v_stored,v4_selected_tokens,p95,aime24:p0:s0:seed42
0.25337307155132294,static,metric_value,31,CAUSAL_V4,v_direction,direction_error,5,v_stored,all_packed_tokens,mean,aime24:p0:s0:seed42
0.4966133162379265,static,metric_value,31,CAUSAL_V4,v_direction,direction_error,5,v_stored,all_packed_tokens,p95,aime24:p0:s0:seed42
1.581359088420868,static,metric_value,31,CAUSAL_V4,v_direction,relative_L2,5,v_stored,all_packed_tokens,mean,aime24:p0:s0:seed42
2.433143049478531,static,metric_value,31,CAUSAL_V4,v_direction,relative_L2,5,v_stored,all_packed_tokens,p95,aime24:p0:s0:seed42
0.2872424516826868,static,metric_value,31,CAUSAL_V4,v_direction,direction_error,5,v_stored,v2_unselected_tokens,mean,aime24:p0:s0:seed42
0.5053579211235046,static,metric_value,31,CAUSAL_V4,v_direction,direction_error,5,v_stored,v2_unselected_tokens,p95,aime24:p0:s0:seed42
1.7504908293485641,static,metric_value,31,CAUSAL_V4,v_direction,relative_L2,5,v_stored,v2_unselected_tokens,mean,aime24:p0:s0:seed42
2.456410214304924,static,metric_value,31,CAUSAL_V4,v_direction,relative_L2,5,v_stored,v2_unselected_tokens,p95,aime24:p0:s0:seed42
0.016287547652609646,static,metric_value,31,CAUSAL_V4,v_direction,direction_error,5,v_stored,v4_selected_tokens,mean,aime24:p0:s0:seed42
0.025999011704698205,static,metric_value,31,CAUSAL_V4,v_direction,direction_error,5,v_stored,v4_selected_tokens,p95,aime24:p0:s0:seed42
0.3974367454648018,static,metric_value,31,CAUSAL_V4,v_direction,relative_L2,5,v_stored,v4_selected_tokens,mean,aime24:p0:s0:seed42
0.5167141556739807,static,metric_value,31,CAUSAL_V4,v_direction,relative_L2,5,v_stored,v4_selected_tokens,p95,aime24:p0:s0:seed42
0.28926254995167255,static,metric_value,7,CAUSAL_V4,v_direction,direction_error,5,v_stored,all_packed_tokens,mean,aime24:p0:s0:seed42
0.5141698196530342,static,metric_value,7,CAUSAL_V4,v_direction,direction_error,5,v_stored,all_packed_tokens,p95,aime24:p0:s0:seed42
1.7159342914819717,static,metric_value,7,CAUSAL_V4,v_direction,relative_L2,5,v_stored,all_packed_tokens,mean,aime24:p0:s0:seed42
2.476477727293968,static,metric_value,7,CAUSAL_V4,v_direction,relative_L2,5,v_stored,all_packed_tokens,p95,aime24:p0:s0:seed42
0.328126672655344,static,metric_value,7,CAUSAL_V4,v_direction,direction_error,5,v_stored,v2_unselected_tokens,mean,aime24:p0:s0:seed42
0.5240359641611576,static,metric_value,7,CAUSAL_V4,v_direction,direction_error,5,v_stored,v2_unselected_tokens,p95,aime24:p0:s0:seed42
1.9023338109254837,static,metric_value,7,CAUSAL_V4,v_direction,relative_L2,5,v_stored,v2_unselected_tokens,mean,aime24:p0:s0:seed42
2.5001986622810364,static,metric_value,7,CAUSAL_V4,v_direction,relative_L2,5,v_stored,v2_unselected_tokens,p95,aime24:p0:s0:seed42
0.017213588813319802,static,metric_value,7,CAUSAL_V4,v_direction,direction_error,5,v_stored,v4_selected_tokens,mean,aime24:p0:s0:seed42
0.02707661036401987,static,metric_value,7,CAUSAL_V4,v_direction,direction_error,5,v_stored,v4_selected_tokens,p95,aime24:p0:s0:seed42
0.41113799065351486,static,metric_value,7,CAUSAL_V4,v_direction,relative_L2,5,v_stored,v4_selected_tokens,mean,aime24:p0:s0:seed42
0.522253256291151,static,metric_value,7,CAUSAL_V4,v_direction,relative_L2,5,v_stored,v4_selected_tokens,p95,aime24:p0:s0:seed42
0.22335251979529858,static,metric_value,0,ORACLE_V4,v_direction,direction_error,5,v_stored,all_packed_tokens,mean,aime24:p0:s0:seed42
0.6207541078329086,static,metric_value,0,ORACLE_V4,v_direction,direction_error,5,v_stored,all_packed_tokens,p95,aime24:p0:s0:seed42
1.2930233851075172,static,metric_value,0,ORACLE_V4,v_direction,relative_L2,5,v_stored,all_packed_tokens,mean,aime24:p0:s0:seed42
2.769094407558441,static,metric_value,0,ORACLE_V4,v_direction,relative_L2,5,v_stored,all_packed_tokens,p95,aime24:p0:s0:seed42
0.2515235114842653,static,metric_value,0,ORACLE_V4,v_direction,direction_error,5,v_stored,v2_unselected_tokens,mean,aime24:p0:s0:seed42
0.6366906762123108,static,metric_value,0,ORACLE_V4,v_direction,direction_error,5,v_stored,v2_unselected_tokens,p95,aime24:p0:s0:seed42
1.4101568460464478,static,metric_value,0,ORACLE_V4,v_direction,relative_L2,5,v_stored,v2_unselected_tokens,mean,aime24:p0:s0:seed42
2.7902526557445526,static,metric_value,0,ORACLE_V4,v_direction,relative_L2,5,v_stored,v2_unselected_tokens,p95,aime24:p0:s0:seed42
0.026155542116612196,static,metric_value,0,ORACLE_V4,v_direction,direction_error,5,v_stored,v4_selected_tokens,mean,aime24:p0:s0:seed42
0.06806740164756775,static,metric_value,0,ORACLE_V4,v_direction,direction_error,5,v_stored,v4_selected_tokens,p95,aime24:p0:s0:seed42
0.47308867052197456,static,metric_value,0,ORACLE_V4,v_direction,relative_L2,5,v_stored,v4_selected_tokens,mean,aime24:p0:s0:seed42
0.8366121649742126,static,metric_value,0,ORACLE_V4,v_direction,relative_L2,5,v_stored,v4_selected_tokens,p95,aime24:p0:s0:seed42
0.2944863699376583,static,metric_value,15,ORACLE_V4,v_direction,direction_error,5,v_stored,all_packed_tokens,mean,aime24:p0:s0:seed42
0.5192493796348572,static,metric_value,15,ORACLE_V4,v_direction,direction_error,5,v_stored,all_packed_tokens,p95,aime24:p0:s0:seed42
1.7311004847288132,static,metric_value,15,ORACLE_V4,v_direction,relative_L2,5,v_stored,all_packed_tokens,mean,aime24:p0:s0:seed42
2.4909984916448593,static,metric_value,15,ORACLE_V4,v_direction,relative_L2,5,v_stored,all_packed_tokens,p95,aime24:p0:s0:seed42
0.33429399132728577,static,metric_value,15,ORACLE_V4,v_direction,direction_error,5,v_stored,v2_unselected_tokens,mean,aime24:p0:s0:seed42
0.5272240079939365,static,metric_value,15,ORACLE_V4,v_direction,direction_error,5,v_stored,v2_unselected_tokens,p95,aime24:p0:s0:seed42
1.9223380982875824,static,metric_value,15,ORACLE_V4,v_direction,relative_L2,5,v_stored,v2_unselected_tokens,mean,aime24:p0:s0:seed42
2.5166418999433517,static,metric_value,15,ORACLE_V4,v_direction,relative_L2,5,v_stored,v2_unselected_tokens,p95,aime24:p0:s0:seed42
0.015833017881959677,static,metric_value,15,ORACLE_V4,v_direction,direction_error,5,v_stored,v4_selected_tokens,mean,aime24:p0:s0:seed42
0.025985569693148136,static,metric_value,15,ORACLE_V4,v_direction,direction_error,5,v_stored,v4_selected_tokens,p95,aime24:p0:s0:seed42
0.3924374543130398,static,metric_value,15,ORACLE_V4,v_direction,relative_L2,5,v_stored,v4_selected_tokens,mean,aime24:p0:s0:seed42
0.5146613344550133,static,metric_value,15,ORACLE_V4,v_direction,relative_L2,5,v_stored,v4_selected_tokens,p95,aime24:p0:s0:seed42
0.29110249876976013,static,metric_value,23,ORACLE_V4,v_direction,direction_error,5,v_stored,all_packed_tokens,mean,aime24:p0:s0:seed42
0.5175925120711327,static,metric_value,23,ORACLE_V4,v_direction,direction_error,5,v_stored,all_packed_tokens,p95,aime24:p0:s0:seed42
1.7166915088891983,static,metric_value,23,ORACLE_V4,v_direction,relative_L2,5,v_stored,all_packed_tokens,mean,aime24:p0:s0:seed42
2.483068436384201,static,metric_value,23,ORACLE_V4,v_direction,relative_L2,5,v_stored,all_packed_tokens,p95,aime24:p0:s0:seed42
0.3303861953318119,static,metric_value,23,ORACLE_V4,v_direction,direction_error,5,v_stored,v2_unselected_tokens,mean,aime24:p0:s0:seed42
0.5266913212835789,static,metric_value,23,ORACLE_V4,v_direction,direction_error,5,v_stored,v2_unselected_tokens,p95,aime24:p0:s0:seed42
1.9056164920330048,static,metric_value,23,ORACLE_V4,v_direction,relative_L2,5,v_stored,v2_unselected_tokens,mean,aime24:p0:s0:seed42
2.5073806047439575,static,metric_value,23,ORACLE_V4,v_direction,relative_L2,5,v_stored,v2_unselected_tokens,p95,aime24:p0:s0:seed42
0.016116635873913765,static,metric_value,23,ORACLE_V4,v_direction,direction_error,5,v_stored,v4_selected_tokens,mean,aime24:p0:s0:seed42
0.025868603494018316,static,metric_value,23,ORACLE_V4,v_direction,direction_error,5,v_stored,v4_selected_tokens,p95,aime24:p0:s0:seed42
0.3942163921892643,static,metric_value,23,ORACLE_V4,v_direction,relative_L2,5,v_stored,v4_selected_tokens,mean,aime24:p0:s0:seed42
0.5123466588556767,static,metric_value,23,ORACLE_V4,v_direction,relative_L2,5,v_stored,v4_selected_tokens,p95,aime24:p0:s0:seed42
0.2534304056316614,static,metric_value,31,ORACLE_V4,v_direction,direction_error,5,v_stored,all_packed_tokens,mean,aime24:p0:s0:seed42
0.4963954873383045,static,metric_value,31,ORACLE_V4,v_direction,direction_error,5,v_stored,all_packed_tokens,p95,aime24:p0:s0:seed42
1.581572875380516,static,metric_value,31,ORACLE_V4,v_direction,relative_L2,5,v_stored,all_packed_tokens,mean,aime24:p0:s0:seed42
2.431189849972725,static,metric_value,31,ORACLE_V4,v_direction,relative_L2,5,v_stored,all_packed_tokens,p95,aime24:p0:s0:seed42
0.2873168047517538,static,metric_value,31,ORACLE_V4,v_direction,direction_error,5,v_stored,v2_unselected_tokens,mean,aime24:p0:s0:seed42
0.505715899169445,static,metric_value,31,ORACLE_V4,v_direction,direction_error,5,v_stored,v2_unselected_tokens,p95,aime24:p0:s0:seed42
1.7508622109889984,static,metric_value,31,ORACLE_V4,v_direction,relative_L2,5,v_stored,v2_unselected_tokens,mean,aime24:p0:s0:seed42
2.4576356112957,static,metric_value,31,ORACLE_V4,v_direction,relative_L2,5,v_stored,v2_unselected_tokens,p95,aime24:p0:s0:seed42
0.016225695377215743,static,metric_value,31,ORACLE_V4,v_direction,direction_error,5,v_stored,v4_selected_tokens,mean,aime24:p0:s0:seed42
0.026140851667150855,static,metric_value,31,ORACLE_V4,v_direction,direction_error,5,v_stored,v4_selected_tokens,p95,aime24:p0:s0:seed42
0.39654795452952385,static,metric_value,31,ORACLE_V4,v_direction,relative_L2,5,v_stored,v4_selected_tokens,mean,aime24:p0:s0:seed42
0.5166975855827332,static,metric_value,31,ORACLE_V4,v_direction,relative_L2,5,v_stored,v4_selected_tokens,p95,aime24:p0:s0:seed42
0.28922404535114765,static,metric_value,7,ORACLE_V4,v_direction,direction_error,5,v_stored,all_packed_tokens,mean,aime24:p0:s0:seed42
0.5141730383038521,static,metric_value,7,ORACLE_V4,v_direction,direction_error,5,v_stored,all_packed_tokens,p95,aime24:p0:s0:seed42
1.7160055339336395,static,metric_value,7,ORACLE_V4,v_direction,relative_L2,5,v_stored,all_packed_tokens,mean,aime24:p0:s0:seed42
2.4758527129888535,static,metric_value,7,ORACLE_V4,v_direction,relative_L2,5,v_stored,all_packed_tokens,p95,aime24:p0:s0:seed42
0.3280797153711319,static,metric_value,7,ORACLE_V4,v_direction,direction_error,5,v_stored,v2_unselected_tokens,mean,aime24:p0:s0:seed42
0.5241387598216534,static,metric_value,7,ORACLE_V4,v_direction,direction_error,5,v_stored,v2_unselected_tokens,p95,aime24:p0:s0:seed42
1.9023905247449875,static,metric_value,7,ORACLE_V4,v_direction,relative_L2,5,v_stored,v2_unselected_tokens,mean,aime24:p0:s0:seed42
2.4999970495700836,static,metric_value,7,ORACLE_V4,v_direction,relative_L2,5,v_stored,v2_unselected_tokens,p95,aime24:p0:s0:seed42
0.017234259634278715,static,metric_value,7,ORACLE_V4,v_direction,direction_error,5,v_stored,v4_selected_tokens,mean,aime24:p0:s0:seed42
0.027357232524082065,static,metric_value,7,ORACLE_V4,v_direction,direction_error,5,v_stored,v4_selected_tokens,p95,aime24:p0:s0:seed42
0.4113117642700672,static,metric_value,7,ORACLE_V4,v_direction,relative_L2,5,v_stored,v4_selected_tokens,mean,aime24:p0:s0:seed42
0.5256852842867374,static,metric_value,7,ORACLE_V4,v_direction,relative_L2,5,v_stored,v4_selected_tokens,p95,aime24:p0:s0:seed42
0.2542201280593872,static,metric_value,0,RANDOM_V4,v_direction,direction_error,5,v_stored,all_packed_tokens,mean,aime24:p0:s0:seed42
0.7083567380905151,static,metric_value,0,RANDOM_V4,v_direction,direction_error,5,v_stored,all_packed_tokens,p95,aime24:p0:s0:seed42
1.3811455518007278,static,metric_value,0,RANDOM_V4,v_direction,relative_L2,5,v_stored,all_packed_tokens,mean,aime24:p0:s0:seed42
2.9430993497371674,static,metric_value,0,RANDOM_V4,v_direction,relative_L2,5,v_stored,all_packed_tokens,p95,aime24:p0:s0:seed42
0.2887227348983288,static,metric_value,0,RANDOM_V4,v_direction,direction_error,5,v_stored,v2_unselected_tokens,mean,aime24:p0:s0:seed42
0.7231879532337189,static,metric_value,0,RANDOM_V4,v_direction,direction_error,5,v_stored,v2_unselected_tokens,p95,aime24:p0:s0:seed42
1.5366608053445816,static,metric_value,0,RANDOM_V4,v_direction,relative_L2,5,v_stored,v2_unselected_tokens,mean,aime24:p0:s0:seed42
3.012829691171646,static,metric_value,0,RANDOM_V4,v_direction,relative_L2,5,v_stored,v2_unselected_tokens,p95,aime24:p0:s0:seed42
0.012701860046945512,static,metric_value,0,RANDOM_V4,v_direction,direction_error,5,v_stored,v4_selected_tokens,mean,aime24:p0:s0:seed42
0.032975477166473866,static,metric_value,0,RANDOM_V4,v_direction,direction_error,5,v_stored,v4_selected_tokens,p95,aime24:p0:s0:seed42
0.29253862239420414,static,metric_value,0,RANDOM_V4,v_direction,relative_L2,5,v_stored,v4_selected_tokens,mean,aime24:p0:s0:seed42
0.5806180834770203,static,metric_value,0,RANDOM_V4,v_direction,relative_L2,5,v_stored,v4_selected_tokens,p95,aime24:p0:s0:seed42
0.2958393096923828,static,metric_value,15,RANDOM_V4,v_direction,direction_error,5,v_stored,all_packed_tokens,mean,aime24:p0:s0:seed42
0.5241261012852192,static,metric_value,15,RANDOM_V4,v_direction,direction_error,5,v_stored,all_packed_tokens,p95,aime24:p0:s0:seed42
1.7344926595687866,static,metric_value,15,RANDOM_V4,v_direction,relative_L2,5,v_stored,all_packed_tokens,mean,aime24:p0:s0:seed42
2.5055298805236816,static,metric_value,15,RANDOM_V4,v_direction,relative_L2,5,v_stored,all_packed_tokens,p95,aime24:p0:s0:seed42
0.3359077014029026,static,metric_value,15,RANDOM_V4,v_direction,direction_error,5,v_stored,v2_unselected_tokens,mean,aime24:p0:s0:seed42
