task,phase,kv_type,layer,kv_head,bucket,metric,count,mean,min,max,std
dureader,decode,v,11,2,bucketfirst,candidate_gate_accepted_fraction,11,0.03196022727272727,0.0,0.078125,0.022210931493056658
dureader,decode,v,11,3,bucketfirst,candidate_gate_accepted_fraction,11,0.08096590909090909,0.0390625,0.15625,0.030581037132970168
dureader,decode,v,11,4,bucketfirst,candidate_gate_accepted_fraction,11,0.07883522727272728,0.046875,0.1328125,0.023895744092699883
dureader,decode,v,11,5,bucketfirst,candidate_gate_accepted_fraction,11,0.05539772727272727,0.0234375,0.0859375,0.01983556824398997
dureader,decode,v,11,6,bucketfirst,candidate_gate_accepted_fraction,11,0.033380681818181816,0.0,0.078125,0.01973358521228666
dureader,decode,v,11,7,bucketfirst,candidate_gate_accepted_fraction,11,0.06960227272727272,0.046875,0.09375,0.016133262346023542
dureader,decode,v,12,0,bucketfirst,candidate_gate_accepted_fraction,11,0.11860795454545454,0.046875,0.1953125,0.03459032858490319
dureader,decode,v,12,1,bucketfirst,candidate_gate_accepted_fraction,11,0.07741477272727272,0.03125,0.125,0.034531948241884165
dureader,decode,v,12,2,bucketfirst,candidate_gate_accepted_fraction,11,0.03835227272727273,0.015625,0.0625,0.017769880686359096
dureader,decode,v,12,3,bucketfirst,candidate_gate_accepted_fraction,11,0.12073863636363637,0.0234375,0.203125,0.04738871397048941
dureader,decode,v,12,4,bucketfirst,candidate_gate_accepted_fraction,11,0.04616477272727273,0.0234375,0.078125,0.014310683011086569
dureader,decode,v,12,5,bucketfirst,candidate_gate_accepted_fraction,11,0.11221590909090909,0.0546875,0.203125,0.04204161530383166
dureader,decode,v,12,6,bucketfirst,candidate_gate_accepted_fraction,11,0.04403409090909091,0.015625,0.09375,0.02241439465633451
dureader,decode,v,12,7,bucketfirst,candidate_gate_accepted_fraction,11,0.03480113636363636,0.0,0.0703125,0.018356318158125128
dureader,decode,v,13,0,bucketfirst,candidate_gate_accepted_fraction,11,0.08451704545454546,0.0390625,0.140625,0.03277835442958614
dureader,decode,v,13,1,bucketfirst,candidate_gate_accepted_fraction,11,0.07315340909090909,0.03125,0.1484375,0.033358007289253915
dureader,decode,v,13,2,bucketfirst,candidate_gate_accepted_fraction,11,0.06392045454545454,0.0234375,0.1328125,0.031217700249766913
dureader,decode,v,13,3,bucketfirst,candidate_gate_accepted_fraction,11,0.08238636363636363,0.0390625,0.15625,0.03499626418964467
dureader,decode,v,13,4,bucketfirst,candidate_gate_accepted_fraction,11,0.15198863636363635,0.0390625,0.3515625,0.09973573682694298
dureader,decode,v,13,5,bucketfirst,candidate_gate_accepted_fraction,11,0.12571022727272727,0.0859375,0.15625,0.02412682919241911
dureader,decode,v,13,6,bucketfirst,candidate_gate_accepted_fraction,11,0.09375,0.046875,0.15625,0.029981350737507708
dureader,decode,v,13,7,bucketfirst,candidate_gate_accepted_fraction,11,0.10724431818181818,0.0390625,0.1953125,0.04214946058226645
dureader,decode,v,14,0,bucketfirst,candidate_gate_accepted_fraction,11,0.08948863636363637,0.0546875,0.1328125,0.028337979180767036
dureader,decode,v,14,1,bucketfirst,candidate_gate_accepted_fraction,11,0.07954545454545454,0.0234375,0.1640625,0.03839170952198744
dureader,decode,v,14,2,bucketfirst,candidate_gate_accepted_fraction,11,0.09375,0.0234375,0.1484375,0.03445883372360286
dureader,decode,v,14,3,bucketfirst,candidate_gate_accepted_fraction,11,0.11221590909090909,0.0546875,0.1640625,0.04282617452182198
dureader,decode,v,14,4,bucketfirst,candidate_gate_accepted_fraction,11,0.07670454545454546,0.0234375,0.140625,0.034750368814559854
dureader,decode,v,14,5,bucketfirst,candidate_gate_accepted_fraction,11,0.09801136363636363,0.0546875,0.1796875,0.0374472338820002
dureader,decode,v,14,6,bucketfirst,candidate_gate_accepted_fraction,11,0.05184659090909091,0.0078125,0.109375,0.026498235946275036
dureader,decode,v,14,7,bucketfirst,candidate_gate_accepted_fraction,11,0.15980113636363635,0.0859375,0.296875,0.06118681120295413
dureader,decode,v,15,0,bucketfirst,candidate_gate_accepted_fraction,11,0.04758522727272727,0.0234375,0.0703125,0.015785590036145505
dureader,decode,v,15,1,bucketfirst,candidate_gate_accepted_fraction,11,0.10866477272727272,0.0234375,0.2421875,0.05869589065737043
dureader,decode,v,15,2,bucketfirst,candidate_gate_accepted_fraction,11,0.10227272727272728,0.0546875,0.1875,0.03532622191888034
dureader,decode,v,15,3,bucketfirst,candidate_gate_accepted_fraction,11,0.07954545454545454,0.0546875,0.140625,0.02303590161964042
dureader,decode,v,15,4,bucketfirst,candidate_gate_accepted_fraction,11,0.09090909090909091,0.03125,0.1328125,0.02870935075484053
dureader,decode,v,15,5,bucketfirst,candidate_gate_accepted_fraction,11,0.08735795454545454,0.0234375,0.140625,0.03243803195076489
dureader,decode,v,15,6,bucketfirst,candidate_gate_accepted_fraction,11,0.08877840909090909,0.015625,0.171875,0.05098818493124308
dureader,decode,v,15,7,bucketfirst,candidate_gate_accepted_fraction,11,0.03622159090909091,0.0,0.0859375,0.026076079191315077
dureader,decode,v,16,0,bucketfirst,candidate_gate_accepted_fraction,11,0.0546875,0.015625,0.0859375,0.02184454048186037
dureader,decode,v,16,1,bucketfirst,candidate_gate_accepted_fraction,11,0.13849431818181818,0.0390625,0.2265625,0.049532942540234916
dureader,decode,v,16,2,bucketfirst,candidate_gate_accepted_fraction,11,0.10582386363636363,0.0390625,0.1875,0.044862533231118655
dureader,decode,v,16,3,bucketfirst,candidate_gate_accepted_fraction,11,0.09872159090909091,0.0546875,0.1640625,0.030941791066465857
dureader,decode,v,16,4,bucketfirst,candidate_gate_accepted_fraction,11,0.12286931818181818,0.0546875,0.1953125,0.04026431188368858
dureader,decode,v,16,5,bucketfirst,candidate_gate_accepted_fraction,11,0.05042613636363636,0.015625,0.0859375,0.021424862399145397
dureader,decode,v,16,6,bucketfirst,candidate_gate_accepted_fraction,11,0.05965909090909091,0.0234375,0.09375,0.023145128887500453
dureader,decode,v,16,7,bucketfirst,candidate_gate_accepted_fraction,11,0.1171875,0.03125,0.1796875,0.04746316604148758
dureader,decode,v,17,0,bucketfirst,candidate_gate_accepted_fraction,11,0.0546875,0.0078125,0.15625,0.04555431167847891
dureader,decode,v,17,1,bucketfirst,candidate_gate_accepted_fraction,11,0.08380681818181818,0.015625,0.1875,0.049420796184985245
dureader,decode,v,17,2,bucketfirst,candidate_gate_accepted_fraction,11,0.03835227272727273,0.0234375,0.046875,0.008463334721458085
dureader,decode,v,17,3,bucketfirst,candidate_gate_accepted_fraction,11,0.11505681818181818,0.078125,0.21875,0.04040188253786332
dureader,decode,v,17,4,bucketfirst,candidate_gate_accepted_fraction,11,0.06321022727272728,0.03125,0.1015625,0.020387358088646737
dureader,decode,v,17,5,bucketfirst,candidate_gate_accepted_fraction,11,0.11079545454545454,0.0546875,0.1640625,0.03067984526485108
dureader,decode,v,17,6,bucketfirst,candidate_gate_accepted_fraction,11,0.11079545454545454,0.046875,0.21875,0.05039111299734874
dureader,decode,v,17,7,bucketfirst,candidate_gate_accepted_fraction,11,0.06534090909090909,0.03125,0.1328125,0.027322988723964995
dureader,decode,v,18,0,bucketfirst,candidate_gate_accepted_fraction,11,0.10440340909090909,0.0625,0.1328125,0.024766471270117475
dureader,decode,v,18,1,bucketfirst,candidate_gate_accepted_fraction,11,0.05894886363636364,0.03125,0.109375,0.023641075251552887
dureader,decode,v,18,2,bucketfirst,candidate_gate_accepted_fraction,11,0.046875,0.0234375,0.0703125,0.015976167442048283
dureader,decode,v,18,3,bucketfirst,candidate_gate_accepted_fraction,11,0.13494318181818182,0.0625,0.265625,0.0627738062329101
dureader,decode,v,18,4,bucketfirst,candidate_gate_accepted_fraction,11,0.06818181818181818,0.0234375,0.0859375,0.02381115712250031
dureader,decode,v,18,5,bucketfirst,candidate_gate_accepted_fraction,11,0.07883522727272728,0.0234375,0.1171875,0.030974378533176875
dureader,decode,v,18,6,bucketfirst,candidate_gate_accepted_fraction,11,0.04616477272727273,0.015625,0.09375,0.02715632712259256
dureader,decode,v,18,7,bucketfirst,candidate_gate_accepted_fraction,11,0.06178977272727273,0.03125,0.1015625,0.017769880686359103
dureader,decode,v,19,0,bucketfirst,candidate_gate_accepted_fraction,11,0.06178977272727273,0.03125,0.1171875,0.028744469239840996
dureader,decode,v,19,1,bucketfirst,candidate_gate_accepted_fraction,11,0.04190340909090909,0.015625,0.0546875,0.012136368956416961
dureader,decode,v,19,2,bucketfirst,candidate_gate_accepted_fraction,11,0.13423295454545456,0.0625,0.2109375,0.05005968803041499
dureader,decode,v,19,3,bucketfirst,candidate_gate_accepted_fraction,11,0.06534090909090909,0.015625,0.1015625,0.02586241684095615
dureader,decode,v,19,4,bucketfirst,candidate_gate_accepted_fraction,11,0.07670454545454546,0.0390625,0.125,0.028230975730613336
dureader,decode,v,19,5,bucketfirst,candidate_gate_accepted_fraction,11,0.0859375,0.03125,0.140625,0.03177820642215495
dureader,decode,v,19,6,bucketfirst,candidate_gate_accepted_fraction,11,0.0625,0.03125,0.109375,0.019708006996465348
dureader,decode,v,19,7,bucketfirst,candidate_gate_accepted_fraction,11,0.08309659090909091,0.0078125,0.1328125,0.03860135864119655
dureader,decode,v,20,0,bucketfirst,candidate_gate_accepted_fraction,11,0.06463068181818182,0.0078125,0.1171875,0.028480025079209402
dureader,decode,v,20,1,bucketfirst,candidate_gate_accepted_fraction,11,0.060369318181818184,0.03125,0.1171875,0.025823379208377618
dureader,decode,v,20,2,bucketfirst,candidate_gate_accepted_fraction,11,0.12642045454545456,0.0546875,0.2109375,0.05126443872903006
dureader,decode,v,20,3,bucketfirst,candidate_gate_accepted_fraction,11,0.078125,0.0234375,0.140625,0.028849568198281113
dureader,decode,v,20,4,bucketfirst,candidate_gate_accepted_fraction,11,0.11292613636363637,0.0390625,0.171875,0.03832595898645465
dureader,decode,v,20,5,bucketfirst,candidate_gate_accepted_fraction,11,0.041193181818181816,0.0234375,0.0625,0.010582148029652945
dureader,decode,v,20,6,bucketfirst,candidate_gate_accepted_fraction,11,0.05965909090909091,0.015625,0.09375,0.022414394656334508
dureader,decode,v,20,7,bucketfirst,candidate_gate_accepted_fraction,11,0.11150568181818182,0.0625,0.234375,0.04964483556051503
dureader,decode,v,21,0,bucketfirst,candidate_gate_accepted_fraction,11,0.08664772727272728,0.0546875,0.1328125,0.023188675734821716
dureader,decode,v,21,1,bucketfirst,candidate_gate_accepted_fraction,11,0.06676136363636363,0.0234375,0.1328125,0.03218826475461552
dureader,decode,v,21,2,bucketfirst,candidate_gate_accepted_fraction,11,0.10511363636363637,0.03125,0.234375,0.06648880533220711
dureader,decode,v,21,3,bucketfirst,candidate_gate_accepted_fraction,11,0.09446022727272728,0.0078125,0.1953125,0.0515489980443865
dureader,decode,v,21,4,bucketfirst,candidate_gate_accepted_fraction,11,0.13494318181818182,0.0703125,0.265625,0.0505310608133402
dureader,decode,v,21,5,bucketfirst,candidate_gate_accepted_fraction,11,0.08309659090909091,0.046875,0.1171875,0.025210567257526764
dureader,decode,v,21,6,bucketfirst,candidate_gate_accepted_fraction,11,0.06534090909090909,0.03125,0.1328125,0.028709350754840542
dureader,decode,v,21,7,bucketfirst,candidate_gate_accepted_fraction,11,0.05397727272727273,0.015625,0.0703125,0.016133262346023504
dureader,decode,v,22,0,bucketfirst,candidate_gate_accepted_fraction,11,0.07102272727272728,0.0390625,0.1484375,0.03254670237894771
dureader,decode,v,22,1,bucketfirst,candidate_gate_accepted_fraction,11,0.06747159090909091,0.0234375,0.109375,0.025646974552937185
dureader,decode,v,22,2,bucketfirst,candidate_gate_accepted_fraction,11,0.11008522727272728,0.0625,0.171875,0.033883126255331124
dureader,decode,v,22,3,bucketfirst,candidate_gate_accepted_fraction,11,0.06676136363636363,0.015625,0.15625,0.03818090924919208
dureader,decode,v,22,4,bucketfirst,candidate_gate_accepted_fraction,11,0.11079545454545454,0.0703125,0.1796875,0.028230975730613336
dureader,decode,v,22,5,bucketfirst,candidate_gate_accepted_fraction,11,0.07457386363636363,0.0390625,0.1171875,0.020088260829163304
dureader,decode,v,22,6,bucketfirst,candidate_gate_accepted_fraction,11,0.10795454545454546,0.0546875,0.1796875,0.042113542841970435
dureader,decode,v,22,7,bucketfirst,candidate_gate_accepted_fraction,11,0.07599431818181818,0.046875,0.1171875,0.016350659706280336
dureader,decode,v,23,0,bucketfirst,candidate_gate_accepted_fraction,11,0.07173295454545454,0.015625,0.1796875,0.04479501997506102
dureader,decode,v,23,1,bucketfirst,candidate_gate_accepted_fraction,11,0.08025568181818182,0.0546875,0.1484375,0.03161907569538644
dureader,decode,v,23,2,bucketfirst,candidate_gate_accepted_fraction,11,0.07883522727272728,0.046875,0.1328125,0.027561943056721935
dureader,decode,v,23,3,bucketfirst,candidate_gate_accepted_fraction,11,0.078125,0.0234375,0.1328125,0.02904126179014328
dureader,decode,v,23,4,bucketfirst,candidate_gate_accepted_fraction,11,0.06605113636363637,0.03125,0.1328125,0.02609541629385488
dureader,decode,v,23,5,bucketfirst,candidate_gate_accepted_fraction,11,0.06463068181818182,0.015625,0.1328125,0.032824488659918584
dureader,decode,v,23,6,bucketfirst,candidate_gate_accepted_fraction,11,0.09161931818181818,0.046875,0.21875,0.04407988820790599
dureader,decode,v,23,7,bucketfirst,candidate_gate_accepted_fraction,11,0.1015625,0.03125,0.2109375,0.04827456098854099
dureader,decode,v,24,0,bucketfirst,candidate_gate_accepted_fraction,11,0.09943181818181818,0.0234375,0.140625,0.03998775073937287
dureader,decode,v,24,1,bucketfirst,candidate_gate_accepted_fraction,11,0.08806818181818182,0.0390625,0.2421875,0.05712806122781307
dureader,decode,v,24,2,bucketfirst,candidate_gate_accepted_fraction,11,0.08806818181818182,0.046875,0.125,0.02603736190315817
dureader,decode,v,24,3,bucketfirst,candidate_gate_accepted_fraction,11,0.08522727272727272,0.046875,0.1015625,0.017769880686359128
dureader,decode,v,24,4,bucketfirst,candidate_gate_accepted_fraction,11,0.07954545454545454,0.0546875,0.1171875,0.022051384511733
dureader,decode,v,24,5,bucketfirst,candidate_gate_accepted_fraction,11,0.06392045454545454,0.0234375,0.09375,0.02102080765191583
dureader,decode,v,24,6,bucketfirst,candidate_gate_accepted_fraction,11,0.05113636363636364,0.015625,0.0859375,0.020362601117658297
dureader,decode,v,24,7,bucketfirst,candidate_gate_accepted_fraction,11,0.06321022727272728,0.03125,0.125,0.024582483380506767
dureader,decode,v,25,0,bucketfirst,candidate_gate_accepted_fraction,11,0.08451704545454546,0.046875,0.140625,0.02421031327991379
dureader,decode,v,25,1,bucketfirst,candidate_gate_accepted_fraction,11,0.07386363636363637,0.0390625,0.1171875,0.026095416293854864
dureader,decode,v,25,2,bucketfirst,candidate_gate_accepted_fraction,11,0.06321022727272728,0.015625,0.1171875,0.0307947207225551
dureader,decode,v,25,3,bucketfirst,candidate_gate_accepted_fraction,11,0.07457386363636363,0.046875,0.1015625,0.018951227363815826
dureader,decode,v,25,4,bucketfirst,candidate_gate_accepted_fraction,11,0.12144886363636363,0.0546875,0.171875,0.033373125353610075
dureader,decode,v,25,5,bucketfirst,candidate_gate_accepted_fraction,11,0.08167613636363637,0.0234375,0.1328125,0.03077833619321085
dureader,decode,v,25,6,bucketfirst,candidate_gate_accepted_fraction,11,0.12713068181818182,0.0546875,0.296875,0.06295034035841006
dureader,decode,v,25,7,bucketfirst,candidate_gate_accepted_fraction,11,0.11576704545454546,0.046875,0.1875,0.04732480468453886
dureader,decode,v,26,0,bucketfirst,candidate_gate_accepted_fraction,11,0.09517045454545454,0.0546875,0.1640625,0.030498452490886205
dureader,decode,v,26,1,bucketfirst,candidate_gate_accepted_fraction,11,0.12215909090909091,0.0625,0.2421875,0.05435907135838766
dureader,decode,v,26,2,bucketfirst,candidate_gate_accepted_fraction,11,0.09730113636363637,0.0234375,0.1640625,0.039747353919412545
dureader,decode,v,26,3,bucketfirst,candidate_gate_accepted_fraction,11,0.07883522727272728,0.0546875,0.1328125,0.021188116321273143
