acc_auc,config,layer,metric_family,metric_name,n_available,object_type,region,statistic,task_key
-0.04086483269929886,pattern_rolling_k2v2_s16_r128,0,attention_routing,mass_delta,5,attention_mass,E64,global,aime24:p0:s0:seed42
-0.04065149277448654,pattern_rolling_k2v2_s16_r128,0,attention_routing,quant_mass,5,attention_mass,E64,global,aime24:p0:s0:seed42
0.014527514576911926,pattern_rolling_k2v2_s16_r128,0,attention_routing,abs_mass_delta,5,attention_mass,Recent128,global,aime24:p0:s0:seed42
-8.894503116607666e-05,pattern_rolling_k2v2_s16_r128,0,attention_routing,fp_mass,5,attention_mass,Recent128,global,aime24:p0:s0:seed42
-0.014527514576911926,pattern_rolling_k2v2_s16_r128,0,attention_routing,mass_delta,5,attention_mass,Recent128,global,aime24:p0:s0:seed42
-0.014616459608078003,pattern_rolling_k2v2_s16_r128,0,attention_routing,quant_mass,5,attention_mass,Recent128,global,aime24:p0:s0:seed42
0.011051618494093418,pattern_rolling_k2v2_s16_r128,0,attention_routing,cosine_loss,5,attention_probs,current_history,mean,aime24:p0:s0:seed42
0.1545674465596676,pattern_rolling_k2v2_s16_r128,0,attention_routing,entropy_delta,5,attention_probs,current_history,mean,aime24:p0:s0:seed42
-0.0015386343002319336,pattern_rolling_k2v2_s16_r128,0,attention_routing,entropy_fp,5,attention_probs,current_history,mean,aime24:p0:s0:seed42
0.15302705764770508,pattern_rolling_k2v2_s16_r128,0,attention_routing,entropy_quant,5,attention_probs,current_history,mean,aime24:p0:s0:seed42
0.011466999305412173,pattern_rolling_k2v2_s16_r128,0,attention_routing,js,5,attention_probs,current_history,mean,aime24:p0:s0:seed42
0.04368652310222387,pattern_rolling_k2v2_s16_r128,0,attention_routing,kl_fp_quant,5,attention_probs,current_history,mean,aime24:p0:s0:seed42
0.05279159499332309,pattern_rolling_k2v2_s16_r128,0,attention_routing,kl_quant_fp,5,attention_probs,current_history,mean,aime24:p0:s0:seed42
0.1399555839598179,pattern_rolling_k2v2_s16_r128,0,attention_routing,l1,5,attention_probs,current_history,mean,aime24:p0:s0:seed42
0.06997779197990894,pattern_rolling_k2v2_s16_r128,0,attention_routing,tv,5,attention_probs,current_history,mean,aime24:p0:s0:seed42
-2.384185791015625e-07,pattern_rolling_k2v2_s16_r128,0,direction,direction_error,5,k_source,all_tokens,max,aime24:p0:s0:seed42
-7.482174879669401e-10,pattern_rolling_k2v2_s16_r128,0,direction,direction_error,5,k_source,all_tokens,mean,aime24:p0:s0:seed42
0.0,pattern_rolling_k2v2_s16_r128,0,direction,direction_error,5,k_source,all_tokens,p50,aime24:p0:s0:seed42
0.0,pattern_rolling_k2v2_s16_r128,0,direction,direction_error,5,k_source,all_tokens,p90,aime24:p0:s0:seed42
0.0,pattern_rolling_k2v2_s16_r128,0,direction,direction_error,5,k_source,all_tokens,p95,aime24:p0:s0:seed42
0.0,pattern_rolling_k2v2_s16_r128,0,direction,direction_error,5,k_source,all_tokens,p99,aime24:p0:s0:seed42
0.0,pattern_rolling_k2v2_s16_r128,0,direction,relative_L2,5,k_source,all_tokens,max,aime24:p0:s0:seed42
0.0,pattern_rolling_k2v2_s16_r128,0,direction,relative_L2,5,k_source,all_tokens,mean,aime24:p0:s0:seed42
0.0,pattern_rolling_k2v2_s16_r128,0,direction,relative_L2,5,k_source,all_tokens,p50,aime24:p0:s0:seed42
0.0,pattern_rolling_k2v2_s16_r128,0,direction,relative_L2,5,k_source,all_tokens,p90,aime24:p0:s0:seed42
0.0,pattern_rolling_k2v2_s16_r128,0,direction,relative_L2,5,k_source,all_tokens,p95,aime24:p0:s0:seed42
0.0,pattern_rolling_k2v2_s16_r128,0,direction,relative_L2,5,k_source,all_tokens,p99,aime24:p0:s0:seed42
-5.960464477539063e-08,pattern_rolling_k2v2_s16_r128,0,direction,direction_error,5,k_source,current_token,max,aime24:p0:s0:seed42
2.60770320892334e-08,pattern_rolling_k2v2_s16_r128,0,direction,direction_error,5,k_source,current_token,mean,aime24:p0:s0:seed42
4.470348358154297e-08,pattern_rolling_k2v2_s16_r128,0,direction,direction_error,5,k_source,current_token,p50,aime24:p0:s0:seed42
2.9802578183080186e-09,pattern_rolling_k2v2_s16_r128,0,direction,direction_error,5,k_source,current_token,p90,aime24:p0:s0:seed42
-2.8312214794823376e-08,pattern_rolling_k2v2_s16_r128,0,direction,direction_error,5,k_source,current_token,p95,aime24:p0:s0:seed42
-5.334618435881566e-08,pattern_rolling_k2v2_s16_r128,0,direction,direction_error,5,k_source,current_token,p99,aime24:p0:s0:seed42
0.0,pattern_rolling_k2v2_s16_r128,0,direction,relative_L2,5,k_source,current_token,max,aime24:p0:s0:seed42
0.0,pattern_rolling_k2v2_s16_r128,0,direction,relative_L2,5,k_source,current_token,mean,aime24:p0:s0:seed42
0.0,pattern_rolling_k2v2_s16_r128,0,direction,relative_L2,5,k_source,current_token,p50,aime24:p0:s0:seed42
0.0,pattern_rolling_k2v2_s16_r128,0,direction,relative_L2,5,k_source,current_token,p90,aime24:p0:s0:seed42
0.0,pattern_rolling_k2v2_s16_r128,0,direction,relative_L2,5,k_source,current_token,p95,aime24:p0:s0:seed42
0.0,pattern_rolling_k2v2_s16_r128,0,direction,relative_L2,5,k_source,current_token,p99,aime24:p0:s0:seed42
0.0,pattern_rolling_k2v2_s16_r128,0,direction,direction_error,5,q_source,all_tokens,max,aime24:p0:s0:seed42
-4.2459458171606457e-10,pattern_rolling_k2v2_s16_r128,0,direction,direction_error,5,q_source,all_tokens,mean,aime24:p0:s0:seed42
0.0,pattern_rolling_k2v2_s16_r128,0,direction,direction_error,5,q_source,all_tokens,p50,aime24:p0:s0:seed42
0.0,pattern_rolling_k2v2_s16_r128,0,direction,direction_error,5,q_source,all_tokens,p90,aime24:p0:s0:seed42
0.0,pattern_rolling_k2v2_s16_r128,0,direction,direction_error,5,q_source,all_tokens,p95,aime24:p0:s0:seed42
0.0,pattern_rolling_k2v2_s16_r128,0,direction,direction_error,5,q_source,all_tokens,p99,aime24:p0:s0:seed42
0.0,pattern_rolling_k2v2_s16_r128,0,direction,relative_L2,5,q_source,all_tokens,max,aime24:p0:s0:seed42
0.0,pattern_rolling_k2v2_s16_r128,0,direction,relative_L2,5,q_source,all_tokens,mean,aime24:p0:s0:seed42
0.0,pattern_rolling_k2v2_s16_r128,0,direction,relative_L2,5,q_source,all_tokens,p50,aime24:p0:s0:seed42
0.0,pattern_rolling_k2v2_s16_r128,0,direction,relative_L2,5,q_source,all_tokens,p90,aime24:p0:s0:seed42
0.0,pattern_rolling_k2v2_s16_r128,0,direction,relative_L2,5,q_source,all_tokens,p95,aime24:p0:s0:seed42
0.0,pattern_rolling_k2v2_s16_r128,0,direction,relative_L2,5,q_source,all_tokens,p99,aime24:p0:s0:seed42
8.940696716308594e-08,pattern_rolling_k2v2_s16_r128,0,direction,direction_error,5,q_source,current_token,max,aime24:p0:s0:seed42
2.2351741790771484e-08,pattern_rolling_k2v2_s16_r128,0,direction,direction_error,5,q_source,current_token,mean,aime24:p0:s0:seed42
0.0,pattern_rolling_k2v2_s16_r128,0,direction,direction_error,5,q_source,current_token,p50,aime24:p0:s0:seed42
2.3841948859626427e-08,pattern_rolling_k2v2_s16_r128,0,direction,direction_error,5,q_source,current_token,p90,aime24:p0:s0:seed42
-4.9173934257851215e-08,pattern_rolling_k2v2_s16_r128,0,direction,direction_error,5,q_source,current_token,p95,aime24:p0:s0:seed42
6.169085509100114e-08,pattern_rolling_k2v2_s16_r128,0,direction,direction_error,5,q_source,current_token,p99,aime24:p0:s0:seed42
0.0,pattern_rolling_k2v2_s16_r128,0,direction,relative_L2,5,q_source,current_token,max,aime24:p0:s0:seed42
0.0,pattern_rolling_k2v2_s16_r128,0,direction,relative_L2,5,q_source,current_token,mean,aime24:p0:s0:seed42
0.0,pattern_rolling_k2v2_s16_r128,0,direction,relative_L2,5,q_source,current_token,p50,aime24:p0:s0:seed42
0.0,pattern_rolling_k2v2_s16_r128,0,direction,relative_L2,5,q_source,current_token,p90,aime24:p0:s0:seed42
0.0,pattern_rolling_k2v2_s16_r128,0,direction,relative_L2,5,q_source,current_token,p95,aime24:p0:s0:seed42
0.0,pattern_rolling_k2v2_s16_r128,0,direction,relative_L2,5,q_source,current_token,p99,aime24:p0:s0:seed42
1.7881393432617188e-07,pattern_rolling_k2v2_s16_r128,0,direction,direction_error,5,v_source,all_tokens,max,aime24:p0:s0:seed42
2.379040964228807e-09,pattern_rolling_k2v2_s16_r128,0,direction,direction_error,5,v_source,all_tokens,mean,aime24:p0:s0:seed42
0.0,pattern_rolling_k2v2_s16_r128,0,direction,direction_error,5,v_source,all_tokens,p50,aime24:p0:s0:seed42
0.0,pattern_rolling_k2v2_s16_r128,0,direction,direction_error,5,v_source,all_tokens,p90,aime24:p0:s0:seed42
0.0,pattern_rolling_k2v2_s16_r128,0,direction,direction_error,5,v_source,all_tokens,p95,aime24:p0:s0:seed42
-5.960464477539063e-08,pattern_rolling_k2v2_s16_r128,0,direction,direction_error,5,v_source,all_tokens,p99,aime24:p0:s0:seed42
0.0,pattern_rolling_k2v2_s16_r128,0,direction,relative_L2,5,v_source,all_tokens,max,aime24:p0:s0:seed42
0.0,pattern_rolling_k2v2_s16_r128,0,direction,relative_L2,5,v_source,all_tokens,mean,aime24:p0:s0:seed42
0.0,pattern_rolling_k2v2_s16_r128,0,direction,relative_L2,5,v_source,all_tokens,p50,aime24:p0:s0:seed42
0.0,pattern_rolling_k2v2_s16_r128,0,direction,relative_L2,5,v_source,all_tokens,p90,aime24:p0:s0:seed42
0.0,pattern_rolling_k2v2_s16_r128,0,direction,relative_L2,5,v_source,all_tokens,p95,aime24:p0:s0:seed42
0.0,pattern_rolling_k2v2_s16_r128,0,direction,relative_L2,5,v_source,all_tokens,p99,aime24:p0:s0:seed42
1.4901161193847656e-07,pattern_rolling_k2v2_s16_r128,0,direction,direction_error,5,v_source,current_token,max,aime24:p0:s0:seed42
6.332993507385254e-08,pattern_rolling_k2v2_s16_r128,0,direction,direction_error,5,v_source,current_token,mean,aime24:p0:s0:seed42
8.940696716308594e-08,pattern_rolling_k2v2_s16_r128,0,direction,direction_error,5,v_source,current_token,p50,aime24:p0:s0:seed42
1.0728834354267747e-07,pattern_rolling_k2v2_s16_r128,0,direction,direction_error,5,v_source,current_token,p90,aime24:p0:s0:seed42
1.2814999195143173e-07,pattern_rolling_k2v2_s16_r128,0,direction,direction_error,5,v_source,current_token,p95,aime24:p0:s0:seed42
1.4483930499409325e-07,pattern_rolling_k2v2_s16_r128,0,direction,direction_error,5,v_source,current_token,p99,aime24:p0:s0:seed42
0.0,pattern_rolling_k2v2_s16_r128,0,direction,relative_L2,5,v_source,current_token,max,aime24:p0:s0:seed42
0.0,pattern_rolling_k2v2_s16_r128,0,direction,relative_L2,5,v_source,current_token,mean,aime24:p0:s0:seed42
0.0,pattern_rolling_k2v2_s16_r128,0,direction,relative_L2,5,v_source,current_token,p50,aime24:p0:s0:seed42
0.0,pattern_rolling_k2v2_s16_r128,0,direction,relative_L2,5,v_source,current_token,p90,aime24:p0:s0:seed42
0.0,pattern_rolling_k2v2_s16_r128,0,direction,relative_L2,5,v_source,current_token,p95,aime24:p0:s0:seed42
0.0,pattern_rolling_k2v2_s16_r128,0,direction,relative_L2,5,v_source,current_token,p99,aime24:p0:s0:seed42
0.015499472618103027,pattern_rolling_k2v2_s16_r128,0,oracle_output,actual_cosine_loss,5,attention_output,current_history,global,aime24:p0:s0:seed42
0.12986714765429497,pattern_rolling_k2v2_s16_r128,0,oracle_output,actual_relative_L2,5,attention_output,current_history,global,aime24:p0:s0:seed42
-0.005985977128148079,pattern_rolling_k2v2_s16_r128,0,oracle_output,interaction_residual,5,attention_output,current_history,global,aime24:p0:s0:seed42
0.005030304193496704,pattern_rolling_k2v2_s16_r128,0,oracle_output,routing_only_cosine_loss,5,attention_output,current_history,global,aime24:p0:s0:seed42
0.0886733178049326,pattern_rolling_k2v2_s16_r128,0,oracle_output,routing_only_relative_L2,5,attention_output,current_history,global,aime24:p0:s0:seed42
0.4746209379069203,pattern_rolling_k2v2_s16_r128,0,oracle_output,routing_oracle_recovery_clamped_0_1,5,attention_output,current_history,global,aime24:p0:s0:seed42
0.4746209379069203,pattern_rolling_k2v2_s16_r128,0,oracle_output,routing_oracle_recovery_raw,5,attention_output,current_history,global,aime24:p0:s0:seed42
0.004399389028549194,pattern_rolling_k2v2_s16_r128,0,oracle_output,value_only_cosine_loss,5,attention_output,current_history,global,aime24:p0:s0:seed42
0.04717980697751045,pattern_rolling_k2v2_s16_r128,0,oracle_output,value_only_relative_L2,5,attention_output,current_history,global,aime24:p0:s0:seed42
-0.3164701678477931,pattern_rolling_k2v2_s16_r128,0,oracle_output,value_oracle_recovery_clamped_0_1,5,attention_output,current_history,global,aime24:p0:s0:seed42
-0.3164701678477931,pattern_rolling_k2v2_s16_r128,0,oracle_output,value_oracle_recovery_raw,5,attention_output,current_history,global,aime24:p0:s0:seed42
0.010626912117004395,pattern_rolling_k2v2_s16_r128,0,qk_logit,cosine_loss,5,qk_logits,current_history,global,aime24:p0:s0:seed42
2.6586897373199463,pattern_rolling_k2v2_s16_r128,0,qk_logit,max_abs_diff,5,qk_logits,current_history,global,aime24:p0:s0:seed42
0.2471022680401802,pattern_rolling_k2v2_s16_r128,0,qk_logit,mean_abs_diff,5,qk_logits,current_history,global,aime24:p0:s0:seed42
0.8007526397705078,pattern_rolling_k2v2_s16_r128,0,qk_logit,p95_abs_diff,5,qk_logits,current_history,global,aime24:p0:s0:seed42
1.4563962817192078,pattern_rolling_k2v2_s16_r128,0,qk_logit,p99_abs_diff,5,qk_logits,current_history,global,aime24:p0:s0:seed42
0.10439172387123108,pattern_rolling_k2v2_s16_r128,0,qk_logit,relative_L2,5,qk_logits,current_history,global,aime24:p0:s0:seed42
0.20624997466802597,pattern_rolling_k2v2_s16_r128,0,qk_logit,top10_missing,5,qk_ranking,current_history,global,aime24:p0:s0:seed42
-0.2062501311302185,pattern_rolling_k2v2_s16_r128,0,qk_logit,top10_overlap,5,qk_ranking,current_history,global,aime24:p0:s0:seed42
-0.03125,pattern_rolling_k2v2_s16_r128,0,qk_logit,top1_agreement,5,qk_ranking,current_history,global,aime24:p0:s0:seed42
0.03125,pattern_rolling_k2v2_s16_r128,0,qk_logit,top1_disagreement,5,qk_ranking,current_history,global,aime24:p0:s0:seed42
0.2718750052154064,pattern_rolling_k2v2_s16_r128,0,qk_logit,top5_missing,5,qk_ranking,current_history,global,aime24:p0:s0:seed42
-0.2718750834465027,pattern_rolling_k2v2_s16_r128,0,qk_logit,top5_overlap,5,qk_ranking,current_history,global,aime24:p0:s0:seed42
-0.41422897577285767,pattern_rolling_k2v2_s16_r128,0,v_direction,direction_error,5,v_stored,all_tokens,max,aime24:p0:s0:seed42
0.030584150925278664,pattern_rolling_k2v2_s16_r128,0,v_direction,direction_error,5,v_stored,all_tokens,mean,aime24:p0:s0:seed42
0.0923774242401123,pattern_rolling_k2v2_s16_r128,0,v_direction,direction_error,5,v_stored,all_tokens,p50,aime24:p0:s0:seed42
0.00368446484208107,pattern_rolling_k2v2_s16_r128,0,v_direction,direction_error,5,v_stored,all_tokens,p90,aime24:p0:s0:seed42
-0.010905139148235321,pattern_rolling_k2v2_s16_r128,0,v_direction,direction_error,5,v_stored,all_tokens,p95,aime24:p0:s0:seed42
-0.02924676239490509,pattern_rolling_k2v2_s16_r128,0,v_direction,direction_error,5,v_stored,all_tokens,p99,aime24:p0:s0:seed42
-1.7059272527694702,pattern_rolling_k2v2_s16_r128,0,v_direction,relative_L2,5,v_stored,all_tokens,max,aime24:p0:s0:seed42
0.1112556904554367,pattern_rolling_k2v2_s16_r128,0,v_direction,relative_L2,5,v_stored,all_tokens,mean,aime24:p0:s0:seed42
0.32329125702381134,pattern_rolling_k2v2_s16_r128,0,v_direction,relative_L2,5,v_stored,all_tokens,p50,aime24:p0:s0:seed42
0.010486513376235962,pattern_rolling_k2v2_s16_r128,0,v_direction,relative_L2,5,v_stored,all_tokens,p90,aime24:p0:s0:seed42
-0.04438072443008423,pattern_rolling_k2v2_s16_r128,0,v_direction,relative_L2,5,v_stored,all_tokens,p95,aime24:p0:s0:seed42
-0.0822298526763916,pattern_rolling_k2v2_s16_r128,0,v_direction,relative_L2,5,v_stored,all_tokens,p99,aime24:p0:s0:seed42
0.026128928177058697,pattern_rolling_k2v2_s16_r128,0,v_direction,weighted_direction_error_fp,5,v_stored,current_history,mean,aime24:p0:s0:seed42
0.036767441779375076,pattern_rolling_k2v2_s16_r128,0,v_direction,weighted_direction_error_quant,5,v_stored,current_history,mean,aime24:p0:s0:seed42
0.07471281290054321,pattern_rolling_k2v2_s16_r128,0,v_direction,weighted_relative_L2_fp,5,v_stored,current_history,mean,aime24:p0:s0:seed42
0.11358608677983284,pattern_rolling_k2v2_s16_r128,0,v_direction,weighted_relative_L2_quant,5,v_stored,current_history,mean,aime24:p0:s0:seed42
-0.03502023220062256,pattern_rolling_k2v2_s16_r128,15,attention_routing,abs_mass_delta,5,attention_mass,E128,global,aime24:p0:s0:seed42
0.00022961199283599854,pattern_rolling_k2v2_s16_r128,15,attention_routing,fp_mass,5,attention_mass,E128,global,aime24:p0:s0:seed42
0.04768359661102295,pattern_rolling_k2v2_s16_r128,15,attention_routing,mass_delta,5,attention_mass,E128,global,aime24:p0:s0:seed42
0.04791320860385895,pattern_rolling_k2v2_s16_r128,15,attention_routing,quant_mass,5,attention_mass,E128,global,aime24:p0:s0:seed42
-0.05203826725482941,pattern_rolling_k2v2_s16_r128,15,attention_routing,abs_mass_delta,5,attention_mass,E16,global,aime24:p0:s0:seed42
0.0003469139337539673,pattern_rolling_k2v2_s16_r128,15,attention_routing,fp_mass,5,attention_mass,E16,global,aime24:p0:s0:seed42
0.06199939548969269,pattern_rolling_k2v2_s16_r128,15,attention_routing,mass_delta,5,attention_mass,E16,global,aime24:p0:s0:seed42
0.062346309423446655,pattern_rolling_k2v2_s16_r128,15,attention_routing,quant_mass,5,attention_mass,E16,global,aime24:p0:s0:seed42
-0.05129252374172211,pattern_rolling_k2v2_s16_r128,15,attention_routing,abs_mass_delta,5,attention_mass,E32,global,aime24:p0:s0:seed42
0.00033909082412719727,pattern_rolling_k2v2_s16_r128,15,attention_routing,fp_mass,5,attention_mass,E32,global,aime24:p0:s0:seed42
0.062458768486976624,pattern_rolling_k2v2_s16_r128,15,attention_routing,mass_delta,5,attention_mass,E32,global,aime24:p0:s0:seed42
0.06279785931110382,pattern_rolling_k2v2_s16_r128,15,attention_routing,quant_mass,5,attention_mass,E32,global,aime24:p0:s0:seed42
-0.045486509799957275,pattern_rolling_k2v2_s16_r128,15,attention_routing,abs_mass_delta,5,attention_mass,E64,global,aime24:p0:s0:seed42
0.0002874135971069336,pattern_rolling_k2v2_s16_r128,15,attention_routing,fp_mass,5,attention_mass,E64,global,aime24:p0:s0:seed42
0.0561332106590271,pattern_rolling_k2v2_s16_r128,15,attention_routing,mass_delta,5,attention_mass,E64,global,aime24:p0:s0:seed42
0.05642062425613403,pattern_rolling_k2v2_s16_r128,15,attention_routing,quant_mass,5,attention_mass,E64,global,aime24:p0:s0:seed42
0.003954991698265076,pattern_rolling_k2v2_s16_r128,15,attention_routing,abs_mass_delta,5,attention_mass,Recent128,global,aime24:p0:s0:seed42
8.33272933959961e-05,pattern_rolling_k2v2_s16_r128,15,attention_routing,fp_mass,5,attention_mass,Recent128,global,aime24:p0:s0:seed42
0.006369724869728088,pattern_rolling_k2v2_s16_r128,15,attention_routing,mass_delta,5,attention_mass,Recent128,global,aime24:p0:s0:seed42
0.0064530521631240845,pattern_rolling_k2v2_s16_r128,15,attention_routing,quant_mass,5,attention_mass,Recent128,global,aime24:p0:s0:seed42
-0.014309183694422245,pattern_rolling_k2v2_s16_r128,15,attention_routing,cosine_loss,5,attention_probs,current_history,mean,aime24:p0:s0:seed42
-0.3598615056835115,pattern_rolling_k2v2_s16_r128,15,attention_routing,entropy_delta,5,attention_probs,current_history,mean,aime24:p0:s0:seed42
-0.002669990062713623,pattern_rolling_k2v2_s16_r128,15,attention_routing,entropy_fp,5,attention_probs,current_history,mean,aime24:p0:s0:seed42
-0.36253225803375244,pattern_rolling_k2v2_s16_r128,15,attention_routing,entropy_quant,5,attention_probs,current_history,mean,aime24:p0:s0:seed42
0.0057987377513200045,pattern_rolling_k2v2_s16_r128,15,attention_routing,js,5,attention_probs,current_history,mean,aime24:p0:s0:seed42
0.027853739447891712,pattern_rolling_k2v2_s16_r128,15,attention_routing,kl_fp_quant,5,attention_probs,current_history,mean,aime24:p0:s0:seed42
0.02139928750693798,pattern_rolling_k2v2_s16_r128,15,attention_routing,kl_quant_fp,5,attention_probs,current_history,mean,aime24:p0:s0:seed42
0.17062941193580627,pattern_rolling_k2v2_s16_r128,15,attention_routing,l1,5,attention_probs,current_history,mean,aime24:p0:s0:seed42
0.08531470596790314,pattern_rolling_k2v2_s16_r128,15,attention_routing,tv,5,attention_probs,current_history,mean,aime24:p0:s0:seed42
1.7810636758804321,pattern_rolling_k2v2_s16_r128,15,direction,direction_error,5,k_source,all_tokens,max,aime24:p0:s0:seed42
0.01600556440249079,pattern_rolling_k2v2_s16_r128,15,direction,direction_error,5,k_source,all_tokens,mean,aime24:p0:s0:seed42
0.00605793297290802,pattern_rolling_k2v2_s16_r128,15,direction,direction_error,5,k_source,all_tokens,p50,aime24:p0:s0:seed42
0.02718737698160112,pattern_rolling_k2v2_s16_r128,15,direction,direction_error,5,k_source,all_tokens,p90,aime24:p0:s0:seed42
0.04240952432155609,pattern_rolling_k2v2_s16_r128,15,direction,direction_error,5,k_source,all_tokens,p95,aime24:p0:s0:seed42
0.19125491140584927,pattern_rolling_k2v2_s16_r128,15,direction,direction_error,5,k_source,all_tokens,p99,aime24:p0:s0:seed42
3.951631730189547,pattern_rolling_k2v2_s16_r128,15,direction,relative_L2,5,k_source,all_tokens,max,aime24:p0:s0:seed42
0.24645508913090453,pattern_rolling_k2v2_s16_r128,15,direction,relative_L2,5,k_source,all_tokens,mean,aime24:p0:s0:seed42
0.2155716972774826,pattern_rolling_k2v2_s16_r128,15,direction,relative_L2,5,k_source,all_tokens,p50,aime24:p0:s0:seed42
0.46682982658967376,pattern_rolling_k2v2_s16_r128,15,direction,relative_L2,5,k_source,all_tokens,p90,aime24:p0:s0:seed42
0.5839332034229301,pattern_rolling_k2v2_s16_r128,15,direction,relative_L2,5,k_source,all_tokens,p95,aime24:p0:s0:seed42
1.3135262654395774,pattern_rolling_k2v2_s16_r128,15,direction,relative_L2,5,k_source,all_tokens,p99,aime24:p0:s0:seed42
0.019810467958450317,pattern_rolling_k2v2_s16_r128,15,direction,direction_error,5,k_source,current_token,max,aime24:p0:s0:seed42
0.011718407273292542,pattern_rolling_k2v2_s16_r128,15,direction,direction_error,5,k_source,current_token,mean,aime24:p0:s0:seed42
0.011101126670837402,pattern_rolling_k2v2_s16_r128,15,direction,direction_error,5,k_source,current_token,p50,aime24:p0:s0:seed42
0.016202135652022776,pattern_rolling_k2v2_s16_r128,15,direction,direction_error,5,k_source,current_token,p90,aime24:p0:s0:seed42
0.01800630299830175,pattern_rolling_k2v2_s16_r128,15,direction,direction_error,5,k_source,current_token,p95,aime24:p0:s0:seed42
0.0194496362234986,pattern_rolling_k2v2_s16_r128,15,direction,direction_error,5,k_source,current_token,p99,aime24:p0:s0:seed42
0.4032424852484837,pattern_rolling_k2v2_s16_r128,15,direction,relative_L2,5,k_source,current_token,max,aime24:p0:s0:seed42
0.3096417906344868,pattern_rolling_k2v2_s16_r128,15,direction,relative_L2,5,k_source,current_token,mean,aime24:p0:s0:seed42
0.30761609130422585,pattern_rolling_k2v2_s16_r128,15,direction,relative_L2,5,k_source,current_token,p50,aime24:p0:s0:seed42
0.36838741195970215,pattern_rolling_k2v2_s16_r128,15,direction,relative_L2,5,k_source,current_token,p90,aime24:p0:s0:seed42
0.3858149670995772,pattern_rolling_k2v2_s16_r128,15,direction,relative_L2,5,k_source,current_token,p95,aime24:p0:s0:seed42
0.3997569832718,pattern_rolling_k2v2_s16_r128,15,direction,relative_L2,5,k_source,current_token,p99,aime24:p0:s0:seed42
1.4034356474876404,pattern_rolling_k2v2_s16_r128,15,direction,direction_error,5,q_source,all_tokens,max,aime24:p0:s0:seed42
0.016520470618274885,pattern_rolling_k2v2_s16_r128,15,direction,direction_error,5,q_source,all_tokens,mean,aime24:p0:s0:seed42
0.006694212555885315,pattern_rolling_k2v2_s16_r128,15,direction,direction_error,5,q_source,all_tokens,p50,aime24:p0:s0:seed42
0.03131896769627929,pattern_rolling_k2v2_s16_r128,15,direction,direction_error,5,q_source,all_tokens,p90,aime24:p0:s0:seed42
0.04780960222706199,pattern_rolling_k2v2_s16_r128,15,direction,direction_error,5,q_source,all_tokens,p95,aime24:p0:s0:seed42
0.18604869535192847,pattern_rolling_k2v2_s16_r128,15,direction,direction_error,5,q_source,all_tokens,p99,aime24:p0:s0:seed42
3.6137990872375667,pattern_rolling_k2v2_s16_r128,15,direction,relative_L2,5,q_source,all_tokens,max,aime24:p0:s0:seed42
0.25838836218463257,pattern_rolling_k2v2_s16_r128,15,direction,relative_L2,5,q_source,all_tokens,mean,aime24:p0:s0:seed42
0.22703395900316536,pattern_rolling_k2v2_s16_r128,15,direction,relative_L2,5,q_source,all_tokens,p50,aime24:p0:s0:seed42
0.5004363728803582,pattern_rolling_k2v2_s16_r128,15,direction,relative_L2,5,q_source,all_tokens,p90,aime24:p0:s0:seed42
0.6187722914619371,pattern_rolling_k2v2_s16_r128,15,direction,relative_L2,5,q_source,all_tokens,p95,aime24:p0:s0:seed42
