config,gap_1024,gap_128,gap_2048,gap_4096,gap_512,growth_classification,metric,slope_vs_log2_checkpoint,task_key
kivi_rolling_k2v2_s16_r128,0.1923019711393863,0.1510657938197255,0.11248611262999475,0.20645499741658568,0.06829101114999503,positive_growth,attention_output_relative_L2,0.010137006221968378,aime24:p0:s0:seed42
kivi_rolling_k2v2_s16_r128,0.019083678722381592,0.011757075786590576,0.006651639938354492,0.0218314528465271,0.0024297237396240234,positive_growth,hidden_cosine_loss,0.0016867776174803038,aime24:p0:s0:seed42
kivi_rolling_k2v2_s16_r128,0.1923019711393863,0.1510657938197255,0.11248611262999475,0.20645499741658568,0.06829101114999503,positive_growth,hidden_relative_L2,0.010137006221968378,aime24:p0:s0:seed42
kivi_rolling_k2v2_s16_r128,0.0017263698483844792,0.1422623105488583,3.4963542816512927e-07,1.0176384353632884e-05,2.5766589821785146e-06,negative_growth,next_token_KL,-0.02688976008690678,aime24:p0:s0:seed42
kivi_rolling_k2v2_s16_r128,0.0032542418921366334,0.899545431137085,2.7417781893745996e-06,-3.730962998815812e-05,1.9070153939537704e-05,negative_growth,target_token_NLL_delta,-0.1701466490527506,aime24:p0:s0:seed42
kivi_rolling_k2v2_s16_r128,0.0,0.0,0.0,0.0,0.0,flat,top1_disagreement,0.0,aime24:p0:s0:seed42
pattern_rolling_k2v2_s0_r128,0.4127171461004764,0.31861857790499926,0.3771863242145628,0.38894410943612456,0.24283968925010413,positive_growth,attention_output_relative_L2,0.02057028983128131,aime24:p0:s0:seed42
pattern_rolling_k2v2_s0_r128,0.0811382532119751,0.05125164985656738,0.0717197060585022,0.07021385431289673,0.03009343147277832,positive_growth,hidden_cosine_loss,0.006025838690835076,aime24:p0:s0:seed42
pattern_rolling_k2v2_s0_r128,0.4127171461004764,0.31861857790499926,0.3771863242145628,0.38894410943612456,0.24283968925010413,positive_growth,hidden_relative_L2,0.02057028983128131,aime24:p0:s0:seed42
pattern_rolling_k2v2_s0_r128,0.033396026478058616,0.36947809235675777,1.7269377394768526e-06,0.002282076051347337,3.4022607689365714e-05,negative_growth,next_token_KL,-0.06911243457778445,aime24:p0:s0:seed42
pattern_rolling_k2v2_s0_r128,0.03735032689291984,0.6553051471710205,-1.1920838005607948e-07,0.0026012067683041096,0.00011405792611185461,negative_growth,target_token_NLL_delta,-0.12309142440546957,aime24:p0:s0:seed42
pattern_rolling_k2v2_s0_r128,0.0,1.0,0.0,0.0,0.0,negative_growth,top1_disagreement,-0.1891891891891892,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,0.23832452041096985,0.09819888044148684,0.08771331212483346,0.21989320730790496,0.0588638138724491,positive_growth,attention_output_relative_L2,0.02125932556589612,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,0.029083669185638428,0.005020499229431152,0.004086196422576904,0.023692071437835693,0.0018454790115356445,positive_growth,hidden_cosine_loss,0.003196550382150186,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,0.23832452041096985,0.09819888044148684,0.08771331212483346,0.21989320730790496,0.0588638138724491,positive_growth,hidden_relative_L2,0.02125932556589612,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,0.0049533041984801685,0.032976728691892276,3.516702520300896e-07,1.6990257341031878e-06,5.735229358094784e-07,negative_growth,next_token_KL,-0.006171653949664426,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,0.007197353639639914,0.21379351615905762,3.4570239222375676e-06,-1.239665289176628e-05,-4.648405592888594e-06,negative_growth,target_token_NLL_delta,-0.040351471621663124,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,0.0,0.0,0.0,0.0,0.0,flat,top1_disagreement,0.0,aime24:p0:s0:seed42
patternkv_paper,0.4127171461004764,0.31861857790499926,0.3771863242145628,0.38894410943612456,0.24283968925010413,positive_growth,attention_output_relative_L2,0.02057028983128131,aime24:p0:s0:seed42
patternkv_paper,0.0811382532119751,0.05125164985656738,0.0717197060585022,0.07021385431289673,0.03009343147277832,positive_growth,hidden_cosine_loss,0.006025838690835076,aime24:p0:s0:seed42
patternkv_paper,0.4127171461004764,0.31861857790499926,0.3771863242145628,0.38894410943612456,0.24283968925010413,positive_growth,hidden_relative_L2,0.02057028983128131,aime24:p0:s0:seed42
patternkv_paper,0.033396026478058616,0.36947809235675777,1.7269377394768526e-06,0.002282076051347337,3.4022607689365714e-05,negative_growth,next_token_KL,-0.06911243457778445,aime24:p0:s0:seed42
patternkv_paper,0.03735032689291984,0.6553051471710205,-1.1920838005607948e-07,0.0026012067683041096,0.00011405792611185461,negative_growth,target_token_NLL_delta,-0.12309142440546957,aime24:p0:s0:seed42
patternkv_paper,0.0,1.0,0.0,0.0,0.0,negative_growth,top1_disagreement,-0.1891891891891892,aime24:p0:s0:seed42
kivi_paper_g128,0.38482223881874233,-7.192918565124273e-05,0.40363115235231817,0.7161799902096391,0.32938812067732215,positive_growth,attention_output_relative_L2,0.12659518339362852,aime24:p11:s0:seed11042
kivi_paper_g128,0.07635301351547241,-2.384185791015625e-07,0.08039021492004395,0.25350308418273926,0.05478072166442871,positive_growth,hidden_cosine_loss,0.04227173892227379,aime24:p11:s0:seed11042
kivi_paper_g128,0.38482223881874233,-7.192918565124273e-05,0.40363115235231817,0.7161799902096391,0.32938812067732215,positive_growth,hidden_relative_L2,0.12659518339362852,aime24:p11:s0:seed11042
kivi_paper_g128,0.0004906104295514524,-2.5990084395743906e-07,0.006434558890759945,1.038057048635892,0.14459120265382808,positive_growth,next_token_KL,0.14701843684818142,aime24:p11:s0:seed11042
kivi_paper_g128,0.001013873319607228,0.00547395646572113,0.010165154933929443,1.4779233634471893,0.3159457743167877,positive_growth,target_token_NLL_delta,0.20241545017641918,aime24:p11:s0:seed11042
kivi_paper_g128,0.0,0.0,0.0,1.0,0.0,positive_growth,top1_disagreement,0.14864864864864866,aime24:p11:s0:seed11042
kivi_rolling_k2v2_s0_r128,0.38482223881874233,-7.192918565124273e-05,0.40363115235231817,0.7161799902096391,0.32938812067732215,positive_growth,attention_output_relative_L2,0.12659518339362852,aime24:p11:s0:seed11042
kivi_rolling_k2v2_s0_r128,0.07635301351547241,-2.384185791015625e-07,0.08039021492004395,0.25350308418273926,0.05478072166442871,positive_growth,hidden_cosine_loss,0.04227173892227379,aime24:p11:s0:seed11042
kivi_rolling_k2v2_s0_r128,0.38482223881874233,-7.192918565124273e-05,0.40363115235231817,0.7161799902096391,0.32938812067732215,positive_growth,hidden_relative_L2,0.12659518339362852,aime24:p11:s0:seed11042
kivi_rolling_k2v2_s0_r128,0.0004906104295514524,-2.5990084395743906e-07,0.006434558890759945,1.038057048635892,0.14459120265382808,positive_growth,next_token_KL,0.14701843684818142,aime24:p11:s0:seed11042
kivi_rolling_k2v2_s0_r128,0.001013873319607228,0.00547395646572113,0.010165154933929443,1.4779233634471893,0.3159457743167877,positive_growth,target_token_NLL_delta,0.20241545017641918,aime24:p11:s0:seed11042
kivi_rolling_k2v2_s0_r128,0.0,0.0,0.0,1.0,0.0,positive_growth,top1_disagreement,0.14864864864864866,aime24:p11:s0:seed11042
kivi_rolling_k2v2_s16_r128,0.0933934940258041,-2.0387815311551094e-05,0.22288023098371923,0.13634891156107187,0.13953916123136878,positive_growth,attention_output_relative_L2,0.032062725562010765,aime24:p11:s0:seed11042
kivi_rolling_k2v2_s16_r128,0.004545450210571289,-2.384185791015625e-07,0.02489149570465088,0.009550631046295166,0.009946346282958984,positive_growth,hidden_cosine_loss,0.0029617475496756065,aime24:p11:s0:seed11042
kivi_rolling_k2v2_s16_r128,0.0933934940258041,-2.0387815311551094e-05,0.22288023098371923,0.13634891156107187,0.13953916123136878,positive_growth,hidden_relative_L2,0.032062725562010765,aime24:p11:s0:seed11042
kivi_rolling_k2v2_s16_r128,3.094113708357327e-05,-3.303230187157169e-07,0.011526052840054035,0.023587171750477864,0.03863383240241092,positive_growth,next_token_KL,0.00235291138304436,aime24:p11:s0:seed11042
kivi_rolling_k2v2_s16_r128,0.00020442926324903965,0.00547356903553009,0.06538346409797668,0.09039205312728882,0.2006179392337799,positive_growth,target_token_NLL_delta,0.006861028038091153,aime24:p11:s0:seed11042
kivi_rolling_k2v2_s16_r128,0.0,0.0,0.0,0.0,0.0,flat,top1_disagreement,0.0,aime24:p11:s0:seed11042
pattern_rolling_k2v2_s0_r128,0.3785776688018814,-7.192918565124273e-05,0.40308258100412786,0.453181111253798,0.28426153352484107,positive_growth,attention_output_relative_L2,0.08981116558267811,aime24:p11:s0:seed11042
pattern_rolling_k2v2_s0_r128,0.07483023405075073,-2.384185791015625e-07,0.07914340496063232,0.10250931978225708,0.04076874256134033,positive_growth,hidden_cosine_loss,0.020462453365325928,aime24:p11:s0:seed11042
pattern_rolling_k2v2_s0_r128,0.3785776688018814,-7.192918565124273e-05,0.40308258100412786,0.453181111253798,0.28426153352484107,positive_growth,hidden_relative_L2,0.08981116558267811,aime24:p11:s0:seed11042
pattern_rolling_k2v2_s0_r128,0.000624457432422787,-2.5990084395743906e-07,0.10666105896234512,0.49446325452845485,0.14383292726415675,positive_growth,next_token_KL,0.07438322352127953,aime24:p11:s0:seed11042
pattern_rolling_k2v2_s0_r128,0.001199531543534249,0.00547395646572113,0.2582145780324936,0.8776539266109467,0.2087460458278656,positive_growth,target_token_NLL_delta,0.13909541376523446,aime24:p11:s0:seed11042
pattern_rolling_k2v2_s0_r128,0.0,0.0,0.0,0.0,0.0,flat,top1_disagreement,0.0,aime24:p11:s0:seed11042
pattern_rolling_k2v2_s16_r128,0.06888454093132168,-2.0387815311551094e-05,0.21949082775972784,0.14653679076582193,0.12577853491529822,positive_growth,attention_output_relative_L2,0.03371493913063377,aime24:p11:s0:seed11042
pattern_rolling_k2v2_s16_r128,0.0025039315223693848,-2.384185791015625e-07,0.022492408752441406,0.010856688022613525,0.008105099201202393,positive_growth,hidden_cosine_loss,0.0030333093694738435,aime24:p11:s0:seed11042
pattern_rolling_k2v2_s16_r128,0.06888454093132168,-2.0387815311551094e-05,0.21949082775972784,0.14653679076582193,0.12577853491529822,positive_growth,hidden_relative_L2,0.03371493913063377,aime24:p11:s0:seed11042
pattern_rolling_k2v2_s16_r128,2.74379435722949e-05,-3.303230187157169e-07,0.0015952467219904065,0.05231221841495426,0.01101545120764058,positive_growth,next_token_KL,0.007310488385563665,aime24:p11:s0:seed11042
pattern_rolling_k2v2_s16_r128,0.00019239820539951324,0.00547356903553009,-0.009311467409133911,0.20311394333839417,0.11417880654335022,positive_growth,target_token_NLL_delta,0.02223286186219067,aime24:p11:s0:seed11042
pattern_rolling_k2v2_s16_r128,0.0,0.0,0.0,0.0,0.0,flat,top1_disagreement,0.0,aime24:p11:s0:seed11042
patternkv_paper,0.3785776688018814,-7.192918565124273e-05,0.40308258100412786,0.453181111253798,0.28426153352484107,positive_growth,attention_output_relative_L2,0.08981116558267811,aime24:p11:s0:seed11042
patternkv_paper,0.07483023405075073,-2.384185791015625e-07,0.07914340496063232,0.10250931978225708,0.04076874256134033,positive_growth,hidden_cosine_loss,0.020462453365325928,aime24:p11:s0:seed11042
patternkv_paper,0.3785776688018814,-7.192918565124273e-05,0.40308258100412786,0.453181111253798,0.28426153352484107,positive_growth,hidden_relative_L2,0.08981116558267811,aime24:p11:s0:seed11042
patternkv_paper,0.000624457432422787,-2.5990084395743906e-07,0.10666105896234512,0.49446325452845485,0.14383292726415675,positive_growth,next_token_KL,0.07438322352127953,aime24:p11:s0:seed11042
patternkv_paper,0.001199531543534249,0.00547395646572113,0.2582145780324936,0.8776539266109467,0.2087460458278656,positive_growth,target_token_NLL_delta,0.13909541376523446,aime24:p11:s0:seed11042
patternkv_paper,0.0,0.0,0.0,0.0,0.0,flat,top1_disagreement,0.0,aime24:p11:s0:seed11042
kivi_paper_g128,0.5048783810343593,-3.3460091799497604e-06,0.3866554731503129,0.33367072814144194,0.5678541467059404,positive_growth,attention_output_relative_L2,0.05707864171347103,aime24:p11:s1:seed11043
kivi_paper_g128,0.12890082597732544,0.0,0.07760196924209595,0.052474915981292725,0.15520960092544556,positive_growth,hidden_cosine_loss,0.007444571804355931,aime24:p11:s1:seed11043
kivi_paper_g128,0.5048783810343593,-3.3460091799497604e-06,0.3866554731503129,0.33367072814144194,0.5678541467059404,positive_growth,hidden_relative_L2,0.05707864171347103,aime24:p11:s1:seed11043
kivi_paper_g128,0.24624048263035547,-2.4497348931618035e-06,0.2029097832419211,1.078309790236709e-06,0.1304562292925766,positive_growth,next_token_KL,0.01272865435956449,aime24:p11:s1:seed11043
kivi_paper_g128,0.041706204414367676,-0.004419684410095215,0.4145853966474533,1.311301275563892e-06,0.07425403594970703,positive_growth,target_token_NLL_delta,0.0310012492777787,aime24:p11:s1:seed11043
kivi_paper_g128,0.0,0.0,0.0,0.0,0.0,flat,top1_disagreement,0.0,aime24:p11:s1:seed11043
kivi_rolling_k2v2_s0_r128,0.5048783810343593,-3.3460091799497604e-06,0.3866554731503129,0.33367072814144194,0.5678541467059404,positive_growth,attention_output_relative_L2,0.05707864171347103,aime24:p11:s1:seed11043
kivi_rolling_k2v2_s0_r128,0.12890082597732544,0.0,0.07760196924209595,0.052474915981292725,0.15520960092544556,positive_growth,hidden_cosine_loss,0.007444571804355931,aime24:p11:s1:seed11043
kivi_rolling_k2v2_s0_r128,0.5048783810343593,-3.3460091799497604e-06,0.3866554731503129,0.33367072814144194,0.5678541467059404,positive_growth,hidden_relative_L2,0.05707864171347103,aime24:p11:s1:seed11043
kivi_rolling_k2v2_s0_r128,0.24624048263035547,-2.4497348931618035e-06,0.2029097832419211,1.078309790236709e-06,0.1304562292925766,positive_growth,next_token_KL,0.01272865435956449,aime24:p11:s1:seed11043
kivi_rolling_k2v2_s0_r128,0.041706204414367676,-0.004419684410095215,0.4145853966474533,1.311301275563892e-06,0.07425403594970703,positive_growth,target_token_NLL_delta,0.0310012492777787,aime24:p11:s1:seed11043
kivi_rolling_k2v2_s0_r128,0.0,0.0,0.0,0.0,0.0,flat,top1_disagreement,0.0,aime24:p11:s1:seed11043
kivi_rolling_k2v2_s16_r128,0.0930023507680744,7.84541480243206e-05,0.25865592900663614,0.08115830295719206,0.13659575139172375,positive_growth,attention_output_relative_L2,0.026894566131050925,aime24:p11:s1:seed11043
kivi_rolling_k2v2_s16_r128,0.004484117031097412,5.960464477539063e-08,0.03444480895996094,0.0033572912216186523,0.009624958038330078,positive_growth,hidden_cosine_loss,0.002832196048788122,aime24:p11:s1:seed11043
kivi_rolling_k2v2_s16_r128,0.0930023507680744,7.84541480243206e-05,0.25865592900663614,0.08115830295719206,0.13659575139172375,positive_growth,hidden_relative_L2,0.026894566131050925,aime24:p11:s1:seed11043
kivi_rolling_k2v2_s16_r128,0.010823720099551792,1.1833166354335845e-05,0.055530723897391,2.0237434872338866e-07,0.00969168971550971,positive_growth,next_token_KL,0.004122673870415327,aime24:p11:s1:seed11043
kivi_rolling_k2v2_s16_r128,0.09889781475067139,0.006652355194091797,-0.09814763069152832,2.3841855067985307e-07,0.09404313564300537,negative_growth,target_token_NLL_delta,-0.012963390028158753,aime24:p11:s1:seed11043
kivi_rolling_k2v2_s16_r128,0.0,0.0,0.0,0.0,0.0,flat,top1_disagreement,0.0,aime24:p11:s1:seed11043
pattern_rolling_k2v2_s0_r128,0.3226039798464626,-3.3460091799497604e-06,0.3431136244907975,0.31107272976078093,0.5136908099520952,positive_growth,attention_output_relative_L2,0.05065363997945914,aime24:p11:s1:seed11043
pattern_rolling_k2v2_s0_r128,0.05232369899749756,0.0,0.05730795860290527,0.04640108346939087,0.1254432201385498,positive_growth,hidden_cosine_loss,0.005470412003027426,aime24:p11:s1:seed11043
pattern_rolling_k2v2_s0_r128,0.3226039798464626,-3.3460091799497604e-06,0.3431136244907975,0.31107272976078093,0.5136908099520952,positive_growth,hidden_relative_L2,0.05065363997945914,aime24:p11:s1:seed11043
pattern_rolling_k2v2_s0_r128,0.11747968286476862,-2.4497348931618035e-06,0.031560991672449745,2.368539324115737e-06,0.2777435533635071,negative_growth,next_token_KL,-0.010865786896398536,aime24:p11:s1:seed11043
pattern_rolling_k2v2_s0_r128,0.8010010719299316,-0.004419684410095215,0.12144608795642853,2.622600959512056e-06,-0.010324537754058838,positive_growth,target_token_NLL_delta,0.02206594839238683,aime24:p11:s1:seed11043
pattern_rolling_k2v2_s0_r128,0.0,0.0,0.0,0.0,0.0,flat,top1_disagreement,0.0,aime24:p11:s1:seed11043
pattern_rolling_k2v2_s16_r128,0.11936802580021322,7.84541480243206e-05,0.27531822863966227,0.07226347201503813,0.1044548109639436,positive_growth,attention_output_relative_L2,0.02901699983615529,aime24:p11:s1:seed11043
pattern_rolling_k2v2_s16_r128,0.007326841354370117,5.960464477539063e-08,0.03826028108596802,0.002756655216217041,0.005645155906677246,positive_growth,hidden_cosine_loss,0.003305814556173376,aime24:p11:s1:seed11043
pattern_rolling_k2v2_s16_r128,0.11936802580021322,7.84541480243206e-05,0.27531822863966227,0.07226347201503813,0.1044548109639436,positive_growth,hidden_relative_L2,0.02901699983615529,aime24:p11:s1:seed11043
pattern_rolling_k2v2_s16_r128,0.05401194185219538,1.1833166354335845e-05,0.02666184191184584,4.882731408084595e-08,0.011019686789040861,positive_growth,next_token_KL,0.002293771877548665,aime24:p11:s1:seed11043
pattern_rolling_k2v2_s16_r128,0.12596654891967773,0.006652355194091797,-0.07581586390733719,0.0,0.06046783924102783,negative_growth,target_token_NLL_delta,-0.008972067083861375,aime24:p11:s1:seed11043
pattern_rolling_k2v2_s16_r128,0.0,0.0,0.0,0.0,0.0,flat,top1_disagreement,0.0,aime24:p11:s1:seed11043
patternkv_paper,0.3226039798464626,-3.3460091799497604e-06,0.3431136244907975,0.31107272976078093,0.5136908099520952,positive_growth,attention_output_relative_L2,0.05065363997945914,aime24:p11:s1:seed11043
patternkv_paper,0.05232369899749756,0.0,0.05730795860290527,0.04640108346939087,0.1254432201385498,positive_growth,hidden_cosine_loss,0.005470412003027426,aime24:p11:s1:seed11043
patternkv_paper,0.3226039798464626,-3.3460091799497604e-06,0.3431136244907975,0.31107272976078093,0.5136908099520952,positive_growth,hidden_relative_L2,0.05065363997945914,aime24:p11:s1:seed11043
patternkv_paper,0.11747968286476862,-2.4497348931618035e-06,0.031560991672449745,2.368539324115737e-06,0.2777435533635071,negative_growth,next_token_KL,-0.010865786896398536,aime24:p11:s1:seed11043
patternkv_paper,0.8010010719299316,-0.004419684410095215,0.12144608795642853,2.622600959512056e-06,-0.010324537754058838,positive_growth,target_token_NLL_delta,0.02206594839238683,aime24:p11:s1:seed11043
patternkv_paper,0.0,0.0,0.0,0.0,0.0,flat,top1_disagreement,0.0,aime24:p11:s1:seed11043
kivi_paper_g128,0.3915023684967309,1.2018019333481789e-05,0.3405921452213079,0.4435439774533734,0.4930755221284926,positive_growth,attention_output_relative_L2,0.07218336014901414,aime24:p12:s0:seed12042
kivi_paper_g128,0.07788640260696411,-1.1920928955078125e-07,0.059113264083862305,0.09974420070648193,0.12717550992965698,positive_growth,hidden_cosine_loss,0.013797997622876555,aime24:p12:s0:seed12042
kivi_paper_g128,0.3915023684967309,1.2018019333481789e-05,0.3405921452213079,0.4435439774533734,0.4930755221284926,positive_growth,hidden_relative_L2,0.07218336014901414,aime24:p12:s0:seed12042
kivi_paper_g128,0.013135006855407028,1.662789905765294e-08,0.04510846139455715,0.05605767016641039,6.311258954383447e-05,positive_growth,next_token_KL,0.012164425187898677,aime24:p12:s0:seed12042
kivi_paper_g128,0.020410087890923023,1.1920838005607948e-07,-0.09279543161392212,0.11383086442947388,-0.00010190915782004595,positive_growth,target_token_NLL_delta,0.00967814830602111,aime24:p12:s0:seed12042
kivi_paper_g128,0.0,0.0,0.0,0.0,0.0,flat,top1_disagreement,0.0,aime24:p12:s0:seed12042
kivi_rolling_k2v2_s0_r128,0.3915023684967309,1.2018019333481789e-05,0.3405921452213079,0.4435439774533734,0.4930755221284926,positive_growth,attention_output_relative_L2,0.07218336014901414,aime24:p12:s0:seed12042
kivi_rolling_k2v2_s0_r128,0.07788640260696411,-1.1920928955078125e-07,0.059113264083862305,0.09974420070648193,0.12717550992965698,positive_growth,hidden_cosine_loss,0.013797997622876555,aime24:p12:s0:seed12042
kivi_rolling_k2v2_s0_r128,0.3915023684967309,1.2018019333481789e-05,0.3405921452213079,0.4435439774533734,0.4930755221284926,positive_growth,hidden_relative_L2,0.07218336014901414,aime24:p12:s0:seed12042
kivi_rolling_k2v2_s0_r128,0.013135006855407028,1.662789905765294e-08,0.04510846139455715,0.05605767016641039,6.311258954383447e-05,positive_growth,next_token_KL,0.012164425187898677,aime24:p12:s0:seed12042
kivi_rolling_k2v2_s0_r128,0.020410087890923023,1.1920838005607948e-07,-0.09279543161392212,0.11383086442947388,-0.00010190915782004595,positive_growth,target_token_NLL_delta,0.00967814830602111,aime24:p12:s0:seed12042
kivi_rolling_k2v2_s0_r128,0.0,0.0,0.0,0.0,0.0,flat,top1_disagreement,0.0,aime24:p12:s0:seed12042
kivi_rolling_k2v2_s16_r128,0.1073021546471864,3.1073810532689095e-05,0.10724098910577595,0.19524910242762417,0.10831456864252687,positive_growth,attention_output_relative_L2,0.03330803929821814,aime24:p12:s0:seed12042
kivi_rolling_k2v2_s16_r128,0.005957603454589844,0.0,0.005948185920715332,0.01883798837661743,0.0061296820640563965,positive_growth,hidden_cosine_loss,0.003031700849533081,aime24:p12:s0:seed12042
kivi_rolling_k2v2_s16_r128,0.1073021546471864,3.1073810532689095e-05,0.10724098910577595,0.19524910242762417,0.10831456864252687,positive_growth,hidden_relative_L2,0.03330803929821814,aime24:p12:s0:seed12042
kivi_rolling_k2v2_s16_r128,0.00016739049209490986,4.049995006027984e-09,0.005220077108242904,0.001983898704565945,1.842666284801453e-05,positive_growth,next_token_KL,0.0007194185883845349,aime24:p12:s0:seed12042
kivi_rolling_k2v2_s16_r128,-0.0007111327722668648,1.1920838005607948e-07,0.008194446563720703,-0.0010609179735183716,-0.00023347721435129642,positive_growth,target_token_NLL_delta,0.0005096984978572928,aime24:p12:s0:seed12042
kivi_rolling_k2v2_s16_r128,0.0,0.0,0.0,0.0,0.0,flat,top1_disagreement,0.0,aime24:p12:s0:seed12042
pattern_rolling_k2v2_s0_r128,0.36368407611735165,1.2018019333481789e-05,0.31924033095128834,0.44101465435232967,0.5178095721639693,positive_growth,attention_output_relative_L2,0.06836325295640758,aime24:p12:s0:seed12042
pattern_rolling_k2v2_s0_r128,0.06487852334976196,-1.1920928955078125e-07,0.05135577917098999,0.09845870733261108,0.14149290323257446,positive_growth,hidden_cosine_loss,0.01202823020316459,aime24:p12:s0:seed12042
pattern_rolling_k2v2_s0_r128,0.36368407611735165,1.2018019333481789e-05,0.31924033095128834,0.44101465435232967,0.5178095721639693,positive_growth,hidden_relative_L2,0.06836325295640758,aime24:p12:s0:seed12042
pattern_rolling_k2v2_s0_r128,0.0013797700816553515,1.662789905765294e-08,0.05093632788921276,0.3567916536831035,0.0017494868171183953,positive_growth,next_token_KL,0.05709064524151365,aime24:p12:s0:seed12042
pattern_rolling_k2v2_s0_r128,0.0019605858251452446,1.1920838005607948e-07,-0.2795256972312927,0.502028115093708,0.003435596707277,positive_growth,target_token_NLL_delta,0.05180231909083445,aime24:p12:s0:seed12042
pattern_rolling_k2v2_s0_r128,0.0,0.0,0.0,0.0,0.0,flat,top1_disagreement,0.0,aime24:p12:s0:seed12042
pattern_rolling_k2v2_s16_r128,0.08889198605902493,3.1073810532689095e-05,0.10325439949519932,0.19497302861418575,0.09132630610838532,positive_growth,attention_output_relative_L2,0.03361326270277385,aime24:p12:s0:seed12042
pattern_rolling_k2v2_s16_r128,0.00410914421081543,0.0,0.005524694919586182,0.018803060054779053,0.004358112812042236,positive_growth,hidden_cosine_loss,0.0030629530146315293,aime24:p12:s0:seed12042
pattern_rolling_k2v2_s16_r128,0.08889198605902493,3.1073810532689095e-05,0.10325439949519932,0.19497302861418575,0.09132630610838532,positive_growth,hidden_relative_L2,0.03361326270277385,aime24:p12:s0:seed12042
pattern_rolling_k2v2_s16_r128,0.0003246410637416375,4.049995006027984e-09,0.011015664428123628,0.0031446896155102877,2.221398614210557e-05,positive_growth,next_token_KL,0.0013638013616026764,aime24:p12:s0:seed12042
pattern_rolling_k2v2_s16_r128,0.0009725415147840977,1.1920838005607948e-07,-0.1105005145072937,0.0156266912817955,-0.0002514575608074665,negative_growth,target_token_NLL_delta,-0.0066099024338286275,aime24:p12:s0:seed12042
pattern_rolling_k2v2_s16_r128,0.0,0.0,0.0,0.0,0.0,flat,top1_disagreement,0.0,aime24:p12:s0:seed12042
patternkv_paper,0.36368407611735165,1.2018019333481789e-05,0.31924033095128834,0.44101465435232967,0.5178095721639693,positive_growth,attention_output_relative_L2,0.06836325295640758,aime24:p12:s0:seed12042
patternkv_paper,0.06487852334976196,-1.1920928955078125e-07,0.05135577917098999,0.09845870733261108,0.14149290323257446,positive_growth,hidden_cosine_loss,0.01202823020316459,aime24:p12:s0:seed12042
patternkv_paper,0.36368407611735165,1.2018019333481789e-05,0.31924033095128834,0.44101465435232967,0.5178095721639693,positive_growth,hidden_relative_L2,0.06836325295640758,aime24:p12:s0:seed12042
patternkv_paper,0.0013797700816553515,1.662789905765294e-08,0.05093632788921276,0.3567916536831035,0.0017494868171183953,positive_growth,next_token_KL,0.05709064524151365,aime24:p12:s0:seed12042
