absolute_sequence_position,checkpoint,finite,metric_name,metric_value,prompt_token_count,source_commit,task_key,trajectory_sha256
576,512,true,hidden_cosine_loss,3.4570693969726562e-06,64,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p12:s0:seed12042,7754635042ebef112c4b83e17b7500a20db8f14bba0fb44fd8575864e04baa05
576,512,true,attention_output_relative_L2,0.0025696412194520235,64,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p12:s0:seed12042,7754635042ebef112c4b83e17b7500a20db8f14bba0fb44fd8575864e04baa05
576,512,true,attention_output_MAE,0.0040167635306715965,64,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p12:s0:seed12042,7754635042ebef112c4b83e17b7500a20db8f14bba0fb44fd8575864e04baa05
576,512,true,post_WO_relative_L2,0.0025696412194520235,64,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p12:s0:seed12042,7754635042ebef112c4b83e17b7500a20db8f14bba0fb44fd8575864e04baa05
576,512,true,raw_next_token_KL,2.4548293708903657e-07,64,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p12:s0:seed12042,7754635042ebef112c4b83e17b7500a20db8f14bba0fb44fd8575864e04baa05
576,512,true,raw_next_token_JS,4.233798023278723e-08,64,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p12:s0:seed12042,7754635042ebef112c4b83e17b7500a20db8f14bba0fb44fd8575864e04baa05
576,512,true,clamped_next_token_KL,2.4548293708903657e-07,64,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p12:s0:seed12042,7754635042ebef112c4b83e17b7500a20db8f14bba0fb44fd8575864e04baa05
576,512,true,clamped_next_token_JS,4.233798023278723e-08,64,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p12:s0:seed12042,7754635042ebef112c4b83e17b7500a20db8f14bba0fb44fd8575864e04baa05
1088,1024,true,next_token_KL,1.152589064190579e-07,64,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p12:s0:seed12042,7754635042ebef112c4b83e17b7500a20db8f14bba0fb44fd8575864e04baa05
1088,1024,true,next_token_JS,2.623112749233769e-08,64,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p12:s0:seed12042,7754635042ebef112c4b83e17b7500a20db8f14bba0fb44fd8575864e04baa05
1088,1024,true,logit_max_abs_diff,0.0234375,64,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p12:s0:seed12042,7754635042ebef112c4b83e17b7500a20db8f14bba0fb44fd8575864e04baa05
1088,1024,true,logit_mean_abs_diff,0.002885254565626383,64,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p12:s0:seed12042,7754635042ebef112c4b83e17b7500a20db8f14bba0fb44fd8575864e04baa05
1088,1024,true,top1_agreement,True,64,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p12:s0:seed12042,7754635042ebef112c4b83e17b7500a20db8f14bba0fb44fd8575864e04baa05
1088,1024,true,top1_disagreement,0.0,64,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p12:s0:seed12042,7754635042ebef112c4b83e17b7500a20db8f14bba0fb44fd8575864e04baa05
1088,1024,true,target_token_NLL_delta,1.0907184332609177e-05,64,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p12:s0:seed12042,7754635042ebef112c4b83e17b7500a20db8f14bba0fb44fd8575864e04baa05
1088,1024,true,hidden_relative_L2,0.0019256205996498466,64,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p12:s0:seed12042,7754635042ebef112c4b83e17b7500a20db8f14bba0fb44fd8575864e04baa05
1088,1024,true,hidden_MAE,0.0030850323382765055,64,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p12:s0:seed12042,7754635042ebef112c4b83e17b7500a20db8f14bba0fb44fd8575864e04baa05
1088,1024,true,hidden_cosine,0.9999979734420776,64,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p12:s0:seed12042,7754635042ebef112c4b83e17b7500a20db8f14bba0fb44fd8575864e04baa05
1088,1024,true,hidden_cosine_loss,2.0265579223632812e-06,64,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p12:s0:seed12042,7754635042ebef112c4b83e17b7500a20db8f14bba0fb44fd8575864e04baa05
1088,1024,true,attention_output_relative_L2,0.0019256205996498466,64,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p12:s0:seed12042,7754635042ebef112c4b83e17b7500a20db8f14bba0fb44fd8575864e04baa05
1088,1024,true,attention_output_MAE,0.0030850323382765055,64,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p12:s0:seed12042,7754635042ebef112c4b83e17b7500a20db8f14bba0fb44fd8575864e04baa05
1088,1024,true,post_WO_relative_L2,0.0019256205996498466,64,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p12:s0:seed12042,7754635042ebef112c4b83e17b7500a20db8f14bba0fb44fd8575864e04baa05
1088,1024,true,raw_next_token_KL,1.152589064190579e-07,64,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p12:s0:seed12042,7754635042ebef112c4b83e17b7500a20db8f14bba0fb44fd8575864e04baa05
1088,1024,true,raw_next_token_JS,2.623112749233769e-08,64,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p12:s0:seed12042,7754635042ebef112c4b83e17b7500a20db8f14bba0fb44fd8575864e04baa05
1088,1024,true,clamped_next_token_KL,1.152589064190579e-07,64,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p12:s0:seed12042,7754635042ebef112c4b83e17b7500a20db8f14bba0fb44fd8575864e04baa05
1088,1024,true,clamped_next_token_JS,2.623112749233769e-08,64,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p12:s0:seed12042,7754635042ebef112c4b83e17b7500a20db8f14bba0fb44fd8575864e04baa05
2112,2048,true,next_token_KL,5.6650932833690604e-08,64,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p12:s0:seed12042,7754635042ebef112c4b83e17b7500a20db8f14bba0fb44fd8575864e04baa05
2112,2048,true,next_token_JS,3.265955328402015e-08,64,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p12:s0:seed12042,7754635042ebef112c4b83e17b7500a20db8f14bba0fb44fd8575864e04baa05
2112,2048,true,logit_max_abs_diff,0.0234375,64,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p12:s0:seed12042,7754635042ebef112c4b83e17b7500a20db8f14bba0fb44fd8575864e04baa05
2112,2048,true,logit_mean_abs_diff,0.002789656398817897,64,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p12:s0:seed12042,7754635042ebef112c4b83e17b7500a20db8f14bba0fb44fd8575864e04baa05
2112,2048,true,top1_agreement,True,64,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p12:s0:seed12042,7754635042ebef112c4b83e17b7500a20db8f14bba0fb44fd8575864e04baa05
2112,2048,true,top1_disagreement,0.0,64,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p12:s0:seed12042,7754635042ebef112c4b83e17b7500a20db8f14bba0fb44fd8575864e04baa05
2112,2048,true,target_token_NLL_delta,-7.748603820800781e-07,64,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p12:s0:seed12042,7754635042ebef112c4b83e17b7500a20db8f14bba0fb44fd8575864e04baa05
2112,2048,true,hidden_relative_L2,0.0019518049666658044,64,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p12:s0:seed12042,7754635042ebef112c4b83e17b7500a20db8f14bba0fb44fd8575864e04baa05
2112,2048,true,hidden_MAE,0.0030117931310087442,64,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p12:s0:seed12042,7754635042ebef112c4b83e17b7500a20db8f14bba0fb44fd8575864e04baa05
2112,2048,true,hidden_cosine,0.999997615814209,64,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p12:s0:seed12042,7754635042ebef112c4b83e17b7500a20db8f14bba0fb44fd8575864e04baa05
2112,2048,true,hidden_cosine_loss,2.384185791015625e-06,64,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p12:s0:seed12042,7754635042ebef112c4b83e17b7500a20db8f14bba0fb44fd8575864e04baa05
2112,2048,true,attention_output_relative_L2,0.0019518049666658044,64,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p12:s0:seed12042,7754635042ebef112c4b83e17b7500a20db8f14bba0fb44fd8575864e04baa05
2112,2048,true,attention_output_MAE,0.0030117931310087442,64,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p12:s0:seed12042,7754635042ebef112c4b83e17b7500a20db8f14bba0fb44fd8575864e04baa05
2112,2048,true,post_WO_relative_L2,0.0019518049666658044,64,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p12:s0:seed12042,7754635042ebef112c4b83e17b7500a20db8f14bba0fb44fd8575864e04baa05
2112,2048,true,raw_next_token_KL,5.6650932833690604e-08,64,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p12:s0:seed12042,7754635042ebef112c4b83e17b7500a20db8f14bba0fb44fd8575864e04baa05
2112,2048,true,raw_next_token_JS,3.265955328402015e-08,64,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p12:s0:seed12042,7754635042ebef112c4b83e17b7500a20db8f14bba0fb44fd8575864e04baa05
2112,2048,true,clamped_next_token_KL,5.6650932833690604e-08,64,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p12:s0:seed12042,7754635042ebef112c4b83e17b7500a20db8f14bba0fb44fd8575864e04baa05
2112,2048,true,clamped_next_token_JS,3.265955328402015e-08,64,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p12:s0:seed12042,7754635042ebef112c4b83e17b7500a20db8f14bba0fb44fd8575864e04baa05
4160,4096,true,next_token_KL,1.4050589243197464e-06,64,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p12:s0:seed12042,7754635042ebef112c4b83e17b7500a20db8f14bba0fb44fd8575864e04baa05
4160,4096,true,next_token_JS,2.9868846240788116e-07,64,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p12:s0:seed12042,7754635042ebef112c4b83e17b7500a20db8f14bba0fb44fd8575864e04baa05
4160,4096,true,logit_max_abs_diff,0.0234375,64,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p12:s0:seed12042,7754635042ebef112c4b83e17b7500a20db8f14bba0fb44fd8575864e04baa05
4160,4096,true,logit_mean_abs_diff,0.0029669601935893297,64,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p12:s0:seed12042,7754635042ebef112c4b83e17b7500a20db8f14bba0fb44fd8575864e04baa05
4160,4096,true,top1_agreement,True,64,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p12:s0:seed12042,7754635042ebef112c4b83e17b7500a20db8f14bba0fb44fd8575864e04baa05
4160,4096,true,top1_disagreement,0.0,64,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p12:s0:seed12042,7754635042ebef112c4b83e17b7500a20db8f14bba0fb44fd8575864e04baa05
4160,4096,true,target_token_NLL_delta,0.00013447552919387817,64,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p12:s0:seed12042,7754635042ebef112c4b83e17b7500a20db8f14bba0fb44fd8575864e04baa05
4160,4096,true,hidden_relative_L2,0.00188410934060812,64,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p12:s0:seed12042,7754635042ebef112c4b83e17b7500a20db8f14bba0fb44fd8575864e04baa05
4160,4096,true,hidden_MAE,0.0028510051779448986,64,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p12:s0:seed12042,7754635042ebef112c4b83e17b7500a20db8f14bba0fb44fd8575864e04baa05
4160,4096,true,hidden_cosine,0.9999979138374329,64,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p12:s0:seed12042,7754635042ebef112c4b83e17b7500a20db8f14bba0fb44fd8575864e04baa05
4160,4096,true,hidden_cosine_loss,2.086162567138672e-06,64,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p12:s0:seed12042,7754635042ebef112c4b83e17b7500a20db8f14bba0fb44fd8575864e04baa05
4160,4096,true,attention_output_relative_L2,0.00188410934060812,64,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p12:s0:seed12042,7754635042ebef112c4b83e17b7500a20db8f14bba0fb44fd8575864e04baa05
4160,4096,true,attention_output_MAE,0.0028510051779448986,64,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p12:s0:seed12042,7754635042ebef112c4b83e17b7500a20db8f14bba0fb44fd8575864e04baa05
4160,4096,true,post_WO_relative_L2,0.00188410934060812,64,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p12:s0:seed12042,7754635042ebef112c4b83e17b7500a20db8f14bba0fb44fd8575864e04baa05
4160,4096,true,raw_next_token_KL,1.4050589243197464e-06,64,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p12:s0:seed12042,7754635042ebef112c4b83e17b7500a20db8f14bba0fb44fd8575864e04baa05
4160,4096,true,raw_next_token_JS,2.9868846240788116e-07,64,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p12:s0:seed12042,7754635042ebef112c4b83e17b7500a20db8f14bba0fb44fd8575864e04baa05
4160,4096,true,clamped_next_token_KL,1.4050589243197464e-06,64,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p12:s0:seed12042,7754635042ebef112c4b83e17b7500a20db8f14bba0fb44fd8575864e04baa05
4160,4096,true,clamped_next_token_JS,2.9868846240788116e-07,64,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p12:s0:seed12042,7754635042ebef112c4b83e17b7500a20db8f14bba0fb44fd8575864e04baa05
232,128,true,next_token_KL,-3.755901545332563e-08,104,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p14:s0:seed14042,985f71725748f372cf08d2f249fcbd5c6d3dac5efa97289e418dbb154a727e3d
232,128,true,next_token_JS,2.542379462511235e-08,104,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p14:s0:seed14042,985f71725748f372cf08d2f249fcbd5c6d3dac5efa97289e418dbb154a727e3d
232,128,true,logit_max_abs_diff,0.015625,104,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p14:s0:seed14042,985f71725748f372cf08d2f249fcbd5c6d3dac5efa97289e418dbb154a727e3d
232,128,true,logit_mean_abs_diff,0.002415640512481332,104,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p14:s0:seed14042,985f71725748f372cf08d2f249fcbd5c6d3dac5efa97289e418dbb154a727e3d
232,128,true,top1_agreement,True,104,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p14:s0:seed14042,985f71725748f372cf08d2f249fcbd5c6d3dac5efa97289e418dbb154a727e3d
232,128,true,top1_disagreement,0.0,104,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p14:s0:seed14042,985f71725748f372cf08d2f249fcbd5c6d3dac5efa97289e418dbb154a727e3d
232,128,true,target_token_NLL_delta,0.0,104,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p14:s0:seed14042,985f71725748f372cf08d2f249fcbd5c6d3dac5efa97289e418dbb154a727e3d
232,128,true,hidden_relative_L2,0.0017730087274685502,104,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p14:s0:seed14042,985f71725748f372cf08d2f249fcbd5c6d3dac5efa97289e418dbb154a727e3d
232,128,true,hidden_MAE,0.0027840735856443644,104,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p14:s0:seed14042,985f71725748f372cf08d2f249fcbd5c6d3dac5efa97289e418dbb154a727e3d
232,128,true,hidden_cosine,0.9999983310699463,104,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p14:s0:seed14042,985f71725748f372cf08d2f249fcbd5c6d3dac5efa97289e418dbb154a727e3d
232,128,true,hidden_cosine_loss,1.6689300537109375e-06,104,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p14:s0:seed14042,985f71725748f372cf08d2f249fcbd5c6d3dac5efa97289e418dbb154a727e3d
232,128,true,attention_output_relative_L2,0.0017730087274685502,104,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p14:s0:seed14042,985f71725748f372cf08d2f249fcbd5c6d3dac5efa97289e418dbb154a727e3d
232,128,true,attention_output_MAE,0.0027840735856443644,104,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p14:s0:seed14042,985f71725748f372cf08d2f249fcbd5c6d3dac5efa97289e418dbb154a727e3d
232,128,true,post_WO_relative_L2,0.0017730087274685502,104,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p14:s0:seed14042,985f71725748f372cf08d2f249fcbd5c6d3dac5efa97289e418dbb154a727e3d
232,128,true,raw_next_token_KL,-3.755901545332563e-08,104,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p14:s0:seed14042,985f71725748f372cf08d2f249fcbd5c6d3dac5efa97289e418dbb154a727e3d
232,128,true,raw_next_token_JS,2.542379462511235e-08,104,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p14:s0:seed14042,985f71725748f372cf08d2f249fcbd5c6d3dac5efa97289e418dbb154a727e3d
232,128,true,clamped_next_token_KL,0.0,104,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p14:s0:seed14042,985f71725748f372cf08d2f249fcbd5c6d3dac5efa97289e418dbb154a727e3d
232,128,true,clamped_next_token_JS,2.542379462511235e-08,104,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p14:s0:seed14042,985f71725748f372cf08d2f249fcbd5c6d3dac5efa97289e418dbb154a727e3d
616,512,true,next_token_KL,5.104943738842849e-06,104,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p14:s0:seed14042,985f71725748f372cf08d2f249fcbd5c6d3dac5efa97289e418dbb154a727e3d
616,512,true,next_token_JS,1.2836948144467897e-06,104,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p14:s0:seed14042,985f71725748f372cf08d2f249fcbd5c6d3dac5efa97289e418dbb154a727e3d
616,512,true,logit_max_abs_diff,0.01953125,104,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p14:s0:seed14042,985f71725748f372cf08d2f249fcbd5c6d3dac5efa97289e418dbb154a727e3d
616,512,true,logit_mean_abs_diff,0.002914502052590251,104,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p14:s0:seed14042,985f71725748f372cf08d2f249fcbd5c6d3dac5efa97289e418dbb154a727e3d
616,512,true,top1_agreement,True,104,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p14:s0:seed14042,985f71725748f372cf08d2f249fcbd5c6d3dac5efa97289e418dbb154a727e3d
616,512,true,top1_disagreement,0.0,104,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p14:s0:seed14042,985f71725748f372cf08d2f249fcbd5c6d3dac5efa97289e418dbb154a727e3d
616,512,true,target_token_NLL_delta,-0.0006781816482543945,104,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p14:s0:seed14042,985f71725748f372cf08d2f249fcbd5c6d3dac5efa97289e418dbb154a727e3d
616,512,true,hidden_relative_L2,0.0022304130252450705,104,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p14:s0:seed14042,985f71725748f372cf08d2f249fcbd5c6d3dac5efa97289e418dbb154a727e3d
616,512,true,hidden_MAE,0.0033729334827512503,104,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p14:s0:seed14042,985f71725748f372cf08d2f249fcbd5c6d3dac5efa97289e418dbb154a727e3d
616,512,true,hidden_cosine,0.9999971389770508,104,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p14:s0:seed14042,985f71725748f372cf08d2f249fcbd5c6d3dac5efa97289e418dbb154a727e3d
616,512,true,hidden_cosine_loss,2.86102294921875e-06,104,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p14:s0:seed14042,985f71725748f372cf08d2f249fcbd5c6d3dac5efa97289e418dbb154a727e3d
616,512,true,attention_output_relative_L2,0.0022304130252450705,104,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p14:s0:seed14042,985f71725748f372cf08d2f249fcbd5c6d3dac5efa97289e418dbb154a727e3d
616,512,true,attention_output_MAE,0.0033729334827512503,104,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p14:s0:seed14042,985f71725748f372cf08d2f249fcbd5c6d3dac5efa97289e418dbb154a727e3d
616,512,true,post_WO_relative_L2,0.0022304130252450705,104,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p14:s0:seed14042,985f71725748f372cf08d2f249fcbd5c6d3dac5efa97289e418dbb154a727e3d
616,512,true,raw_next_token_KL,5.104943738842849e-06,104,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p14:s0:seed14042,985f71725748f372cf08d2f249fcbd5c6d3dac5efa97289e418dbb154a727e3d
616,512,true,raw_next_token_JS,1.2836948144467897e-06,104,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p14:s0:seed14042,985f71725748f372cf08d2f249fcbd5c6d3dac5efa97289e418dbb154a727e3d
616,512,true,clamped_next_token_KL,5.104943738842849e-06,104,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p14:s0:seed14042,985f71725748f372cf08d2f249fcbd5c6d3dac5efa97289e418dbb154a727e3d
