absolute_sequence_position,accumulation_gap,accumulation_metric_schema_version,attention_mask_alignment,checkpoint,config,generated_checkpoint,match_alignment_valid,matched_path_valid,metric,position_id_alignment,prompt_token_count,pseudo_error,pseudo_fp16_source,pseudo_quant_source,pseudo_reference_mode,reference_next_token_id,rope_position_alignment,static_error,static_fp16_source,static_quant_source,static_reference_mode,task_key,trajectory_sha256
632,0.5613233784679323,matched_path_accumulation_v1,same causal history,512,pattern_rolling_k2v2_s0_r128,512,true,true,attention_output_relative_L2,true,120,0.5634257793426514,FP16_pseudo,pattern_rolling_k2v2_s0_r128_pseudo,pseudo,356,true,0.0021024008747190237,FP16_static,pattern_rolling_k2v2_s0_r128_static,static,aime24:p15:s1:seed15043,b3071fe4e912d14e31a543908143a991dbe648bfe13ea6a3db80285f3da15dab
632,0.043731733692808916,matched_path_accumulation_v1,same causal history,512,pattern_rolling_k2v2_s0_r128,512,true,true,next_token_KL,true,120,0.043731965124607086,FP16_pseudo,pattern_rolling_k2v2_s0_r128_pseudo,pseudo,356,true,2.3143179816997872e-07,FP16_static,pattern_rolling_k2v2_s0_r128_static,static,aime24:p15:s1:seed15043,b3071fe4e912d14e31a543908143a991dbe648bfe13ea6a3db80285f3da15dab
632,0.014868048584776972,matched_path_accumulation_v1,same causal history,512,pattern_rolling_k2v2_s0_r128,512,true,true,next_token_JS,true,120,0.01486810203641653,FP16_pseudo,pattern_rolling_k2v2_s0_r128_pseudo,pseudo,356,true,5.34516395589435e-08,FP16_static,pattern_rolling_k2v2_s0_r128_static,static,aime24:p15:s1:seed15043,b3071fe4e912d14e31a543908143a991dbe648bfe13ea6a3db80285f3da15dab
632,0.04537889757193625,matched_path_accumulation_v1,same causal history,512,pattern_rolling_k2v2_s0_r128,512,true,true,target_token_NLL_delta,true,120,0.04538986086845398,FP16_pseudo,pattern_rolling_k2v2_s0_r128_pseudo,pseudo,356,true,1.096329651772976e-05,FP16_static,pattern_rolling_k2v2_s0_r128_static,static,aime24:p15:s1:seed15043,b3071fe4e912d14e31a543908143a991dbe648bfe13ea6a3db80285f3da15dab
632,0.0,matched_path_accumulation_v1,same causal history,512,pattern_rolling_k2v2_s0_r128,512,true,true,top1_disagreement,true,120,0.0,FP16_pseudo,pattern_rolling_k2v2_s0_r128_pseudo,pseudo,356,true,0.0,FP16_static,pattern_rolling_k2v2_s0_r128_static,static,aime24:p15:s1:seed15043,b3071fe4e912d14e31a543908143a991dbe648bfe13ea6a3db80285f3da15dab
632,4.537109375,matched_path_accumulation_v1,same causal history,512,pattern_rolling_k2v2_s0_r128,512,true,true,logit_max_abs_diff,true,120,4.552734375,FP16_pseudo,pattern_rolling_k2v2_s0_r128_pseudo,pseudo,356,true,0.015625,FP16_static,pattern_rolling_k2v2_s0_r128_static,static,aime24:p15:s1:seed15043,b3071fe4e912d14e31a543908143a991dbe648bfe13ea6a3db80285f3da15dab
1144,0.14093554019927979,matched_path_accumulation_v1,same causal history,1024,pattern_rolling_k2v2_s0_r128,1024,true,true,hidden_cosine_loss,true,120,0.1409381628036499,FP16_pseudo,pattern_rolling_k2v2_s0_r128_pseudo,pseudo,12264,true,2.6226043701171875e-06,FP16_static,pattern_rolling_k2v2_s0_r128_static,static,aime24:p15:s1:seed15043,b3071fe4e912d14e31a543908143a991dbe648bfe13ea6a3db80285f3da15dab
1144,0.5421129511669278,matched_path_accumulation_v1,same causal history,1024,pattern_rolling_k2v2_s0_r128,1024,true,true,hidden_relative_L2,true,120,0.5443893074989319,FP16_pseudo,pattern_rolling_k2v2_s0_r128_pseudo,pseudo,12264,true,0.0022763563320040703,FP16_static,pattern_rolling_k2v2_s0_r128_static,static,aime24:p15:s1:seed15043,b3071fe4e912d14e31a543908143a991dbe648bfe13ea6a3db80285f3da15dab
1144,0.5421129511669278,matched_path_accumulation_v1,same causal history,1024,pattern_rolling_k2v2_s0_r128,1024,true,true,attention_output_relative_L2,true,120,0.5443893074989319,FP16_pseudo,pattern_rolling_k2v2_s0_r128_pseudo,pseudo,12264,true,0.0022763563320040703,FP16_static,pattern_rolling_k2v2_s0_r128_static,static,aime24:p15:s1:seed15043,b3071fe4e912d14e31a543908143a991dbe648bfe13ea6a3db80285f3da15dab
1144,2.3210049432620394e-05,matched_path_accumulation_v1,same causal history,1024,pattern_rolling_k2v2_s0_r128,1024,true,true,next_token_KL,true,120,2.3237713321577758e-05,FP16_pseudo,pattern_rolling_k2v2_s0_r128_pseudo,pseudo,12264,true,2.766388895736327e-08,FP16_static,pattern_rolling_k2v2_s0_r128_static,static,aime24:p15:s1:seed15043,b3071fe4e912d14e31a543908143a991dbe648bfe13ea6a3db80285f3da15dab
1144,6.22631084645775e-06,matched_path_accumulation_v1,same causal history,1024,pattern_rolling_k2v2_s0_r128,1024,true,true,next_token_JS,true,120,6.22850075160386e-06,FP16_pseudo,pattern_rolling_k2v2_s0_r128_pseudo,pseudo,12264,true,2.1899051461105046e-09,FP16_static,pattern_rolling_k2v2_s0_r128_static,static,aime24:p15:s1:seed15043,b3071fe4e912d14e31a543908143a991dbe648bfe13ea6a3db80285f3da15dab
1144,3.21850529871881e-06,matched_path_accumulation_v1,same causal history,1024,pattern_rolling_k2v2_s0_r128,1024,true,true,target_token_NLL_delta,true,120,3.4569129638839513e-06,FP16_pseudo,pattern_rolling_k2v2_s0_r128_pseudo,pseudo,12264,true,2.3840766516514122e-07,FP16_static,pattern_rolling_k2v2_s0_r128_static,static,aime24:p15:s1:seed15043,b3071fe4e912d14e31a543908143a991dbe648bfe13ea6a3db80285f3da15dab
1144,0.0,matched_path_accumulation_v1,same causal history,1024,pattern_rolling_k2v2_s0_r128,1024,true,true,top1_disagreement,true,120,0.0,FP16_pseudo,pattern_rolling_k2v2_s0_r128_pseudo,pseudo,12264,true,0.0,FP16_static,pattern_rolling_k2v2_s0_r128_static,static,aime24:p15:s1:seed15043,b3071fe4e912d14e31a543908143a991dbe648bfe13ea6a3db80285f3da15dab
1144,4.69287109375,matched_path_accumulation_v1,same causal history,1024,pattern_rolling_k2v2_s0_r128,1024,true,true,logit_max_abs_diff,true,120,4.71240234375,FP16_pseudo,pattern_rolling_k2v2_s0_r128_pseudo,pseudo,12264,true,0.01953125,FP16_static,pattern_rolling_k2v2_s0_r128_static,static,aime24:p15:s1:seed15043,b3071fe4e912d14e31a543908143a991dbe648bfe13ea6a3db80285f3da15dab
230,-1.3113021850585938e-06,matched_path_accumulation_v1,same causal history,128,pattern_rolling_k2v2_s0_r128,128,true,true,hidden_cosine_loss,true,102,2.86102294921875e-06,FP16_pseudo,pattern_rolling_k2v2_s0_r128_pseudo,pseudo,1695,true,4.172325134277344e-06,FP16_static,pattern_rolling_k2v2_s0_r128_static,static,aime24:p17:s0:seed17042,69e6e42dc75e6e4dd872f1d902c29c4269171195229da34733e720e66cc0cbb3
230,-0.0005424560513347387,matched_path_accumulation_v1,same causal history,128,pattern_rolling_k2v2_s0_r128,128,true,true,hidden_relative_L2,true,102,0.002228955738246441,FP16_pseudo,pattern_rolling_k2v2_s0_r128_pseudo,pseudo,1695,true,0.0027714117895811796,FP16_static,pattern_rolling_k2v2_s0_r128_static,static,aime24:p17:s0:seed17042,69e6e42dc75e6e4dd872f1d902c29c4269171195229da34733e720e66cc0cbb3
230,-0.0005424560513347387,matched_path_accumulation_v1,same causal history,128,pattern_rolling_k2v2_s0_r128,128,true,true,attention_output_relative_L2,true,102,0.002228955738246441,FP16_pseudo,pattern_rolling_k2v2_s0_r128_pseudo,pseudo,1695,true,0.0027714117895811796,FP16_static,pattern_rolling_k2v2_s0_r128_static,static,aime24:p17:s0:seed17042,69e6e42dc75e6e4dd872f1d902c29c4269171195229da34733e720e66cc0cbb3
230,-3.3615758184168953e-05,matched_path_accumulation_v1,same causal history,128,pattern_rolling_k2v2_s0_r128,128,true,true,next_token_KL,true,102,1.0532326086831745e-05,FP16_pseudo,pattern_rolling_k2v2_s0_r128_pseudo,pseudo,1695,true,4.41480842710007e-05,FP16_static,pattern_rolling_k2v2_s0_r128_static,static,aime24:p17:s0:seed17042,69e6e42dc75e6e4dd872f1d902c29c4269171195229da34733e720e66cc0cbb3
230,-8.532351102985558e-06,matched_path_accumulation_v1,same causal history,128,pattern_rolling_k2v2_s0_r128,128,true,true,next_token_JS,true,102,2.636984163473244e-06,FP16_pseudo,pattern_rolling_k2v2_s0_r128_pseudo,pseudo,1695,true,1.1169335266458802e-05,FP16_static,pattern_rolling_k2v2_s0_r128_static,static,aime24:p17:s0:seed17042,69e6e42dc75e6e4dd872f1d902c29c4269171195229da34733e720e66cc0cbb3
230,-0.01656055450439453,matched_path_accumulation_v1,same causal history,128,pattern_rolling_k2v2_s0_r128,128,true,true,target_token_NLL_delta,true,102,-0.01413869857788086,FP16_pseudo,pattern_rolling_k2v2_s0_r128_pseudo,pseudo,1695,true,0.002421855926513672,FP16_static,pattern_rolling_k2v2_s0_r128_static,static,aime24:p17:s0:seed17042,69e6e42dc75e6e4dd872f1d902c29c4269171195229da34733e720e66cc0cbb3
230,0.0,matched_path_accumulation_v1,same causal history,128,pattern_rolling_k2v2_s0_r128,128,true,true,top1_disagreement,true,102,0.0,FP16_pseudo,pattern_rolling_k2v2_s0_r128_pseudo,pseudo,1695,true,0.0,FP16_static,pattern_rolling_k2v2_s0_r128_static,static,aime24:p17:s0:seed17042,69e6e42dc75e6e4dd872f1d902c29c4269171195229da34733e720e66cc0cbb3
230,-0.005859375,matched_path_accumulation_v1,same causal history,128,pattern_rolling_k2v2_s0_r128,128,true,true,logit_max_abs_diff,true,102,0.025390625,FP16_pseudo,pattern_rolling_k2v2_s0_r128_pseudo,pseudo,1695,true,0.03125,FP16_static,pattern_rolling_k2v2_s0_r128_static,static,aime24:p17:s0:seed17042,69e6e42dc75e6e4dd872f1d902c29c4269171195229da34733e720e66cc0cbb3
614,0.12989377975463867,matched_path_accumulation_v1,same causal history,512,pattern_rolling_k2v2_s0_r128,512,true,true,hidden_cosine_loss,true,102,0.1298971176147461,FP16_pseudo,pattern_rolling_k2v2_s0_r128_pseudo,pseudo,17,true,3.337860107421875e-06,FP16_static,pattern_rolling_k2v2_s0_r128_static,static,aime24:p17:s0:seed17042,69e6e42dc75e6e4dd872f1d902c29c4269171195229da34733e720e66cc0cbb3
614,0.5301037409808487,matched_path_accumulation_v1,same causal history,512,pattern_rolling_k2v2_s0_r128,512,true,true,hidden_relative_L2,true,102,0.532651424407959,FP16_pseudo,pattern_rolling_k2v2_s0_r128_pseudo,pseudo,17,true,0.0025476834271103144,FP16_static,pattern_rolling_k2v2_s0_r128_static,static,aime24:p17:s0:seed17042,69e6e42dc75e6e4dd872f1d902c29c4269171195229da34733e720e66cc0cbb3
614,0.5301037409808487,matched_path_accumulation_v1,same causal history,512,pattern_rolling_k2v2_s0_r128,512,true,true,attention_output_relative_L2,true,102,0.532651424407959,FP16_pseudo,pattern_rolling_k2v2_s0_r128_pseudo,pseudo,17,true,0.0025476834271103144,FP16_static,pattern_rolling_k2v2_s0_r128_static,static,aime24:p17:s0:seed17042,69e6e42dc75e6e4dd872f1d902c29c4269171195229da34733e720e66cc0cbb3
614,1.3180802769547881,matched_path_accumulation_v1,same causal history,512,pattern_rolling_k2v2_s0_r128,512,true,true,next_token_KL,true,102,1.3180875778198242,FP16_pseudo,pattern_rolling_k2v2_s0_r128_pseudo,pseudo,17,true,7.300865036086179e-06,FP16_static,pattern_rolling_k2v2_s0_r128_static,static,aime24:p17:s0:seed17042,69e6e42dc75e6e4dd872f1d902c29c4269171195229da34733e720e66cc0cbb3
614,0.32072464584678073,matched_path_accumulation_v1,same causal history,512,pattern_rolling_k2v2_s0_r128,512,true,true,next_token_JS,true,102,0.3207264542579651,FP16_pseudo,pattern_rolling_k2v2_s0_r128_pseudo,pseudo,17,true,1.8084111843563733e-06,FP16_static,pattern_rolling_k2v2_s0_r128_static,static,aime24:p17:s0:seed17042,69e6e42dc75e6e4dd872f1d902c29c4269171195229da34733e720e66cc0cbb3
614,1.5847769901156425,matched_path_accumulation_v1,same causal history,512,pattern_rolling_k2v2_s0_r128,512,true,true,target_token_NLL_delta,true,102,1.5837740898132324,FP16_pseudo,pattern_rolling_k2v2_s0_r128_pseudo,pseudo,17,true,-0.0010029003024101257,FP16_static,pattern_rolling_k2v2_s0_r128_static,static,aime24:p17:s0:seed17042,69e6e42dc75e6e4dd872f1d902c29c4269171195229da34733e720e66cc0cbb3
614,1.0,matched_path_accumulation_v1,same causal history,512,pattern_rolling_k2v2_s0_r128,512,true,true,top1_disagreement,true,102,1.0,FP16_pseudo,pattern_rolling_k2v2_s0_r128_pseudo,pseudo,17,true,0.0,FP16_static,pattern_rolling_k2v2_s0_r128_static,static,aime24:p17:s0:seed17042,69e6e42dc75e6e4dd872f1d902c29c4269171195229da34733e720e66cc0cbb3
614,3.916015625,matched_path_accumulation_v1,same causal history,512,pattern_rolling_k2v2_s0_r128,512,true,true,logit_max_abs_diff,true,102,3.935546875,FP16_pseudo,pattern_rolling_k2v2_s0_r128_pseudo,pseudo,17,true,0.01953125,FP16_static,pattern_rolling_k2v2_s0_r128_static,static,aime24:p17:s0:seed17042,69e6e42dc75e6e4dd872f1d902c29c4269171195229da34733e720e66cc0cbb3
1126,0.07982265949249268,matched_path_accumulation_v1,same causal history,1024,pattern_rolling_k2v2_s0_r128,1024,true,true,hidden_cosine_loss,true,102,0.07982480525970459,FP16_pseudo,pattern_rolling_k2v2_s0_r128_pseudo,pseudo,21,true,2.1457672119140625e-06,FP16_static,pattern_rolling_k2v2_s0_r128_static,static,aime24:p17:s0:seed17042,69e6e42dc75e6e4dd872f1d902c29c4269171195229da34733e720e66cc0cbb3
1126,0.414650185033679,matched_path_accumulation_v1,same causal history,1024,pattern_rolling_k2v2_s0_r128,1024,true,true,hidden_relative_L2,true,102,0.4166370630264282,FP16_pseudo,pattern_rolling_k2v2_s0_r128_pseudo,pseudo,21,true,0.001986877992749214,FP16_static,pattern_rolling_k2v2_s0_r128_static,static,aime24:p17:s0:seed17042,69e6e42dc75e6e4dd872f1d902c29c4269171195229da34733e720e66cc0cbb3
1126,0.414650185033679,matched_path_accumulation_v1,same causal history,1024,pattern_rolling_k2v2_s0_r128,1024,true,true,attention_output_relative_L2,true,102,0.4166370630264282,FP16_pseudo,pattern_rolling_k2v2_s0_r128_pseudo,pseudo,21,true,0.001986877992749214,FP16_static,pattern_rolling_k2v2_s0_r128_static,static,aime24:p17:s0:seed17042,69e6e42dc75e6e4dd872f1d902c29c4269171195229da34733e720e66cc0cbb3
1126,3.939213274861686e-05,matched_path_accumulation_v1,same causal history,1024,pattern_rolling_k2v2_s0_r128,1024,true,true,next_token_KL,true,102,3.939213274861686e-05,FP16_pseudo,pattern_rolling_k2v2_s0_r128_pseudo,pseudo,21,true,0.0,FP16_static,pattern_rolling_k2v2_s0_r128_static,static,aime24:p17:s0:seed17042,69e6e42dc75e6e4dd872f1d902c29c4269171195229da34733e720e66cc0cbb3
1126,1.2658997343706346e-05,matched_path_accumulation_v1,same causal history,1024,pattern_rolling_k2v2_s0_r128,1024,true,true,next_token_JS,true,102,1.2659192179853562e-05,FP16_pseudo,pattern_rolling_k2v2_s0_r128_pseudo,pseudo,21,true,1.9483614721593767e-10,FP16_static,pattern_rolling_k2v2_s0_r128_static,static,aime24:p17:s0:seed17042,69e6e42dc75e6e4dd872f1d902c29c4269171195229da34733e720e66cc0cbb3
1126,5.221200899541145e-05,matched_path_accumulation_v1,same causal history,1024,pattern_rolling_k2v2_s0_r128,1024,true,true,target_token_NLL_delta,true,102,5.209280061535537e-05,FP16_pseudo,pattern_rolling_k2v2_s0_r128_pseudo,pseudo,21,true,-1.1920838005607948e-07,FP16_static,pattern_rolling_k2v2_s0_r128_static,static,aime24:p17:s0:seed17042,69e6e42dc75e6e4dd872f1d902c29c4269171195229da34733e720e66cc0cbb3
1126,0.0,matched_path_accumulation_v1,same causal history,1024,pattern_rolling_k2v2_s0_r128,1024,true,true,top1_disagreement,true,102,0.0,FP16_pseudo,pattern_rolling_k2v2_s0_r128_pseudo,pseudo,21,true,0.0,FP16_static,pattern_rolling_k2v2_s0_r128_static,static,aime24:p17:s0:seed17042,69e6e42dc75e6e4dd872f1d902c29c4269171195229da34733e720e66cc0cbb3
1126,5.109375,matched_path_accumulation_v1,same causal history,1024,pattern_rolling_k2v2_s0_r128,1024,true,true,logit_max_abs_diff,true,102,5.125,FP16_pseudo,pattern_rolling_k2v2_s0_r128_pseudo,pseudo,21,true,0.015625,FP16_static,pattern_rolling_k2v2_s0_r128_static,static,aime24:p17:s0:seed17042,69e6e42dc75e6e4dd872f1d902c29c4269171195229da34733e720e66cc0cbb3
282,0.05125164985656738,matched_path_accumulation_v1,same causal history,128,pattern_rolling_k2v2_s0_r128,128,true,true,hidden_cosine_loss,true,154,0.051254451274871826,FP16_pseudo,pattern_rolling_k2v2_s0_r128_pseudo,pseudo,21701,true,2.8014183044433594e-06,FP16_static,pattern_rolling_k2v2_s0_r128_static,static,aime24:p0:s0:seed42,7a50b9d97068ffc8a93d794fcdf6bac89e37ed85dd38b6abbdbbe8fb4c9a8f8a
282,0.31861857790499926,matched_path_accumulation_v1,same causal history,128,pattern_rolling_k2v2_s0_r128,128,true,true,hidden_relative_L2,true,154,0.3208223283290863,FP16_pseudo,pattern_rolling_k2v2_s0_r128_pseudo,pseudo,21701,true,0.0022037504240870476,FP16_static,pattern_rolling_k2v2_s0_r128_static,static,aime24:p0:s0:seed42,7a50b9d97068ffc8a93d794fcdf6bac89e37ed85dd38b6abbdbbe8fb4c9a8f8a
282,0.31861857790499926,matched_path_accumulation_v1,same causal history,128,pattern_rolling_k2v2_s0_r128,128,true,true,attention_output_relative_L2,true,154,0.3208223283290863,FP16_pseudo,pattern_rolling_k2v2_s0_r128_pseudo,pseudo,21701,true,0.0022037504240870476,FP16_static,pattern_rolling_k2v2_s0_r128_static,static,aime24:p0:s0:seed42,7a50b9d97068ffc8a93d794fcdf6bac89e37ed85dd38b6abbdbbe8fb4c9a8f8a
282,0.36947809235675777,matched_path_accumulation_v1,same causal history,128,pattern_rolling_k2v2_s0_r128,128,true,true,next_token_KL,true,154,0.369479238986969,FP16_pseudo,pattern_rolling_k2v2_s0_r128_pseudo,pseudo,21701,true,1.1466302112239646e-06,FP16_static,pattern_rolling_k2v2_s0_r128_static,static,aime24:p0:s0:seed42,7a50b9d97068ffc8a93d794fcdf6bac89e37ed85dd38b6abbdbbe8fb4c9a8f8a
282,0.0965956866254487,matched_path_accumulation_v1,same causal history,128,pattern_rolling_k2v2_s0_r128,128,true,true,next_token_JS,true,154,0.09659600257873535,FP16_pseudo,pattern_rolling_k2v2_s0_r128_pseudo,pseudo,21701,true,3.1595328664479894e-07,FP16_static,pattern_rolling_k2v2_s0_r128_static,static,aime24:p0:s0:seed42,7a50b9d97068ffc8a93d794fcdf6bac89e37ed85dd38b6abbdbbe8fb4c9a8f8a
282,0.6553051471710205,matched_path_accumulation_v1,same causal history,128,pattern_rolling_k2v2_s0_r128,128,true,true,target_token_NLL_delta,true,154,0.6551814079284668,FP16_pseudo,pattern_rolling_k2v2_s0_r128_pseudo,pseudo,21701,true,-0.00012373924255371094,FP16_static,pattern_rolling_k2v2_s0_r128_static,static,aime24:p0:s0:seed42,7a50b9d97068ffc8a93d794fcdf6bac89e37ed85dd38b6abbdbbe8fb4c9a8f8a
282,1.0,matched_path_accumulation_v1,same causal history,128,pattern_rolling_k2v2_s0_r128,128,true,true,top1_disagreement,true,154,1.0,FP16_pseudo,pattern_rolling_k2v2_s0_r128_pseudo,pseudo,21701,true,0.0,FP16_static,pattern_rolling_k2v2_s0_r128_static,static,aime24:p0:s0:seed42,7a50b9d97068ffc8a93d794fcdf6bac89e37ed85dd38b6abbdbbe8fb4c9a8f8a
282,3.9169921875,matched_path_accumulation_v1,same causal history,128,pattern_rolling_k2v2_s0_r128,128,true,true,logit_max_abs_diff,true,154,3.9404296875,FP16_pseudo,pattern_rolling_k2v2_s0_r128_pseudo,pseudo,21701,true,0.0234375,FP16_static,pattern_rolling_k2v2_s0_r128_static,static,aime24:p0:s0:seed42,7a50b9d97068ffc8a93d794fcdf6bac89e37ed85dd38b6abbdbbe8fb4c9a8f8a
666,0.03009343147277832,matched_path_accumulation_v1,same causal history,512,pattern_rolling_k2v2_s0_r128,512,true,true,hidden_cosine_loss,true,154,0.030095338821411133,FP16_pseudo,pattern_rolling_k2v2_s0_r128_pseudo,pseudo,3878,true,1.9073486328125e-06,FP16_static,pattern_rolling_k2v2_s0_r128_static,static,aime24:p0:s0:seed42,7a50b9d97068ffc8a93d794fcdf6bac89e37ed85dd38b6abbdbbe8fb4c9a8f8a
666,0.24283968925010413,matched_path_accumulation_v1,same causal history,512,pattern_rolling_k2v2_s0_r128,512,true,true,hidden_relative_L2,true,154,0.24472887814044952,FP16_pseudo,pattern_rolling_k2v2_s0_r128_pseudo,pseudo,3878,true,0.0018891888903453946,FP16_static,pattern_rolling_k2v2_s0_r128_static,static,aime24:p0:s0:seed42,7a50b9d97068ffc8a93d794fcdf6bac89e37ed85dd38b6abbdbbe8fb4c9a8f8a
666,0.24283968925010413,matched_path_accumulation_v1,same causal history,512,pattern_rolling_k2v2_s0_r128,512,true,true,attention_output_relative_L2,true,154,0.24472887814044952,FP16_pseudo,pattern_rolling_k2v2_s0_r128_pseudo,pseudo,3878,true,0.0018891888903453946,FP16_static,pattern_rolling_k2v2_s0_r128_static,static,aime24:p0:s0:seed42,7a50b9d97068ffc8a93d794fcdf6bac89e37ed85dd38b6abbdbbe8fb4c9a8f8a
666,3.4022607689365714e-05,matched_path_accumulation_v1,same causal history,512,pattern_rolling_k2v2_s0_r128,512,true,true,next_token_KL,true,154,3.4031552786473185e-05,FP16_pseudo,pattern_rolling_k2v2_s0_r128_pseudo,pseudo,3878,true,8.945097107471156e-09,FP16_static,pattern_rolling_k2v2_s0_r128_static,static,aime24:p0:s0:seed42,7a50b9d97068ffc8a93d794fcdf6bac89e37ed85dd38b6abbdbbe8fb4c9a8f8a
666,9.57475113949613e-06,matched_path_accumulation_v1,same causal history,512,pattern_rolling_k2v2_s0_r128,512,true,true,next_token_JS,true,154,9.604614206182305e-06,FP16_pseudo,pattern_rolling_k2v2_s0_r128_pseudo,pseudo,3878,true,2.9863066686175443e-08,FP16_static,pattern_rolling_k2v2_s0_r128_static,static,aime24:p0:s0:seed42,7a50b9d97068ffc8a93d794fcdf6bac89e37ed85dd38b6abbdbbe8fb4c9a8f8a
666,0.00011405792611185461,matched_path_accumulation_v1,same causal history,512,pattern_rolling_k2v2_s0_r128,512,true,true,target_token_NLL_delta,true,154,0.00011548820475582033,FP16_pseudo,pattern_rolling_k2v2_s0_r128_pseudo,pseudo,3878,true,1.4302786439657211e-06,FP16_static,pattern_rolling_k2v2_s0_r128_static,static,aime24:p0:s0:seed42,7a50b9d97068ffc8a93d794fcdf6bac89e37ed85dd38b6abbdbbe8fb4c9a8f8a
