checkpoint,config,gap_q1,gap_q3,median_accumulation_gap,median_pseudo_degradation,median_static_degradation,metric,n,negative_gap_tasks,positive_gap_tasks,ties
1024,kivi_paper_g128,0.00038078023499110714,0.07720469117289497,0.022721082609557186,0.022721105720847845,6.166138177832181e-08,next_token_KL,12,0,12,0
2048,kivi_paper_g128,0.0011720634428940002,0.0616927251711874,0.01756432233378291,0.01756432233378291,6.778389050055011e-08,next_token_KL,12,0,12,0
4096,kivi_paper_g128,0.0011883011484610795,0.09839512105226333,0.005249809561608032,0.005249840440228581,2.1029140206962893e-08,next_token_KL,12,0,12,0
128,kivi_paper_g128,-0.004141896963119507,0.0008197632269002497,-0.00013689789921045303,0.0,6.533227860927582e-07,target_token_NLL_delta,12,6,5,1
512,kivi_paper_g128,0.000626743847533362,0.2049141046591103,0.07511892914772034,0.07524805888533592,6.19678758084774e-06,target_token_NLL_delta,12,2,10,0
1024,kivi_paper_g128,2.7714636189557496e-05,0.04523874260485172,0.010711980605265126,0.010708601330406964,-1.1917973097297363e-07,target_token_NLL_delta,12,2,10,0
2048,kivi_paper_g128,4.047049469591002e-05,0.0365550717106089,0.006361693755025044,0.0063521103002130985,6.55418261885643e-07,target_token_NLL_delta,12,2,10,0
4096,kivi_paper_g128,0.0007422976050293073,0.035278528928756714,0.00565719603036996,0.005658685462549329,-1.192074705613777e-07,target_token_NLL_delta,12,1,11,0
128,kivi_paper_g128,0.0,0.0,0.0,0.0,0.0,top1_disagreement,12,0,1,11
512,kivi_paper_g128,0.0,0.0,0.0,0.0,0.0,top1_disagreement,12,0,1,11
1024,kivi_paper_g128,0.0,0.0,0.0,0.0,0.0,top1_disagreement,12,0,1,11
2048,kivi_paper_g128,0.0,0.0,0.0,0.0,0.0,top1_disagreement,12,0,0,12
4096,kivi_paper_g128,0.0,0.0,0.0,0.0,0.0,top1_disagreement,12,0,2,10
128,kivi_rolling_k2v2_s0_r128,-0.00014289855607785285,9.883602615445852e-06,-2.1740561351180077e-05,0.0019433415145613253,0.002045915345661342,hidden_relative_L2,12,8,4,0
512,kivi_rolling_k2v2_s0_r128,0.33854779941611923,0.5159338615485467,0.45346602669451386,0.4557012468576431,0.0021224324591457844,hidden_relative_L2,12,0,12,0
1024,kivi_rolling_k2v2_s0_r128,0.37465316971065477,0.4917250683065504,0.3962894534924999,0.39830030500888824,0.0018786558066494763,hidden_relative_L2,12,0,12,0
2048,kivi_rolling_k2v2_s0_r128,0.34126481879502535,0.4421206043334678,0.4052298499736935,0.4075055718421936,0.0022757218685001135,hidden_relative_L2,12,0,12,0
4096,kivi_rolling_k2v2_s0_r128,0.39610771887237206,0.5788810735102743,0.44876901659881696,0.4506196677684784,0.0021021502325311303,hidden_relative_L2,12,0,12,0
128,kivi_rolling_k2v2_s0_r128,-2.682209014892578e-07,1.7881393432617188e-07,-8.940696716308594e-08,2.0265579223632812e-06,2.2649765014648438e-06,hidden_cosine_loss,12,7,4,1
512,kivi_rolling_k2v2_s0_r128,0.05762055516242981,0.12820400297641754,0.10720670223236084,0.10720941424369812,2.6226043701171875e-06,hidden_cosine_loss,12,0,12,0
1024,kivi_rolling_k2v2_s0_r128,0.07242079079151154,0.12443441152572632,0.07839542627334595,0.07839760184288025,2.115964889526367e-06,hidden_cosine_loss,12,0,12,0
2048,kivi_rolling_k2v2_s0_r128,0.06040072441101074,0.09213164448738098,0.0805753767490387,0.0805782675743103,2.86102294921875e-06,hidden_cosine_loss,12,0,12,0
4096,kivi_rolling_k2v2_s0_r128,0.07447516918182373,0.16252416372299194,0.09836193919181824,0.0983639657497406,2.5331974029541016e-06,hidden_cosine_loss,12,0,12,0
128,kivi_rolling_k2v2_s0_r128,-0.00014289855607785285,9.883602615445852e-06,-2.1740561351180077e-05,0.0019433415145613253,0.002045915345661342,attention_output_relative_L2,12,8,4,0
512,kivi_rolling_k2v2_s0_r128,0.33854779941611923,0.5159338615485467,0.45346602669451386,0.4557012468576431,0.0021224324591457844,attention_output_relative_L2,12,0,12,0
1024,kivi_rolling_k2v2_s0_r128,0.37465316971065477,0.4917250683065504,0.3962894534924999,0.39830030500888824,0.0018786558066494763,attention_output_relative_L2,12,0,12,0
2048,kivi_rolling_k2v2_s0_r128,0.34126481879502535,0.4421206043334678,0.4052298499736935,0.4075055718421936,0.0022757218685001135,attention_output_relative_L2,12,0,12,0
4096,kivi_rolling_k2v2_s0_r128,0.39610771887237206,0.5788810735102743,0.44876901659881696,0.4506196677684784,0.0021021502325311303,attention_output_relative_L2,12,0,12,0
128,kivi_rolling_k2v2_s0_r128,-5.291545221552951e-06,4.173067058133029e-06,-1.2163647244989306e-07,9.098365353565896e-06,9.904035778163234e-06,next_token_KL,12,6,6,0
512,kivi_rolling_k2v2_s0_r128,0.0021969719195813475,0.14544885097418003,0.07987974872321502,0.07988373376429081,2.7385659677747753e-06,next_token_KL,12,0,12,0
1024,kivi_rolling_k2v2_s0_r128,0.00038078023499110714,0.07720469117289497,0.022721082609557186,0.022721105720847845,6.166138177832181e-08,next_token_KL,12,0,12,0
2048,kivi_rolling_k2v2_s0_r128,0.0011720634428940002,0.0616927251711874,0.01756432233378291,0.01756432233378291,6.778389050055011e-08,next_token_KL,12,0,12,0
4096,kivi_rolling_k2v2_s0_r128,0.0011883011484610795,0.09839512105226333,0.005249809561608032,0.005249840440228581,2.1029140206962893e-08,next_token_KL,12,0,12,0
128,kivi_rolling_k2v2_s0_r128,-0.004141896963119507,0.0008197632269002497,-0.00013689789921045303,0.0,6.533227860927582e-07,target_token_NLL_delta,12,6,5,1
512,kivi_rolling_k2v2_s0_r128,0.000626743847533362,0.2049141046591103,0.07511892914772034,0.07524805888533592,6.19678758084774e-06,target_token_NLL_delta,12,2,10,0
1024,kivi_rolling_k2v2_s0_r128,2.7714636189557496e-05,0.04523874260485172,0.010711980605265126,0.010708601330406964,-1.1917973097297363e-07,target_token_NLL_delta,12,2,10,0
2048,kivi_rolling_k2v2_s0_r128,4.047049469591002e-05,0.0365550717106089,0.006361693755025044,0.0063521103002130985,6.55418261885643e-07,target_token_NLL_delta,12,2,10,0
4096,kivi_rolling_k2v2_s0_r128,0.0007422976050293073,0.035278528928756714,0.00565719603036996,0.005658685462549329,-1.192074705613777e-07,target_token_NLL_delta,12,1,11,0
128,kivi_rolling_k2v2_s0_r128,0.0,0.0,0.0,0.0,0.0,top1_disagreement,12,0,1,11
512,kivi_rolling_k2v2_s0_r128,0.0,0.0,0.0,0.0,0.0,top1_disagreement,12,0,1,11
1024,kivi_rolling_k2v2_s0_r128,0.0,0.0,0.0,0.0,0.0,top1_disagreement,12,0,1,11
2048,kivi_rolling_k2v2_s0_r128,0.0,0.0,0.0,0.0,0.0,top1_disagreement,12,0,0,12
4096,kivi_rolling_k2v2_s0_r128,0.0,0.0,0.0,0.0,0.0,top1_disagreement,12,0,2,10
128,kivi_rolling_k2v2_s16_r128,-9.003267041407526e-05,4.291889490559697e-05,-1.488660927861929e-06,0.0020088538294658065,0.002045915345661342,hidden_relative_L2,12,6,6,0
512,kivi_rolling_k2v2_s16_r128,0.11622130949399434,0.18192319676745683,0.13287108519580215,0.13548335433006287,0.0021224324591457844,hidden_relative_L2,12,0,12,0
1024,kivi_rolling_k2v2_s16_r128,0.09247551442240365,0.14624224821454845,0.10199202736839652,0.10395817458629608,0.0018786558066494763,hidden_relative_L2,12,0,12,0
2048,kivi_rolling_k2v2_s16_r128,0.12298072705743834,0.2238302223267965,0.17080939398147166,0.17332667112350464,0.0022757218685001135,hidden_relative_L2,12,0,12,0
4096,kivi_rolling_k2v2_s16_r128,0.15450008236803114,0.25386349722975865,0.20085204992210492,0.20270270109176636,0.0021021502325311303,hidden_relative_L2,12,0,12,0
128,kivi_rolling_k2v2_s16_r128,-2.8312206268310547e-07,5.960464477539063e-08,2.9802322387695312e-08,2.1457672119140625e-06,2.2649765014648438e-06,hidden_cosine_loss,12,5,6,1
512,kivi_rolling_k2v2_s16_r128,0.006991878151893616,0.016698330640792847,0.009103178977966309,0.009106844663619995,2.6226043701171875e-06,hidden_cosine_loss,12,0,12,0
1024,kivi_rolling_k2v2_s16_r128,0.00443720817565918,0.01139320433139801,0.005174815654754639,0.00517725944519043,2.115964889526367e-06,hidden_cosine_loss,12,0,12,0
2048,kivi_rolling_k2v2_s16_r128,0.007803380489349365,0.02511158585548401,0.014856547117233276,0.014859914779663086,2.86102294921875e-06,hidden_cosine_loss,12,0,12,0
4096,kivi_rolling_k2v2_s16_r128,0.011703714728355408,0.03205196559429169,0.020334720611572266,0.02033674716949463,2.5331974029541016e-06,hidden_cosine_loss,12,0,12,0
128,kivi_rolling_k2v2_s16_r128,-9.003267041407526e-05,4.291889490559697e-05,-1.488660927861929e-06,0.0020088538294658065,0.002045915345661342,attention_output_relative_L2,12,6,6,0
512,kivi_rolling_k2v2_s16_r128,0.11622130949399434,0.18192319676745683,0.13287108519580215,0.13548335433006287,0.0021224324591457844,attention_output_relative_L2,12,0,12,0
1024,kivi_rolling_k2v2_s16_r128,0.09247551442240365,0.14624224821454845,0.10199202736839652,0.10395817458629608,0.0018786558066494763,attention_output_relative_L2,12,0,12,0
2048,kivi_rolling_k2v2_s16_r128,0.12298072705743834,0.2238302223267965,0.17080939398147166,0.17332667112350464,0.0022757218685001135,attention_output_relative_L2,12,0,12,0
4096,kivi_rolling_k2v2_s16_r128,0.15450008236803114,0.25386349722975865,0.20085204992210492,0.20270270109176636,0.0021021502325311303,attention_output_relative_L2,12,0,12,0
128,kivi_rolling_k2v2_s16_r128,-9.47918801230685e-08,8.451499525108375e-06,1.2827491291389492e-07,4.594796109813615e-06,9.904035778163234e-06,next_token_KL,12,4,7,1
512,kivi_rolling_k2v2_s16_r128,3.0034314787652505e-05,0.032716845028762265,0.0069911657744796685,0.007007500622421503,2.7385659677747753e-06,next_token_KL,12,0,12,0
1024,kivi_rolling_k2v2_s16_r128,2.410279943942939e-05,0.003951546564255892,0.0007504878325974573,0.0007575223862659186,6.166138177832181e-08,next_token_KL,12,0,12,0
2048,kivi_rolling_k2v2_s16_r128,3.538222553345349e-05,0.015409778517152972,0.0027533908534680407,0.0027533956890692934,6.778389050055011e-08,next_token_KL,12,0,12,0
4096,kivi_rolling_k2v2_s16_r128,2.1728237240059567e-05,0.009413173186711532,0.00038269565320447896,0.00038272653182502836,2.1029140206962893e-08,next_token_KL,12,0,12,0
128,kivi_rolling_k2v2_s16_r128,-0.0001382289920002222,0.005768265575170517,3.996491386715206e-05,0.0,6.533227860927582e-07,target_token_NLL_delta,12,4,7,1
512,kivi_rolling_k2v2_s16_r128,5.7049594033742324e-05,0.0656283050775528,0.017111580818891525,0.01695852540433407,6.19678758084774e-06,target_token_NLL_delta,12,2,10,0
1024,kivi_rolling_k2v2_s16_r128,-0.0016240028198808432,0.007015870622126386,7.748315056232968e-06,7.867518888815539e-06,-1.1917973097297363e-07,target_token_NLL_delta,12,5,7,0
2048,kivi_rolling_k2v2_s16_r128,2.533168299123645e-06,0.027615845203399658,0.0003854820388369262,0.0003758388920687139,6.55418261885643e-07,target_token_NLL_delta,12,2,10,0
4096,kivi_rolling_k2v2_s16_r128,-0.0005160066721145995,0.002326672035451338,1.001291819591188e-05,9.774514168725545e-06,-1.192074705613777e-07,target_token_NLL_delta,12,5,7,0
128,kivi_rolling_k2v2_s16_r128,0.0,0.0,0.0,0.0,0.0,top1_disagreement,12,0,0,12
512,kivi_rolling_k2v2_s16_r128,0.0,0.0,0.0,0.0,0.0,top1_disagreement,12,0,0,12
1024,kivi_rolling_k2v2_s16_r128,0.0,0.0,0.0,0.0,0.0,top1_disagreement,12,0,0,12
2048,kivi_rolling_k2v2_s16_r128,0.0,0.0,0.0,0.0,0.0,top1_disagreement,12,0,1,11
4096,kivi_rolling_k2v2_s16_r128,0.0,0.0,0.0,0.0,0.0,top1_disagreement,12,0,0,12
128,pattern_rolling_k2v2_s0_r128,-0.00014289855607785285,9.883602615445852e-06,-2.1740561351180077e-05,0.0019433415145613253,0.002045915345661342,hidden_relative_L2,12,8,4,0
512,pattern_rolling_k2v2_s0_r128,0.2747765562380664,0.5147205005050637,0.4072322347201407,0.4096016436815262,0.0021224324591457844,hidden_relative_L2,12,0,12,0
1024,pattern_rolling_k2v2_s0_r128,0.3128813879156951,0.4016411347547546,0.34314402798190713,0.3450492024421692,0.0018786558066494763,hidden_relative_L2,12,0,12,0
2048,pattern_rolling_k2v2_s0_r128,0.32234677392989397,0.41178397089242935,0.3698680195957422,0.3728017807006836,0.0022757218685001135,hidden_relative_L2,12,0,12,0
4096,pattern_rolling_k2v2_s0_r128,0.39010211764252745,0.4447773643187247,0.42928984109312296,0.4314303398132324,0.0021021502325311303,hidden_relative_L2,12,0,12,0
128,pattern_rolling_k2v2_s0_r128,-2.682209014892578e-07,1.7881393432617188e-07,-8.940696716308594e-08,2.0265579223632812e-06,2.2649765014648438e-06,hidden_cosine_loss,12,7,4,1
512,pattern_rolling_k2v2_s0_r128,0.0382661372423172,0.12655586004257202,0.08241307735443115,0.08241626620292664,2.6226043701171875e-06,hidden_cosine_loss,12,0,12,0
1024,pattern_rolling_k2v2_s0_r128,0.04945746064186096,0.08015155792236328,0.05873784422874451,0.05873990058898926,2.115964889526367e-06,hidden_cosine_loss,12,0,12,0
2048,pattern_rolling_k2v2_s0_r128,0.05350834131240845,0.08306826651096344,0.06680169701576233,0.06680691242218018,2.86102294921875e-06,hidden_cosine_loss,12,0,12,0
4096,pattern_rolling_k2v2_s0_r128,0.07286562025547028,0.09947136044502258,0.0847424566745758,0.08474567532539368,2.5331974029541016e-06,hidden_cosine_loss,12,0,12,0
128,pattern_rolling_k2v2_s0_r128,-0.00014289855607785285,9.883602615445852e-06,-2.1740561351180077e-05,0.0019433415145613253,0.002045915345661342,attention_output_relative_L2,12,8,4,0
512,pattern_rolling_k2v2_s0_r128,0.2747765562380664,0.5147205005050637,0.4072322347201407,0.4096016436815262,0.0021224324591457844,attention_output_relative_L2,12,0,12,0
1024,pattern_rolling_k2v2_s0_r128,0.3128813879156951,0.4016411347547546,0.34314402798190713,0.3450492024421692,0.0018786558066494763,attention_output_relative_L2,12,0,12,0
2048,pattern_rolling_k2v2_s0_r128,0.32234677392989397,0.41178397089242935,0.3698680195957422,0.3728017807006836,0.0022757218685001135,attention_output_relative_L2,12,0,12,0
4096,pattern_rolling_k2v2_s0_r128,0.39010211764252745,0.4447773643187247,0.42928984109312296,0.4314303398132324,0.0021021502325311303,attention_output_relative_L2,12,0,12,0
128,pattern_rolling_k2v2_s0_r128,-5.291545221552951e-06,4.173067058133029e-06,-1.2163647244989306e-07,9.098365353565896e-06,9.904035778163234e-06,next_token_KL,12,6,6,0
512,pattern_rolling_k2v2_s0_r128,0.001670893188464806,0.10656674178790126,0.024180609713120305,0.02418301161378622,2.7385659677747753e-06,next_token_KL,12,0,12,0
1024,pattern_rolling_k2v2_s0_r128,0.00047819110750424443,0.02323472949618477,0.006736526071648541,0.006736587733030319,6.166138177832181e-08,next_token_KL,12,0,12,0
2048,pattern_rolling_k2v2_s0_r128,0.0005502028652273339,0.059337274314987365,0.02474402134812692,0.024751311168074608,6.778389050055011e-08,next_token_KL,12,0,12,0
4096,pattern_rolling_k2v2_s0_r128,0.0003225439064031832,0.14208177885704742,0.0029021411910096218,0.0029021420050412416,2.1029140206962893e-08,next_token_KL,12,0,12,0
128,pattern_rolling_k2v2_s0_r128,-0.004141896963119507,0.0008197632269002497,-0.00013689789921045303,0.0,6.533227860927582e-07,target_token_NLL_delta,12,6,5,1
512,pattern_rolling_k2v2_s0_r128,0.0014515813418256585,0.08714159019291401,0.02315425965934992,0.023287076503038406,6.19678758084774e-06,target_token_NLL_delta,12,2,10,0
1024,pattern_rolling_k2v2_s0_r128,1.9370468180568423e-06,0.03964398623793386,0.0015800586843397468,0.001576679409481585,-1.1917973097297363e-07,target_token_NLL_delta,12,3,9,0
2048,pattern_rolling_k2v2_s0_r128,2.2053591237636283e-06,0.1556382104754448,0.0023028495197650045,0.002293266064953059,6.55418261885643e-07,target_token_NLL_delta,12,3,9,0
4096,pattern_rolling_k2v2_s0_r128,0.0001564750119200653,0.0737042985856533,0.0020930009177391184,0.002092881710268557,-1.192074705613777e-07,target_token_NLL_delta,12,2,10,0
128,pattern_rolling_k2v2_s0_r128,0.0,0.0,0.0,0.0,0.0,top1_disagreement,12,0,1,11
512,pattern_rolling_k2v2_s0_r128,0.0,0.0,0.0,0.0,0.0,top1_disagreement,12,0,1,11
1024,pattern_rolling_k2v2_s0_r128,0.0,0.0,0.0,0.0,0.0,top1_disagreement,12,0,0,12
2048,pattern_rolling_k2v2_s0_r128,0.0,0.0,0.0,0.0,0.0,top1_disagreement,12,0,1,11
4096,pattern_rolling_k2v2_s0_r128,0.0,0.0,0.0,0.0,0.0,top1_disagreement,12,0,1,11
128,pattern_rolling_k2v2_s16_r128,-9.003267041407526e-05,4.291889490559697e-05,-1.488660927861929e-06,0.0020088538294658065,0.002045915345661342,hidden_relative_L2,12,6,6,0
512,pattern_rolling_k2v2_s16_r128,0.09849451755871996,0.13137706025736406,0.11255578038981184,0.11443809419870377,0.0021224324591457844,hidden_relative_L2,12,0,12,0
1024,pattern_rolling_k2v2_s16_r128,0.07061657836311497,0.13629319009487517,0.09204645646968856,0.09393830969929695,0.0018786558066494763,hidden_relative_L2,12,0,12,0
2048,pattern_rolling_k2v2_s16_r128,0.10538979532429948,0.19675976334838197,0.1582456782925874,0.16102290153503418,0.0022757218685001135,hidden_relative_L2,12,0,12,0
4096,pattern_rolling_k2v2_s16_r128,0.14578302457812242,0.20120307328761555,0.17495675216196105,0.17689909785985947,0.0021021502325311303,hidden_relative_L2,12,0,12,0
128,pattern_rolling_k2v2_s16_r128,-2.8312206268310547e-07,5.960464477539063e-08,2.9802322387695312e-08,2.1457672119140625e-06,2.2649765014648438e-06,hidden_cosine_loss,12,5,6,1
512,pattern_rolling_k2v2_s16_r128,0.005076676607131958,0.008974865078926086,0.006547361612319946,0.006549447774887085,2.6226043701171875e-06,hidden_cosine_loss,12,0,12,0
1024,pattern_rolling_k2v2_s16_r128,0.002603396773338318,0.009731069207191467,0.004403412342071533,0.004405468702316284,2.115964889526367e-06,hidden_cosine_loss,12,0,12,0
2048,pattern_rolling_k2v2_s16_r128,0.00569586455821991,0.019688740372657776,0.012533724308013916,0.012537866830825806,2.86102294921875e-06,hidden_cosine_loss,12,0,12,0
4096,pattern_rolling_k2v2_s16_r128,0.01077781617641449,0.01993805170059204,0.015327513217926025,0.015331059694290161,2.5331974029541016e-06,hidden_cosine_loss,12,0,12,0
128,pattern_rolling_k2v2_s16_r128,-9.003267041407526e-05,4.291889490559697e-05,-1.488660927861929e-06,0.0020088538294658065,0.002045915345661342,attention_output_relative_L2,12,6,6,0
512,pattern_rolling_k2v2_s16_r128,0.09849451755871996,0.13137706025736406,0.11255578038981184,0.11443809419870377,0.0021224324591457844,attention_output_relative_L2,12,0,12,0
1024,pattern_rolling_k2v2_s16_r128,0.07061657836311497,0.13629319009487517,0.09204645646968856,0.09393830969929695,0.0018786558066494763,attention_output_relative_L2,12,0,12,0
2048,pattern_rolling_k2v2_s16_r128,0.10538979532429948,0.19675976334838197,0.1582456782925874,0.16102290153503418,0.0022757218685001135,attention_output_relative_L2,12,0,12,0
4096,pattern_rolling_k2v2_s16_r128,0.14578302457812242,0.20120307328761555,0.17495675216196105,0.17689909785985947,0.0021021502325311303,attention_output_relative_L2,12,0,12,0
128,pattern_rolling_k2v2_s16_r128,-9.47918801230685e-08,8.451499525108375e-06,1.2827491291389492e-07,4.594796109813615e-06,9.904035778163234e-06,next_token_KL,12,4,7,1
512,pattern_rolling_k2v2_s16_r128,0.00010271500245906395,0.008867126875429676,0.002355930728867861,0.002371019101701677,2.7385659677747753e-06,next_token_KL,12,0,12,0
1024,pattern_rolling_k2v2_s16_r128,2.2336330228522883e-05,0.005228468209434567,0.0009585674728853633,0.0009656020265538245,6.166138177832181e-08,next_token_KL,12,0,12,0
2048,pattern_rolling_k2v2_s16_r128,1.0969690883655403e-05,0.007331466562027433,0.0009138555906247348,0.0009138555906247348,6.778389050055011e-08,next_token_KL,12,0,12,0
4096,pattern_rolling_k2v2_s16_r128,1.6800699211338976e-05,0.013346386667208776,0.00030055913670068435,0.0003006027945957612,2.1029140206962893e-08,next_token_KL,12,0,12,0
128,pattern_rolling_k2v2_s16_r128,-0.0001382289920002222,0.005768265575170517,3.996491386715206e-05,0.0,6.533227860927582e-07,target_token_NLL_delta,12,4,7,1
512,pattern_rolling_k2v2_s16_r128,-0.0053211640333756804,0.02154720714315772,0.00018395696679363027,0.00018943861505249515,6.19678758084774e-06,target_token_NLL_delta,12,6,6,0
1024,pattern_rolling_k2v2_s16_r128,-3.7549659737123875e-06,0.008597507810918614,0.0005824698600918055,0.0005790905852336437,-1.1917973097297363e-07,target_token_NLL_delta,12,4,8,0
2048,pattern_rolling_k2v2_s16_r128,-0.023885957896709442,0.00018317541253054515,4.767098289448768e-06,5.124493327457458e-06,6.55418261885643e-07,target_token_NLL_delta,12,4,8,0
4096,pattern_rolling_k2v2_s16_r128,-3.09916322294157e-06,0.004577869935019407,0.00020058048721693922,0.0002021891159529332,-1.192074705613777e-07,target_token_NLL_delta,12,3,8,1
128,pattern_rolling_k2v2_s16_r128,0.0,0.0,0.0,0.0,0.0,top1_disagreement,12,0,0,12
512,pattern_rolling_k2v2_s16_r128,0.0,0.0,0.0,0.0,0.0,top1_disagreement,12,0,0,12
1024,pattern_rolling_k2v2_s16_r128,0.0,0.0,0.0,0.0,0.0,top1_disagreement,12,0,0,12
2048,pattern_rolling_k2v2_s16_r128,0.0,0.0,0.0,0.0,0.0,top1_disagreement,12,0,0,12
4096,pattern_rolling_k2v2_s16_r128,0.0,0.0,0.0,0.0,0.0,top1_disagreement,12,0,0,12
128,patternkv_paper,-0.00014289855607785285,9.883602615445852e-06,-2.1740561351180077e-05,0.0019433415145613253,0.002045915345661342,hidden_relative_L2,12,8,4,0
512,patternkv_paper,0.2747765562380664,0.5147205005050637,0.4072322347201407,0.4096016436815262,0.0021224324591457844,hidden_relative_L2,12,0,12,0
1024,patternkv_paper,0.3128813879156951,0.4016411347547546,0.34314402798190713,0.3450492024421692,0.0018786558066494763,hidden_relative_L2,12,0,12,0
2048,patternkv_paper,0.32234677392989397,0.41178397089242935,0.3698680195957422,0.3728017807006836,0.0022757218685001135,hidden_relative_L2,12,0,12,0
4096,patternkv_paper,0.39010211764252745,0.4447773643187247,0.42928984109312296,0.4314303398132324,0.0021021502325311303,hidden_relative_L2,12,0,12,0
128,patternkv_paper,-2.682209014892578e-07,1.7881393432617188e-07,-8.940696716308594e-08,2.0265579223632812e-06,2.2649765014648438e-06,hidden_cosine_loss,12,7,4,1
512,patternkv_paper,0.0382661372423172,0.12655586004257202,0.08241307735443115,0.08241626620292664,2.6226043701171875e-06,hidden_cosine_loss,12,0,12,0
1024,patternkv_paper,0.04945746064186096,0.08015155792236328,0.05873784422874451,0.05873990058898926,2.115964889526367e-06,hidden_cosine_loss,12,0,12,0
2048,patternkv_paper,0.05350834131240845,0.08306826651096344,0.06680169701576233,0.06680691242218018,2.86102294921875e-06,hidden_cosine_loss,12,0,12,0
4096,patternkv_paper,0.07286562025547028,0.09947136044502258,0.0847424566745758,0.08474567532539368,2.5331974029541016e-06,hidden_cosine_loss,12,0,12,0
128,patternkv_paper,-0.00014289855607785285,9.883602615445852e-06,-2.1740561351180077e-05,0.0019433415145613253,0.002045915345661342,attention_output_relative_L2,12,8,4,0
512,patternkv_paper,0.2747765562380664,0.5147205005050637,0.4072322347201407,0.4096016436815262,0.0021224324591457844,attention_output_relative_L2,12,0,12,0
1024,patternkv_paper,0.3128813879156951,0.4016411347547546,0.34314402798190713,0.3450492024421692,0.0018786558066494763,attention_output_relative_L2,12,0,12,0
2048,patternkv_paper,0.32234677392989397,0.41178397089242935,0.3698680195957422,0.3728017807006836,0.0022757218685001135,attention_output_relative_L2,12,0,12,0
4096,patternkv_paper,0.39010211764252745,0.4447773643187247,0.42928984109312296,0.4314303398132324,0.0021021502325311303,attention_output_relative_L2,12,0,12,0
128,patternkv_paper,-5.291545221552951e-06,4.173067058133029e-06,-1.2163647244989306e-07,9.098365353565896e-06,9.904035778163234e-06,next_token_KL,12,6,6,0
512,patternkv_paper,0.001670893188464806,0.10656674178790126,0.024180609713120305,0.02418301161378622,2.7385659677747753e-06,next_token_KL,12,0,12,0
1024,patternkv_paper,0.00047819110750424443,0.02323472949618477,0.006736526071648541,0.006736587733030319,6.166138177832181e-08,next_token_KL,12,0,12,0
2048,patternkv_paper,0.0005502028652273339,0.059337274314987365,0.02474402134812692,0.024751311168074608,6.778389050055011e-08,next_token_KL,12,0,12,0
4096,patternkv_paper,0.0003225439064031832,0.14208177885704742,0.0029021411910096218,0.0029021420050412416,2.1029140206962893e-08,next_token_KL,12,0,12,0
