accumulation_gap,accumulation_metric_schema_version,checkpoint,config,layer,matched_path_control_version,metric_name,pseudo_value,source_commit,static_value,task_key,trajectory_sha256
0.059113264083862305,matched_path_accumulation_v1,2048,kivi_paper_g128,final,v1,hidden_cosine_loss,0.05911517143249512,232e3b08d10919ca24932ad0a0135e46119ecfd5,1.9073486328125e-06,aime24:p12:s0:seed12042,7754635042ebef112c4b83e17b7500a20db8f14bba0fb44fd8575864e04baa05
0.3405921452213079,matched_path_accumulation_v1,2048,kivi_paper_g128,final,v1,hidden_relative_L2,0.3423386216163635,232e3b08d10919ca24932ad0a0135e46119ecfd5,0.0017464763950556517,aime24:p12:s0:seed12042,7754635042ebef112c4b83e17b7500a20db8f14bba0fb44fd8575864e04baa05
0.3405921452213079,matched_path_accumulation_v1,2048,kivi_paper_g128,final,v1,attention_output_relative_L2,0.3423386216163635,232e3b08d10919ca24932ad0a0135e46119ecfd5,0.0017464763950556517,aime24:p12:s0:seed12042,7754635042ebef112c4b83e17b7500a20db8f14bba0fb44fd8575864e04baa05
0.04510846139455715,matched_path_accumulation_v1,2048,kivi_paper_g128,final,v1,next_token_KL,0.04510847106575966,232e3b08d10919ca24932ad0a0135e46119ecfd5,9.671202505501242e-09,aime24:p12:s0:seed12042,7754635042ebef112c4b83e17b7500a20db8f14bba0fb44fd8575864e04baa05
0.010823568030282615,matched_path_accumulation_v1,2048,kivi_paper_g128,final,v1,next_token_JS,0.010823607444763184,232e3b08d10919ca24932ad0a0135e46119ecfd5,3.941448056821173e-08,aime24:p12:s0:seed12042,7754635042ebef112c4b83e17b7500a20db8f14bba0fb44fd8575864e04baa05
-0.09279543161392212,matched_path_accumulation_v1,2048,kivi_paper_g128,final,v1,target_token_NLL_delta,-0.09279483556747437,232e3b08d10919ca24932ad0a0135e46119ecfd5,5.960464477539062e-07,aime24:p12:s0:seed12042,7754635042ebef112c4b83e17b7500a20db8f14bba0fb44fd8575864e04baa05
0.0,matched_path_accumulation_v1,2048,kivi_paper_g128,final,v1,top1_disagreement,0.0,232e3b08d10919ca24932ad0a0135e46119ecfd5,0.0,aime24:p12:s0:seed12042,7754635042ebef112c4b83e17b7500a20db8f14bba0fb44fd8575864e04baa05
3.77734375,matched_path_accumulation_v1,2048,kivi_paper_g128,final,v1,logit_max_abs_diff,3.796875,232e3b08d10919ca24932ad0a0135e46119ecfd5,0.01953125,aime24:p12:s0:seed12042,7754635042ebef112c4b83e17b7500a20db8f14bba0fb44fd8575864e04baa05
0.09974420070648193,matched_path_accumulation_v1,4096,kivi_paper_g128,final,v1,hidden_cosine_loss,0.09974592924118042,232e3b08d10919ca24932ad0a0135e46119ecfd5,1.7285346984863281e-06,aime24:p12:s0:seed12042,7754635042ebef112c4b83e17b7500a20db8f14bba0fb44fd8575864e04baa05
0.4435439774533734,matched_path_accumulation_v1,4096,kivi_paper_g128,final,v1,hidden_relative_L2,0.44528499245643616,232e3b08d10919ca24932ad0a0135e46119ecfd5,0.0017410150030627847,aime24:p12:s0:seed12042,7754635042ebef112c4b83e17b7500a20db8f14bba0fb44fd8575864e04baa05
0.4435439774533734,matched_path_accumulation_v1,4096,kivi_paper_g128,final,v1,attention_output_relative_L2,0.44528499245643616,232e3b08d10919ca24932ad0a0135e46119ecfd5,0.0017410150030627847,aime24:p12:s0:seed12042,7754635042ebef112c4b83e17b7500a20db8f14bba0fb44fd8575864e04baa05
0.05605767016641039,matched_path_accumulation_v1,4096,kivi_paper_g128,final,v1,next_token_KL,0.05605915188789368,232e3b08d10919ca24932ad0a0135e46119ecfd5,1.4817214832874015e-06,aime24:p12:s0:seed12042,7754635042ebef112c4b83e17b7500a20db8f14bba0fb44fd8575864e04baa05
0.016788631633914974,matched_path_accumulation_v1,4096,kivi_paper_g128,final,v1,next_token_JS,0.016788924112915993,232e3b08d10919ca24932ad0a0135e46119ecfd5,2.924790010183642e-07,aime24:p12:s0:seed12042,7754635042ebef112c4b83e17b7500a20db8f14bba0fb44fd8575864e04baa05
0.11383086442947388,matched_path_accumulation_v1,4096,kivi_paper_g128,final,v1,target_token_NLL_delta,0.11375176161527634,232e3b08d10919ca24932ad0a0135e46119ecfd5,-7.910281419754028e-05,aime24:p12:s0:seed12042,7754635042ebef112c4b83e17b7500a20db8f14bba0fb44fd8575864e04baa05
0.0,matched_path_accumulation_v1,4096,kivi_paper_g128,final,v1,top1_disagreement,0.0,232e3b08d10919ca24932ad0a0135e46119ecfd5,0.0,aime24:p12:s0:seed12042,7754635042ebef112c4b83e17b7500a20db8f14bba0fb44fd8575864e04baa05
4.8349609375,matched_path_accumulation_v1,4096,kivi_paper_g128,final,v1,logit_max_abs_diff,4.8515625,232e3b08d10919ca24932ad0a0135e46119ecfd5,0.0166015625,aime24:p12:s0:seed12042,7754635042ebef112c4b83e17b7500a20db8f14bba0fb44fd8575864e04baa05
1.7881393432617188e-07,matched_path_accumulation_v1,128,kivi_paper_g128,final,v1,hidden_cosine_loss,1.7881393432617188e-06,232e3b08d10919ca24932ad0a0135e46119ecfd5,1.6093254089355469e-06,aime24:p14:s0:seed14042,985f71725748f372cf08d2f249fcbd5c6d3dac5efa97289e418dbb154a727e3d
9.17213037610054e-06,matched_path_accumulation_v1,128,kivi_paper_g128,final,v1,hidden_relative_L2,0.0017732562264427543,232e3b08d10919ca24932ad0a0135e46119ecfd5,0.0017640840960666537,aime24:p14:s0:seed14042,985f71725748f372cf08d2f249fcbd5c6d3dac5efa97289e418dbb154a727e3d
9.17213037610054e-06,matched_path_accumulation_v1,128,kivi_paper_g128,final,v1,attention_output_relative_L2,0.0017732562264427543,232e3b08d10919ca24932ad0a0135e46119ecfd5,0.0017640840960666537,aime24:p14:s0:seed14042,985f71725748f372cf08d2f249fcbd5c6d3dac5efa97289e418dbb154a727e3d
1.7929282591921947e-07,matched_path_accumulation_v1,128,kivi_paper_g128,final,v1,next_token_KL,1.7929282591921947e-07,232e3b08d10919ca24932ad0a0135e46119ecfd5,0.0,aime24:p14:s0:seed14042,985f71725748f372cf08d2f249fcbd5c6d3dac5efa97289e418dbb154a727e3d
8.485270086566743e-08,matched_path_accumulation_v1,128,kivi_paper_g128,final,v1,next_token_JS,8.485270086566743e-08,232e3b08d10919ca24932ad0a0135e46119ecfd5,0.0,aime24:p14:s0:seed14042,985f71725748f372cf08d2f249fcbd5c6d3dac5efa97289e418dbb154a727e3d
2.0193634554743767e-05,matched_path_accumulation_v1,128,kivi_paper_g128,final,v1,target_token_NLL_delta,2.1500280126929283e-05,232e3b08d10919ca24932ad0a0135e46119ecfd5,1.3066455721855164e-06,aime24:p14:s0:seed14042,985f71725748f372cf08d2f249fcbd5c6d3dac5efa97289e418dbb154a727e3d
0.0,matched_path_accumulation_v1,128,kivi_paper_g128,final,v1,top1_disagreement,0.0,232e3b08d10919ca24932ad0a0135e46119ecfd5,0.0,aime24:p14:s0:seed14042,985f71725748f372cf08d2f249fcbd5c6d3dac5efa97289e418dbb154a727e3d
0.00390625,matched_path_accumulation_v1,128,kivi_paper_g128,final,v1,logit_max_abs_diff,0.01953125,232e3b08d10919ca24932ad0a0135e46119ecfd5,0.015625,aime24:p14:s0:seed14042,985f71725748f372cf08d2f249fcbd5c6d3dac5efa97289e418dbb154a727e3d
0.0872378945350647,matched_path_accumulation_v1,512,kivi_paper_g128,final,v1,hidden_cosine_loss,0.08724051713943481,232e3b08d10919ca24932ad0a0135e46119ecfd5,2.6226043701171875e-06,aime24:p14:s0:seed14042,985f71725748f372cf08d2f249fcbd5c6d3dac5efa97289e418dbb154a727e3d
0.4138565312605351,matched_path_accumulation_v1,512,kivi_paper_g128,final,v1,hidden_relative_L2,0.41599899530410767,232e3b08d10919ca24932ad0a0135e46119ecfd5,0.002142464043572545,aime24:p14:s0:seed14042,985f71725748f372cf08d2f249fcbd5c6d3dac5efa97289e418dbb154a727e3d
0.4138565312605351,matched_path_accumulation_v1,512,kivi_paper_g128,final,v1,attention_output_relative_L2,0.41599899530410767,232e3b08d10919ca24932ad0a0135e46119ecfd5,0.002142464043572545,aime24:p14:s0:seed14042,985f71725748f372cf08d2f249fcbd5c6d3dac5efa97289e418dbb154a727e3d
0.03255750685775638,matched_path_accumulation_v1,512,kivi_paper_g128,final,v1,next_token_KL,0.032562170177698135,232e3b08d10919ca24932ad0a0135e46119ecfd5,4.663319941755617e-06,aime24:p14:s0:seed14042,985f71725748f372cf08d2f249fcbd5c6d3dac5efa97289e418dbb154a727e3d
0.009431044369421215,matched_path_accumulation_v1,512,kivi_paper_g128,final,v1,next_token_JS,0.0094322320073843,232e3b08d10919ca24932ad0a0135e46119ecfd5,1.1876379630848533e-06,aime24:p14:s0:seed14042,985f71725748f372cf08d2f249fcbd5c6d3dac5efa97289e418dbb154a727e3d
0.07598382234573364,matched_path_accumulation_v1,512,kivi_paper_g128,final,v1,target_token_NLL_delta,0.07541172951459885,232e3b08d10919ca24932ad0a0135e46119ecfd5,-0.0005720928311347961,aime24:p14:s0:seed14042,985f71725748f372cf08d2f249fcbd5c6d3dac5efa97289e418dbb154a727e3d
0.0,matched_path_accumulation_v1,512,kivi_paper_g128,final,v1,top1_disagreement,0.0,232e3b08d10919ca24932ad0a0135e46119ecfd5,0.0,aime24:p14:s0:seed14042,985f71725748f372cf08d2f249fcbd5c6d3dac5efa97289e418dbb154a727e3d
3.8095703125,matched_path_accumulation_v1,512,kivi_paper_g128,final,v1,logit_max_abs_diff,3.8271484375,232e3b08d10919ca24932ad0a0135e46119ecfd5,0.017578125,aime24:p14:s0:seed14042,985f71725748f372cf08d2f249fcbd5c6d3dac5efa97289e418dbb154a727e3d
0.12294560670852661,matched_path_accumulation_v1,1024,kivi_paper_g128,final,v1,hidden_cosine_loss,0.12294894456863403,232e3b08d10919ca24932ad0a0135e46119ecfd5,3.337860107421875e-06,aime24:p14:s0:seed14042,985f71725748f372cf08d2f249fcbd5c6d3dac5efa97289e418dbb154a727e3d
0.48734063073061407,matched_path_accumulation_v1,1024,kivi_paper_g128,final,v1,hidden_relative_L2,0.4898115396499634,232e3b08d10919ca24932ad0a0135e46119ecfd5,0.0024709089193493128,aime24:p14:s0:seed14042,985f71725748f372cf08d2f249fcbd5c6d3dac5efa97289e418dbb154a727e3d
0.48734063073061407,matched_path_accumulation_v1,1024,kivi_paper_g128,final,v1,attention_output_relative_L2,0.4898115396499634,232e3b08d10919ca24932ad0a0135e46119ecfd5,0.0024709089193493128,aime24:p14:s0:seed14042,985f71725748f372cf08d2f249fcbd5c6d3dac5efa97289e418dbb154a727e3d
6.145755754749516e-06,matched_path_accumulation_v1,1024,kivi_paper_g128,final,v1,next_token_KL,6.148523880256107e-06,232e3b08d10919ca24932ad0a0135e46119ecfd5,2.7681255065914456e-09,aime24:p14:s0:seed14042,985f71725748f372cf08d2f249fcbd5c6d3dac5efa97289e418dbb154a727e3d
1.805029999635277e-06,matched_path_accumulation_v1,1024,kivi_paper_g128,final,v1,next_token_JS,1.8051653114525834e-06,232e3b08d10919ca24932ad0a0135e46119ecfd5,1.3531181730641606e-10,aime24:p14:s0:seed14042,985f71725748f372cf08d2f249fcbd5c6d3dac5efa97289e418dbb154a727e3d
1.3947231309430208e-05,matched_path_accumulation_v1,1024,kivi_paper_g128,final,v1,target_token_NLL_delta,1.3947231309430208e-05,232e3b08d10919ca24932ad0a0135e46119ecfd5,0.0,aime24:p14:s0:seed14042,985f71725748f372cf08d2f249fcbd5c6d3dac5efa97289e418dbb154a727e3d
0.0,matched_path_accumulation_v1,1024,kivi_paper_g128,final,v1,top1_disagreement,0.0,232e3b08d10919ca24932ad0a0135e46119ecfd5,0.0,aime24:p14:s0:seed14042,985f71725748f372cf08d2f249fcbd5c6d3dac5efa97289e418dbb154a727e3d
3.8466796875,matched_path_accumulation_v1,1024,kivi_paper_g128,final,v1,logit_max_abs_diff,3.8662109375,232e3b08d10919ca24932ad0a0135e46119ecfd5,0.01953125,aime24:p14:s0:seed14042,985f71725748f372cf08d2f249fcbd5c6d3dac5efa97289e418dbb154a727e3d
0.08726203441619873,matched_path_accumulation_v1,2048,kivi_paper_g128,final,v1,hidden_cosine_loss,0.08726656436920166,232e3b08d10919ca24932ad0a0135e46119ecfd5,4.5299530029296875e-06,aime24:p14:s0:seed14042,985f71725748f372cf08d2f249fcbd5c6d3dac5efa97289e418dbb154a727e3d
0.4240100609604269,matched_path_accumulation_v1,2048,kivi_paper_g128,final,v1,hidden_relative_L2,0.4268375039100647,232e3b08d10919ca24932ad0a0135e46119ecfd5,0.0028274429496377707,aime24:p14:s0:seed14042,985f71725748f372cf08d2f249fcbd5c6d3dac5efa97289e418dbb154a727e3d
0.4240100609604269,matched_path_accumulation_v1,2048,kivi_paper_g128,final,v1,attention_output_relative_L2,0.4268375039100647,232e3b08d10919ca24932ad0a0135e46119ecfd5,0.0028274429496377707,aime24:p14:s0:seed14042,985f71725748f372cf08d2f249fcbd5c6d3dac5efa97289e418dbb154a727e3d
0.12606415876166466,matched_path_accumulation_v1,2048,kivi_paper_g128,final,v1,next_token_KL,0.12606628239154816,232e3b08d10919ca24932ad0a0135e46119ecfd5,2.123629883499234e-06,aime24:p14:s0:seed14042,985f71725748f372cf08d2f249fcbd5c6d3dac5efa97289e418dbb154a727e3d
0.03033883986915953,matched_path_accumulation_v1,2048,kivi_paper_g128,final,v1,next_token_JS,0.030339326709508896,232e3b08d10919ca24932ad0a0135e46119ecfd5,4.868403493674123e-07,aime24:p14:s0:seed14042,985f71725748f372cf08d2f249fcbd5c6d3dac5efa97289e418dbb154a727e3d
-0.3435443639755249,matched_path_accumulation_v1,2048,kivi_paper_g128,final,v1,target_token_NLL_delta,-0.34355807304382324,232e3b08d10919ca24932ad0a0135e46119ecfd5,-1.3709068298339844e-05,aime24:p14:s0:seed14042,985f71725748f372cf08d2f249fcbd5c6d3dac5efa97289e418dbb154a727e3d
0.0,matched_path_accumulation_v1,2048,kivi_paper_g128,final,v1,top1_disagreement,0.0,232e3b08d10919ca24932ad0a0135e46119ecfd5,0.0,aime24:p14:s0:seed14042,985f71725748f372cf08d2f249fcbd5c6d3dac5efa97289e418dbb154a727e3d
4.36474609375,matched_path_accumulation_v1,2048,kivi_paper_g128,final,v1,logit_max_abs_diff,4.41162109375,232e3b08d10919ca24932ad0a0135e46119ecfd5,0.046875,aime24:p14:s0:seed14042,985f71725748f372cf08d2f249fcbd5c6d3dac5efa97289e418dbb154a727e3d
0.07484883069992065,matched_path_accumulation_v1,4096,kivi_paper_g128,final,v1,hidden_cosine_loss,0.07485002279281616,232e3b08d10919ca24932ad0a0135e46119ecfd5,1.1920928955078125e-06,aime24:p14:s0:seed14042,985f71725748f372cf08d2f249fcbd5c6d3dac5efa97289e418dbb154a727e3d
0.39963066566269845,matched_path_accumulation_v1,4096,kivi_paper_g128,final,v1,hidden_relative_L2,0.40107154846191406,232e3b08d10919ca24932ad0a0135e46119ecfd5,0.0014408827992156148,aime24:p14:s0:seed14042,985f71725748f372cf08d2f249fcbd5c6d3dac5efa97289e418dbb154a727e3d
0.39963066566269845,matched_path_accumulation_v1,4096,kivi_paper_g128,final,v1,attention_output_relative_L2,0.40107154846191406,232e3b08d10919ca24932ad0a0135e46119ecfd5,0.0014408827992156148,aime24:p14:s0:seed14042,985f71725748f372cf08d2f249fcbd5c6d3dac5efa97289e418dbb154a727e3d
0.46954944883964345,matched_path_accumulation_v1,4096,kivi_paper_g128,final,v1,next_token_KL,0.46956008672714233,232e3b08d10919ca24932ad0a0135e46119ecfd5,1.0637887498887721e-05,aime24:p14:s0:seed14042,985f71725748f372cf08d2f249fcbd5c6d3dac5efa97289e418dbb154a727e3d
0.09241472901067027,matched_path_accumulation_v1,4096,kivi_paper_g128,final,v1,next_token_JS,0.09241732954978943,232e3b08d10919ca24932ad0a0135e46119ecfd5,2.6005391191574745e-06,aime24:p14:s0:seed14042,985f71725748f372cf08d2f249fcbd5c6d3dac5efa97289e418dbb154a727e3d
-0.9236379265785217,matched_path_accumulation_v1,4096,kivi_paper_g128,final,v1,target_token_NLL_delta,-0.9236831068992615,232e3b08d10919ca24932ad0a0135e46119ecfd5,-4.5180320739746094e-05,aime24:p14:s0:seed14042,985f71725748f372cf08d2f249fcbd5c6d3dac5efa97289e418dbb154a727e3d
1.0,matched_path_accumulation_v1,4096,kivi_paper_g128,final,v1,top1_disagreement,1.0,232e3b08d10919ca24932ad0a0135e46119ecfd5,0.0,aime24:p14:s0:seed14042,985f71725748f372cf08d2f249fcbd5c6d3dac5efa97289e418dbb154a727e3d
4.89453125,matched_path_accumulation_v1,4096,kivi_paper_g128,final,v1,logit_max_abs_diff,4.91015625,232e3b08d10919ca24932ad0a0135e46119ecfd5,0.015625,aime24:p14:s0:seed14042,985f71725748f372cf08d2f249fcbd5c6d3dac5efa97289e418dbb154a727e3d
2.980232238769531e-07,matched_path_accumulation_v1,128,kivi_paper_g128,final,v1,hidden_cosine_loss,1.9669532775878906e-06,232e3b08d10919ca24932ad0a0135e46119ecfd5,1.6689300537109375e-06,aime24:p15:s1:seed15043,b3071fe4e912d14e31a543908143a991dbe648bfe13ea6a3db80285f3da15dab
-7.450697012245655e-06,matched_path_accumulation_v1,128,kivi_paper_g128,final,v1,hidden_relative_L2,0.0017232559621334076,232e3b08d10919ca24932ad0a0135e46119ecfd5,0.0017307066591456532,aime24:p15:s1:seed15043,b3071fe4e912d14e31a543908143a991dbe648bfe13ea6a3db80285f3da15dab
-7.450697012245655e-06,matched_path_accumulation_v1,128,kivi_paper_g128,final,v1,attention_output_relative_L2,0.0017232559621334076,232e3b08d10919ca24932ad0a0135e46119ecfd5,0.0017307066591456532,aime24:p15:s1:seed15043,b3071fe4e912d14e31a543908143a991dbe648bfe13ea6a3db80285f3da15dab
1.6154389754774456e-05,matched_path_accumulation_v1,128,kivi_paper_g128,final,v1,next_token_KL,1.6758171113906428e-05,232e3b08d10919ca24932ad0a0135e46119ecfd5,6.037813591319718e-07,aime24:p15:s1:seed15043,b3071fe4e912d14e31a543908143a991dbe648bfe13ea6a3db80285f3da15dab
4.011736436382307e-06,matched_path_accumulation_v1,128,kivi_paper_g128,final,v1,next_token_JS,4.157417606620584e-06,232e3b08d10919ca24932ad0a0135e46119ecfd5,1.4568117023827654e-07,aime24:p15:s1:seed15043,b3071fe4e912d14e31a543908143a991dbe648bfe13ea6a3db80285f3da15dab
-0.0024959146976470947,matched_path_accumulation_v1,128,kivi_paper_g128,final,v1,target_token_NLL_delta,-0.0025550127029418945,232e3b08d10919ca24932ad0a0135e46119ecfd5,-5.9098005294799805e-05,aime24:p15:s1:seed15043,b3071fe4e912d14e31a543908143a991dbe648bfe13ea6a3db80285f3da15dab
0.0,matched_path_accumulation_v1,128,kivi_paper_g128,final,v1,top1_disagreement,0.0,232e3b08d10919ca24932ad0a0135e46119ecfd5,0.0,aime24:p15:s1:seed15043,b3071fe4e912d14e31a543908143a991dbe648bfe13ea6a3db80285f3da15dab
0.0078125,matched_path_accumulation_v1,128,kivi_paper_g128,final,v1,logit_max_abs_diff,0.0234375,232e3b08d10919ca24932ad0a0135e46119ecfd5,0.015625,aime24:p15:s1:seed15043,b3071fe4e912d14e31a543908143a991dbe648bfe13ea6a3db80285f3da15dab
0.14420568943023682,matched_path_accumulation_v1,512,kivi_paper_g128,final,v1,hidden_cosine_loss,0.14420831203460693,232e3b08d10919ca24932ad0a0135e46119ecfd5,2.6226043701171875e-06,aime24:p15:s1:seed15043,b3071fe4e912d14e31a543908143a991dbe648bfe13ea6a3db80285f3da15dab
0.5454725960735232,matched_path_accumulation_v1,512,kivi_paper_g128,final,v1,hidden_relative_L2,0.5475749969482422,232e3b08d10919ca24932ad0a0135e46119ecfd5,0.0021024008747190237,aime24:p15:s1:seed15043,b3071fe4e912d14e31a543908143a991dbe648bfe13ea6a3db80285f3da15dab
0.5454725960735232,matched_path_accumulation_v1,512,kivi_paper_g128,final,v1,attention_output_relative_L2,0.5475749969482422,232e3b08d10919ca24932ad0a0135e46119ecfd5,0.0021024008747190237,aime24:p15:s1:seed15043,b3071fe4e912d14e31a543908143a991dbe648bfe13ea6a3db80285f3da15dab
0.002772608308120539,matched_path_accumulation_v1,512,kivi_paper_g128,final,v1,next_token_KL,0.002772839739918709,232e3b08d10919ca24932ad0a0135e46119ecfd5,2.3143179816997872e-07,aime24:p15:s1:seed15043,b3071fe4e912d14e31a543908143a991dbe648bfe13ea6a3db80285f3da15dab
