abs_diff,checkpoint,comparison_source,exact_equal,execution_mode,layer,left_config,left_value,method_group,metric_name,missing,numerically_equal,relative_diff,right_config,right_value,task_key
0.0,2048,metric,True,pseudo,final,patternkv_paper,5.108670961817552e-07,pattern,next_token_JS,False,True,0.0,pattern_rolling_k2v2_s0_r128,5.108670961817552e-07,aime24:p0:s0:seed42
0.0,2048,metric,True,static,final,patternkv_paper,4.836051559209409e-10,pattern,next_token_JS,False,True,0.0,pattern_rolling_k2v2_s0_r128,4.836051559209409e-10,aime24:p0:s0:seed42
0.0,2048,metric,True,pseudo,final,patternkv_paper,1.7854268890005187e-06,pattern,next_token_KL,False,True,0.0,pattern_rolling_k2v2_s0_r128,1.7854268890005187e-06,aime24:p0:s0:seed42
0.0,2048,metric,True,static,final,patternkv_paper,5.848914952366613e-08,pattern,next_token_KL,False,True,0.0,pattern_rolling_k2v2_s0_r128,5.848914952366613e-08,aime24:p0:s0:seed42
0.0,2048,metric,True,pseudo,final,patternkv_paper,-2.3841585061745718e-07,pattern,target_token_NLL_delta,False,True,0.0,pattern_rolling_k2v2_s0_r128,-2.3841585061745718e-07,aime24:p0:s0:seed42
0.0,2048,metric,True,static,final,patternkv_paper,-1.192074705613777e-07,pattern,target_token_NLL_delta,False,True,0.0,pattern_rolling_k2v2_s0_r128,-1.192074705613777e-07,aime24:p0:s0:seed42
0.0,2048,metric,True,pseudo,final,patternkv_paper,0.0,pattern,top1_disagreement,False,True,0.0,pattern_rolling_k2v2_s0_r128,0.0,aime24:p0:s0:seed42
0.0,2048,metric,True,static,final,patternkv_paper,0.0,pattern,top1_disagreement,False,True,0.0,pattern_rolling_k2v2_s0_r128,0.0,aime24:p0:s0:seed42
0.0,4096,metric,True,pseudo,final,patternkv_paper,0.39090439677238464,pattern,attention_output_relative_L2,False,True,0.0,pattern_rolling_k2v2_s0_r128,0.39090439677238464,aime24:p0:s0:seed42
0.0,4096,metric,True,static,final,patternkv_paper,0.0019602873362600803,pattern,attention_output_relative_L2,False,True,0.0,pattern_rolling_k2v2_s0_r128,0.0019602873362600803,aime24:p0:s0:seed42
0.0,4096,metric,True,pseudo,final,patternkv_paper,0.07021617889404297,pattern,hidden_cosine_loss,False,True,0.0,pattern_rolling_k2v2_s0_r128,0.07021617889404297,aime24:p0:s0:seed42
0.0,4096,metric,True,static,final,patternkv_paper,2.3245811462402344e-06,pattern,hidden_cosine_loss,False,True,0.0,pattern_rolling_k2v2_s0_r128,2.3245811462402344e-06,aime24:p0:s0:seed42
0.0,4096,metric,True,pseudo,final,patternkv_paper,0.39090439677238464,pattern,hidden_relative_L2,False,True,0.0,pattern_rolling_k2v2_s0_r128,0.39090439677238464,aime24:p0:s0:seed42
0.0,4096,metric,True,static,final,patternkv_paper,0.0019602873362600803,pattern,hidden_relative_L2,False,True,0.0,pattern_rolling_k2v2_s0_r128,0.0019602873362600803,aime24:p0:s0:seed42
0.0,4096,metric,True,pseudo,final,patternkv_paper,3.9375,pattern,logit_max_abs_diff,False,True,0.0,pattern_rolling_k2v2_s0_r128,3.9375,aime24:p0:s0:seed42
0.0,4096,metric,True,static,final,patternkv_paper,0.015625,pattern,logit_max_abs_diff,False,True,0.0,pattern_rolling_k2v2_s0_r128,0.015625,aime24:p0:s0:seed42
0.0,4096,metric,True,pseudo,final,patternkv_paper,0.0007593766204081476,pattern,next_token_JS,False,True,0.0,pattern_rolling_k2v2_s0_r128,0.0007593766204081476,aime24:p0:s0:seed42
0.0,4096,metric,True,static,final,patternkv_paper,9.448817728241465e-09,pattern,next_token_JS,False,True,0.0,pattern_rolling_k2v2_s0_r128,9.448817728241465e-09,aime24:p0:s0:seed42
0.0,4096,metric,True,pseudo,final,patternkv_paper,0.002282077679410577,pattern,next_token_KL,False,True,0.0,pattern_rolling_k2v2_s0_r128,0.002282077679410577,aime24:p0:s0:seed42
0.0,4096,metric,True,static,final,patternkv_paper,1.6280632397780437e-09,pattern,next_token_KL,False,True,0.0,pattern_rolling_k2v2_s0_r128,1.6280632397780437e-09,aime24:p0:s0:seed42
0.0,4096,metric,True,pseudo,final,patternkv_paper,0.0026012067683041096,pattern,target_token_NLL_delta,False,True,0.0,pattern_rolling_k2v2_s0_r128,0.0026012067683041096,aime24:p0:s0:seed42
0.0,4096,metric,True,static,final,patternkv_paper,0.0,pattern,target_token_NLL_delta,False,True,0.0,pattern_rolling_k2v2_s0_r128,0.0,aime24:p0:s0:seed42
0.0,4096,metric,True,pseudo,final,patternkv_paper,0.0,pattern,top1_disagreement,False,True,0.0,pattern_rolling_k2v2_s0_r128,0.0,aime24:p0:s0:seed42
0.0,4096,metric,True,static,final,patternkv_paper,0.0,pattern,top1_disagreement,False,True,0.0,pattern_rolling_k2v2_s0_r128,0.0,aime24:p0:s0:seed42
0.0,512,metric,True,pseudo,final,patternkv_paper,0.24472887814044952,pattern,attention_output_relative_L2,False,True,0.0,pattern_rolling_k2v2_s0_r128,0.24472887814044952,aime24:p0:s0:seed42
0.0,512,metric,True,static,final,patternkv_paper,0.0018891888903453946,pattern,attention_output_relative_L2,False,True,0.0,pattern_rolling_k2v2_s0_r128,0.0018891888903453946,aime24:p0:s0:seed42
0.0,512,metric,True,pseudo,final,patternkv_paper,0.030095338821411133,pattern,hidden_cosine_loss,False,True,0.0,pattern_rolling_k2v2_s0_r128,0.030095338821411133,aime24:p0:s0:seed42
0.0,512,metric,True,static,final,patternkv_paper,1.9073486328125e-06,pattern,hidden_cosine_loss,False,True,0.0,pattern_rolling_k2v2_s0_r128,1.9073486328125e-06,aime24:p0:s0:seed42
0.0,512,metric,True,pseudo,final,patternkv_paper,0.24472887814044952,pattern,hidden_relative_L2,False,True,0.0,pattern_rolling_k2v2_s0_r128,0.24472887814044952,aime24:p0:s0:seed42
0.0,512,metric,True,static,final,patternkv_paper,0.0018891888903453946,pattern,hidden_relative_L2,False,True,0.0,pattern_rolling_k2v2_s0_r128,0.0018891888903453946,aime24:p0:s0:seed42
0.0,512,metric,True,pseudo,final,patternkv_paper,2.1591796875,pattern,logit_max_abs_diff,False,True,0.0,pattern_rolling_k2v2_s0_r128,2.1591796875,aime24:p0:s0:seed42
0.0,512,metric,True,static,final,patternkv_paper,0.01611328125,pattern,logit_max_abs_diff,False,True,0.0,pattern_rolling_k2v2_s0_r128,0.01611328125,aime24:p0:s0:seed42
0.0,512,metric,True,pseudo,final,patternkv_paper,9.604614206182305e-06,pattern,next_token_JS,False,True,0.0,pattern_rolling_k2v2_s0_r128,9.604614206182305e-06,aime24:p0:s0:seed42
0.0,512,metric,True,static,final,patternkv_paper,2.9863066686175443e-08,pattern,next_token_JS,False,True,0.0,pattern_rolling_k2v2_s0_r128,2.9863066686175443e-08,aime24:p0:s0:seed42
0.0,512,metric,True,pseudo,final,patternkv_paper,3.4031552786473185e-05,pattern,next_token_KL,False,True,0.0,pattern_rolling_k2v2_s0_r128,3.4031552786473185e-05,aime24:p0:s0:seed42
0.0,512,metric,True,static,final,patternkv_paper,8.945097107471156e-09,pattern,next_token_KL,False,True,0.0,pattern_rolling_k2v2_s0_r128,8.945097107471156e-09,aime24:p0:s0:seed42
0.0,512,metric,True,pseudo,final,patternkv_paper,0.00011548820475582033,pattern,target_token_NLL_delta,False,True,0.0,pattern_rolling_k2v2_s0_r128,0.00011548820475582033,aime24:p0:s0:seed42
0.0,512,metric,True,static,final,patternkv_paper,1.4302786439657211e-06,pattern,target_token_NLL_delta,False,True,0.0,pattern_rolling_k2v2_s0_r128,1.4302786439657211e-06,aime24:p0:s0:seed42
0.0,512,metric,True,pseudo,final,patternkv_paper,0.0,pattern,top1_disagreement,False,True,0.0,pattern_rolling_k2v2_s0_r128,0.0,aime24:p0:s0:seed42
0.0,512,metric,True,static,final,patternkv_paper,0.0,pattern,top1_disagreement,False,True,0.0,pattern_rolling_k2v2_s0_r128,0.0,aime24:p0:s0:seed42
0.0,1024,metric,True,pseudo,final,patternkv_paper,0.38044315576553345,pattern,attention_output_relative_L2,False,True,0.0,pattern_rolling_k2v2_s0_r128,0.38044315576553345,aime24:p11:s0:seed11042
0.0,1024,metric,True,static,final,patternkv_paper,0.0018654869636520743,pattern,attention_output_relative_L2,False,True,0.0,pattern_rolling_k2v2_s0_r128,0.0018654869636520743,aime24:p11:s0:seed11042
0.0,1024,metric,True,pseudo,final,patternkv_paper,0.07483232021331787,pattern,hidden_cosine_loss,False,True,0.0,pattern_rolling_k2v2_s0_r128,0.07483232021331787,aime24:p11:s0:seed11042
0.0,1024,metric,True,static,final,patternkv_paper,2.086162567138672e-06,pattern,hidden_cosine_loss,False,True,0.0,pattern_rolling_k2v2_s0_r128,2.086162567138672e-06,aime24:p11:s0:seed11042
0.0,1024,metric,True,pseudo,final,patternkv_paper,0.38044315576553345,pattern,hidden_relative_L2,False,True,0.0,pattern_rolling_k2v2_s0_r128,0.38044315576553345,aime24:p11:s0:seed11042
0.0,1024,metric,True,static,final,patternkv_paper,0.0018654869636520743,pattern,hidden_relative_L2,False,True,0.0,pattern_rolling_k2v2_s0_r128,0.0018654869636520743,aime24:p11:s0:seed11042
0.0,1024,metric,True,pseudo,final,patternkv_paper,4.515625,pattern,logit_max_abs_diff,False,True,0.0,pattern_rolling_k2v2_s0_r128,4.515625,aime24:p11:s0:seed11042
0.0,1024,metric,True,static,final,patternkv_paper,0.015625,pattern,logit_max_abs_diff,False,True,0.0,pattern_rolling_k2v2_s0_r128,0.015625,aime24:p11:s0:seed11042
0.0,1024,metric,True,pseudo,final,patternkv_paper,0.00019043766951654106,pattern,next_token_JS,False,True,0.0,pattern_rolling_k2v2_s0_r128,0.00019043766951654106,aime24:p11:s0:seed11042
0.0,1024,metric,True,static,final,patternkv_paper,7.05724367833227e-09,pattern,next_token_JS,False,True,0.0,pattern_rolling_k2v2_s0_r128,7.05724367833227e-09,aime24:p11:s0:seed11042
0.0,1024,metric,True,pseudo,final,patternkv_paper,0.000624457432422787,pattern,next_token_KL,False,True,0.0,pattern_rolling_k2v2_s0_r128,0.000624457432422787,aime24:p11:s0:seed11042
0.0,1024,metric,True,static,final,patternkv_paper,0.0,pattern,next_token_KL,False,True,0.0,pattern_rolling_k2v2_s0_r128,0.0,aime24:p11:s0:seed11042
0.0,1024,metric,True,pseudo,final,patternkv_paper,0.0011994123924523592,pattern,target_token_NLL_delta,False,True,0.0,pattern_rolling_k2v2_s0_r128,0.0011994123924523592,aime24:p11:s0:seed11042
0.0,1024,metric,True,static,final,patternkv_paper,-1.1915108188986778e-07,pattern,target_token_NLL_delta,False,True,0.0,pattern_rolling_k2v2_s0_r128,-1.1915108188986778e-07,aime24:p11:s0:seed11042
0.0,1024,metric,True,pseudo,final,patternkv_paper,0.0,pattern,top1_disagreement,False,True,0.0,pattern_rolling_k2v2_s0_r128,0.0,aime24:p11:s0:seed11042
0.0,1024,metric,True,static,final,patternkv_paper,0.0,pattern,top1_disagreement,False,True,0.0,pattern_rolling_k2v2_s0_r128,0.0,aime24:p11:s0:seed11042
0.0,128,metric,True,pseudo,final,patternkv_paper,0.0019481676863506436,pattern,attention_output_relative_L2,False,True,0.0,pattern_rolling_k2v2_s0_r128,0.0019481676863506436,aime24:p11:s0:seed11042
0.0,128,metric,True,static,final,patternkv_paper,0.0020200968720018864,pattern,attention_output_relative_L2,False,True,0.0,pattern_rolling_k2v2_s0_r128,0.0020200968720018864,aime24:p11:s0:seed11042
0.0,128,metric,True,pseudo,final,patternkv_paper,2.0265579223632812e-06,pattern,hidden_cosine_loss,False,True,0.0,pattern_rolling_k2v2_s0_r128,2.0265579223632812e-06,aime24:p11:s0:seed11042
0.0,128,metric,True,static,final,patternkv_paper,2.2649765014648438e-06,pattern,hidden_cosine_loss,False,True,0.0,pattern_rolling_k2v2_s0_r128,2.2649765014648438e-06,aime24:p11:s0:seed11042
0.0,128,metric,True,pseudo,final,patternkv_paper,0.0019481676863506436,pattern,hidden_relative_L2,False,True,0.0,pattern_rolling_k2v2_s0_r128,0.0019481676863506436,aime24:p11:s0:seed11042
0.0,128,metric,True,static,final,patternkv_paper,0.0020200968720018864,pattern,hidden_relative_L2,False,True,0.0,pattern_rolling_k2v2_s0_r128,0.0020200968720018864,aime24:p11:s0:seed11042
0.0,128,metric,True,pseudo,final,patternkv_paper,0.01953125,pattern,logit_max_abs_diff,False,True,0.0,pattern_rolling_k2v2_s0_r128,0.01953125,aime24:p11:s0:seed11042
0.0,128,metric,True,static,final,patternkv_paper,0.017578125,pattern,logit_max_abs_diff,False,True,0.0,pattern_rolling_k2v2_s0_r128,0.017578125,aime24:p11:s0:seed11042
0.0,128,metric,True,pseudo,final,patternkv_paper,4.405348590807989e-06,pattern,next_token_JS,False,True,0.0,pattern_rolling_k2v2_s0_r128,4.405348590807989e-06,aime24:p11:s0:seed11042
0.0,128,metric,True,static,final,patternkv_paper,4.410348083183635e-06,pattern,next_token_JS,False,True,0.0,pattern_rolling_k2v2_s0_r128,4.410348083183635e-06,aime24:p11:s0:seed11042
0.0,128,metric,True,pseudo,final,patternkv_paper,1.75874556589406e-05,pattern,next_token_KL,False,True,0.0,pattern_rolling_k2v2_s0_r128,1.75874556589406e-05,aime24:p11:s0:seed11042
0.0,128,metric,True,static,final,patternkv_paper,1.7847356502898037e-05,pattern,next_token_KL,False,True,0.0,pattern_rolling_k2v2_s0_r128,1.7847356502898037e-05,aime24:p11:s0:seed11042
0.0,128,metric,True,pseudo,final,patternkv_paper,0.002737477421760559,pattern,target_token_NLL_delta,False,True,0.0,pattern_rolling_k2v2_s0_r128,0.002737477421760559,aime24:p11:s0:seed11042
0.0,128,metric,True,static,final,patternkv_paper,-0.0027364790439605713,pattern,target_token_NLL_delta,False,True,0.0,pattern_rolling_k2v2_s0_r128,-0.0027364790439605713,aime24:p11:s0:seed11042
0.0,128,metric,True,pseudo,final,patternkv_paper,0.0,pattern,top1_disagreement,False,True,0.0,pattern_rolling_k2v2_s0_r128,0.0,aime24:p11:s0:seed11042
0.0,128,metric,True,static,final,patternkv_paper,0.0,pattern,top1_disagreement,False,True,0.0,pattern_rolling_k2v2_s0_r128,0.0,aime24:p11:s0:seed11042
0.0,2048,metric,True,pseudo,final,patternkv_paper,0.4051496684551239,pattern,attention_output_relative_L2,False,True,0.0,pattern_rolling_k2v2_s0_r128,0.4051496684551239,aime24:p11:s0:seed11042
0.0,2048,metric,True,static,final,patternkv_paper,0.0020670874509960413,pattern,attention_output_relative_L2,False,True,0.0,pattern_rolling_k2v2_s0_r128,0.0020670874509960413,aime24:p11:s0:seed11042
0.0,2048,metric,True,pseudo,final,patternkv_paper,0.07914578914642334,pattern,hidden_cosine_loss,False,True,0.0,pattern_rolling_k2v2_s0_r128,0.07914578914642334,aime24:p11:s0:seed11042
0.0,2048,metric,True,static,final,patternkv_paper,2.384185791015625e-06,pattern,hidden_cosine_loss,False,True,0.0,pattern_rolling_k2v2_s0_r128,2.384185791015625e-06,aime24:p11:s0:seed11042
0.0,2048,metric,True,pseudo,final,patternkv_paper,0.4051496684551239,pattern,hidden_relative_L2,False,True,0.0,pattern_rolling_k2v2_s0_r128,0.4051496684551239,aime24:p11:s0:seed11042
0.0,2048,metric,True,static,final,patternkv_paper,0.0020670874509960413,pattern,hidden_relative_L2,False,True,0.0,pattern_rolling_k2v2_s0_r128,0.0020670874509960413,aime24:p11:s0:seed11042
0.0,2048,metric,True,pseudo,final,patternkv_paper,4.703125,pattern,logit_max_abs_diff,False,True,0.0,pattern_rolling_k2v2_s0_r128,4.703125,aime24:p11:s0:seed11042
0.0,2048,metric,True,static,final,patternkv_paper,0.0234375,pattern,logit_max_abs_diff,False,True,0.0,pattern_rolling_k2v2_s0_r128,0.0234375,aime24:p11:s0:seed11042
0.0,2048,metric,True,pseudo,final,patternkv_paper,0.029741015285253525,pattern,next_token_JS,False,True,0.0,pattern_rolling_k2v2_s0_r128,0.029741015285253525,aime24:p11:s0:seed11042
0.0,2048,metric,True,static,final,patternkv_paper,0.0,pattern,next_token_JS,False,True,0.0,pattern_rolling_k2v2_s0_r128,0.0,aime24:p11:s0:seed11042
0.0,2048,metric,True,pseudo,final,patternkv_paper,0.10666105896234512,pattern,next_token_KL,False,True,0.0,pattern_rolling_k2v2_s0_r128,0.10666105896234512,aime24:p11:s0:seed11042
0.0,2048,metric,True,static,final,patternkv_paper,0.0,pattern,next_token_KL,False,True,0.0,pattern_rolling_k2v2_s0_r128,0.0,aime24:p11:s0:seed11042
0.0,2048,metric,True,pseudo,final,patternkv_paper,0.25821468234062195,pattern,target_token_NLL_delta,False,True,0.0,pattern_rolling_k2v2_s0_r128,0.25821468234062195,aime24:p11:s0:seed11042
0.0,2048,metric,True,static,final,patternkv_paper,1.043081283569336e-07,pattern,target_token_NLL_delta,False,True,0.0,pattern_rolling_k2v2_s0_r128,1.043081283569336e-07,aime24:p11:s0:seed11042
0.0,2048,metric,True,pseudo,final,patternkv_paper,0.0,pattern,top1_disagreement,False,True,0.0,pattern_rolling_k2v2_s0_r128,0.0,aime24:p11:s0:seed11042
0.0,2048,metric,True,static,final,patternkv_paper,0.0,pattern,top1_disagreement,False,True,0.0,pattern_rolling_k2v2_s0_r128,0.0,aime24:p11:s0:seed11042
0.0,4096,metric,True,pseudo,final,patternkv_paper,0.4553073048591614,pattern,attention_output_relative_L2,False,True,0.0,pattern_rolling_k2v2_s0_r128,0.4553073048591614,aime24:p11:s0:seed11042
0.0,4096,metric,True,static,final,patternkv_paper,0.002126193605363369,pattern,attention_output_relative_L2,False,True,0.0,pattern_rolling_k2v2_s0_r128,0.002126193605363369,aime24:p11:s0:seed11042
0.0,4096,metric,True,pseudo,final,patternkv_paper,0.10251182317733765,pattern,hidden_cosine_loss,False,True,0.0,pattern_rolling_k2v2_s0_r128,0.10251182317733765,aime24:p11:s0:seed11042
0.0,4096,metric,True,static,final,patternkv_paper,2.5033950805664062e-06,pattern,hidden_cosine_loss,False,True,0.0,pattern_rolling_k2v2_s0_r128,2.5033950805664062e-06,aime24:p11:s0:seed11042
0.0,4096,metric,True,pseudo,final,patternkv_paper,0.4553073048591614,pattern,hidden_relative_L2,False,True,0.0,pattern_rolling_k2v2_s0_r128,0.4553073048591614,aime24:p11:s0:seed11042
0.0,4096,metric,True,static,final,patternkv_paper,0.002126193605363369,pattern,hidden_relative_L2,False,True,0.0,pattern_rolling_k2v2_s0_r128,0.002126193605363369,aime24:p11:s0:seed11042
0.0,4096,metric,True,pseudo,final,patternkv_paper,7.6171875,pattern,logit_max_abs_diff,False,True,0.0,pattern_rolling_k2v2_s0_r128,7.6171875,aime24:p11:s0:seed11042
0.0,4096,metric,True,static,final,patternkv_paper,0.0234375,pattern,logit_max_abs_diff,False,True,0.0,pattern_rolling_k2v2_s0_r128,0.0234375,aime24:p11:s0:seed11042
0.0,4096,metric,True,pseudo,final,patternkv_paper,0.12669792771339417,pattern,next_token_JS,False,True,0.0,pattern_rolling_k2v2_s0_r128,0.12669792771339417,aime24:p11:s0:seed11042
0.0,4096,metric,True,static,final,patternkv_paper,3.5708358154806774e-06,pattern,next_token_JS,False,True,0.0,pattern_rolling_k2v2_s0_r128,3.5708358154806774e-06,aime24:p11:s0:seed11042
0.0,4096,metric,True,pseudo,final,patternkv_paper,0.49447759985923767,pattern,next_token_KL,False,True,0.0,pattern_rolling_k2v2_s0_r128,0.49447759985923767,aime24:p11:s0:seed11042
0.0,4096,metric,True,static,final,patternkv_paper,1.4345330782816745e-05,pattern,next_token_KL,False,True,0.0,pattern_rolling_k2v2_s0_r128,1.4345330782816745e-05,aime24:p11:s0:seed11042
0.0,4096,metric,True,pseudo,final,patternkv_paper,0.8755677938461304,pattern,target_token_NLL_delta,False,True,0.0,pattern_rolling_k2v2_s0_r128,0.8755677938461304,aime24:p11:s0:seed11042
