acc_auc,config,metric_name,mode,n_available,task_key
0.006513296881166752,pattern_rolling_k2v2_s16_r128,target_token_NLL_delta,gap,5,aime24:p6:s0:seed6042
0.461457091558259,pattern_rolling_k2v2_s16_hadamard_k2v2_s16_r128,attention_output_relative_L2,gap,5,aime24:p6:s1:seed6043
0.03574463725090027,pattern_rolling_k2v2_s16_hadamard_k2v2_s16_r128,hidden_cosine_loss,gap,5,aime24:p6:s1:seed6043
0.461457091558259,pattern_rolling_k2v2_s16_hadamard_k2v2_s16_r128,hidden_relative_L2,gap,5,aime24:p6:s1:seed6043
0.021728938304647727,pattern_rolling_k2v2_s16_hadamard_k2v2_s16_r128,next_token_KL,gap,5,aime24:p6:s1:seed6043
-0.32774341772437765,pattern_rolling_k2v2_s16_hadamard_k2v2_s16_r128,target_token_NLL_delta,gap,5,aime24:p6:s1:seed6043
0.40470453834859654,pattern_rolling_k2v2_s16_r128,attention_output_relative_L2,gap,5,aime24:p6:s1:seed6043
0.026136130094528198,pattern_rolling_k2v2_s16_r128,hidden_cosine_loss,gap,5,aime24:p6:s1:seed6043
0.40470453834859654,pattern_rolling_k2v2_s16_r128,hidden_relative_L2,gap,5,aime24:p6:s1:seed6043
0.036369592563175956,pattern_rolling_k2v2_s16_r128,next_token_KL,gap,5,aime24:p6:s1:seed6043
-0.46242149993486237,pattern_rolling_k2v2_s16_r128,target_token_NLL_delta,gap,5,aime24:p6:s1:seed6043
