config,error_type,layer,metric_name,n_available,norm_acc_auc,object_type,region,statistic,task_key
pattern_rolling_k2v2_s16_r128,source_state_norm_drift,0,norm_ratio,5,0.0,hidden,all_tokens,p90,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,source_state_norm_drift,0,norm_ratio,5,0.0,hidden,all_tokens,p95,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,source_state_norm_drift,0,norm_ratio,5,0.0,hidden,all_tokens,p99,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,source_state_norm_drift,0,relative_L2,5,0.0,hidden,all_tokens,max,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,source_state_norm_drift,0,relative_L2,5,0.0,hidden,all_tokens,mean,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,source_state_norm_drift,0,relative_L2,5,0.0,hidden,all_tokens,p50,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,source_state_norm_drift,0,relative_L2,5,0.0,hidden,all_tokens,p90,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,source_state_norm_drift,0,relative_L2,5,0.0,hidden,all_tokens,p95,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,source_state_norm_drift,0,relative_L2,5,0.0,hidden,all_tokens,p99,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,source_state_norm_drift,0,relative_norm_error,5,0.0,hidden,all_tokens,max,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,source_state_norm_drift,0,relative_norm_error,5,0.0,hidden,all_tokens,mean,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,source_state_norm_drift,0,relative_norm_error,5,0.0,hidden,all_tokens,p50,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,source_state_norm_drift,0,relative_norm_error,5,0.0,hidden,all_tokens,p90,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,source_state_norm_drift,0,relative_norm_error,5,0.0,hidden,all_tokens,p95,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,source_state_norm_drift,0,relative_norm_error,5,0.0,hidden,all_tokens,p99,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,source_state_norm_drift,0,signed_norm_drift,5,0.0,hidden,all_tokens,max,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,source_state_norm_drift,0,signed_norm_drift,5,0.0,hidden,all_tokens,mean,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,source_state_norm_drift,0,signed_norm_drift,5,0.0,hidden,all_tokens,p50,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,source_state_norm_drift,0,signed_norm_drift,5,0.0,hidden,all_tokens,p90,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,source_state_norm_drift,0,signed_norm_drift,5,0.0,hidden,all_tokens,p95,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,source_state_norm_drift,0,signed_norm_drift,5,0.0,hidden,all_tokens,p99,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,source_state_norm_drift,0,abs_log_norm_ratio,5,0.0,k_source,all_tokens,max,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,source_state_norm_drift,0,abs_log_norm_ratio,5,0.0,k_source,all_tokens,mean,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,source_state_norm_drift,0,abs_log_norm_ratio,5,0.0,k_source,all_tokens,p50,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,source_state_norm_drift,0,abs_log_norm_ratio,5,0.0,k_source,all_tokens,p90,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,source_state_norm_drift,0,abs_log_norm_ratio,5,0.0,k_source,all_tokens,p95,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,source_state_norm_drift,0,abs_log_norm_ratio,5,0.0,k_source,all_tokens,p99,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,source_state_norm_drift,0,direction_error,5,-2.384185791015625e-07,k_source,all_tokens,max,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,source_state_norm_drift,0,direction_error,5,-7.482166247478285e-10,k_source,all_tokens,mean,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,source_state_norm_drift,0,direction_error,5,0.0,k_source,all_tokens,p50,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,source_state_norm_drift,0,direction_error,5,0.0,k_source,all_tokens,p90,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,source_state_norm_drift,0,direction_error,5,0.0,k_source,all_tokens,p95,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,source_state_norm_drift,0,direction_error,5,0.0,k_source,all_tokens,p99,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,source_state_norm_drift,0,norm_ratio,5,0.0,k_source,all_tokens,max,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,source_state_norm_drift,0,norm_ratio,5,0.0,k_source,all_tokens,mean,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,source_state_norm_drift,0,norm_ratio,5,0.0,k_source,all_tokens,p50,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,source_state_norm_drift,0,norm_ratio,5,0.0,k_source,all_tokens,p90,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,source_state_norm_drift,0,norm_ratio,5,0.0,k_source,all_tokens,p95,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,source_state_norm_drift,0,norm_ratio,5,0.0,k_source,all_tokens,p99,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,source_state_norm_drift,0,relative_L2,5,0.0,k_source,all_tokens,max,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,source_state_norm_drift,0,relative_L2,5,0.0,k_source,all_tokens,mean,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,source_state_norm_drift,0,relative_L2,5,0.0,k_source,all_tokens,p50,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,source_state_norm_drift,0,relative_L2,5,0.0,k_source,all_tokens,p90,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,source_state_norm_drift,0,relative_L2,5,0.0,k_source,all_tokens,p95,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,source_state_norm_drift,0,relative_L2,5,0.0,k_source,all_tokens,p99,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,source_state_norm_drift,0,relative_norm_error,5,0.0,k_source,all_tokens,max,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,source_state_norm_drift,0,relative_norm_error,5,0.0,k_source,all_tokens,mean,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,source_state_norm_drift,0,relative_norm_error,5,0.0,k_source,all_tokens,p50,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,source_state_norm_drift,0,relative_norm_error,5,0.0,k_source,all_tokens,p90,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,source_state_norm_drift,0,relative_norm_error,5,0.0,k_source,all_tokens,p95,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,source_state_norm_drift,0,relative_norm_error,5,0.0,k_source,all_tokens,p99,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,source_state_norm_drift,0,signed_norm_drift,5,0.0,k_source,all_tokens,max,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,source_state_norm_drift,0,signed_norm_drift,5,0.0,k_source,all_tokens,mean,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,source_state_norm_drift,0,signed_norm_drift,5,0.0,k_source,all_tokens,p50,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,source_state_norm_drift,0,signed_norm_drift,5,0.0,k_source,all_tokens,p90,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,source_state_norm_drift,0,signed_norm_drift,5,0.0,k_source,all_tokens,p95,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,source_state_norm_drift,0,signed_norm_drift,5,0.0,k_source,all_tokens,p99,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,representation_norm_error,0,abs_log_norm_ratio,5,0.39114558696746826,k_stored,packed_history,max,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,representation_norm_error,0,abs_log_norm_ratio,5,0.04595802705780625,k_stored,packed_history,mean,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,representation_norm_error,0,abs_log_norm_ratio,5,0.04062103107571602,k_stored,packed_history,p50,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,representation_norm_error,0,abs_log_norm_ratio,5,0.08571665734052664,k_stored,packed_history,p90,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,representation_norm_error,0,abs_log_norm_ratio,5,0.10987067837268116,k_stored,packed_history,p95,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,representation_norm_error,0,abs_log_norm_ratio,5,0.1526576037704949,k_stored,packed_history,p99,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,representation_norm_error,0,direction_error,5,0.33405643701553345,k_stored,packed_history,max,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,representation_norm_error,0,direction_error,5,0.046130812982482894,k_stored,packed_history,mean,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,representation_norm_error,0,direction_error,5,0.04563981294631958,k_stored,packed_history,p50,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,representation_norm_error,0,direction_error,5,0.06657674610614775,k_stored,packed_history,p90,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,representation_norm_error,0,direction_error,5,0.08214715272188182,k_stored,packed_history,p95,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,representation_norm_error,0,direction_error,5,0.11525422066450121,k_stored,packed_history,p99,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,representation_norm_error,0,norm_ratio,5,1.025017261505127,k_stored,packed_history,max,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,representation_norm_error,0,norm_ratio,5,0.05147591060267587,k_stored,packed_history,mean,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,representation_norm_error,0,norm_ratio,5,0.04220116138458252,k_stored,packed_history,p50,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,representation_norm_error,0,norm_ratio,5,0.09347906112670912,k_stored,packed_history,p90,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,representation_norm_error,0,norm_ratio,5,0.12169333994388576,k_stored,packed_history,p95,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,representation_norm_error,0,norm_ratio,5,0.17520200550556275,k_stored,packed_history,p99,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,representation_norm_error,0,relative_L2,5,1.149418294429779,k_stored,packed_history,max,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,representation_norm_error,0,relative_L2,5,0.18023974890627414,k_stored,packed_history,mean,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,representation_norm_error,0,relative_L2,5,0.18371783196926117,k_stored,packed_history,p50,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,representation_norm_error,0,relative_L2,5,0.21472927778959275,k_stored,packed_history,p90,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,representation_norm_error,0,relative_L2,5,0.26806186512112606,k_stored,packed_history,p95,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,representation_norm_error,0,relative_L2,5,0.3428577019274239,k_stored,packed_history,p99,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,representation_norm_error,0,relative_norm_error,5,1.02501779794693,k_stored,packed_history,max,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,representation_norm_error,0,relative_norm_error,5,0.050891702123063966,k_stored,packed_history,mean,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,representation_norm_error,0,relative_norm_error,5,0.042257921770215034,k_stored,packed_history,p50,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,representation_norm_error,0,relative_norm_error,5,0.09347895495593551,k_stored,packed_history,p90,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,representation_norm_error,0,relative_norm_error,5,0.1216932322829962,k_stored,packed_history,p95,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,representation_norm_error,0,relative_norm_error,5,0.17520188018679672,k_stored,packed_history,p99,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,representation_norm_error,0,signed_norm_drift,5,1.02501779794693,k_stored,packed_history,max,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,representation_norm_error,0,signed_norm_drift,5,0.051475910368679094,k_stored,packed_history,mean,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,representation_norm_error,0,signed_norm_drift,5,0.042201331816613674,k_stored,packed_history,p50,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,representation_norm_error,0,signed_norm_drift,5,0.09347895495593551,k_stored,packed_history,p90,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,representation_norm_error,0,signed_norm_drift,5,0.1216932322829962,k_stored,packed_history,p95,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,representation_norm_error,0,signed_norm_drift,5,0.17520188018679672,k_stored,packed_history,p99,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,representation_norm_error,0,abs_log_norm_ratio,5,0.0,k_stored,pending_history,max,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,representation_norm_error,0,abs_log_norm_ratio,5,0.0,k_stored,pending_history,mean,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,representation_norm_error,0,abs_log_norm_ratio,5,0.0,k_stored,pending_history,p50,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,representation_norm_error,0,abs_log_norm_ratio,5,0.0,k_stored,pending_history,p90,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,representation_norm_error,0,abs_log_norm_ratio,5,0.0,k_stored,pending_history,p95,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,representation_norm_error,0,abs_log_norm_ratio,5,0.0,k_stored,pending_history,p99,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,representation_norm_error,0,direction_error,5,2.9802322387695312e-08,k_stored,pending_history,max,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,representation_norm_error,0,direction_error,5,1.2293457984924314e-08,k_stored,pending_history,mean,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,representation_norm_error,0,direction_error,5,0.0,k_stored,pending_history,p50,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,representation_norm_error,0,direction_error,5,2.0861625671385956e-08,k_stored,pending_history,p90,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,representation_norm_error,0,direction_error,5,2.9802322387695312e-08,k_stored,pending_history,p95,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,representation_norm_error,0,direction_error,5,-4.082918167114314e-08,k_stored,pending_history,p99,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,representation_norm_error,0,norm_ratio,5,0.0,k_stored,pending_history,max,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,representation_norm_error,0,norm_ratio,5,0.0,k_stored,pending_history,mean,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,representation_norm_error,0,norm_ratio,5,0.0,k_stored,pending_history,p50,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,representation_norm_error,0,norm_ratio,5,0.0,k_stored,pending_history,p90,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,representation_norm_error,0,norm_ratio,5,0.0,k_stored,pending_history,p95,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,representation_norm_error,0,norm_ratio,5,0.0,k_stored,pending_history,p99,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,representation_norm_error,0,relative_L2,5,0.0,k_stored,pending_history,max,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,representation_norm_error,0,relative_L2,5,0.0,k_stored,pending_history,mean,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,representation_norm_error,0,relative_L2,5,0.0,k_stored,pending_history,p50,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,representation_norm_error,0,relative_L2,5,0.0,k_stored,pending_history,p90,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,representation_norm_error,0,relative_L2,5,0.0,k_stored,pending_history,p95,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,representation_norm_error,0,relative_L2,5,0.0,k_stored,pending_history,p99,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,representation_norm_error,0,relative_norm_error,5,0.0,k_stored,pending_history,max,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,representation_norm_error,0,relative_norm_error,5,0.0,k_stored,pending_history,mean,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,representation_norm_error,0,relative_norm_error,5,0.0,k_stored,pending_history,p50,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,representation_norm_error,0,relative_norm_error,5,0.0,k_stored,pending_history,p90,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,representation_norm_error,0,relative_norm_error,5,0.0,k_stored,pending_history,p95,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,representation_norm_error,0,relative_norm_error,5,0.0,k_stored,pending_history,p99,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,representation_norm_error,0,signed_norm_drift,5,0.0,k_stored,pending_history,max,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,representation_norm_error,0,signed_norm_drift,5,0.0,k_stored,pending_history,mean,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,representation_norm_error,0,signed_norm_drift,5,0.0,k_stored,pending_history,p50,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,representation_norm_error,0,signed_norm_drift,5,0.0,k_stored,pending_history,p90,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,representation_norm_error,0,signed_norm_drift,5,0.0,k_stored,pending_history,p95,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,representation_norm_error,0,signed_norm_drift,5,0.0,k_stored,pending_history,p99,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,representation_norm_error,0,abs_log_norm_ratio,5,0.0,k_stored,recent,max,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,representation_norm_error,0,abs_log_norm_ratio,5,0.0,k_stored,recent,mean,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,representation_norm_error,0,abs_log_norm_ratio,5,0.0,k_stored,recent,p50,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,representation_norm_error,0,abs_log_norm_ratio,5,0.0,k_stored,recent,p90,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,representation_norm_error,0,abs_log_norm_ratio,5,0.0,k_stored,recent,p95,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,representation_norm_error,0,abs_log_norm_ratio,5,0.0,k_stored,recent,p99,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,representation_norm_error,0,direction_error,5,1.4901161193847656e-07,k_stored,recent,max,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,representation_norm_error,0,direction_error,5,2.1245796233415604e-09,k_stored,recent,mean,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,representation_norm_error,0,direction_error,5,0.0,k_stored,recent,p50,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,representation_norm_error,0,direction_error,5,7.152557373047146e-08,k_stored,recent,p90,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,representation_norm_error,0,direction_error,5,0.0,k_stored,recent,p95,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,representation_norm_error,0,direction_error,5,0.0,k_stored,recent,p99,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,representation_norm_error,0,norm_ratio,5,0.0,k_stored,recent,max,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,representation_norm_error,0,norm_ratio,5,0.0,k_stored,recent,mean,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,representation_norm_error,0,norm_ratio,5,0.0,k_stored,recent,p50,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,representation_norm_error,0,norm_ratio,5,0.0,k_stored,recent,p90,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,representation_norm_error,0,norm_ratio,5,0.0,k_stored,recent,p95,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,representation_norm_error,0,norm_ratio,5,0.0,k_stored,recent,p99,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,representation_norm_error,0,relative_L2,5,0.0,k_stored,recent,max,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,representation_norm_error,0,relative_L2,5,0.0,k_stored,recent,mean,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,representation_norm_error,0,relative_L2,5,0.0,k_stored,recent,p50,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,representation_norm_error,0,relative_L2,5,0.0,k_stored,recent,p90,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,representation_norm_error,0,relative_L2,5,0.0,k_stored,recent,p95,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,representation_norm_error,0,relative_L2,5,0.0,k_stored,recent,p99,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,representation_norm_error,0,relative_norm_error,5,0.0,k_stored,recent,max,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,representation_norm_error,0,relative_norm_error,5,0.0,k_stored,recent,mean,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,representation_norm_error,0,relative_norm_error,5,0.0,k_stored,recent,p50,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,representation_norm_error,0,relative_norm_error,5,0.0,k_stored,recent,p90,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,representation_norm_error,0,relative_norm_error,5,0.0,k_stored,recent,p95,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,representation_norm_error,0,relative_norm_error,5,0.0,k_stored,recent,p99,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,representation_norm_error,0,signed_norm_drift,5,0.0,k_stored,recent,max,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,representation_norm_error,0,signed_norm_drift,5,0.0,k_stored,recent,mean,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,representation_norm_error,0,signed_norm_drift,5,0.0,k_stored,recent,p50,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,representation_norm_error,0,signed_norm_drift,5,0.0,k_stored,recent,p90,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,representation_norm_error,0,signed_norm_drift,5,0.0,k_stored,recent,p95,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,representation_norm_error,0,signed_norm_drift,5,0.0,k_stored,recent,p99,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,representation_norm_error,0,abs_log_norm_ratio,5,0.0,k_stored,sink,max,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,representation_norm_error,0,abs_log_norm_ratio,5,0.0,k_stored,sink,mean,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,representation_norm_error,0,abs_log_norm_ratio,5,0.0,k_stored,sink,p50,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,representation_norm_error,0,abs_log_norm_ratio,5,0.0,k_stored,sink,p90,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,representation_norm_error,0,abs_log_norm_ratio,5,0.0,k_stored,sink,p95,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,representation_norm_error,0,abs_log_norm_ratio,5,0.0,k_stored,sink,p99,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,representation_norm_error,0,direction_error,5,2.980232238769531e-07,k_stored,sink,max,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,representation_norm_error,0,direction_error,5,1.3969838619232178e-09,k_stored,sink,mean,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,representation_norm_error,0,direction_error,5,0.0,k_stored,sink,p50,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,representation_norm_error,0,direction_error,5,1.4901161193847656e-07,k_stored,sink,p90,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,representation_norm_error,0,direction_error,5,0.0,k_stored,sink,p95,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,representation_norm_error,0,direction_error,5,1.8924474716186464e-07,k_stored,sink,p99,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,representation_norm_error,0,norm_ratio,5,0.0,k_stored,sink,max,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,representation_norm_error,0,norm_ratio,5,0.0,k_stored,sink,mean,aime24:p0:s0:seed42
pattern_rolling_k2v2_s16_r128,representation_norm_error,0,norm_ratio,5,0.0,k_stored,sink,p50,aime24:p0:s0:seed42
