base_auc_median,comparison_type,error_type,median_delta,metric_name,mode,object_type,paired_n,region,statistic,tasks_improved,tasks_regressed,ties,varn_auc_median
0.05937539190053939,norm_accumulation_auc,stored_norm_error,-0.012828074768185725,abs_log_norm_ratio,,k_stored,1,packed_history,p95,1,0,0,0.04654731713235367
0.07267661042511453,norm_accumulation_auc,stored_norm_error,-0.001244301386177482,abs_log_norm_ratio,,k_stored,1,packed_history,p99,1,0,0,0.07143230903893705
0.3029439082602039,norm_accumulation_auc,stored_norm_error,-0.025396798737347126,abs_log_norm_ratio,,k_stored,6,pending_history,max,5,1,0,0.25517532182857394
0.02787579794013094,norm_accumulation_auc,stored_norm_error,-0.0006675716579162862,abs_log_norm_ratio,,k_stored,6,pending_history,mean,3,3,0,0.026836724739970005
0.020433995659004722,norm_accumulation_auc,stored_norm_error,-0.0004432928399182856,abs_log_norm_ratio,,k_stored,6,pending_history,p50,5,1,0,0.020231825464179565
0.05696607528516325,norm_accumulation_auc,stored_norm_error,0.00033701264765114217,abs_log_norm_ratio,,k_stored,6,pending_history,p90,3,3,0,0.055931724324182155
0.07749886715610044,norm_accumulation_auc,stored_norm_error,-0.00018349501769988202,abs_log_norm_ratio,,k_stored,6,pending_history,p95,3,3,0,0.0743574599160638
0.1474695712269748,norm_accumulation_auc,stored_norm_error,-0.01259204136673387,abs_log_norm_ratio,,k_stored,6,pending_history,p99,5,1,0,0.13247812922476426
0.3308759057545103,norm_accumulation_auc,stored_norm_error,-0.010114307049661875,abs_log_norm_ratio,,k_stored,6,recent,max,4,2,0,0.3405843362706946
0.029104625460008863,norm_accumulation_auc,stored_norm_error,-0.00038187136212777285,abs_log_norm_ratio,,k_stored,6,recent,mean,4,2,0,0.029280370902957157
0.02015549202042166,norm_accumulation_auc,stored_norm_error,-0.0003347181755088968,abs_log_norm_ratio,,k_stored,6,recent,p50,4,2,0,0.019864056654114393
0.06278194416663611,norm_accumulation_auc,stored_norm_error,-0.0005344420205801656,abs_log_norm_ratio,,k_stored,6,recent,p90,4,2,0,0.06210234963218683
0.08465074679952518,norm_accumulation_auc,stored_norm_error,0.0025611654680687893,abs_log_norm_ratio,,k_stored,6,recent,p95,2,4,0,0.08721191226759398
0.16249300847222903,norm_accumulation_auc,stored_norm_error,0.0034897398063911955,abs_log_norm_ratio,,k_stored,6,recent,p99,3,3,0,0.16598274827862022
-0.00027093300013802946,norm_accumulation_auc,stored_norm_error,0.0,abs_log_norm_ratio,,k_stored,6,sink,max,0,0,6,-0.00027093300013802946
3.079432025843154e-05,norm_accumulation_auc,stored_norm_error,0.0,abs_log_norm_ratio,,k_stored,6,sink,mean,0,0,6,3.079432025843154e-05
-9.335333743365481e-06,norm_accumulation_auc,stored_norm_error,0.0,abs_log_norm_ratio,,k_stored,6,sink,p50,0,0,6,-9.335333743365481e-06
0.00015968488223734288,norm_accumulation_auc,stored_norm_error,0.0,abs_log_norm_ratio,,k_stored,6,sink,p90,0,0,6,0.00015968488223734288
8.931089287216387e-05,norm_accumulation_auc,stored_norm_error,0.0,abs_log_norm_ratio,,k_stored,6,sink,p95,0,0,6,8.931089287216387e-05
1.2520778109319336e-05,norm_accumulation_auc,stored_norm_error,0.0,abs_log_norm_ratio,,k_stored,6,sink,p99,0,0,6,1.2520778109319336e-05
0.5153489370131865,norm_accumulation_auc,source_state_norm_drift,-0.06441904976963997,abs_log_norm_ratio,,q_source,6,all_tokens,max,5,1,0,0.4496640089782886
0.01876779277760673,norm_accumulation_auc,source_state_norm_drift,-0.0011718402727748725,abs_log_norm_ratio,,q_source,6,all_tokens,mean,5,1,0,0.017809381683667663
0.0116988633035362,norm_accumulation_auc,source_state_norm_drift,-0.0005293151698424481,abs_log_norm_ratio,,q_source,6,all_tokens,p50,6,0,0,0.011048436806959216
0.04403047534433426,norm_accumulation_auc,source_state_norm_drift,-0.0024825499509461314,abs_log_norm_ratio,,q_source,6,all_tokens,p90,5,1,0,0.042150609633245045
0.05765817577193955,norm_accumulation_auc,source_state_norm_drift,-0.0029984311317093684,abs_log_norm_ratio,,q_source,6,all_tokens,p95,6,0,0,0.05544519332179333
0.10310719836168569,norm_accumulation_auc,source_state_norm_drift,-0.008905447130091407,abs_log_norm_ratio,,q_source,6,all_tokens,p99,5,1,0,0.09518905600663856
0.8248411418753676,norm_accumulation_auc,source_state_norm_drift,-0.02603321708738804,abs_log_norm_ratio,,v_source,6,all_tokens,max,4,2,0,0.842395806859713
0.03479103181470506,norm_accumulation_auc,source_state_norm_drift,-0.0006429621295476577,abs_log_norm_ratio,,v_source,6,all_tokens,mean,5,1,0,0.0347256651227264
0.01802740301900485,norm_accumulation_auc,source_state_norm_drift,-1.8712060409598053e-05,abs_log_norm_ratio,,v_source,6,all_tokens,p50,3,3,0,0.01790039257866738
0.08723649954481517,norm_accumulation_auc,source_state_norm_drift,-0.0014318258938146589,abs_log_norm_ratio,,v_source,6,all_tokens,p90,5,1,0,0.08712975990638372
0.12058194841156361,norm_accumulation_auc,source_state_norm_drift,-0.0034024718712316257,abs_log_norm_ratio,,v_source,6,all_tokens,p95,4,2,0,0.11884152814745902
0.22884123673429702,norm_accumulation_auc,source_state_norm_drift,-0.012004948644899135,abs_log_norm_ratio,,v_source,6,all_tokens,p99,5,1,0,0.22726585043361378
-0.22766444087028503,norm_accumulation_auc,representation_norm_error,-0.0027204155921936035,abs_log_norm_ratio,,v_stored,1,packed_history,max,1,0,0,-0.23038485646247864
0.056356962324119124,norm_accumulation_auc,representation_norm_error,-0.0014889452737423675,abs_log_norm_ratio,,v_stored,1,packed_history,mean,1,0,0,0.054868017050376756
0.07333352975547314,norm_accumulation_auc,representation_norm_error,-0.0023933779448270798,abs_log_norm_ratio,,v_stored,1,packed_history,p50,1,0,0,0.07094015181064606
0.04563769921660421,norm_accumulation_auc,representation_norm_error,-0.005389544367790239,abs_log_norm_ratio,,v_stored,1,packed_history,p90,1,0,0,0.04024815484881397
0.02910433933138855,norm_accumulation_auc,representation_norm_error,-0.002834197506308589,abs_log_norm_ratio,,v_stored,1,packed_history,p95,1,0,0,0.02627014182507996
-0.023896606266498907,norm_accumulation_auc,representation_norm_error,-0.00320971094071823,abs_log_norm_ratio,,v_stored,1,packed_history,p99,1,0,0,-0.027106317207217137
0.0,norm_accumulation_auc,representation_norm_error,0.0,abs_log_norm_ratio,,v_stored,6,pending_history,max,0,0,6,0.0
0.0,norm_accumulation_auc,representation_norm_error,0.0,abs_log_norm_ratio,,v_stored,6,pending_history,mean,0,0,6,0.0
0.0,norm_accumulation_auc,representation_norm_error,0.0,abs_log_norm_ratio,,v_stored,6,pending_history,p50,0,0,6,0.0
0.0,norm_accumulation_auc,representation_norm_error,0.0,abs_log_norm_ratio,,v_stored,6,pending_history,p90,0,0,6,0.0
0.0,norm_accumulation_auc,representation_norm_error,0.0,abs_log_norm_ratio,,v_stored,6,pending_history,p95,0,0,6,0.0
0.0,norm_accumulation_auc,representation_norm_error,0.0,abs_log_norm_ratio,,v_stored,6,pending_history,p99,0,0,6,0.0
0.0,norm_accumulation_auc,representation_norm_error,0.0,abs_log_norm_ratio,,v_stored,6,recent,max,0,0,6,0.0
0.0,norm_accumulation_auc,representation_norm_error,0.0,abs_log_norm_ratio,,v_stored,6,recent,mean,0,0,6,0.0
0.0,norm_accumulation_auc,representation_norm_error,0.0,abs_log_norm_ratio,,v_stored,6,recent,p50,0,0,6,0.0
0.0,norm_accumulation_auc,representation_norm_error,0.0,abs_log_norm_ratio,,v_stored,6,recent,p90,0,0,6,0.0
0.0,norm_accumulation_auc,representation_norm_error,0.0,abs_log_norm_ratio,,v_stored,6,recent,p95,0,0,6,0.0
0.0,norm_accumulation_auc,representation_norm_error,0.0,abs_log_norm_ratio,,v_stored,6,recent,p99,0,0,6,0.0
0.0,norm_accumulation_auc,representation_norm_error,0.0,abs_log_norm_ratio,,v_stored,6,sink,max,0,0,6,0.0
0.0,norm_accumulation_auc,representation_norm_error,0.0,abs_log_norm_ratio,,v_stored,6,sink,mean,0,0,6,0.0
0.0,norm_accumulation_auc,representation_norm_error,0.0,abs_log_norm_ratio,,v_stored,6,sink,p50,0,0,6,0.0
0.0,norm_accumulation_auc,representation_norm_error,0.0,abs_log_norm_ratio,,v_stored,6,sink,p90,0,0,6,0.0
0.0,norm_accumulation_auc,representation_norm_error,0.0,abs_log_norm_ratio,,v_stored,6,sink,p95,0,0,6,0.0
0.0,norm_accumulation_auc,representation_norm_error,0.0,abs_log_norm_ratio,,v_stored,6,sink,p99,0,0,6,0.0
0.5128461718559265,norm_accumulation_auc,stored_norm_error,-0.31053227186203003,abs_log_norm_ratio,,v_stored,1,packed_history,max,1,0,0,0.20231389999389648
0.05888688278700832,norm_accumulation_auc,stored_norm_error,0.0009412869222267944,abs_log_norm_ratio,,v_stored,1,packed_history,mean,0,1,0,0.059828169709235116
0.07444572821259499,norm_accumulation_auc,stored_norm_error,-0.0003574322909116745,abs_log_norm_ratio,,v_stored,1,packed_history,p50,1,0,0,0.07408829592168331
0.06116219013929364,norm_accumulation_auc,stored_norm_error,-0.0032360434532165555,abs_log_norm_ratio,,v_stored,1,packed_history,p90,1,0,0,0.05792614668607708
0.051423007622361266,norm_accumulation_auc,stored_norm_error,-0.002281054109334976,abs_log_norm_ratio,,v_stored,1,packed_history,p95,1,0,0,0.04914195351302629
0.007228737398982041,norm_accumulation_auc,stored_norm_error,0.004548555836082047,abs_log_norm_ratio,,v_stored,1,packed_history,p99,0,1,0,0.011777293235064087
0.510791469248943,norm_accumulation_auc,stored_norm_error,0.027720301412045956,abs_log_norm_ratio,,v_stored,6,pending_history,max,2,4,0,0.4912358770670835
0.047917748911768684,norm_accumulation_auc,stored_norm_error,-0.000539636238545995,abs_log_norm_ratio,,v_stored,6,pending_history,mean,3,3,0,0.04737011227906949
0.0347085663179314,norm_accumulation_auc,stored_norm_error,-0.0016685186419636011,abs_log_norm_ratio,,v_stored,6,pending_history,p50,4,2,0,0.035194243921068846
0.10342211657552981,norm_accumulation_auc,stored_norm_error,0.001289148395881047,abs_log_norm_ratio,,v_stored,6,pending_history,p90,3,3,0,0.10069238408250389
0.13722910826909354,norm_accumulation_auc,stored_norm_error,0.0011948850704357056,abs_log_norm_ratio,,v_stored,6,pending_history,p95,3,3,0,0.13486360275128384
0.241582924302347,norm_accumulation_auc,stored_norm_error,-0.0038883715867993607,abs_log_norm_ratio,,v_stored,6,pending_history,p99,4,2,0,0.22929154860918016
0.5719211441464722,norm_accumulation_auc,stored_norm_error,0.01156793162226677,abs_log_norm_ratio,,v_stored,6,recent,max,2,4,0,0.5844065905548632
0.051844028352701334,norm_accumulation_auc,stored_norm_error,-0.0002268281513415349,abs_log_norm_ratio,,v_stored,6,recent,mean,3,3,0,0.05289248475363399
0.03780601941252826,norm_accumulation_auc,stored_norm_error,0.0008079794315563049,abs_log_norm_ratio,,v_stored,6,recent,p50,2,4,0,0.037464276065293234
0.11164472041491538,norm_accumulation_auc,stored_norm_error,0.0005486097186803776,abs_log_norm_ratio,,v_stored,6,recent,p90,2,4,0,0.11460421647716432
0.15588882611482385,norm_accumulation_auc,stored_norm_error,-0.002327799866907204,abs_log_norm_ratio,,v_stored,6,recent,p95,4,2,0,0.1583949963460325
0.2957006858901876,norm_accumulation_auc,stored_norm_error,0.0012608063407242853,abs_log_norm_ratio,,v_stored,6,recent,p99,3,3,0,0.2903003416488354
7.408489182125777e-05,norm_accumulation_auc,stored_norm_error,0.0,abs_log_norm_ratio,,v_stored,6,sink,max,0,0,6,7.408489182125777e-05
7.466820265464302e-05,norm_accumulation_auc,stored_norm_error,0.0,abs_log_norm_ratio,,v_stored,6,sink,mean,0,0,6,7.466820265464302e-05
2.4390099497395568e-05,norm_accumulation_auc,stored_norm_error,0.0,abs_log_norm_ratio,,v_stored,6,sink,p50,0,0,6,2.4390099497395568e-05
0.0002649802554515187,norm_accumulation_auc,stored_norm_error,0.0,abs_log_norm_ratio,,v_stored,6,sink,p90,0,0,6,0.0002649802554515187
0.00036734067252837106,norm_accumulation_auc,stored_norm_error,0.0,abs_log_norm_ratio,,v_stored,6,sink,p95,0,0,6,0.00036734067252837106
0.00040767779806628743,norm_accumulation_auc,stored_norm_error,0.0,abs_log_norm_ratio,,v_stored,6,sink,p99,0,0,6,0.00040767779806628743
1.0611337572336197,norm_accumulation_auc,source_state_norm_drift,-0.2045125514268875,direction_error,,hidden,6,all_tokens,max,4,2,0,0.8491142839193344
0.030303190411620263,norm_accumulation_auc,source_state_norm_drift,-0.0025874161219919967,direction_error,,hidden,6,all_tokens,mean,5,1,0,0.02752150129337278
0.01737968623638153,norm_accumulation_auc,source_state_norm_drift,-0.0005641579627990723,direction_error,,hidden,6,all_tokens,p50,5,1,0,0.016990438103675842
0.06003934293985366,norm_accumulation_auc,source_state_norm_drift,0.00023298412561417042,direction_error,,hidden,6,all_tokens,p90,3,3,0,0.05854868590831757
0.08736479952931397,norm_accumulation_auc,source_state_norm_drift,-0.0032596662640571455,direction_error,,hidden,6,all_tokens,p95,4,2,0,0.08577456697821613
0.2923937547206876,norm_accumulation_auc,source_state_norm_drift,-0.026336643099784562,direction_error,,hidden,6,all_tokens,p99,5,1,0,0.25401724413037186
0.4188072234392166,norm_accumulation_auc,source_state_norm_drift,-0.07861660420894623,direction_error,,k_source,6,all_tokens,max,5,1,0,0.31157226860523224
0.004247267051479402,norm_accumulation_auc,source_state_norm_drift,-0.0004633314528929445,direction_error,,k_source,6,all_tokens,mean,5,1,0,0.003991487865299617
0.001956552267074585,norm_accumulation_auc,source_state_norm_drift,-4.8644840717315674e-05,direction_error,,k_source,6,all_tokens,p50,4,2,0,0.0019213929772377014
0.008070735633373263,norm_accumulation_auc,source_state_norm_drift,-0.0001407369971275327,direction_error,,k_source,6,all_tokens,p90,3,3,0,0.007808819413185121
0.012885251641273496,norm_accumulation_auc,source_state_norm_drift,-0.00048442110419273654,direction_error,,k_source,6,all_tokens,p95,4,2,0,0.01223657354712486
0.04809891462326067,norm_accumulation_auc,source_state_norm_drift,-0.004880142211914129,direction_error,,k_source,6,all_tokens,p99,4,2,0,0.04395016208291053
0.11838042736053467,norm_accumulation_auc,representation_norm_error,-0.09024325013160706,direction_error,,k_stored,1,packed_history,max,1,0,0,0.028137177228927612
0.01984483056003228,norm_accumulation_auc,representation_norm_error,-0.002392276009231864,direction_error,,k_stored,1,packed_history,mean,1,0,0,0.017452554550800414
0.02022966742515564,norm_accumulation_auc,representation_norm_error,-0.006728246808052063,direction_error,,k_stored,1,packed_history,p50,1,0,0,0.013501420617103577
0.022724059224128727,norm_accumulation_auc,representation_norm_error,0.01719928383827212,direction_error,,k_stored,1,packed_history,p90,0,1,0,0.03992334306240085
0.02533224225044247,norm_accumulation_auc,representation_norm_error,0.024728244543075546,direction_error,,k_stored,1,packed_history,p95,0,1,0,0.050060486793518016
0.030591338276863084,norm_accumulation_auc,representation_norm_error,0.03469591319561012,direction_error,,k_stored,1,packed_history,p99,0,1,0,0.0652872514724732
5.960464477539063e-08,norm_accumulation_auc,representation_norm_error,-2.9802322387695312e-08,direction_error,,k_stored,6,pending_history,max,3,2,1,2.9802322387695312e-08
5.7828180656483955e-09,norm_accumulation_auc,representation_norm_error,-2.317489475942441e-09,direction_error,,k_stored,6,pending_history,mean,4,2,0,2.9393377433764836e-09
0.0,norm_accumulation_auc,representation_norm_error,0.0,direction_error,,k_stored,6,pending_history,p50,0,0,6,0.0
2.9802322387695312e-08,norm_accumulation_auc,representation_norm_error,0.0,direction_error,,k_stored,6,pending_history,p90,0,1,5,2.9802322387695312e-08
0.0,norm_accumulation_auc,representation_norm_error,0.0,direction_error,,k_stored,6,pending_history,p95,0,1,5,0.0
5.960464477539063e-08,norm_accumulation_auc,representation_norm_error,-3.1888484954835475e-08,direction_error,,k_stored,6,pending_history,p99,4,1,1,0.0
2.9802322387695312e-08,norm_accumulation_auc,representation_norm_error,-1.4901161193847656e-08,direction_error,,k_stored,6,recent,max,3,1,2,-1.4901161193847656e-08
-4.220055416226387e-09,norm_accumulation_auc,representation_norm_error,-5.966285243630409e-10,direction_error,,k_stored,6,recent,mean,3,3,0,-6.984919309616089e-10
0.0,norm_accumulation_auc,representation_norm_error,0.0,direction_error,,k_stored,6,recent,p50,0,0,6,0.0
0.0,norm_accumulation_auc,representation_norm_error,0.0,direction_error,,k_stored,6,recent,p90,0,0,6,0.0
0.0,norm_accumulation_auc,representation_norm_error,0.0,direction_error,,k_stored,6,recent,p95,0,0,6,0.0
0.0,norm_accumulation_auc,representation_norm_error,0.0,direction_error,,k_stored,6,recent,p99,1,1,4,0.0
5.960464477539063e-08,norm_accumulation_auc,representation_norm_error,0.0,direction_error,,k_stored,6,sink,max,0,0,6,5.960464477539063e-08
-1.7811544239521027e-08,norm_accumulation_auc,representation_norm_error,0.0,direction_error,,k_stored,6,sink,mean,0,0,6,-1.7811544239521027e-08
0.0,norm_accumulation_auc,representation_norm_error,0.0,direction_error,,k_stored,6,sink,p50,0,0,6,0.0
0.0,norm_accumulation_auc,representation_norm_error,0.0,direction_error,,k_stored,6,sink,p90,0,0,6,0.0
-1.93715095520017e-08,norm_accumulation_auc,representation_norm_error,0.0,direction_error,,k_stored,6,sink,p95,0,0,6,-1.93715095520017e-08
-1.0266900062560994e-07,norm_accumulation_auc,representation_norm_error,0.0,direction_error,,k_stored,6,sink,p99,0,0,6,-1.0266900062560994e-07
0.1575314700603485,norm_accumulation_auc,stored_norm_error,0.02145671844482422,direction_error,,k_stored,1,packed_history,max,0,1,0,0.17898818850517273
0.024142597265381482,norm_accumulation_auc,stored_norm_error,-0.002825028596816992,direction_error,,k_stored,1,packed_history,mean,1,0,0,0.02131756866856449
0.024005770683288574,norm_accumulation_auc,stored_norm_error,-0.006779924035072327,direction_error,,k_stored,1,packed_history,p50,1,0,0,0.017225846648216248
0.029240599274635303,norm_accumulation_auc,stored_norm_error,0.015851247310638462,direction_error,,k_stored,1,packed_history,p90,0,1,0,0.045091846585273765
0.03269162178039548,norm_accumulation_auc,stored_norm_error,0.023105901479721053,direction_error,,k_stored,1,packed_history,p95,0,1,0,0.055797523260116534
0.046628064215183326,norm_accumulation_auc,stored_norm_error,0.0266704148054122,direction_error,,k_stored,1,packed_history,p99,0,1,0,0.07329847902059553
0.1284143626689911,norm_accumulation_auc,stored_norm_error,-0.002805560827255249,direction_error,,k_stored,6,pending_history,max,4,2,0,0.13525310158729553
0.005218066172594591,norm_accumulation_auc,stored_norm_error,0.0003249448918186005,direction_error,,k_stored,6,pending_history,mean,2,4,0,0.005640190378716676
0.0036436915397644043,norm_accumulation_auc,stored_norm_error,-0.00014241784811019897,direction_error,,k_stored,6,pending_history,p50,4,2,0,0.003437444567680359
0.0091019943356514,norm_accumulation_auc,stored_norm_error,0.0002904862165451047,direction_error,,k_stored,6,pending_history,p90,3,3,0,0.009536324441432957
0.013150312751531591,norm_accumulation_auc,stored_norm_error,0.0006895378232002359,direction_error,,k_stored,6,pending_history,p95,2,4,0,0.01708272099494933
0.053883247971534376,norm_accumulation_auc,stored_norm_error,0.00012892663478850097,direction_error,,k_stored,6,pending_history,p99,3,3,0,0.056733312606811484
0.19517096877098083,norm_accumulation_auc,stored_norm_error,-0.06154133379459381,direction_error,,k_stored,6,recent,max,4,2,0,0.15170496702194214
0.007113655679859221,norm_accumulation_auc,stored_norm_error,-0.0003211291186744347,direction_error,,k_stored,6,recent,mean,5,1,0,0.006965705193579197
0.003591686487197876,norm_accumulation_auc,stored_norm_error,8.492916822433472e-05,direction_error,,k_stored,6,recent,p50,2,4,0,0.0037933364510536194
0.011946952342987066,norm_accumulation_auc,stored_norm_error,-0.00023408681154251428,direction_error,,k_stored,6,recent,p90,4,2,0,0.011783953011035922
0.02155707105994223,norm_accumulation_auc,stored_norm_error,-0.00028844028711317443,direction_error,,k_stored,6,recent,p95,3,3,0,0.022589090466499293
0.07802241921424853,norm_accumulation_auc,stored_norm_error,-0.015532025247812265,direction_error,,k_stored,6,recent,p99,6,0,0,0.06058181807398791
