backend,decode_position,k_assignment_disagreement_rate,layer,task_key,v_assignment_disagreement_rate,v_gate_disagreement_rate
production,1024,0.1061662957072258,22,aime24:p12:s0:seed12042,0.3179408609867096,0.15234375
production,1024,0.109375,23,aime24:p12:s0:seed12042,0.3450055718421936,0.1565290242433548
production,1024,0.0959821417927742,24,aime24:p12:s0:seed12042,0.3327288031578064,0.1453683078289032
production,1024,0.1205357164144516,25,aime24:p12:s0:seed12042,0.3482142984867096,0.138671875
production,1024,0.0944475457072258,26,aime24:p12:s0:seed12042,0.3723493218421936,0.1569475382566452
production,1024,0.1268136203289032,27,aime24:p12:s0:seed12042,0.3405413031578064,0.140625
production,1024,0.1237444207072258,28,aime24:p12:s0:seed12042,0.3616071343421936,0.1407645046710968
production,1024,0.1170479878783226,29,aime24:p12:s0:seed12042,0.3561663031578064,0.1432756632566452
production,1024,0.1167689710855484,30,aime24:p12:s0:seed12042,0.3617466390132904,0.1309988796710968
production,1024,0.10546875,31,aime24:p12:s0:seed12042,0.3215680718421936,0.0950055792927742
production,2048,0.0,0,aime24:p12:s0:seed12042,0.0,0.0
production,2048,0.03854166716337204,1,aime24:p12:s0:seed12042,0.04837239533662796,0.01940104179084301
production,2048,0.09257812798023224,2,aime24:p12:s0:seed12042,0.1412760466337204,0.03092447854578495
production,2048,0.06243489682674408,3,aime24:p12:s0:seed12042,0.2611328065395355,0.07988281548023224
production,2048,0.06367187201976776,4,aime24:p12:s0:seed12042,0.2888020873069763,0.10065104067325592
production,2048,0.07363281399011612,5,aime24:p12:s0:seed12042,0.2457682341337204,0.08600260317325592
production,2048,0.06731770932674408,6,aime24:p12:s0:seed12042,0.33678385615348816,0.13229165971279144
production,2048,0.07376302033662796,7,aime24:p12:s0:seed12042,0.34231770038604736,0.12799479067325592
production,2048,0.08196614682674408,8,aime24:p12:s0:seed12042,0.36764323711395264,0.14563801884651184
production,2048,0.11529947817325592,9,aime24:p12:s0:seed12042,0.3931640684604645,0.17962239682674408
production,2048,0.13203124701976776,10,aime24:p12:s0:seed12042,0.4115234315395355,0.1884765625
production,2048,0.15813802182674408,11,aime24:p12:s0:seed12042,0.4491536319255829,0.18365885317325592
production,2048,0.05859375,12,aime24:p12:s0:seed12042,0.48873698711395264,0.20716145634651184
production,2048,0.16725260019302368,13,aime24:p12:s0:seed12042,0.42493489384651184,0.201171875
production,2048,0.19212239980697632,14,aime24:p12:s0:seed12042,0.3983723819255829,0.16184896230697632
production,2048,0.11249999701976776,15,aime24:p12:s0:seed12042,0.4488281309604645,0.19492188096046448
production,2048,0.10423176735639572,16,aime24:p12:s0:seed12042,0.3854166567325592,0.158203125
production,2048,0.10917969048023224,17,aime24:p12:s0:seed12042,0.4198567569255829,0.19902344048023224
production,2048,0.1162109375,18,aime24:p12:s0:seed12042,0.35371094942092896,0.14687499403953552
production,2048,0.111328125,19,aime24:p12:s0:seed12042,0.3889974057674408,0.16204427182674408
production,2048,0.12376301735639572,20,aime24:p12:s0:seed12042,0.3795572817325592,0.1529947966337204
production,2048,0.1370442658662796,21,aime24:p12:s0:seed12042,0.39466145634651184,0.14459635317325592
production,2048,0.11093749850988388,22,aime24:p12:s0:seed12042,0.380859375,0.16022135317325592
production,2048,0.11282552033662796,23,aime24:p12:s0:seed12042,0.41093748807907104,0.173828125
production,2048,0.1025390625,24,aime24:p12:s0:seed12042,0.40351563692092896,0.15709635615348816
production,2048,0.1324869841337204,25,aime24:p12:s0:seed12042,0.4149739444255829,0.15325520932674408
production,2048,0.10865885764360428,26,aime24:p12:s0:seed12042,0.43574219942092896,0.16595052182674408
production,2048,0.14641927182674408,27,aime24:p12:s0:seed12042,0.4110676944255829,0.14576822519302368
production,2048,0.13398437201976776,28,aime24:p12:s0:seed12042,0.41751301288604736,0.15078124403953552
production,2048,0.12851563096046448,29,aime24:p12:s0:seed12042,0.4287109375,0.15475259721279144
production,2048,0.125,30,aime24:p12:s0:seed12042,0.4319661557674408,0.14003905653953552
production,2048,0.12740884721279144,31,aime24:p12:s0:seed12042,0.3961588442325592,0.10078124701976776
production,4096,0.0,0,aime24:p12:s0:seed12042,0.0,0.0
production,4096,0.044701360166072845,1,aime24:p12:s0:seed12042,0.051820818334817886,0.018680695444345474
production,4096,0.1123361885547638,2,aime24:p12:s0:seed12042,0.17370212078094482,0.032163556665182114
production,4096,0.07966859638690948,3,aime24:p12:s0:seed12042,0.3182963728904724,0.08754410594701767
production,4096,0.07998362183570862,4,aime24:p12:s0:seed12042,0.3461441397666931,0.10272807627916336
production,4096,0.09000126272439957,5,aime24:p12:s0:seed12042,0.28884199261665344,0.08864667266607285
production,4096,0.08379536122083664,6,aime24:p12:s0:seed12042,0.40558844804763794,0.13744328916072845
production,4096,0.08848915994167328,7,aime24:p12:s0:seed12042,0.41431450843811035,0.1338205635547638
production,4096,0.08659904450178146,8,aime24:p12:s0:seed12042,0.44065019488334656,0.15250125527381897
production,4096,0.11551789194345474,9,aime24:p12:s0:seed12042,0.4759639501571655,0.1860194057226181
production,4096,0.1410660296678543,10,aime24:p12:s0:seed12042,0.48220136761665344,0.18239668011665344
production,4096,0.16396799683570862,11,aime24:p12:s0:seed12042,0.5224294066429138,0.17987650632858276
production,4096,0.06640625,12,aime24:p12:s0:seed12042,0.5751953125,0.21654485166072845
production,4096,0.17048890888690948,13,aime24:p12:s0:seed12042,0.49921244382858276,0.21418221294879913
production,4096,0.1962890625,14,aime24:p12:s0:seed12042,0.4657573103904724,0.16617313027381897
production,4096,0.10505922138690948,15,aime24:p12:s0:seed12042,0.5263041853904724,0.20337702333927155
production,4096,0.1073903739452362,16,aime24:p12:s0:seed12042,0.4554876387119293,0.16444052755832672
production,4096,0.11170615255832672,17,aime24:p12:s0:seed12042,0.4871786832809448,0.2099294364452362
production,4096,0.1084299385547638,18,aime24:p12:s0:seed12042,0.4168976843357086,0.15697453916072845
production,4096,0.11646295338869095,19,aime24:p12:s0:seed12042,0.4618825614452362,0.1738596260547638
production,4096,0.12128276377916336,20,aime24:p12:s0:seed12042,0.4501953125,0.16689768433570862
production,4096,0.1513041853904724,21,aime24:p12:s0:seed12042,0.4661983251571655,0.15558846294879913
production,4096,0.1084299385547638,22,aime24:p12:s0:seed12042,0.45230594277381897,0.1699533760547638
production,4096,0.11239919066429138,23,aime24:p12:s0:seed12042,0.4854145646095276,0.18290071189403534
production,4096,0.11384828388690948,24,aime24:p12:s0:seed12042,0.47136467695236206,0.1674647182226181
production,4096,0.1464213728904724,25,aime24:p12:s0:seed12042,0.4847845137119293,0.16176284849643707
production,4096,0.11025705933570862,26,aime24:p12:s0:seed12042,0.5139868855476379,0.1748046875
production,4096,0.15650202333927155,27,aime24:p12:s0:seed12042,0.49045488238334656,0.1527847796678543
production,4096,0.14037297666072845,28,aime24:p12:s0:seed12042,0.49045488238334656,0.1620778739452362
production,4096,0.140625,29,aime24:p12:s0:seed12042,0.5121282935142517,0.16283391416072845
production,4096,0.11873109638690948,30,aime24:p12:s0:seed12042,0.5134828686714172,0.15316280722618103
production,4096,0.14925655722618103,31,aime24:p12:s0:seed12042,0.4732232987880707,0.10080645233392715
production,128,,0,aime24:p14:s0:seed14042,,
production,128,,1,aime24:p14:s0:seed14042,,
production,128,,2,aime24:p14:s0:seed14042,,
production,128,,3,aime24:p14:s0:seed14042,,
production,128,,4,aime24:p14:s0:seed14042,,
production,128,,5,aime24:p14:s0:seed14042,,
production,128,,6,aime24:p14:s0:seed14042,,
production,128,,7,aime24:p14:s0:seed14042,,
production,128,,8,aime24:p14:s0:seed14042,,
production,128,,9,aime24:p14:s0:seed14042,,
production,128,,10,aime24:p14:s0:seed14042,,
production,128,,11,aime24:p14:s0:seed14042,,
production,128,,12,aime24:p14:s0:seed14042,,
production,128,,13,aime24:p14:s0:seed14042,,
production,128,,14,aime24:p14:s0:seed14042,,
production,128,,15,aime24:p14:s0:seed14042,,
production,128,,16,aime24:p14:s0:seed14042,,
production,128,,17,aime24:p14:s0:seed14042,,
production,128,,18,aime24:p14:s0:seed14042,,
production,128,,19,aime24:p14:s0:seed14042,,
production,128,,20,aime24:p14:s0:seed14042,,
production,128,,21,aime24:p14:s0:seed14042,,
production,128,,22,aime24:p14:s0:seed14042,,
production,128,,23,aime24:p14:s0:seed14042,,
production,128,,24,aime24:p14:s0:seed14042,,
production,128,,25,aime24:p14:s0:seed14042,,
production,128,,26,aime24:p14:s0:seed14042,,
production,128,,27,aime24:p14:s0:seed14042,,
production,128,,28,aime24:p14:s0:seed14042,,
production,128,,29,aime24:p14:s0:seed14042,,
production,128,,30,aime24:p14:s0:seed14042,,
production,128,,31,aime24:p14:s0:seed14042,,
production,256,0.0,0,aime24:p14:s0:seed14042,0.0,0.0
production,256,0.0,1,aime24:p14:s0:seed14042,0.0,0.0
production,256,0.0,2,aime24:p14:s0:seed14042,0.0,0.0
production,256,0.0,3,aime24:p14:s0:seed14042,0.0,0.0
production,256,0.0,4,aime24:p14:s0:seed14042,0.0,0.0
production,256,0.0,5,aime24:p14:s0:seed14042,0.0,0.0
production,256,0.0,6,aime24:p14:s0:seed14042,0.0,0.0
production,256,0.0,7,aime24:p14:s0:seed14042,0.0,0.0
production,256,0.0,8,aime24:p14:s0:seed14042,0.0,0.0
production,256,0.0,9,aime24:p14:s0:seed14042,0.0,0.0
production,256,0.0,10,aime24:p14:s0:seed14042,0.0,0.0
production,256,0.0,11,aime24:p14:s0:seed14042,0.0,0.0
production,256,0.0,12,aime24:p14:s0:seed14042,0.0,0.0
production,256,0.0,13,aime24:p14:s0:seed14042,0.0,0.0
production,256,0.0,14,aime24:p14:s0:seed14042,0.0,0.0
production,256,0.0,15,aime24:p14:s0:seed14042,0.0,0.0
production,256,0.0,16,aime24:p14:s0:seed14042,0.0,0.0
production,256,0.0,17,aime24:p14:s0:seed14042,0.0,0.0
production,256,0.0,18,aime24:p14:s0:seed14042,0.0,0.0
production,256,0.0,19,aime24:p14:s0:seed14042,0.0,0.0
production,256,0.0,20,aime24:p14:s0:seed14042,0.0,0.0
production,256,0.0,21,aime24:p14:s0:seed14042,0.0,0.0
production,256,0.0,22,aime24:p14:s0:seed14042,0.0,0.0
production,256,0.0,23,aime24:p14:s0:seed14042,0.0,0.0
production,256,0.0,24,aime24:p14:s0:seed14042,0.0,0.0
production,256,0.0,25,aime24:p14:s0:seed14042,0.0,0.0
production,256,0.0,26,aime24:p14:s0:seed14042,0.0,0.0
production,256,0.0,27,aime24:p14:s0:seed14042,0.0,0.0
production,256,0.0,28,aime24:p14:s0:seed14042,0.0,0.0
production,256,0.0,29,aime24:p14:s0:seed14042,0.0,0.0
production,256,0.0,30,aime24:p14:s0:seed14042,0.0,0.0
production,256,0.0,31,aime24:p14:s0:seed14042,0.0,0.0
production,512,0.0,0,aime24:p14:s0:seed14042,0.0,0.0
production,512,0.025390625,1,aime24:p14:s0:seed14042,0.0341796875,0.01725260354578495
production,512,0.0891927108168602,2,aime24:p14:s0:seed14042,0.1178385391831398,0.0445963554084301
production,512,0.0647786483168602,3,aime24:p14:s0:seed14042,0.1555989533662796,0.0706380233168602
production,512,0.0491536445915699,4,aime24:p14:s0:seed14042,0.1705729216337204,0.0787760391831398
production,512,0.0631510391831398,5,aime24:p14:s0:seed14042,0.1702473908662796,0.0817057266831398
production,512,0.0504557304084301,6,aime24:p14:s0:seed14042,0.2037760466337204,0.0947265625
production,512,0.0794270858168602,7,aime24:p14:s0:seed14042,0.1861979216337204,0.078125
production,512,0.1051432266831398,8,aime24:p14:s0:seed14042,0.2154947966337204,0.1002604141831398
production,512,0.1227213516831398,9,aime24:p14:s0:seed14042,0.2399088591337204,0.123046875
production,512,0.126953125,10,aime24:p14:s0:seed14042,0.224609375,0.1097005233168602
production,512,0.1402994841337204,11,aime24:p14:s0:seed14042,0.2434895783662796,0.1139322891831398
production,512,0.0830078125,12,aime24:p14:s0:seed14042,0.2652994692325592,0.1360677033662796
production,512,0.1416015625,13,aime24:p14:s0:seed14042,0.2327473908662796,0.1145833358168602
production,512,0.1389973908662796,14,aime24:p14:s0:seed14042,0.2262369841337204,0.0930989608168602
production,512,0.1422526091337204,15,aime24:p14:s0:seed14042,0.2604166567325592,0.1363932341337204
production,512,0.1165364608168602,16,aime24:p14:s0:seed14042,0.2005208283662796,0.09765625
production,512,0.1136067733168602,17,aime24:p14:s0:seed14042,0.2327473908662796,0.12890625
production,512,0.1243489608168602,18,aime24:p14:s0:seed14042,0.19140625,0.0875651016831398
production,512,0.1080729141831398,19,aime24:p14:s0:seed14042,0.2008463591337204,0.0944010391831398
production,512,0.1106770858168602,20,aime24:p14:s0:seed14042,0.2067057341337204,0.08984375
production,512,0.1324869841337204,21,aime24:p14:s0:seed14042,0.2220052033662796,0.091796875
production,512,0.1077473983168602,22,aime24:p14:s0:seed14042,0.2190755158662796,0.11328125
production,512,0.1217447891831398,23,aime24:p14:s0:seed14042,0.2106119841337204,0.1106770858168602
production,512,0.0934244766831398,24,aime24:p14:s0:seed14042,0.2106119841337204,0.115234375
production,512,0.1116536483168602,25,aime24:p14:s0:seed14042,0.2386067658662796,0.1149088516831398
production,512,0.0947265625,26,aime24:p14:s0:seed14042,0.2216796875,0.1106770858168602
production,512,0.1168619766831398,27,aime24:p14:s0:seed14042,0.2060546875,0.1051432266831398
production,512,0.1207682266831398,28,aime24:p14:s0:seed14042,0.2239583283662796,0.1139322891831398
production,512,0.111328125,29,aime24:p14:s0:seed14042,0.2395833283662796,0.1103515625
production,512,0.1087239608168602,30,aime24:p14:s0:seed14042,0.2535807192325592,0.1227213516831398
production,512,0.0970052108168602,31,aime24:p14:s0:seed14042,0.2027994841337204,0.068359375
production,1024,0.0,0,aime24:p14:s0:seed14042,0.0,0.0
production,1024,0.0340401791036129,1,aime24:p14:s0:seed14042,0.0428292416036129,0.01715959794819355
production,1024,0.0904017835855484,2,aime24:p14:s0:seed14042,0.119140625,0.0336216501891613
production,1024,0.0609654001891613,3,aime24:p14:s0:seed14042,0.1665736585855484,0.0618024542927742
production,1024,0.0539899542927742,4,aime24:p14:s0:seed14042,0.1824776828289032,0.0785435289144516
production,1024,0.0597098208963871,5,aime24:p14:s0:seed14042,0.1875,0.0827287957072258
production,1024,0.0481305792927742,6,aime24:p14:s0:seed14042,0.2433035671710968,0.1072823628783226
production,1024,0.0735212042927742,7,aime24:p14:s0:seed14042,0.23046875,0.0941685289144516
production,1024,0.0857979878783226,8,aime24:p14:s0:seed14042,0.2566964328289032,0.1187220960855484
production,1024,0.1238839253783226,9,aime24:p14:s0:seed14042,0.296875,0.1263950914144516
production,1024,0.115234375,10,aime24:p14:s0:seed14042,0.2799944281578064,0.1339285671710968
production,1024,0.1350446492433548,11,aime24:p14:s0:seed14042,0.3058035671710968,0.1252790242433548
production,1024,0.0655691996216774,12,aime24:p14:s0:seed14042,0.3404017984867096,0.15234375
production,1024,0.1488560289144516,13,aime24:p14:s0:seed14042,0.2868303656578064,0.1358816921710968
production,1024,0.1559709757566452,14,aime24:p14:s0:seed14042,0.2765066921710968,0.1099330335855484
production,1024,0.1236049085855484,15,aime24:p14:s0:seed14042,0.3243582546710968,0.1476004421710968
production,1024,0.1159319207072258,16,aime24:p14:s0:seed14042,0.2559988796710968,0.107421875
production,1024,0.1120256707072258,17,aime24:p14:s0:seed14042,0.2783203125,0.1291852742433548
production,1024,0.1177455335855484,18,aime24:p14:s0:seed14042,0.2214006632566452,0.0948660746216774
production,1024,0.1181640625,19,aime24:p14:s0:seed14042,0.2440011203289032,0.1072823628783226
production,1024,0.1266741007566452,20,aime24:p14:s0:seed14042,0.2445591539144516,0.1029575914144516
production,1024,0.1456473171710968,21,aime24:p14:s0:seed14042,0.2710658609867096,0.1053292378783226
production,1024,0.1120256707072258,22,aime24:p14:s0:seed14042,0.2571149468421936,0.1183035746216774
production,1024,0.1296037882566452,23,aime24:p14:s0:seed14042,0.2629743218421936,0.1229073628783226
production,1024,0.107421875,24,aime24:p14:s0:seed14042,0.2611607015132904,0.1178850457072258
production,1024,0.1291852742433548,25,aime24:p14:s0:seed14042,0.2755301296710968,0.1251395046710968
production,1024,0.1000279039144516,26,aime24:p14:s0:seed14042,0.2859933078289032,0.1213727667927742
production,1024,0.1291852742433548,27,aime24:p14:s0:seed14042,0.2661830484867096,0.1118861585855484
production,1024,0.1316964328289032,28,aime24:p14:s0:seed14042,0.2841796875,0.1294642835855484
production,1024,0.1206752210855484,29,aime24:p14:s0:seed14042,0.2942243218421936,0.1148158460855484
production,1024,0.1198381707072258,30,aime24:p14:s0:seed14042,0.3155691921710968,0.1291852742433548
production,1024,0.1056082621216774,31,aime24:p14:s0:seed14042,0.255859375,0.0738002210855484
production,2048,0.0,0,aime24:p14:s0:seed14042,0.0,0.0
production,2048,0.03600260242819786,1,aime24:p14:s0:seed14042,0.04537760466337204,0.01588541641831398
production,2048,0.10130207985639572,2,aime24:p14:s0:seed14042,0.13365885615348816,0.03131510317325592
production,2048,0.07167968899011612,3,aime24:p14:s0:seed14042,0.2109375,0.07018229365348816
production,2048,0.06386718899011612,4,aime24:p14:s0:seed14042,0.22988280653953552,0.08404947817325592
production,2048,0.07187499850988388,5,aime24:p14:s0:seed14042,0.22812500596046448,0.08320312201976776
production,2048,0.06113281100988388,6,aime24:p14:s0:seed14042,0.2991536557674408,0.11367187649011612
production,2048,0.07753906399011612,7,aime24:p14:s0:seed14042,0.29804688692092896,0.11484374850988388
production,2048,0.08580729365348816,8,aime24:p14:s0:seed14042,0.3290364444255829,0.13678385317325592
production,2048,0.12845052778720856,9,aime24:p14:s0:seed14042,0.3844400942325592,0.1533203125
production,2048,0.1357421875,10,aime24:p14:s0:seed14042,0.3766927123069763,0.16523437201976776
production,2048,0.17102864384651184,11,aime24:p14:s0:seed14042,0.4078775942325592,0.1565755158662796
production,2048,0.07493489235639572,12,aime24:p14:s0:seed14042,0.46204426884651184,0.18691405653953552
production,2048,0.18274739384651184,13,aime24:p14:s0:seed14042,0.4022786319255829,0.1803385466337204
production,2048,0.20065103471279144,14,aime24:p14:s0:seed14042,0.37942707538604736,0.14251302182674408
production,2048,0.13600260019302368,15,aime24:p14:s0:seed14042,0.43177083134651184,0.18932291865348816
production,2048,0.14101561903953552,16,aime24:p14:s0:seed14042,0.35755208134651184,0.14700521528720856
production,2048,0.13470052182674408,17,aime24:p14:s0:seed14042,0.3827473819255829,0.1744791716337204
production,2048,0.134765625,18,aime24:p14:s0:seed14042,0.32421875,0.1334635466337204
production,2048,0.13417968153953552,19,aime24:p14:s0:seed14042,0.34101563692092896,0.14628906548023224
production,2048,0.14622396230697632,20,aime24:p14:s0:seed14042,0.34264323115348816,0.14283853769302368
production,2048,0.16640624403953552,21,aime24:p14:s0:seed14042,0.3801432251930237,0.13977864384651184
production,2048,0.13580729067325592,22,aime24:p14:s0:seed14042,0.3628906309604645,0.15234375
production,2048,0.14720052480697632,23,aime24:p14:s0:seed14042,0.3779948055744171,0.15930989384651184
production,2048,0.13847656548023224,24,aime24:p14:s0:seed14042,0.35852864384651184,0.15273436903953552
production,2048,0.1559244841337204,25,aime24:p14:s0:seed14042,0.37773436307907104,0.15677084028720856
