backend,decode_position,k_assignment_tokens_match,k_centroid_count_match,k_centroid_max_abs_error,k_centroid_relative_l2,k_centroid_shape_legacy,k_centroid_shape_segmented,k_centroid_update_count_match,layer,legacy_cache_kind,legacy_k_assignment_tokens,legacy_k_centroid_count,legacy_k_centroid_update_count,legacy_packed_k_tokens,legacy_packed_v_tokens,legacy_pending_k_tokens,legacy_pending_v_tokens,legacy_recent_k_tokens,legacy_recent_v_tokens,legacy_sink_tokens,legacy_total_tokens,legacy_v_assignment_tokens,legacy_v_centroid_count,legacy_v_centroid_update_count,legacy_v_gate_tokens,packed_k_tokens_match,packed_v_tokens_match,pending_k_tokens_match,pending_v_tokens_match,recent_k_tokens_match,recent_v_tokens_match,segmented_cache_kind,segmented_k_assignment_tokens,segmented_k_centroid_count,segmented_k_centroid_update_count,segmented_packed_k_tokens,segmented_packed_v_tokens,segmented_pending_k_tokens,segmented_pending_v_tokens,segmented_recent_k_tokens,segmented_recent_v_tokens,segmented_sink_tokens,segmented_total_tokens,segmented_v_assignment_tokens,segmented_v_centroid_count,segmented_v_centroid_update_count,segmented_v_gate_tokens,sink_tokens_match,task_key,total_tokens_match,v_assignment_tokens_match,v_centroid_count_match,v_centroid_max_abs_error,v_centroid_relative_l2,v_centroid_shape_legacy,v_centroid_shape_segmented,v_centroid_update_count_match,v_gate_tokens_match
production,128,False,False,0.0,0.0,"[8, 33, 128]","[8, 32, 128]",False,10,legacy,128,33,1,128,128,0,0,64,64,0,192,128,33,1,128,False,False,False,False,False,False,segmented,0,32,0,0,0,64,64,128,128,0,192,0,32,0,0,True,aime24:p12:s0:seed12042,True,False,False,0.0,0.0,"[8, 33, 128]","[8, 32, 128]",False,False
production,128,False,False,0.0,0.0,"[8, 33, 128]","[8, 32, 128]",False,11,legacy,128,33,1,128,128,0,0,64,64,0,192,128,33,1,128,False,False,False,False,False,False,segmented,0,32,0,0,0,64,64,128,128,0,192,0,32,0,0,True,aime24:p12:s0:seed12042,True,False,False,0.0,0.0,"[8, 33, 128]","[8, 32, 128]",False,False
production,128,False,False,0.0,0.0,"[8, 33, 128]","[8, 32, 128]",False,12,legacy,128,33,1,128,128,0,0,64,64,0,192,128,33,1,128,False,False,False,False,False,False,segmented,0,32,0,0,0,64,64,128,128,0,192,0,32,0,0,True,aime24:p12:s0:seed12042,True,False,False,0.0,0.0,"[8, 33, 128]","[8, 32, 128]",False,False
production,128,False,False,0.0,0.0,"[8, 33, 128]","[8, 32, 128]",False,13,legacy,128,33,1,128,128,0,0,64,64,0,192,128,33,1,128,False,False,False,False,False,False,segmented,0,32,0,0,0,64,64,128,128,0,192,0,32,0,0,True,aime24:p12:s0:seed12042,True,False,False,0.0,0.0,"[8, 33, 128]","[8, 32, 128]",False,False
production,128,False,False,0.0,0.0,"[8, 33, 128]","[8, 32, 128]",False,14,legacy,128,33,1,128,128,0,0,64,64,0,192,128,33,1,128,False,False,False,False,False,False,segmented,0,32,0,0,0,64,64,128,128,0,192,0,32,0,0,True,aime24:p12:s0:seed12042,True,False,False,0.0,0.0,"[8, 33, 128]","[8, 32, 128]",False,False
production,128,False,False,0.0,0.0,"[8, 33, 128]","[8, 32, 128]",False,15,legacy,128,33,1,128,128,0,0,64,64,0,192,128,33,1,128,False,False,False,False,False,False,segmented,0,32,0,0,0,64,64,128,128,0,192,0,32,0,0,True,aime24:p12:s0:seed12042,True,False,False,0.0,0.0,"[8, 33, 128]","[8, 32, 128]",False,False
production,128,False,False,0.0,0.0,"[8, 33, 128]","[8, 32, 128]",False,16,legacy,128,33,1,128,128,0,0,64,64,0,192,128,33,1,128,False,False,False,False,False,False,segmented,0,32,0,0,0,64,64,128,128,0,192,0,32,0,0,True,aime24:p12:s0:seed12042,True,False,False,0.0,0.0,"[8, 33, 128]","[8, 32, 128]",False,False
production,128,False,False,0.0,0.0,"[8, 33, 128]","[8, 32, 128]",False,17,legacy,128,33,1,128,128,0,0,64,64,0,192,128,33,1,128,False,False,False,False,False,False,segmented,0,32,0,0,0,64,64,128,128,0,192,0,32,0,0,True,aime24:p12:s0:seed12042,True,False,False,0.0,0.0,"[8, 33, 128]","[8, 32, 128]",False,False
production,128,False,False,0.0,0.0,"[8, 33, 128]","[8, 32, 128]",False,18,legacy,128,33,1,128,128,0,0,64,64,0,192,128,33,1,128,False,False,False,False,False,False,segmented,0,32,0,0,0,64,64,128,128,0,192,0,32,0,0,True,aime24:p12:s0:seed12042,True,False,False,0.0,0.0,"[8, 33, 128]","[8, 32, 128]",False,False
production,128,False,False,0.0,0.0,"[8, 33, 128]","[8, 32, 128]",False,19,legacy,128,33,1,128,128,0,0,64,64,0,192,128,33,1,128,False,False,False,False,False,False,segmented,0,32,0,0,0,64,64,128,128,0,192,0,32,0,0,True,aime24:p12:s0:seed12042,True,False,False,0.0,0.0,"[8, 33, 128]","[8, 32, 128]",False,False
production,128,False,False,0.0,0.0,"[8, 33, 128]","[8, 32, 128]",False,20,legacy,128,33,1,128,128,0,0,64,64,0,192,128,33,1,128,False,False,False,False,False,False,segmented,0,32,0,0,0,64,64,128,128,0,192,0,32,0,0,True,aime24:p12:s0:seed12042,True,False,False,0.0,0.0,"[8, 33, 128]","[8, 32, 128]",False,False
production,128,False,False,0.0,0.0,"[8, 33, 128]","[8, 32, 128]",False,21,legacy,128,33,1,128,128,0,0,64,64,0,192,128,33,1,128,False,False,False,False,False,False,segmented,0,32,0,0,0,64,64,128,128,0,192,0,32,0,0,True,aime24:p12:s0:seed12042,True,False,False,0.0,0.0,"[8, 33, 128]","[8, 32, 128]",False,False
production,128,False,False,0.0,0.0,"[8, 33, 128]","[8, 32, 128]",False,22,legacy,128,33,1,128,128,0,0,64,64,0,192,128,33,1,128,False,False,False,False,False,False,segmented,0,32,0,0,0,64,64,128,128,0,192,0,32,0,0,True,aime24:p12:s0:seed12042,True,False,False,0.0,0.0,"[8, 33, 128]","[8, 32, 128]",False,False
production,128,False,False,0.0,0.0,"[8, 33, 128]","[8, 32, 128]",False,23,legacy,128,33,1,128,128,0,0,64,64,0,192,128,33,1,128,False,False,False,False,False,False,segmented,0,32,0,0,0,64,64,128,128,0,192,0,32,0,0,True,aime24:p12:s0:seed12042,True,False,False,0.0,0.0,"[8, 33, 128]","[8, 32, 128]",False,False
production,128,False,False,0.0,0.0,"[8, 33, 128]","[8, 32, 128]",False,24,legacy,128,33,1,128,128,0,0,64,64,0,192,128,33,1,128,False,False,False,False,False,False,segmented,0,32,0,0,0,64,64,128,128,0,192,0,32,0,0,True,aime24:p12:s0:seed12042,True,False,False,0.0,0.0,"[8, 33, 128]","[8, 32, 128]",False,False
production,128,False,False,0.0,0.0,"[8, 33, 128]","[8, 32, 128]",False,25,legacy,128,33,1,128,128,0,0,64,64,0,192,128,33,1,128,False,False,False,False,False,False,segmented,0,32,0,0,0,64,64,128,128,0,192,0,32,0,0,True,aime24:p12:s0:seed12042,True,False,False,0.0,0.0,"[8, 33, 128]","[8, 32, 128]",False,False
production,128,False,False,0.0,0.0,"[8, 33, 128]","[8, 32, 128]",False,26,legacy,128,33,1,128,128,0,0,64,64,0,192,128,33,1,128,False,False,False,False,False,False,segmented,0,32,0,0,0,64,64,128,128,0,192,0,32,0,0,True,aime24:p12:s0:seed12042,True,False,False,0.0,0.0,"[8, 33, 128]","[8, 32, 128]",False,False
production,128,False,False,0.0,0.0,"[8, 33, 128]","[8, 32, 128]",False,27,legacy,128,33,1,128,128,0,0,64,64,0,192,128,33,1,128,False,False,False,False,False,False,segmented,0,32,0,0,0,64,64,128,128,0,192,0,32,0,0,True,aime24:p12:s0:seed12042,True,False,False,0.0,0.0,"[8, 33, 128]","[8, 32, 128]",False,False
production,128,False,False,0.0,0.0,"[8, 33, 128]","[8, 32, 128]",False,28,legacy,128,33,1,128,128,0,0,64,64,0,192,128,33,1,128,False,False,False,False,False,False,segmented,0,32,0,0,0,64,64,128,128,0,192,0,32,0,0,True,aime24:p12:s0:seed12042,True,False,False,0.0,0.0,"[8, 33, 128]","[8, 32, 128]",False,False
production,128,False,False,0.0,0.0,"[8, 33, 128]","[8, 32, 128]",False,29,legacy,128,33,1,128,128,0,0,64,64,0,192,128,33,1,128,False,False,False,False,False,False,segmented,0,32,0,0,0,64,64,128,128,0,192,0,32,0,0,True,aime24:p12:s0:seed12042,True,False,False,0.0,0.0,"[8, 33, 128]","[8, 32, 128]",False,False
production,128,False,False,0.0,0.0,"[8, 33, 128]","[8, 32, 128]",False,30,legacy,128,33,1,128,128,0,0,64,64,0,192,128,33,1,128,False,False,False,False,False,False,segmented,0,32,0,0,0,64,64,128,128,0,192,0,32,0,0,True,aime24:p12:s0:seed12042,True,False,False,0.0,0.0,"[8, 33, 128]","[8, 32, 128]",False,False
production,128,False,False,0.0,0.0,"[8, 33, 128]","[8, 32, 128]",False,31,legacy,128,33,1,128,128,0,0,64,64,0,192,128,33,1,128,False,False,False,False,False,False,segmented,0,32,0,0,0,64,64,128,128,0,192,0,32,0,0,True,aime24:p12:s0:seed12042,True,False,False,0.0,0.0,"[8, 33, 128]","[8, 32, 128]",False,False
production,256,False,False,0.0,0.0,"[8, 34, 128]","[8, 33, 128]",False,0,legacy,256,34,2,256,256,0,0,64,64,0,320,256,34,2,256,False,False,False,False,False,False,segmented,128,33,1,128,128,64,64,128,128,0,320,128,33,1,128,True,aime24:p12:s0:seed12042,True,False,False,0.0,0.0,"[8, 34, 128]","[8, 33, 128]",False,False
production,256,False,False,0.0,0.0,"[8, 34, 128]","[8, 33, 128]",False,1,legacy,256,34,2,256,256,0,0,64,64,0,320,256,34,2,256,False,False,False,False,False,False,segmented,128,33,1,128,128,64,64,128,128,0,320,128,33,1,128,True,aime24:p12:s0:seed12042,True,False,False,0.0,0.0,"[8, 34, 128]","[8, 33, 128]",False,False
production,256,False,False,0.0,0.0,"[8, 34, 128]","[8, 33, 128]",False,2,legacy,256,34,2,256,256,0,0,64,64,0,320,256,34,2,256,False,False,False,False,False,False,segmented,128,33,1,128,128,64,64,128,128,0,320,128,33,1,128,True,aime24:p12:s0:seed12042,True,False,False,0.0,0.0,"[8, 34, 128]","[8, 33, 128]",False,False
production,256,False,False,0.0,0.0,"[8, 34, 128]","[8, 33, 128]",False,3,legacy,256,34,2,256,256,0,0,64,64,0,320,256,34,2,256,False,False,False,False,False,False,segmented,128,33,1,128,128,64,64,128,128,0,320,128,33,1,128,True,aime24:p12:s0:seed12042,True,False,False,0.0,0.0,"[8, 34, 128]","[8, 33, 128]",False,False
production,256,False,False,0.0,0.0,"[8, 34, 128]","[8, 33, 128]",False,4,legacy,256,34,2,256,256,0,0,64,64,0,320,256,34,2,256,False,False,False,False,False,False,segmented,128,33,1,128,128,64,64,128,128,0,320,128,33,1,128,True,aime24:p12:s0:seed12042,True,False,False,0.0,0.0,"[8, 34, 128]","[8, 33, 128]",False,False
production,256,False,False,0.0,0.0,"[8, 34, 128]","[8, 33, 128]",False,5,legacy,256,34,2,256,256,0,0,64,64,0,320,256,34,2,256,False,False,False,False,False,False,segmented,128,33,1,128,128,64,64,128,128,0,320,128,33,1,128,True,aime24:p12:s0:seed12042,True,False,False,0.0,0.0,"[8, 34, 128]","[8, 33, 128]",False,False
production,256,False,False,0.0,0.0,"[8, 34, 128]","[8, 33, 128]",False,6,legacy,256,34,2,256,256,0,0,64,64,0,320,256,34,2,256,False,False,False,False,False,False,segmented,128,33,1,128,128,64,64,128,128,0,320,128,33,1,128,True,aime24:p12:s0:seed12042,True,False,False,0.0,0.0,"[8, 34, 128]","[8, 33, 128]",False,False
production,256,False,False,0.0,0.0,"[8, 34, 128]","[8, 33, 128]",False,7,legacy,256,34,2,256,256,0,0,64,64,0,320,256,34,2,256,False,False,False,False,False,False,segmented,128,33,1,128,128,64,64,128,128,0,320,128,33,1,128,True,aime24:p12:s0:seed12042,True,False,False,0.0,0.0,"[8, 34, 128]","[8, 33, 128]",False,False
production,256,False,False,0.0,0.0,"[8, 34, 128]","[8, 33, 128]",False,8,legacy,256,34,2,256,256,0,0,64,64,0,320,256,34,2,256,False,False,False,False,False,False,segmented,128,33,1,128,128,64,64,128,128,0,320,128,33,1,128,True,aime24:p12:s0:seed12042,True,False,False,0.0,0.0,"[8, 34, 128]","[8, 33, 128]",False,False
production,256,False,False,0.0,0.0,"[8, 34, 128]","[8, 33, 128]",False,9,legacy,256,34,2,256,256,0,0,64,64,0,320,256,34,2,256,False,False,False,False,False,False,segmented,128,33,1,128,128,64,64,128,128,0,320,128,33,1,128,True,aime24:p12:s0:seed12042,True,False,False,0.0,0.0,"[8, 34, 128]","[8, 33, 128]",False,False
production,256,False,False,0.0,0.0,"[8, 34, 128]","[8, 33, 128]",False,10,legacy,256,34,2,256,256,0,0,64,64,0,320,256,34,2,256,False,False,False,False,False,False,segmented,128,33,1,128,128,64,64,128,128,0,320,128,33,1,128,True,aime24:p12:s0:seed12042,True,False,False,0.0,0.0,"[8, 34, 128]","[8, 33, 128]",False,False
production,256,False,False,0.0,0.0,"[8, 34, 128]","[8, 33, 128]",False,11,legacy,256,34,2,256,256,0,0,64,64,0,320,256,34,2,256,False,False,False,False,False,False,segmented,128,33,1,128,128,64,64,128,128,0,320,128,33,1,128,True,aime24:p12:s0:seed12042,True,False,False,0.0,0.0,"[8, 34, 128]","[8, 33, 128]",False,False
production,256,False,False,0.0,0.0,"[8, 34, 128]","[8, 33, 128]",False,12,legacy,256,34,2,256,256,0,0,64,64,0,320,256,34,2,256,False,False,False,False,False,False,segmented,128,33,1,128,128,64,64,128,128,0,320,128,33,1,128,True,aime24:p12:s0:seed12042,True,False,False,0.0,0.0,"[8, 34, 128]","[8, 33, 128]",False,False
production,256,False,False,0.0,0.0,"[8, 34, 128]","[8, 33, 128]",False,13,legacy,256,34,2,256,256,0,0,64,64,0,320,256,34,2,256,False,False,False,False,False,False,segmented,128,33,1,128,128,64,64,128,128,0,320,128,33,1,128,True,aime24:p12:s0:seed12042,True,False,False,0.0,0.0,"[8, 34, 128]","[8, 33, 128]",False,False
production,256,False,False,0.0,0.0,"[8, 34, 128]","[8, 33, 128]",False,14,legacy,256,34,2,256,256,0,0,64,64,0,320,256,34,2,256,False,False,False,False,False,False,segmented,128,33,1,128,128,64,64,128,128,0,320,128,33,1,128,True,aime24:p12:s0:seed12042,True,False,False,0.0,0.0,"[8, 34, 128]","[8, 33, 128]",False,False
production,256,False,False,0.0,0.0,"[8, 34, 128]","[8, 33, 128]",False,15,legacy,256,34,2,256,256,0,0,64,64,0,320,256,34,2,256,False,False,False,False,False,False,segmented,128,33,1,128,128,64,64,128,128,0,320,128,33,1,128,True,aime24:p12:s0:seed12042,True,False,False,0.0,0.0,"[8, 34, 128]","[8, 33, 128]",False,False
production,256,False,False,0.0,0.0,"[8, 34, 128]","[8, 33, 128]",False,16,legacy,256,34,2,256,256,0,0,64,64,0,320,256,34,2,256,False,False,False,False,False,False,segmented,128,33,1,128,128,64,64,128,128,0,320,128,33,1,128,True,aime24:p12:s0:seed12042,True,False,False,0.0,0.0,"[8, 34, 128]","[8, 33, 128]",False,False
production,256,False,False,0.0,0.0,"[8, 34, 128]","[8, 33, 128]",False,17,legacy,256,34,2,256,256,0,0,64,64,0,320,256,34,2,256,False,False,False,False,False,False,segmented,128,33,1,128,128,64,64,128,128,0,320,128,33,1,128,True,aime24:p12:s0:seed12042,True,False,False,0.0,0.0,"[8, 34, 128]","[8, 33, 128]",False,False
production,256,False,False,0.0,0.0,"[8, 34, 128]","[8, 33, 128]",False,18,legacy,256,34,2,256,256,0,0,64,64,0,320,256,34,2,256,False,False,False,False,False,False,segmented,128,33,1,128,128,64,64,128,128,0,320,128,33,1,128,True,aime24:p12:s0:seed12042,True,False,False,0.0,0.0,"[8, 34, 128]","[8, 33, 128]",False,False
production,256,False,False,0.0,0.0,"[8, 34, 128]","[8, 33, 128]",False,19,legacy,256,34,2,256,256,0,0,64,64,0,320,256,34,2,256,False,False,False,False,False,False,segmented,128,33,1,128,128,64,64,128,128,0,320,128,33,1,128,True,aime24:p12:s0:seed12042,True,False,False,0.0,0.0,"[8, 34, 128]","[8, 33, 128]",False,False
production,256,False,False,0.0,0.0,"[8, 34, 128]","[8, 33, 128]",False,20,legacy,256,34,2,256,256,0,0,64,64,0,320,256,34,2,256,False,False,False,False,False,False,segmented,128,33,1,128,128,64,64,128,128,0,320,128,33,1,128,True,aime24:p12:s0:seed12042,True,False,False,0.0,0.0,"[8, 34, 128]","[8, 33, 128]",False,False
production,256,False,False,0.0,0.0,"[8, 34, 128]","[8, 33, 128]",False,21,legacy,256,34,2,256,256,0,0,64,64,0,320,256,34,2,256,False,False,False,False,False,False,segmented,128,33,1,128,128,64,64,128,128,0,320,128,33,1,128,True,aime24:p12:s0:seed12042,True,False,False,0.0,0.0,"[8, 34, 128]","[8, 33, 128]",False,False
production,256,False,False,0.0,0.0,"[8, 34, 128]","[8, 33, 128]",False,22,legacy,256,34,2,256,256,0,0,64,64,0,320,256,34,2,256,False,False,False,False,False,False,segmented,128,33,1,128,128,64,64,128,128,0,320,128,33,1,128,True,aime24:p12:s0:seed12042,True,False,False,0.0,0.0,"[8, 34, 128]","[8, 33, 128]",False,False
production,256,False,False,0.0,0.0,"[8, 34, 128]","[8, 33, 128]",False,23,legacy,256,34,2,256,256,0,0,64,64,0,320,256,34,2,256,False,False,False,False,False,False,segmented,128,33,1,128,128,64,64,128,128,0,320,128,33,1,128,True,aime24:p12:s0:seed12042,True,False,False,0.0,0.0,"[8, 34, 128]","[8, 33, 128]",False,False
production,256,False,False,0.0,0.0,"[8, 34, 128]","[8, 33, 128]",False,24,legacy,256,34,2,256,256,0,0,64,64,0,320,256,34,2,256,False,False,False,False,False,False,segmented,128,33,1,128,128,64,64,128,128,0,320,128,33,1,128,True,aime24:p12:s0:seed12042,True,False,False,0.0,0.0,"[8, 34, 128]","[8, 33, 128]",False,False
production,256,False,False,0.0,0.0,"[8, 34, 128]","[8, 33, 128]",False,25,legacy,256,34,2,256,256,0,0,64,64,0,320,256,34,2,256,False,False,False,False,False,False,segmented,128,33,1,128,128,64,64,128,128,0,320,128,33,1,128,True,aime24:p12:s0:seed12042,True,False,False,0.0,0.0,"[8, 34, 128]","[8, 33, 128]",False,False
production,256,False,False,0.0,0.0,"[8, 34, 128]","[8, 33, 128]",False,26,legacy,256,34,2,256,256,0,0,64,64,0,320,256,34,2,256,False,False,False,False,False,False,segmented,128,33,1,128,128,64,64,128,128,0,320,128,33,1,128,True,aime24:p12:s0:seed12042,True,False,False,0.0,0.0,"[8, 34, 128]","[8, 33, 128]",False,False
production,256,False,False,0.0,0.0,"[8, 34, 128]","[8, 33, 128]",False,27,legacy,256,34,2,256,256,0,0,64,64,0,320,256,34,2,256,False,False,False,False,False,False,segmented,128,33,1,128,128,64,64,128,128,0,320,128,33,1,128,True,aime24:p12:s0:seed12042,True,False,False,0.0,0.0,"[8, 34, 128]","[8, 33, 128]",False,False
production,256,False,False,0.0,0.0,"[8, 34, 128]","[8, 33, 128]",False,28,legacy,256,34,2,256,256,0,0,64,64,0,320,256,34,2,256,False,False,False,False,False,False,segmented,128,33,1,128,128,64,64,128,128,0,320,128,33,1,128,True,aime24:p12:s0:seed12042,True,False,False,0.0,0.0,"[8, 34, 128]","[8, 33, 128]",False,False
production,256,False,False,0.0,0.0,"[8, 34, 128]","[8, 33, 128]",False,29,legacy,256,34,2,256,256,0,0,64,64,0,320,256,34,2,256,False,False,False,False,False,False,segmented,128,33,1,128,128,64,64,128,128,0,320,128,33,1,128,True,aime24:p12:s0:seed12042,True,False,False,0.0,0.0,"[8, 34, 128]","[8, 33, 128]",False,False
production,256,False,False,0.0,0.0,"[8, 34, 128]","[8, 33, 128]",False,30,legacy,256,34,2,256,256,0,0,64,64,0,320,256,34,2,256,False,False,False,False,False,False,segmented,128,33,1,128,128,64,64,128,128,0,320,128,33,1,128,True,aime24:p12:s0:seed12042,True,False,False,0.0,0.0,"[8, 34, 128]","[8, 33, 128]",False,False
production,256,False,False,0.0,0.0,"[8, 34, 128]","[8, 33, 128]",False,31,legacy,256,34,2,256,256,0,0,64,64,0,320,256,34,2,256,False,False,False,False,False,False,segmented,128,33,1,128,128,64,64,128,128,0,320,128,33,1,128,True,aime24:p12:s0:seed12042,True,False,False,0.0,0.0,"[8, 34, 128]","[8, 33, 128]",False,False
production,512,False,False,0.0,0.0,"[8, 36, 128]","[8, 35, 128]",False,0,legacy,512,36,4,512,512,0,0,64,64,0,576,512,36,4,512,False,False,False,False,False,False,segmented,384,35,3,384,384,64,64,128,128,0,576,384,35,3,384,True,aime24:p12:s0:seed12042,True,False,False,0.0,0.0,"[8, 36, 128]","[8, 35, 128]",False,False
production,512,False,False,0.29931640625,1.8799291865434498e-05,"[8, 36, 128]","[8, 35, 128]",False,1,legacy,512,36,4,512,512,0,0,64,64,0,576,512,36,4,512,False,False,False,False,False,False,segmented,384,35,3,384,384,64,64,128,128,0,576,384,35,3,384,True,aime24:p12:s0:seed12042,True,False,False,0.0419921875,0.0001795652788132429,"[8, 36, 128]","[8, 35, 128]",False,False
production,512,False,False,1.828125,0.0004108506254851818,"[8, 36, 128]","[8, 35, 128]",False,2,legacy,512,36,4,512,512,0,0,64,64,0,576,512,36,4,512,False,False,False,False,False,False,segmented,384,35,3,384,384,64,64,128,128,0,576,384,35,3,384,True,aime24:p12:s0:seed12042,True,False,False,0.1102294921875,0.0008254271815530956,"[8, 36, 128]","[8, 35, 128]",False,False
production,512,False,False,0.828125,0.0002712968271225691,"[8, 36, 128]","[8, 35, 128]",False,3,legacy,512,36,4,512,512,0,0,64,64,0,576,512,36,4,512,False,False,False,False,False,False,segmented,384,35,3,384,384,64,64,128,128,0,576,384,35,3,384,True,aime24:p12:s0:seed12042,True,False,False,0.1484375,0.001568256295286119,"[8, 36, 128]","[8, 35, 128]",False,False
production,512,False,False,0.732421875,0.00031469063833355904,"[8, 36, 128]","[8, 35, 128]",False,4,legacy,512,36,4,512,512,0,0,64,64,0,576,512,36,4,512,False,False,False,False,False,False,segmented,384,35,3,384,384,64,64,128,128,0,576,384,35,3,384,True,aime24:p12:s0:seed12042,True,False,False,0.2333984375,0.002520617563277483,"[8, 36, 128]","[8, 35, 128]",False,False
production,512,False,False,3.62890625,0.0015714506153017282,"[8, 36, 128]","[8, 35, 128]",False,5,legacy,512,36,4,512,512,0,0,64,64,0,576,512,36,4,512,False,False,False,False,False,False,segmented,384,35,3,384,384,64,64,128,128,0,576,384,35,3,384,True,aime24:p12:s0:seed12042,True,False,False,0.22607421875,0.002609109040349722,"[8, 36, 128]","[8, 35, 128]",False,False
