path,sha256,record_count,v_prefill_record_count
/tmp/patternkv-insight-wave-a-4090-runtime6c88/results/insight_v2/wave_a_4090_single/observer/gsm8k/gsm8k/p0559_oracle_seed0.json,01e0230e31fdc9e15ca4ca98dd3bdee59f3f0c5812908a2ebdd2d688284066b7,1024,0
/tmp/patternkv-insight-wave-a-4090-runtime6c88/results/insight_v2/wave_a_4090_single/observer/gsm8k/gsm8k/p0588_oracle_seed0.json,4dae8b5da94812e92587d732e7bc776f09d2281631245e8d7fbf52728c209d06,1024,0
/tmp/patternkv-insight-wave-a-4090-runtime6c88/results/insight_v2/wave_a_4090_single/observer/gsm8k/gsm8k/p0593_oracle_seed0.json,1bd1d76253e5634409f08383b02fa24dcf32154655943cb62f88249dd92c47c7,1024,0
/tmp/patternkv-insight-wave-a-4090-runtime6c88/results/insight_v2/wave_a_4090_single/observer/gsm8k/gsm8k/p0606_oracle_seed0.json,57458658798ddcd92cb8bbd1d6c697f989baacfa6a0645515c9935983aeee003,1024,0
/tmp/patternkv-insight-wave-a-4090-runtime6c88/results/insight_v2/wave_a_4090_single/observer/gsm8k/gsm8k/p0615_oracle_seed0.json,bf6da5b8b1cca90fbbbd5099de300a7583cef3edef8ee7bf9f05c17a292dbe65,1024,0
/tmp/patternkv-insight-wave-a-4090-runtime6c88/results/insight_v2/wave_a_4090_single/observer/gsm8k/gsm8k/p0664_oracle_seed0.json,d64dcb6afa46e858fbf24ac234958cbfb80767fee0ac07c70ad1a73f95ea1edd,1024,0
/tmp/patternkv-insight-wave-a-4090-runtime6c88/results/insight_v2/wave_a_4090_single/observer/gsm8k/gsm8k/p0665_oracle_seed0.json,7963f7921dc2c6c09bebf7ed8ba33ea16a3ba3ac140a2344c2a5f4e0c7bcc713,1024,0
/tmp/patternkv-insight-wave-a-4090-runtime6c88/results/insight_v2/wave_a_4090_single/observer/gsm8k/gsm8k/p0711_oracle_seed0.json,53cd413ddbf71cd2b5c8d10de15c986b2d40d5ed2b2dbe6d20b6efafba281447,1024,0
/tmp/patternkv-insight-wave-a-4090-runtime6c88/results/insight_v2/wave_a_4090_single/observer/gsm8k/gsm8k/p0714_oracle_seed0.json,cfcdf459364e20095cba52d52e26830ee39ae11c3af456f6fa9cac96f5835fa5,1024,0
/tmp/patternkv-insight-wave-a-4090-runtime6c88/results/insight_v2/wave_a_4090_single/observer/gsm8k/gsm8k/p0731_oracle_seed0.json,85a5af9d6ba8416e10f20d5598d624bb1c2367482f25f9f41cd2092aba9d8967,1536,0
/tmp/patternkv-insight-wave-a-4090-runtime6c88/results/insight_v2/wave_a_4090_single/observer/gsm8k/gsm8k/p0745_oracle_seed0.json,170cc229449a112f166099036dfa0d113d3d735f69b107ad7edceb4dd354e378,1024,0
/tmp/patternkv-insight-wave-a-4090-runtime6c88/results/insight_v2/wave_a_4090_single/observer/gsm8k/gsm8k/p0749_oracle_seed0.json,e535c5b7b95d9d6d0ef65ff541c0d762396de6ea0e09085127ef078dd8ce6379,1024,0
/tmp/patternkv-insight-wave-a-4090-runtime6c88/results/insight_v2/wave_a_4090_single/observer/gsm8k/gsm8k/p0798_oracle_seed0.json,193bbb73d4caa425a685becd44caaecbe6ebae4c968b282e7d7dcf69fbe5f034,3968,2368
/tmp/patternkv-insight-wave-a-4090-runtime6c88/results/insight_v2/wave_a_4090_single/observer/gsm8k/gsm8k/p0807_oracle_seed0.json,6213dcd6c617c4082a07b5eedbdb56f2b27b90455343353aec3e4b3b97ec4633,1024,0
/tmp/patternkv-insight-wave-a-4090-runtime6c88/results/insight_v2/wave_a_4090_single/observer/gsm8k/gsm8k/p0808_oracle_seed0.json,20b4d1e0ef083f409c4c74cdb7292692792e968c5b8c3d458a6204adb375e2e4,1536,0
/tmp/patternkv-insight-wave-a-4090-runtime6c88/results/insight_v2/wave_a_4090_single/observer/gsm8k/gsm8k/p0809_oracle_seed0.json,971570a7d03682c68b0db6842fc312caa9adba5d8e74e59f52d12699e99c18fb,1024,0
/tmp/patternkv-insight-wave-a-4090-runtime6c88/results/insight_v2/wave_a_4090_single/observer/gsm8k/gsm8k/p0810_oracle_seed0.json,aa71909deb74605e94d1afdbea47ff3efd0ea1d0ba27d969c1da38a338d69e0e,1536,0
/tmp/patternkv-insight-wave-a-4090-runtime6c88/results/insight_v2/wave_a_4090_single/observer/gsm8k/gsm8k/p0818_oracle_seed0.json,ef692c42c0b3889c66435951baa8ce7e798ebcc59604b4a82fd92d52bea974d2,1024,0
/tmp/patternkv-insight-wave-a-4090-runtime6c88/results/insight_v2/wave_a_4090_single/observer/gsm8k/gsm8k/p0829_oracle_seed0.json,9e92f1ca6ff21efcf430e9ea042af50a58ecddf17025edd7687d251567b80e8a,1024,0
/tmp/patternkv-insight-wave-a-4090-runtime6c88/results/insight_v2/wave_a_4090_single/observer/gsm8k/gsm8k/p0841_oracle_seed0.json,1190d4a851fe799c8b7f7f6ad79e5a74438183b30dfb8610ef35caef7256948e,1024,0
/tmp/patternkv-insight-wave-a-4090-runtime6c88/results/insight_v2/wave_a_4090_single/observer/gsm8k/gsm8k/p0886_oracle_seed0.json,2286ae0e958d7418e5f7fb443c6178a8ce9c42dfbfe9bba25441dc3ff5f96781,1536,0
/tmp/patternkv-insight-wave-a-4090-runtime6c88/results/insight_v2/wave_a_4090_single/observer/gsm8k/gsm8k/p0905_oracle_seed0.json,876fea0a6f2d96b5c8e66d8783cd601b1157b4ff59e83d9b342e02b145934cd8,4096,0
/tmp/patternkv-insight-wave-a-4090-runtime6c88/results/insight_v2/wave_a_4090_single/observer/gsm8k/gsm8k/p0933_oracle_seed0.json,67779bef32908d28cdfa76f69bad6192e66d0f3045b347b6f8bebcb9469f53ca,1024,0
/tmp/patternkv-insight-wave-a-4090-runtime6c88/results/insight_v2/wave_a_4090_single/observer/gsm8k/gsm8k/p0943_oracle_seed0.json,b277b671992b4f66ecdc955108a5fcb19305169a0558e392589eb1f17e8f8aef,4096,0
/tmp/patternkv-insight-wave-a-4090-runtime6c88/results/insight_v2/wave_a_4090_single/observer/gsm8k/gsm8k/p0950_oracle_seed0.json,8b05356fd042d7d4350d4d26241c90cf20c471d68268c02b26bae63620d02daa,2048,0
/tmp/patternkv-insight-wave-a-4090-runtime6c88/results/insight_v2/wave_a_4090_single/observer/gsm8k/gsm8k/p0954_oracle_seed0.json,eec8f14e0eb6c07b66cf5f6ac9d51c6966abd86c53462d1f6e6809f1993dd668,1024,0
/tmp/patternkv-insight-wave-a-4090-runtime6c88/results/insight_v2/wave_a_4090_single/observer/gsm8k/gsm8k/p0963_oracle_seed0.json,d2664b0f2180e1c287a87c62d4fe6cd87a0f1a53c8b674c3ab6e2cef8463ed24,2048,0
/tmp/patternkv-insight-wave-a-4090-runtime6c88/results/insight_v2/wave_a_4090_single/observer/gsm8k/gsm8k/p0972_oracle_seed0.json,f7f30baa57a44996876ad00f455d1bcedeca9937ff888e99b953884d38ab7238,1536,0
/tmp/patternkv-insight-wave-a-4090-runtime6c88/results/insight_v2/wave_a_4090_single/observer/gsm8k/gsm8k/p0991_oracle_seed0.json,61c5586e4d9604ef5427e72787f3a4654449f0ae611a21462be1d987a5e2001f,3584,0
/tmp/patternkv-insight-wave-a-4090-runtime6c88/results/insight_v2/wave_a_4090_single/observer/gsm8k/gsm8k/p1017_oracle_seed0.json,408de6973fa2880d960a74d126a1e6f00a8a168c87a779c37b42ed57fc2b42db,1024,0
/tmp/patternkv-insight-wave-a-4090-runtime6c88/results/insight_v2/wave_a_4090_single/observer/gsm8k/gsm8k/p1026_oracle_seed0.json,72d647d0c9b0cfc2d6a4733d78c608ada3e1546d05fcbb6ee7794904b596cd1c,1536,0
/tmp/patternkv-insight-wave-a-4090-runtime6c88/results/insight_v2/wave_a_4090_single/observer/gsm8k/gsm8k/p1047_oracle_seed0.json,7333142b431afc3376506e7c841c8d27433775186265ca8a405f55a5c6423627,1536,0
/tmp/patternkv-insight-wave-a-4090-runtime6c88/results/insight_v2/wave_a_4090_single/observer/gsm8k/gsm8k/p1052_oracle_seed0.json,fa1c76fa122f3908e8c4fe30d7c3db1e22dae27a2908ce42b8add8dac06ab102,1024,0
/tmp/patternkv-insight-wave-a-4090-runtime6c88/results/insight_v2/wave_a_4090_single/observer/gsm8k/gsm8k/p1056_oracle_seed0.json,50c621bfbd48b06631cbbe2e7a27835ffacea8c41de0a3864bef66117e5f0f76,1536,0
/tmp/patternkv-insight-wave-a-4090-runtime6c88/results/insight_v2/wave_a_4090_single/observer/gsm8k/gsm8k/p1062_oracle_seed0.json,cce583edbf12f6f0194c981da5fde4da582f16059cb488a319c408fa5156c80b,1024,0
/tmp/patternkv-insight-wave-a-4090-runtime6c88/results/insight_v2/wave_a_4090_single/observer/gsm8k/gsm8k/p1063_oracle_seed0.json,e9a80b85a423a0f871d56ec336a8c63d20e6cefce6c33b59c1aded83a844831d,1024,0
/tmp/patternkv-insight-wave-a-4090-runtime6c88/results/insight_v2/wave_a_4090_single/observer/gsm8k/gsm8k/p1069_oracle_seed0.json,f6fa43b1f998b177d50362af70216e176fdef8afa3fc6faf92db8c0bb22fda0d,4096,2368
/tmp/patternkv-insight-wave-a-4090-runtime6c88/results/insight_v2/wave_a_4090_single/observer/gsm8k/gsm8k/p1090_oracle_seed0.json,dfe5cb8a52dad16183508f2ea7854f0e40a33a67a3ae88e17cf2d7bb66d2734e,1536,0
/tmp/patternkv-insight-wave-a-4090-runtime6c88/results/insight_v2/wave_a_4090_single/observer/gsm8k/gsm8k/p1093_oracle_seed0.json,224a7aa2e123a2ca51ed6d85ebee696c0d9cc0cc654f978fcd27dcf7b9459a85,1024,0
/tmp/patternkv-insight-wave-a-4090-runtime6c88/results/insight_v2/wave_a_4090_single/observer/gsm8k/gsm8k/p1133_oracle_seed0.json,3011cc4f7ff13679d21049ad1621bc9e36c4522c34dcc51f914d404968d690c7,4096,2368
/tmp/patternkv-insight-wave-a-4090-runtime6c88/results/insight_v2/wave_a_4090_single/observer/gsm8k/gsm8k/p1160_oracle_seed0.json,c92d4c6c30fb4f0f570896498fd733d2899ced3c6077e38efa6e0c12b8d0b1be,1024,0
/tmp/patternkv-insight-wave-a-4090-runtime6c88/results/insight_v2/wave_a_4090_single/observer/gsm8k/gsm8k/p1180_oracle_seed0.json,b87dc71ca7e7e741eb3bcbcbb36d4614a99965d26983c092e0068e32b8d3abf8,1536,0
/tmp/patternkv-insight-wave-a-4090-runtime6c88/results/insight_v2/wave_a_4090_single/observer/gsm8k/gsm8k/p1197_oracle_seed0.json,4c6fae1d41b140df7c38a39736e2de95db9fcb96a27e45d895fa6c5de8bb548d,2048,0
/tmp/patternkv-insight-wave-a-4090-runtime6c88/results/insight_v2/wave_a_4090_single/observer/gsm8k/gsm8k/p1202_oracle_seed0.json,943ec16eb8784ee97c35ae7b9ca66ef37a48e522793a6f769c2f4578af97bb38,1024,0
/tmp/patternkv-insight-wave-a-4090-runtime6c88/results/insight_v2/wave_a_4090_single/observer/gsm8k/gsm8k/p1218_oracle_seed0.json,11cd02ceab3adea92d0c4beccf09783d1e5e7373c0edc8079c921e36de4c5295,3968,2368
/tmp/patternkv-insight-wave-a-4090-runtime6c88/results/insight_v2/wave_a_4090_single/observer/gsm8k/gsm8k/p1248_oracle_seed0.json,196a350ca56da0313010d1c7c546fa9759825e662412bc738f926b4b1bd373ce,3456,2368
/tmp/patternkv-insight-wave-a-4090-runtime6c88/results/insight_v2/wave_a_4090_single/observer/gsm8k/gsm8k/p1249_oracle_seed0.json,abea6a928af22a32d7080daefa13fcdb42ed36af093702e478f0a414ab608869,3968,2368
/tmp/patternkv-insight-wave-a-4090-runtime6c88/results/insight_v2/wave_a_4090_single/observer/gsm8k/gsm8k/p1276_oracle_seed0.json,2df739edde4e332ce64d6731493b1fe439d949ceab15fe53d59e3be7e66f5276,1024,0
/tmp/patternkv-insight-wave-a-4090-runtime6c88/results/insight_v2/wave_a_4090_single/observer/gsm8k/gsm8k/p1303_oracle_seed0.json,2a9b384d7b16110c56fde78297c15ac1733eaa73f88dba725b42f5b7beb966f7,1536,0
/tmp/patternkv-insight-wave-a-4090-runtime6c88/results/insight_v2/wave_a_4090_single/observer/gsm8k/gsm8k/p1317_oracle_seed0.json,d77009ece99921a647bfd00a86258096a205832524e2fdcd98cdfb1580fe2993,1024,0
/tmp/patternkv-insight-wave-a-4090-runtime6c88/results/insight_v2/wave_a_4090_single/observer/longbench/dureader/dureader:0a53324a2f45b8a2e5016b20928f0192cee16edf9339d94b_oracle_seed0.json,44abbee2f08f27172a6c9ee9f7f63a4ea606ab6cfee3a3ec352f0f14b09f57fd,4096,504
/tmp/patternkv-insight-wave-a-4090-runtime6c88/results/insight_v2/wave_a_4090_single/observer/longbench/dureader/dureader:1206d101462593845a7d9e27fe3c468bbb39b282f7edec69_oracle_seed0.json,ac6afd187fd7160371f76acd5060f5496e41998c05cb74eb0c5fa68d5a736ef8,4096,504
/tmp/patternkv-insight-wave-a-4090-runtime6c88/results/insight_v2/wave_a_4090_single/observer/longbench/dureader/dureader:3006635c583e7cc9f32ce1496408e750ebb0b589d31d5ae6_oracle_seed0.json,ca133f2afc65311b7147841a4cb3c78ebe8e7e14abd038097d9070bd28587a7e,4096,504
/tmp/patternkv-insight-wave-a-4090-runtime6c88/results/insight_v2/wave_a_4090_single/observer/longbench/dureader/dureader:36f202d9f22051f39f0c9d874442f947f005e36415f24068_oracle_seed0.json,75b31812d4d5c58d014014ebb039a91f912a5be9b74c78277a6e8aae19f4ab2e,4096,504
/tmp/patternkv-insight-wave-a-4090-runtime6c88/results/insight_v2/wave_a_4090_single/observer/longbench/dureader/dureader:3becb07b07b8ce0d8dad6784c6acc25201f202a39f1c6e7f_oracle_seed0.json,1bb7ba5922b4dbd29d4c4deae6a530d33d58afdd17134c116f213816aaa2ca59,4096,512
/tmp/patternkv-insight-wave-a-4090-runtime6c88/results/insight_v2/wave_a_4090_single/observer/longbench/dureader/dureader:4eb705d60132d8bcefbc3ff5a729008d7809d1caf0474c0d_oracle_seed0.json,e523ee03f6711b051c0e585f1d127008d9f303da8e7d18d821e297de715f71e2,4096,504
/tmp/patternkv-insight-wave-a-4090-runtime6c88/results/insight_v2/wave_a_4090_single/observer/longbench/dureader/dureader:63140e6babfd4ba05e8aa00ced72bd5d6dd345069dc51c01_oracle_seed0.json,ce9210c42269fbaf573a005c7e8c32bd5303afeedb660c11f6909174c97fc1d8,4096,504
/tmp/patternkv-insight-wave-a-4090-runtime6c88/results/insight_v2/wave_a_4090_single/observer/longbench/dureader/dureader:64c44cd0a42fe9a54e36f4ea503d93bd81607251cc4ce6c9_oracle_seed0.json,b4147ffeb55c3b87ae7e06c41c77f58e90bb4419cb104e8a6525a7e88c5aa2f1,4096,504
/tmp/patternkv-insight-wave-a-4090-runtime6c88/results/insight_v2/wave_a_4090_single/observer/longbench/dureader/dureader:88362864dec03f6577fe943362bcd4630e837a3922e58b8f_oracle_seed0.json,3a3ac35d7ae298bcb71d271b6eb863231579e6d9a1ba957f7e6fef5327b4fe0e,4096,504
/tmp/patternkv-insight-wave-a-4090-runtime6c88/results/insight_v2/wave_a_4090_single/observer/longbench/dureader/dureader:aada1209ca1567aca1b2f03c255d7dd61ea713ac7a9a9f70_oracle_seed0.json,ca9a9d1e68d4b151605eb0edfc7cd2d465ec3c297e606262aa9632352f24477f,4096,504
/tmp/patternkv-insight-wave-a-4090-runtime6c88/results/insight_v2/wave_a_4090_single/observer/longbench/dureader/dureader:c010c2c04d12ba1f3b755ef24378d06341c748d9ab109e7a_oracle_seed0.json,2e9e7e14bb1f23ab5e3fb8ef9e9087c09d1e9074b9bc1761bd225f870e82c45c,4096,504
/tmp/patternkv-insight-wave-a-4090-runtime6c88/results/insight_v2/wave_a_4090_single/observer/longbench/dureader/dureader:f6272e55378e6a966b33c3f07456491c4b55bbca15a23c65_oracle_seed0.json,eec0d6aa1606679433ca15ac38cd9d2601e79f0ec9be970676cc95e5ecfcee5b,4096,504
/tmp/patternkv-insight-wave-a-4090-runtime6c88/results/insight_v2/wave_a_4090_single/observer/longbench/hotpotqa/hotpotqa:01aff89f9ce55470c12450b595c268a225a638582dac204f_oracle_seed0.json,4c667700be90732c4b45841bd87da2f1b07f013ac6350f23520993da16e2cd52,4096,504
/tmp/patternkv-insight-wave-a-4090-runtime6c88/results/insight_v2/wave_a_4090_single/observer/longbench/hotpotqa/hotpotqa:220230ff5154e6f0ccad63965d06ce69a9226bd72cc32fa4_oracle_seed0.json,a142be7886000d1a735cb73cce371e9ba97b0ba826d45588323fc7ae2fedc835,4096,504
/tmp/patternkv-insight-wave-a-4090-runtime6c88/results/insight_v2/wave_a_4090_single/observer/longbench/hotpotqa/hotpotqa:3a75aba6bc2496016339474aef28ffdc9dbebdc00ccc166b_oracle_seed0.json,66a1b31cbf148a00c9870705621814c4a3cca7ecf6f2a456ab0a617f2a3a5ff6,4096,768
/tmp/patternkv-insight-wave-a-4090-runtime6c88/results/insight_v2/wave_a_4090_single/observer/longbench/hotpotqa/hotpotqa:3dd1ade26fd583844dd2af051d61eb20856ccc8e23abae59_oracle_seed0.json,90d7d031fbec9eb42f68e04cb5b1e629bd0d420e299fa8e1d3d853e211cc3446,4096,1344
/tmp/patternkv-insight-wave-a-4090-runtime6c88/results/insight_v2/wave_a_4090_single/observer/longbench/hotpotqa/hotpotqa:74ae5bfc8bdac7b560ec92b71604e86654f87b8f7fcbb30a_oracle_seed0.json,12a2b0b0c989d00dac687a6506b3955e314e0fcc8cdd49d4e37e32eea25dfdc7,4096,504
/tmp/patternkv-insight-wave-a-4090-runtime6c88/results/insight_v2/wave_a_4090_single/observer/longbench/hotpotqa/hotpotqa:a30caa5dafcc37835bfe4093f129017adf4c814e9016e10d_oracle_seed0.json,b201451a8a1493da20f101f1440dc374e8edb5946028cb0b54997b6bf618aa05,4096,504
/tmp/patternkv-insight-wave-a-4090-runtime6c88/results/insight_v2/wave_a_4090_single/observer/longbench/hotpotqa/hotpotqa:ab016faac478c4acc6e9ed3ed87f9e29dbed47fd946be244_oracle_seed0.json,22920097f16efa343e814c5a83b51da9f481768b9614e1796e761ba7cbb69bc4,4096,640
/tmp/patternkv-insight-wave-a-4090-runtime6c88/results/insight_v2/wave_a_4090_single/observer/longbench/hotpotqa/hotpotqa:b6352c61b4a748448ce38882861cd5ae5f7f2869a81e92a1_oracle_seed0.json,761b00aacccf424a0b1eb22843f469512e5f723f10c39ffa40332e9ec09757e2,4096,1088
/tmp/patternkv-insight-wave-a-4090-runtime6c88/results/insight_v2/wave_a_4090_single/observer/longbench/hotpotqa/hotpotqa:d542fcd45bbf5112eee9127f04ae060a887c8ef2050aa160_oracle_seed0.json,c1370a8cd65449ff300d6614b7eaa77d25f65781fc8e15a95a864aece5678f6c,4096,504
/tmp/patternkv-insight-wave-a-4090-runtime6c88/results/insight_v2/wave_a_4090_single/observer/longbench/hotpotqa/hotpotqa:ec3b5bcfa070b047c769413b99a2f32e4f5d2f803cf81a43_oracle_seed0.json,cc52fba24c53b76cfa47edae87ec30e746f8c65dec09b9203dcc55ebfbf94aa1,4096,504
/tmp/patternkv-insight-wave-a-4090-runtime6c88/results/insight_v2/wave_a_4090_single/observer/longbench/hotpotqa/hotpotqa:ed6c85899d2a29f6dc8e02ba62bc8f1b1043a8c135fdd132_oracle_seed0.json,d392aecffa91637dc84476c0e4e5971f405a91111234fb25ffd95d57abf4afd7,4096,504
/tmp/patternkv-insight-wave-a-4090-runtime6c88/results/insight_v2/wave_a_4090_single/observer/longbench/hotpotqa/hotpotqa:f039fe9cc81a0a312f9899beca2fe26b710bf8c3aa23a4d9_oracle_seed0.json,fdc3c38fe91fbb056fbd5780759d8a69773d9307ea583675f42dfb67f5f9803f,4096,504
/tmp/patternkv-insight-wave-a-4090-runtime6c88/results/insight_v2/wave_a_4090_single/observer/longbench/passage_retrieval_en/passage_retrieval_en:0cd53931f2ffb958264a415bddf98b732832def3997916d2_oracle_seed0.json,c048417bf199404eee671e4819cb2427ce3c5aae1881a7ca98dda1de67f20cb0,4096,504
/tmp/patternkv-insight-wave-a-4090-runtime6c88/results/insight_v2/wave_a_4090_single/observer/longbench/passage_retrieval_en/passage_retrieval_en:0d31a5ea5cebb18a1cde1130c38e9e7e84bb9b08c6c6e982_oracle_seed0.json,1028bcc47998627e918cccb7deb4c9b94f5e779b66437106784bc911580803b9,4096,504
