task,phase,kv_type,layer,kv_head,bucket,metric,count,mean,std,min,max
dureader,prefill,v,1,1,last,relative_benefit,37,0.26015821480463985,0.2934628227350906,0.0,0.9331419578985629
dureader,prefill,v,1,1,middle,relative_benefit,31,0.25507411152603116,0.3188462467617638,0.0,0.9900521370963633
dureader,prefill,v,1,2,first,relative_benefit,34,0.4330567871856074,0.33851178207435634,-0.059751250415946124,0.9134626891784187
dureader,prefill,v,1,2,last,relative_benefit,30,0.617473704104792,0.21505124073574652,0.0,0.9968610288538485
dureader,prefill,v,1,2,middle,relative_benefit,32,0.6027788533983807,0.24166663862235618,0.0,0.9705886502110281
dureader,prefill,v,1,3,first,relative_benefit,32,0.18765551801696617,0.26845330745012824,0.0,0.9700852016005694
dureader,prefill,v,1,3,last,relative_benefit,26,0.23028789001620303,0.23453139408707646,0.0,0.7730081991891306
dureader,prefill,v,1,3,middle,relative_benefit,38,0.2598326631286757,0.23265176945328847,0.0,0.8564701743256293
dureader,prefill,v,1,4,first,relative_benefit,33,0.3696992076745915,0.2810663785254887,-0.023116473751890857,0.7752797029937908
dureader,prefill,v,1,4,last,relative_benefit,27,0.607774134863117,0.19712643033381774,0.23842723602966956,0.9879391803842122
dureader,prefill,v,1,4,middle,relative_benefit,36,0.5828490616264558,0.24344531190440938,0.0,0.9829514801428672
dureader,prefill,v,1,5,first,relative_benefit,31,0.2705568451970057,0.32209039654828076,0.0,0.9725423616341095
dureader,prefill,v,1,5,last,relative_benefit,33,0.4961328971771618,0.23281430317759744,0.0,0.9366532119237391
dureader,prefill,v,1,5,middle,relative_benefit,32,0.4496033731823939,0.2710785598011521,0.0,0.9893598703605779
dureader,prefill,v,1,6,first,relative_benefit,34,0.2758330648427832,0.31652593355492215,0.0,0.9957560249552325
dureader,prefill,v,1,6,last,relative_benefit,35,0.2777696501562505,0.29302560511786013,0.0,0.9607444673159804
dureader,prefill,v,1,6,middle,relative_benefit,27,0.2782815192375592,0.23919001159339207,0.0,0.7445752413593891
dureader,prefill,v,1,7,first,relative_benefit,27,0.1860499020636426,0.24812166997067145,0.0,0.8175613758636804
dureader,prefill,v,1,7,last,relative_benefit,33,0.26451374286556084,0.25437861060139716,0.0,0.9751958762678703
dureader,prefill,v,1,7,middle,relative_benefit,36,0.28918348509514674,0.2962951872182654,0.0,0.9374027264464739
dureader,prefill,v,2,0,first,relative_benefit,34,0.23816230784060607,0.29971947871773186,0.0,0.8969412766093048
dureader,prefill,v,2,0,last,relative_benefit,33,0.2366274749610379,0.2931105078180033,0.0,0.9533602676134768
dureader,prefill,v,2,0,middle,relative_benefit,29,0.3732924320811966,0.29539628570945675,0.0,0.9372790810318079
dureader,prefill,v,2,1,first,relative_benefit,33,0.22448496198421952,0.275814741376482,0.0,0.7683982356995162
dureader,prefill,v,2,1,last,relative_benefit,34,0.3444038256374993,0.22991851982083464,0.0,0.7800495800794246
dureader,prefill,v,2,1,middle,relative_benefit,29,0.4671123269483476,0.23179693151363262,0.0,0.7925355206118722
dureader,prefill,v,2,2,first,relative_benefit,30,0.2987321276361753,0.32397474156922934,0.0,0.9865955119414398
dureader,prefill,v,2,2,last,relative_benefit,33,0.43542469030003145,0.25599306741896516,0.0,0.8720007363306269
dureader,prefill,v,2,2,middle,relative_benefit,33,0.43789777149089315,0.23102173551818664,0.0,0.8335617972054621
dureader,prefill,v,2,3,first,relative_benefit,34,0.45179879225425057,0.3617522138174589,0.0,0.9576839156876726
dureader,prefill,v,2,3,last,relative_benefit,35,0.7013618169860182,0.15537995697656767,0.2137815422416021,0.8981830734081905
dureader,prefill,v,2,3,middle,relative_benefit,27,0.7033352027638401,0.12728233685134432,0.2568526081686993,0.9054225020689601
dureader,prefill,v,2,4,first,relative_benefit,30,0.23834096879556343,0.2707863597222851,0.0,0.8661847497210939
dureader,prefill,v,2,4,last,relative_benefit,31,0.35213195794170526,0.2635611837654841,-0.020748802486696423,0.9213631068263116
dureader,prefill,v,2,4,middle,relative_benefit,35,0.3548579634053545,0.2361326595925865,-0.0179787108601614,0.8083204485195757
dureader,prefill,v,2,5,first,relative_benefit,36,0.5138617802489348,0.37805872476956764,0.0,0.9536926727625811
dureader,prefill,v,2,5,last,relative_benefit,38,0.7165455990711264,0.1860460289319736,-0.045834018913235706,0.9207977415559104
dureader,prefill,v,2,5,middle,relative_benefit,22,0.7605818304689186,0.14430013711081144,0.38057180202422175,0.9404390477672907
dureader,prefill,v,2,6,first,relative_benefit,35,0.5619847533190244,0.4122121521709305,0.0,0.9420588266128593
dureader,prefill,v,2,6,last,relative_benefit,33,0.8688255436751942,0.07511890030362363,0.5500476544076823,0.9704064983051632
dureader,prefill,v,2,6,middle,relative_benefit,28,0.8364688174687344,0.09209440380712561,0.5562499131063625,0.9539432577177099
dureader,prefill,v,2,7,first,relative_benefit,34,0.3011549749518331,0.32017929969550274,0.0,0.906817622350975
dureader,prefill,v,2,7,last,relative_benefit,31,0.4771461880581001,0.26440649740989347,0.0,0.9521806916318086
dureader,prefill,v,2,7,middle,relative_benefit,31,0.6181731337878323,0.24604783741823102,0.0,0.9732252196866357
dureader,prefill,v,3,0,first,relative_benefit,31,0.10452680149698189,0.1666370488587502,0.0,0.4500010805910748
dureader,prefill,v,3,0,last,relative_benefit,34,0.12710059373455485,0.15799583480649967,0.0,0.48542888430129366
dureader,prefill,v,3,0,middle,relative_benefit,31,0.1592311366158296,0.15255232421546755,0.0,0.39794382422978875
dureader,prefill,v,3,1,first,relative_benefit,40,0.46819681833100485,0.3341981339623836,0.0,0.8558201304102956
dureader,prefill,v,3,1,last,relative_benefit,23,0.5999009900228345,0.13266905571141707,0.4014676710247531,0.9589799946363827
dureader,prefill,v,3,1,middle,relative_benefit,33,0.7077564091667996,0.17045380704106547,0.3227795140211675,0.942830488814844
dureader,prefill,v,3,2,first,relative_benefit,32,0.18477803876016807,0.22637470567515083,0.0,0.7648480415118839
dureader,prefill,v,3,2,last,relative_benefit,28,0.29037226537102845,0.32958037144012453,0.0,0.9563143712919405
dureader,prefill,v,3,2,middle,relative_benefit,36,0.38726476331748316,0.30667054880164873,0.0,0.9292437729908594
dureader,prefill,v,3,3,first,relative_benefit,30,0.16199646013806274,0.2686347004211416,0.0,0.9163123630581768
dureader,prefill,v,3,3,last,relative_benefit,29,0.2529966607832612,0.3223432060809871,0.0,0.9488307776834927
dureader,prefill,v,3,3,middle,relative_benefit,37,0.33855262520250146,0.3013814851552962,0.0,0.9444719931259
dureader,prefill,v,3,4,first,relative_benefit,30,0.3995802530003943,0.35334476675288345,0.0,0.9159630957549285
dureader,prefill,v,3,4,last,relative_benefit,35,0.6667644387920423,0.13370208276788928,0.28827396664769867,0.8725279356040504
dureader,prefill,v,3,4,middle,relative_benefit,31,0.6734633160631665,0.1804337217115503,0.0,0.9399582323167696
dureader,prefill,v,3,5,first,relative_benefit,34,0.19263604659006148,0.22617969732913262,0.0,0.7922652447503841
dureader,prefill,v,3,5,last,relative_benefit,33,0.18726702051513963,0.2262741690215061,0.0,0.8383703342171622
dureader,prefill,v,3,5,middle,relative_benefit,29,0.2341457852509134,0.23415577265292928,0.0,0.7623024552512743
dureader,prefill,v,3,6,first,relative_benefit,27,0.09937415879080626,0.17291011929016914,0.0,0.5694867173052347
dureader,prefill,v,3,6,last,relative_benefit,39,0.1912100778785995,0.2473303397257089,0.0,0.8666082353134817
dureader,prefill,v,3,6,middle,relative_benefit,30,0.13813942442837507,0.2318194161142049,0.0,0.8023573401367601
dureader,prefill,v,3,7,first,relative_benefit,34,0.2434290929807594,0.2910012832994197,0.0,0.9015441403498706
dureader,prefill,v,3,7,last,relative_benefit,35,0.3660897425825686,0.23464901460031462,0.0,0.9029823454629309
dureader,prefill,v,3,7,middle,relative_benefit,27,0.399759817841622,0.20088297508227201,0.0,0.7874611883278215
dureader,prefill,v,4,0,first,relative_benefit,28,0.2261617857061915,0.25430147354012195,0.0,0.6685885987819046
dureader,prefill,v,4,0,last,relative_benefit,26,0.2925339552098701,0.17615945397481167,0.0,0.596892818196148
dureader,prefill,v,4,0,middle,relative_benefit,42,0.3215711172027452,0.2737094664391506,0.0,0.8718132277083657
dureader,prefill,v,4,1,first,relative_benefit,30,0.18233431027157238,0.22945770520194247,0.0,0.7070541923475443
dureader,prefill,v,4,1,last,relative_benefit,37,0.2681593835026823,0.22135263473700184,0.0,0.7169421450089818
dureader,prefill,v,4,1,middle,relative_benefit,29,0.16070416148970962,0.20701680302276557,-0.016328436268989627,0.7592418285253402
dureader,prefill,v,4,2,first,relative_benefit,39,0.3805342211420229,0.29711228599785994,0.0,0.7970389131948497
dureader,prefill,v,4,2,last,relative_benefit,28,0.5844504806155955,0.21029277290502876,0.0,0.949997838194311
dureader,prefill,v,4,2,middle,relative_benefit,29,0.5543818527352794,0.15045230204979934,0.300118181614379,0.8448036968197947
dureader,prefill,v,4,3,first,relative_benefit,29,0.31685194814957046,0.3464496276989468,0.0,0.9058994236259199
dureader,prefill,v,4,3,last,relative_benefit,31,0.6166786374737689,0.1830875325593382,0.16355532243567564,0.848963355301371
dureader,prefill,v,4,3,middle,relative_benefit,36,0.5767995148541182,0.16950373285830647,0.0,0.9084951167016625
dureader,prefill,v,4,4,first,relative_benefit,34,0.35250805446863176,0.32008622791687724,0.0,0.8540100024067249
dureader,prefill,v,4,4,last,relative_benefit,33,0.48421479420030356,0.2272610443417605,0.0,0.8508672593167914
dureader,prefill,v,4,4,middle,relative_benefit,29,0.4808946322121783,0.22281076381876005,0.0,0.901696170647391
dureader,prefill,v,4,5,first,relative_benefit,35,0.1524295908808503,0.18528391239841338,0.0,0.6524228369519086
dureader,prefill,v,4,5,last,relative_benefit,33,0.1596592306537833,0.2186682809058182,0.0,0.7292959085697763
dureader,prefill,v,4,5,middle,relative_benefit,28,0.1285691740764948,0.14910921508460578,0.0,0.48513297322162546
dureader,prefill,v,4,6,first,relative_benefit,38,0.34655517963691995,0.2680429871261654,0.0,0.7387259917423519
dureader,prefill,v,4,6,last,relative_benefit,33,0.5670617414894235,0.18268540838494135,0.0,0.8022207630890132
dureader,prefill,v,4,6,middle,relative_benefit,25,0.4509059351403691,0.22249164652027226,0.0,0.8077905380442288
dureader,prefill,v,4,7,first,relative_benefit,29,0.10434279818592686,0.18412208547619205,0.0,0.5041936637342296
dureader,prefill,v,4,7,last,relative_benefit,29,0.2606678048742836,0.25086178289056354,0.0,0.8652710502423385
dureader,prefill,v,4,7,middle,relative_benefit,38,0.22922091014781576,0.2073782962706288,0.0,0.6474074210225047
dureader,prefill,v,5,0,first,relative_benefit,36,0.28716572350274805,0.2724354238232863,0.0,0.7678303548362131
dureader,prefill,v,5,0,last,relative_benefit,31,0.43542179408953524,0.26879274975290596,0.0,0.8190262717785224
dureader,prefill,v,5,0,middle,relative_benefit,29,0.4530902653925235,0.28655058880956147,0.0,0.8689377436643515
dureader,prefill,v,5,1,first,relative_benefit,32,0.3581862097232057,0.34021658359276646,0.0,0.9386137215376549
dureader,prefill,v,5,1,last,relative_benefit,29,0.5754738431611763,0.1919803285450032,0.21803283897537587,0.9205667540970244
dureader,prefill,v,5,1,middle,relative_benefit,35,0.521251533115421,0.22226327091874234,0.0,0.9008297867525733
dureader,prefill,v,5,2,first,relative_benefit,34,0.34665615343847833,0.3058349072473259,0.0,0.8970575327715036
dureader,prefill,v,5,2,last,relative_benefit,25,0.5972418137729524,0.1780666286031937,0.0,0.846305598412114
dureader,prefill,v,5,2,middle,relative_benefit,37,0.6530941829915535,0.1321129648723813,0.3893540371676666,0.9005946733890604
dureader,prefill,v,5,3,first,relative_benefit,32,0.3181258452878798,0.31093900172535416,0.0,0.8568679442186653
dureader,prefill,v,5,3,last,relative_benefit,37,0.5388279489511067,0.24752805148529283,0.0,0.9328773036051579
dureader,prefill,v,5,3,middle,relative_benefit,27,0.4902709411729315,0.2394765864047619,0.0,0.8910526941864368
dureader,prefill,v,5,4,first,relative_benefit,36,0.25256028523964325,0.2859185330512385,0.0,0.8378218903970359
dureader,prefill,v,5,4,last,relative_benefit,32,0.33060874118984557,0.2056737461156416,0.0,0.6549680637415987
dureader,prefill,v,5,4,middle,relative_benefit,28,0.3488512770051765,0.21471873609997824,0.0,0.6736071023821588
dureader,prefill,v,5,5,first,relative_benefit,29,0.18485335260901276,0.2179472763589489,0.0,0.6814663977612191
dureader,prefill,v,5,5,last,relative_benefit,27,0.30241161820992446,0.19828288492345292,0.0,0.5651735245751248
dureader,prefill,v,5,5,middle,relative_benefit,40,0.2872808440808793,0.22491312864812016,-0.06700338085452694,0.7743000431727682
dureader,prefill,v,5,6,first,relative_benefit,33,0.30919814522377165,0.29176013351456964,0.0,0.8197511262018273
dureader,prefill,v,5,6,last,relative_benefit,31,0.40390129453148044,0.23341119311146333,0.0,0.8016381161688669
dureader,prefill,v,5,6,middle,relative_benefit,32,0.3977865064411077,0.23808979712286382,0.0,0.7645300688960242
dureader,prefill,v,5,7,first,relative_benefit,38,0.41466067683461477,0.3478301416231138,0.0,0.9494182590759497
dureader,prefill,v,5,7,last,relative_benefit,28,0.5869082916455172,0.24444166576159665,0.0,0.928677569883377
dureader,prefill,v,5,7,middle,relative_benefit,30,0.6479030937622391,0.16597398489736484,0.3186560544855796,0.8870596703927995
dureader,prefill,v,6,0,first,relative_benefit,35,0.13654022743213567,0.2155630846943094,0.0,0.6735274712523414
dureader,prefill,v,6,0,last,relative_benefit,32,0.2780673061847277,0.22396733279819356,0.0,0.7772431732800826
dureader,prefill,v,6,0,middle,relative_benefit,29,0.17046197899587667,0.185766120274527,0.0,0.499011307556142
dureader,prefill,v,6,1,first,relative_benefit,31,0.12971115369525452,0.19074873196662548,0.0,0.6303819408922637
dureader,prefill,v,6,1,last,relative_benefit,30,0.13890441963918448,0.18285967081983848,0.0,0.484168272439467
dureader,prefill,v,6,1,middle,relative_benefit,35,0.14010903925126483,0.18143214641851943,0.0,0.5648758222621929
dureader,prefill,v,6,2,first,relative_benefit,35,0.36325429547181726,0.3008730976106649,0.0,0.8330641625085793
dureader,prefill,v,6,2,last,relative_benefit,33,0.5378450475456781,0.16712022645031116,0.0,0.8293992009422423
dureader,prefill,v,6,2,middle,relative_benefit,28,0.5416367135757495,0.2072573981569083,0.0,0.8839431073705195
dureader,prefill,v,6,3,first,relative_benefit,33,0.3223380701179552,0.3014582312894769,0.0,0.8325629863302401
dureader,prefill,v,6,3,last,relative_benefit,27,0.5054571185570249,0.266222755267602,0.0,0.9488803298478993
dureader,prefill,v,6,3,middle,relative_benefit,36,0.5674437082894221,0.21514326253312216,0.0,0.8634214566394163
dureader,prefill,v,6,4,first,relative_benefit,31,0.4131674896343719,0.36578880619956944,0.0,0.9360142030093147
dureader,prefill,v,6,4,last,relative_benefit,29,0.6265857470836496,0.22089925103534577,0.0,0.9384300773261028
dureader,prefill,v,6,4,middle,relative_benefit,36,0.5530502053762558,0.24649533049983222,0.0,0.8900845286215817
dureader,prefill,v,6,5,first,relative_benefit,30,0.14134904868586246,0.24097396035536695,-0.16750648581972805,0.8343552657845182
dureader,prefill,v,6,5,last,relative_benefit,32,0.2474027101397877,0.2193530047491341,0.0,0.7214597633885484
dureader,prefill,v,6,5,middle,relative_benefit,34,0.256597573812251,0.21530934134918972,0.0,0.7290966652959169
dureader,prefill,v,6,6,first,relative_benefit,28,0.18982070036339338,0.23307518075599643,0.0,0.7856949126591631
dureader,prefill,v,6,6,last,relative_benefit,37,0.29292066389425925,0.20888885741464408,0.0,0.6291906219120246
dureader,prefill,v,6,6,middle,relative_benefit,31,0.29918753342214593,0.19760490851630477,0.0,0.6391981250356151
dureader,prefill,v,6,7,first,relative_benefit,3,0.19924101039377026,0.2817693390797887,0.0,0.5977230311813108
dureader,prefill,v,6,7,last,relative_benefit,3,0.039181436676580486,0.05541091914128273,0.0,0.11754431002974146
dureader,prefill,v,6,7,middle,relative_benefit,2,0.0,0.0,0.0,0.0
gsm8k,prefill,v,0,0,first,relative_benefit,22,0.24848604129568977,0.38127507384198633,-0.27027526908721594,0.9999999994643869
gsm8k,prefill,v,0,0,last,relative_benefit,29,0.736104648430977,0.38456523560103734,0.0,0.9999999991319498
gsm8k,prefill,v,0,0,middle,relative_benefit,29,0.8063699099167677,0.303622952578918,0.0,0.9999999993338209
gsm8k,prefill,v,0,1,first,relative_benefit,28,0.4708003711230333,0.3333760397185426,0.0,0.9999999981421224
gsm8k,prefill,v,0,1,last,relative_benefit,26,0.39500086199779033,0.38398679908656863,0.0,0.9999999986333051
gsm8k,prefill,v,0,1,middle,relative_benefit,26,0.5601861179304386,0.381125433189001,0.0,0.999999998911605
gsm8k,prefill,v,0,2,first,relative_benefit,23,0.1788762348007903,0.4175137523662091,-0.9028176480419848,0.9860835756130868
gsm8k,prefill,v,0,2,last,relative_benefit,30,0.6768822186341796,0.38609838592807993,0.0,0.9999999997616914
gsm8k,prefill,v,0,2,middle,relative_benefit,27,0.5555998578688711,0.6015754170913871,-1.9756117481059585,0.9999999997616914
gsm8k,prefill,v,0,3,first,relative_benefit,25,0.24208491406882243,0.3734464874366574,0.0,0.9999999982387968
gsm8k,prefill,v,0,3,last,relative_benefit,28,0.5285016636173945,0.45905756429833383,0.0,0.9999999990595517
gsm8k,prefill,v,0,3,middle,relative_benefit,27,0.562345163694516,0.34738719439859106,0.0,0.999999998923288
gsm8k,prefill,v,0,4,first,relative_benefit,23,0.28463123879050345,0.3980561122272204,0.0,0.9999999988398035
gsm8k,prefill,v,0,4,last,relative_benefit,32,0.433626612444952,0.4233459916745561,0.0,0.9999999984990855
gsm8k,prefill,v,0,4,middle,relative_benefit,25,0.44300793113928144,0.40880552424887584,0.0,0.9999999972080734
gsm8k,prefill,v,0,5,first,relative_benefit,30,0.772585837693063,0.2558539725430759,0.0,0.9999999990932581
gsm8k,prefill,v,0,5,last,relative_benefit,27,0.768171977855272,0.2923587504307181,0.0,0.9999999994061476
gsm8k,prefill,v,0,5,middle,relative_benefit,23,0.7907310227788628,0.30121448059898887,0.0,0.9999999994061476
gsm8k,prefill,v,0,6,first,relative_benefit,33,0.5872709241727404,0.39927000017655734,0.0,0.9999999993728781
gsm8k,prefill,v,0,6,last,relative_benefit,24,0.7342275521568246,0.3496789244279197,0.0,0.999999999276919
gsm8k,prefill,v,0,6,middle,relative_benefit,23,0.7888960408012496,0.2941161151811753,0.0,0.9999999993088856
gsm8k,prefill,v,0,7,first,relative_benefit,28,0.762268572352471,0.3342540699086529,0.0,0.999999999322775
gsm8k,prefill,v,0,7,last,relative_benefit,29,0.9503824382839262,0.05508442796247996,0.7772207194928501,0.9999999992215062
gsm8k,prefill,v,0,7,middle,relative_benefit,23,0.9571209809482767,0.0559295933933376,0.7597104059845091,0.9999999999067994
gsm8k,prefill,v,1,0,first,relative_benefit,27,0.28384257372148347,0.33544230628950106,0.0,0.999999999525007
gsm8k,prefill,v,1,0,last,relative_benefit,25,0.6434931070393268,0.358780370430616,0.0,0.9999999997444294
gsm8k,prefill,v,1,0,middle,relative_benefit,28,0.6533886781781254,0.3260247851686188,0.0,0.9999999993046618
gsm8k,prefill,v,1,1,first,relative_benefit,22,0.15026140691311404,0.3064439893022015,0.0,0.9708568948196102
gsm8k,prefill,v,1,1,last,relative_benefit,30,0.5214727588296438,0.4085073611035074,0.0,0.9993604959629592
gsm8k,prefill,v,1,1,middle,relative_benefit,28,0.5389896070011079,0.41459592152010305,0.0,0.9999999994425596
gsm8k,prefill,v,1,2,first,relative_benefit,23,0.31831914083455926,0.32722198239768924,0.0,0.8632456232734724
gsm8k,prefill,v,1,2,last,relative_benefit,30,0.7126935697917892,0.22378388609769814,0.0,0.994129580330281
gsm8k,prefill,v,1,2,middle,relative_benefit,27,0.6960174491356091,0.23143874033844328,0.0,0.9754177121752227
gsm8k,prefill,v,1,3,first,relative_benefit,30,0.33662523940815653,0.4331570697574575,0.0,0.9999999993047686
gsm8k,prefill,v,1,3,last,relative_benefit,24,0.5969854650783196,0.40779231386395925,0.0,0.9999999995027864
gsm8k,prefill,v,1,3,middle,relative_benefit,26,0.4988636380717608,0.401454431476324,0.0,0.999999999167049
gsm8k,prefill,v,1,4,first,relative_benefit,28,0.3512346807483251,0.40874951893776956,0.0,0.9999999999014637
gsm8k,prefill,v,1,4,last,relative_benefit,23,0.6092101623078764,0.2936015440780286,0.0,0.9991032955788177
gsm8k,prefill,v,1,4,middle,relative_benefit,29,0.7518234740219389,0.28887414604025785,0.0,0.9964475467653648
gsm8k,prefill,v,1,5,first,relative_benefit,25,0.38973487646843585,0.40128789263385667,-0.014417475004670671,0.9999999998114375
gsm8k,prefill,v,1,5,last,relative_benefit,25,0.6225446204195575,0.3587609569457076,-0.6039275492624603,0.9604955763244561
gsm8k,prefill,v,1,5,middle,relative_benefit,30,0.6682341295006499,0.28768011179757624,-0.00010746261188989762,0.9999999997277508
gsm8k,prefill,v,1,6,first,relative_benefit,24,0.36100286154258815,0.4007685477652319,0.0,0.9999999996786598
gsm8k,prefill,v,1,6,last,relative_benefit,29,0.6640714292990374,0.3090215520327782,0.0,0.9999999989458263
gsm8k,prefill,v,1,6,middle,relative_benefit,27,0.7085515140532612,0.3016432236314236,0.03598543439600528,0.9999999997925813
gsm8k,prefill,v,1,7,first,relative_benefit,25,0.2893623768508413,0.360851262821825,0.0,0.9999999997488482
gsm8k,prefill,v,1,7,last,relative_benefit,31,0.5215431707267466,0.3507655024385392,0.0,0.9999999995321001
gsm8k,prefill,v,1,7,middle,relative_benefit,24,0.4779773798463563,0.3447259360574696,0.0,0.9999999980086876
gsm8k,prefill,v,2,0,first,relative_benefit,32,0.33577701113451663,0.3981611527146204,0.0,0.9999999999115023
gsm8k,prefill,v,2,0,last,relative_benefit,23,0.6534025093423457,0.2677124343534217,0.0,0.9999999999277647
gsm8k,prefill,v,2,0,middle,relative_benefit,25,0.6657813207311142,0.3180379193287365,0.0,0.9999999999525656
gsm8k,prefill,v,2,1,first,relative_benefit,25,0.39901714680762923,0.35075182898224117,0.0,0.9046973205644614
gsm8k,prefill,v,2,1,last,relative_benefit,26,0.5868299654921578,0.28433166625100836,0.0,0.9660258771975064
gsm8k,prefill,v,2,1,middle,relative_benefit,29,0.5907384012209884,0.21448225971144497,0.0,0.9945034143321064
gsm8k,prefill,v,2,2,first,relative_benefit,24,0.19680195075961027,0.30497428415059186,0.0,0.9999999998627551
gsm8k,prefill,v,2,2,last,relative_benefit,32,0.5270511132984192,0.35801156383559735,0.0,0.9999999999218174
gsm8k,prefill,v,2,2,middle,relative_benefit,24,0.6865734190332143,0.31703462272494126,0.0,0.9999999999034759
gsm8k,prefill,v,2,3,first,relative_benefit,29,0.5001280434591909,0.38100524653950785,0.0,0.9999999999531648
gsm8k,prefill,v,2,3,last,relative_benefit,25,0.7588221041512881,0.13992221077538927,0.5064084740941308,0.9854227889834312
gsm8k,prefill,v,2,3,middle,relative_benefit,26,0.8149201024892806,0.1348765153895241,0.34207536012950635,0.9535555966794103
gsm8k,prefill,v,2,4,first,relative_benefit,29,0.32111672729501134,0.3619666906872967,0.0,0.9999999999042835
gsm8k,prefill,v,2,4,last,relative_benefit,25,0.4398372292337303,0.3362827177308893,0.0,0.9292456972820691
gsm8k,prefill,v,2,4,middle,relative_benefit,26,0.5862810750018305,0.29955348933262627,0.0,0.9627928479761667
gsm8k,prefill,v,2,5,first,relative_benefit,22,0.41235602319847325,0.3904410819057651,0.0,0.9393371946782064
gsm8k,prefill,v,2,5,last,relative_benefit,29,0.8162581590728853,0.12979021135833405,0.4777603117675077,0.999999999859592
gsm8k,prefill,v,2,5,middle,relative_benefit,29,0.8312153446987436,0.13979422412485867,0.39947003608759996,0.9999999998212978
gsm8k,prefill,v,2,6,first,relative_benefit,25,0.45321524960348214,0.382647943984993,0.0,0.9379799019406944
gsm8k,prefill,v,2,6,last,relative_benefit,22,0.8621373381996714,0.0819388496418902,0.6195818110503908,0.9695784359747898
gsm8k,prefill,v,2,6,middle,relative_benefit,33,0.8448005504520378,0.1173948097277122,0.47150135596454695,0.9928109116020399
gsm8k,prefill,v,2,7,first,relative_benefit,27,0.37891340291036496,0.3985500199862272,0.0,0.999999999871104
gsm8k,prefill,v,2,7,last,relative_benefit,27,0.5973591389376273,0.35602475982885046,0.0,0.9999999999576347
gsm8k,prefill,v,2,7,middle,relative_benefit,26,0.6688479636740386,0.2729515002716182,0.0,0.9829886505995131
gsm8k,prefill,v,3,0,first,relative_benefit,22,0.34762890568960886,0.3440805352760121,0.0,0.9999999999273453
