backend_method,base_seed,config_name,correct,effective_kv_bits_per_element,effective_seed,error,experiment_id,formal_config_hash,formal_key,generated_token_sha256,generated_tokens,generation_config_hash,git_commit,gold_answer,gpu_name,length_truncated,logical_gpu,method,method_config_hash,model_identity,nan_inf_detected,parse_status,parsed_answer,parser_strategy,peak_memory_allocated_bytes,peak_memory_reserved_bytes,phase,physical_gpu,problem_id,prompt_tokens,raw_generation_path,raw_generation_sha256,runtime_seconds,sample_id,selector_task_key,status,stop_reason,timestamp,tokens_per_second,total_tokens,v4_realized_fraction
patternkv,42,pattern_rolling_k2v2_s16_r128_causal_v4_b025,False,2.50048828125,10042,,aime24_full_causal25_quality_formal,35fdc9fe0d9dda5e,CAUSAL_V4_25:seed42:p10,dca59e47045bd874cfc96d0e3cd2978ac170bdc6b079a8e6181c63792756bf00,16575,fda7c0ebafea3955,e3fe0d3df798f3b0c0b86035be3539a4feb4681b,104,NVIDIA GeForce RTX 3090,False,cuda:0,CAUSAL_V4_25,df086b3089b7912d,DeepSeek-R1-Distill-Llama-8B,False,parsed,108,boxed,17198102528,18532532224,formal,4,10,93,reports/aime24_full_causal25_quality_4gpu/raw_generations/formal/CAUSAL_V4_25/seed42/p10.txt,eebf777f865d7bcf883ef03a80812347cc8db478ac0d026129951a45fcf4cafa,2056.7398,0,aime24:p10:s0:seed10042,completed,eos,2026-08-10T13:35:47.844802+00:00,8.0589,16668,0.25
patternkv,42,pattern_rolling_k2v2_s16_r128_causal_v4_b025,True,2.50048828125,11042,,aime24_full_causal25_quality_formal,35fdc9fe0d9dda5e,CAUSAL_V4_25:seed42:p11,c4ddabb2679a838a4568361c82ed5dfdc631e07bb6978f0e206f127652f26940,5246,fda7c0ebafea3955,e3fe0d3df798f3b0c0b86035be3539a4feb4681b,294,NVIDIA GeForce RTX 3090,False,cuda:0,CAUSAL_V4_25,df086b3089b7912d,DeepSeek-R1-Distill-Llama-8B,False,parsed,294,boxed,16463606272,18532532224,formal,4,11,75,reports/aime24_full_causal25_quality_4gpu/raw_generations/formal/CAUSAL_V4_25/seed42/p11.txt,5fb278e0e3d75294468fb541bfacf6af4655b299dcd466f235304593082306dc,600.2062,0,aime24:p11:s0:seed11042,completed,eos,2026-08-10T13:45:48.100787+00:00,8.7403,5321,0.25
patternkv,42,pattern_rolling_k2v2_s16_r128_causal_v4_b025,True,2.50048828125,12042,,aime24_full_causal25_quality_formal,35fdc9fe0d9dda5e,CAUSAL_V4_25:seed42:p12,0e0f7a3b704296743ac10f10050816da87fc8784a365cf736ff1ab3ca1c4bd99,13163,fda7c0ebafea3955,e3fe0d3df798f3b0c0b86035be3539a4feb4681b,540,NVIDIA GeForce RTX 3090,False,cuda:0,CAUSAL_V4_25,df086b3089b7912d,DeepSeek-R1-Distill-Llama-8B,False,parsed,540,boxed,16975286272,18532532224,formal,4,12,64,reports/aime24_full_causal25_quality_4gpu/raw_generations/formal/CAUSAL_V4_25/seed42/p12.txt,12c16a0b7606b2b5096de7da9bc4048f47614439898e6f92e9de9573802e3961,1552.9791,0,aime24:p12:s0:seed12042,completed,eos,2026-08-10T14:11:41.164370+00:00,8.476,13227,0.25
patternkv,42,pattern_rolling_k2v2_s16_r128_causal_v4_b025,False,2.50048828125,13042,,aime24_full_causal25_quality_formal,35fdc9fe0d9dda5e,CAUSAL_V4_25:seed42:p13,5e77bd8e913990e271d02b2bae523e1cb25ef1da55698355c26846f9058272f9,15686,fda7c0ebafea3955,e3fe0d3df798f3b0c0b86035be3539a4feb4681b,197,NVIDIA GeForce RTX 3090,False,cuda:0,CAUSAL_V4_25,df086b3089b7912d,DeepSeek-R1-Distill-Llama-8B,False,parsed,19,boxed,17140341760,18532532224,formal,4,13,113,reports/aime24_full_causal25_quality_4gpu/raw_generations/formal/CAUSAL_V4_25/seed42/p13.txt,63170d8682ebdbcff3d44e34afb87f2670296933cdc53b481bc21a53770934ac,1842.4557,0,aime24:p13:s0:seed13042,completed,eos,2026-08-10T14:42:23.726601+00:00,8.5136,15799,0.25
patternkv,42,pattern_rolling_k2v2_s16_r128_causal_v4_b025,False,2.50048828125,14042,,aime24_full_causal25_quality_formal,35fdc9fe0d9dda5e,CAUSAL_V4_25:seed42:p14,9daf8697afa3f4fc2d5897035d6d28663842f591d3a18314a3d455230a2094fb,14477,fda7c0ebafea3955,e3fe0d3df798f3b0c0b86035be3539a4feb4681b,480,NVIDIA GeForce RTX 3090,False,cuda:0,CAUSAL_V4_25,df086b3089b7912d,DeepSeek-R1-Distill-Llama-8B,False,parsed,11,tail_integer,17057798656,18532532224,formal,4,14,104,reports/aime24_full_causal25_quality_4gpu/raw_generations/formal/CAUSAL_V4_25/seed42/p14.txt,570d805cacb3ce475c81279afea3fbdb5abb7412b5b133044f09d3daaa5b5cdd,1681.5143,0,aime24:p14:s0:seed14042,completed,eos,2026-08-10T15:10:25.332377+00:00,8.6095,14581,0.25
patternkv,42,pattern_rolling_k2v2_s16_r128_causal_v4_b025,False,2.50048828125,15042,,aime24_full_causal25_quality_formal,35fdc9fe0d9dda5e,CAUSAL_V4_25:seed42:p15,e9ce46623823625d4b720548075daeae4496960da432e0f12b636be63ffdab00,12010,fda7c0ebafea3955,e3fe0d3df798f3b0c0b86035be3539a4feb4681b,73,NVIDIA GeForce RTX 3090,False,cuda:0,CAUSAL_V4_25,df086b3089b7912d,DeepSeek-R1-Distill-Llama-8B,False,parsed,214,boxed,16901006336,18532532224,formal,4,15,120,reports/aime24_full_causal25_quality_4gpu/raw_generations/formal/CAUSAL_V4_25/seed42/p15.txt,fbba35a5907723e1d2673988793b73f878c034ebd4c8798eb311558505db3c54,1374.0503,0,aime24:p15:s0:seed15042,completed,eos,2026-08-10T15:33:19.460354+00:00,8.7406,12130,0.25
patternkv,42,pattern_rolling_k2v2_s16_r128_causal_v4_b025,True,2.50048828125,16042,,aime24_full_causal25_quality_formal,35fdc9fe0d9dda5e,CAUSAL_V4_25:seed42:p16,44459290ca8120c5fa4877de6068d58be2af6520c2c10a371fa2abfddab6a810,4131,fda7c0ebafea3955,e3fe0d3df798f3b0c0b86035be3539a4feb4681b,468,NVIDIA GeForce RTX 3090,False,cuda:0,CAUSAL_V4_25,df086b3089b7912d,DeepSeek-R1-Distill-Llama-8B,False,parsed,468,boxed,16389340672,18532532224,formal,4,16,74,reports/aime24_full_causal25_quality_4gpu/raw_generations/formal/CAUSAL_V4_25/seed42/p16.txt,4c6306b59ec10c543352550009bb98f43ec7a20ac7b940470d40ad41c4ca543b,447.0551,0,aime24:p16:s0:seed16042,completed,eos,2026-08-10T15:40:46.558057+00:00,9.2405,4205,0.25
patternkv,42,pattern_rolling_k2v2_s16_r128_causal_v4_b025,True,2.50048828125,17042,,aime24_full_causal25_quality_formal,35fdc9fe0d9dda5e,CAUSAL_V4_25:seed42:p17,b9f3e68de5aba2c036cc36b02ccb4a47071ccf6e9e71322a305f142c0bf18a16,21190,fda7c0ebafea3955,e3fe0d3df798f3b0c0b86035be3539a4feb4681b,601,NVIDIA GeForce RTX 3090,False,cuda:0,CAUSAL_V4_25,df086b3089b7912d,DeepSeek-R1-Distill-Llama-8B,False,parsed,601,boxed,17495198720,18532532224,formal,4,17,102,reports/aime24_full_causal25_quality_4gpu/raw_generations/formal/CAUSAL_V4_25/seed42/p17.txt,ae52b4f3f172e17d6863d326f53653d862fe7f8bd98e19608b86baac232c3e6f,2724.909,0,aime24:p17:s0:seed17042,completed,eos,2026-08-10T16:26:11.585230+00:00,7.7764,21292,0.25
patternkv,42,pattern_rolling_k2v2_s16_r128_causal_v4_b025,True,2.50048828125,18042,,aime24_full_causal25_quality_formal,35fdc9fe0d9dda5e,CAUSAL_V4_25:seed42:p18,6645234e91a7294b9360bad2255fd56835f15ea382c04d6038cd3cd68198efa6,16798,fda7c0ebafea3955,e3fe0d3df798f3b0c0b86035be3539a4feb4681b,23,NVIDIA GeForce RTX 3090,False,cuda:0,CAUSAL_V4_25,df086b3089b7912d,DeepSeek-R1-Distill-Llama-8B,False,parsed,23,boxed,17214611968,18532532224,formal,4,18,219,reports/aime24_full_causal25_quality_4gpu/raw_generations/formal/CAUSAL_V4_25/seed42/p18.txt,5268dc8a1a1a9aedc7577c13767eeb729e211cc485de591393d66cf7885eca28,1996.9002,0,aime24:p18:s0:seed18042,completed,eos,2026-08-10T16:59:28.585942+00:00,8.412,17017,0.25
patternkv,42,pattern_rolling_k2v2_s16_r128_causal_v4_b025,False,2.50048828125,19042,,aime24_full_causal25_quality_formal,35fdc9fe0d9dda5e,CAUSAL_V4_25:seed42:p19,5355fa4513c92596c5216b3102f39e25422db076c98721acc67a2b0022b95c45,10673,fda7c0ebafea3955,e3fe0d3df798f3b0c0b86035be3539a4feb4681b,321,NVIDIA GeForce RTX 3090,False,cuda:0,CAUSAL_V4_25,df086b3089b7912d,DeepSeek-R1-Distill-Llama-8B,False,parsed,679,boxed,16810234880,18532532224,formal,4,19,78,reports/aime24_full_causal25_quality_4gpu/raw_generations/formal/CAUSAL_V4_25/seed42/p19.txt,27b0a7e8f5bab6e415b0636395464d8cb74bfd3d404210eebd6a5f016fb8a387,1204.4232,0,aime24:p19:s0:seed19042,completed,eos,2026-08-10T17:19:33.082549+00:00,8.8615,10751,0.25
patternkv,42,pattern_rolling_k2v2_s16_r128_causal_v4_b025,True,2.50048828125,20042,,aime24_full_causal25_quality_formal,35fdc9fe0d9dda5e,CAUSAL_V4_25:seed42:p20,04c333666191d7998cf5f32750ec4fbde68d327649ce893e87522a834cb2081c,20961,fda7c0ebafea3955,e3fe0d3df798f3b0c0b86035be3539a4feb4681b,211,NVIDIA GeForce RTX 3090,False,cuda:0,CAUSAL_V4_25,df086b3089b7912d,DeepSeek-R1-Distill-Llama-8B,False,parsed,211,boxed,17478695424,18532532224,formal,4,20,164,reports/aime24_full_causal25_quality_4gpu/raw_generations/formal/CAUSAL_V4_25/seed42/p20.txt,7c14739a169d9b127af299cc32266aef33387e82b3b8c32a71857706545f778f,2583.1308,0,aime24:p20:s0:seed20042,completed,eos,2026-08-10T18:02:36.330636+00:00,8.1146,21125,0.25
patternkv,42,pattern_rolling_k2v2_s16_r128_causal_v4_b025,False,2.50048828125,21042,,aime24_full_causal25_quality_formal,35fdc9fe0d9dda5e,CAUSAL_V4_25:seed42:p21,dd4c50ceeec0048960c5a5c4b041603b3a886d70e0550398a592ea92cc78c05d,14171,fda7c0ebafea3955,e3fe0d3df798f3b0c0b86035be3539a4feb4681b,315,NVIDIA GeForce RTX 3090,False,cuda:0,CAUSAL_V4_25,df086b3089b7912d,DeepSeek-R1-Distill-Llama-8B,False,parsed,12,boxed,17049556480,18532532224,formal,4,21,182,reports/aime24_full_causal25_quality_4gpu/raw_generations/formal/CAUSAL_V4_25/seed42/p21.txt,0060241788370181d3208c957df88dbf1dd0201bcc844d58387fe1a8932f2e28,1662.4223,0,aime24:p21:s0:seed21042,completed,eos,2026-08-10T18:30:18.842749+00:00,8.5243,14353,0.25
patternkv,42,pattern_rolling_k2v2_s16_r128_causal_v4_b025,False,2.50048828125,22042,,aime24_full_causal25_quality_formal,35fdc9fe0d9dda5e,CAUSAL_V4_25:seed42:p22,121e3780498bcd1de71eb303e8afe6c82bb492a305cdf87a1d3fa4046faca7fd,32768,fda7c0ebafea3955,e3fe0d3df798f3b0c0b86035be3539a4feb4681b,236,NVIDIA GeForce RTX 3090,True,cuda:0,CAUSAL_V4_25,df086b3089b7912d,DeepSeek-R1-Distill-Llama-8B,False,failed,,failure,18237939200,18532532224,formal,4,22,97,reports/aime24_full_causal25_quality_4gpu/raw_generations/formal/CAUSAL_V4_25/seed42/p22.txt,f40d902eb6722c50503c3c90bd08726297735f9d358c74098603bd00eaafa9ea,4669.9184,0,aime24:p22:s0:seed22042,completed,length,2026-08-10T19:48:08.929995+00:00,7.0168,32865,0.25
patternkv,42,pattern_rolling_k2v2_s16_r128_causal_v4_b025,True,2.50048828125,23042,,aime24_full_causal25_quality_formal,35fdc9fe0d9dda5e,CAUSAL_V4_25:seed42:p23,58430998e4f87f7766e9afb320d1ac05b697145e7ced2f08ab89d0fe7a5890ca,7209,fda7c0ebafea3955,e3fe0d3df798f3b0c0b86035be3539a4feb4681b,45,NVIDIA GeForce RTX 3090,False,cuda:0,CAUSAL_V4_25,df086b3089b7912d,DeepSeek-R1-Distill-Llama-8B,False,parsed,45,boxed,16595651072,18532532224,formal,4,23,152,reports/aime24_full_causal25_quality_4gpu/raw_generations/formal/CAUSAL_V4_25/seed42/p23.txt,759133ac589c631059823c704a9cd8e7b51e04c001fffeaff81850fd3cec02d4,795.223,0,aime24:p23:s0:seed23042,completed,eos,2026-08-10T20:01:24.210560+00:00,9.0654,7361,0.25
patternkv,42,pattern_rolling_k2v2_s16_r128_causal_v4_b025,True,2.50048828125,24042,,aime24_full_causal25_quality_formal,35fdc9fe0d9dda5e,CAUSAL_V4_25:seed42:p24,1d32ab148222afbb9ed0ccb2f9780fd6fa5a406e82a0c5af265f51714fd3a8b1,3119,fda7c0ebafea3955,e3fe0d3df798f3b0c0b86035be3539a4feb4681b,33,NVIDIA GeForce RTX 3090,False,cuda:0,CAUSAL_V4_25,df086b3089b7912d,DeepSeek-R1-Distill-Llama-8B,False,parsed,33,boxed,16331565568,18532532224,formal,4,24,166,reports/aime24_full_causal25_quality_4gpu/raw_generations/formal/CAUSAL_V4_25/seed42/p24.txt,9c3cfce6971b3b6d1e6697403cdaeff917c6882052f51399ecbe96c7da19b0b5,336.3576,0,aime24:p24:s0:seed24042,completed,eos,2026-08-10T20:07:00.603944+00:00,9.2729,3285,0.25
patternkv,42,pattern_rolling_k2v2_s16_r128_causal_v4_b025,False,2.50048828125,25042,,aime24_full_causal25_quality_formal,35fdc9fe0d9dda5e,CAUSAL_V4_25:seed42:p25,6151206aa9d711ab8cf58ac5028ac3042951ac021516be270a1719b552bd2e9c,13842,fda7c0ebafea3955,e3fe0d3df798f3b0c0b86035be3539a4feb4681b,80,NVIDIA GeForce RTX 3090,False,cuda:0,CAUSAL_V4_25,df086b3089b7912d,DeepSeek-R1-Distill-Llama-8B,False,parsed,60,boxed,17016543744,18532532224,formal,4,25,78,reports/aime24_full_causal25_quality_4gpu/raw_generations/formal/CAUSAL_V4_25/seed42/p25.txt,242443b62d1cd30c22ba7fa27e46ed4039c3cfd21929c34628ab9add2b09789a,1601.4176,0,aime24:p25:s0:seed25042,completed,eos,2026-08-10T20:33:42.108804+00:00,8.6436,13920,0.25
patternkv,42,pattern_rolling_k2v2_s16_r128_causal_v4_b025,False,2.50048828125,26042,,aime24_full_causal25_quality_formal,35fdc9fe0d9dda5e,CAUSAL_V4_25:seed42:p26,8308a61807df25fb870b2e6361b54be66adb8578149c3b0eb0d84810808becb1,4221,fda7c0ebafea3955,e3fe0d3df798f3b0c0b86035be3539a4feb4681b,55,NVIDIA GeForce RTX 3090,False,cuda:0,CAUSAL_V4_25,df086b3089b7912d,DeepSeek-R1-Distill-Llama-8B,False,parsed,57,boxed,16397584896,18532532224,formal,4,26,81,reports/aime24_full_causal25_quality_4gpu/raw_generations/formal/CAUSAL_V4_25/seed42/p26.txt,83325035d7c4e2eabb9c36ef2f89ef065f77c633fbbe040a3478b97c87bc377d,451.9396,0,aime24:p26:s0:seed26042,completed,eos,2026-08-10T20:41:14.089061+00:00,9.3397,4302,0.25
patternkv,42,pattern_rolling_k2v2_s16_r128_causal_v4_b025,True,2.50048828125,27042,,aime24_full_causal25_quality_formal,35fdc9fe0d9dda5e,CAUSAL_V4_25:seed42:p27,738876577b63db73c69908fbbce08d9756c9c728c15d28aa4e6c235e9a43c6eb,6684,fda7c0ebafea3955,e3fe0d3df798f3b0c0b86035be3539a4feb4681b,699,NVIDIA GeForce RTX 3090,False,cuda:0,CAUSAL_V4_25,df086b3089b7912d,DeepSeek-R1-Distill-Llama-8B,False,parsed,699,boxed,16554394112,18532532224,formal,4,27,91,reports/aime24_full_causal25_quality_4gpu/raw_generations/formal/CAUSAL_V4_25/seed42/p27.txt,d0d0f3574d0b01d934acb304cc8842e667b8eec9c1decf95190026976667a77d,737.5958,0,aime24:p27:s0:seed27042,completed,eos,2026-08-10T20:53:31.735812+00:00,9.0619,6775,0.25
patternkv,42,pattern_rolling_k2v2_s16_r128_causal_v4_b025,False,2.50048828125,28042,,aime24_full_causal25_quality_formal,35fdc9fe0d9dda5e,CAUSAL_V4_25:seed42:p28,f6b2221507fae3125391a822a6b9712c9482f1fb8cb8a6210ad4411cf72941ef,21297,fda7c0ebafea3955,e3fe0d3df798f3b0c0b86035be3539a4feb4681b,127,NVIDIA GeForce RTX 3090,False,cuda:0,CAUSAL_V4_25,df086b3089b7912d,DeepSeek-R1-Distill-Llama-8B,False,parsed,7,boxed,17519696384,18532532224,formal,4,28,396,reports/aime24_full_causal25_quality_4gpu/raw_generations/formal/CAUSAL_V4_25/seed42/p28.txt,dc20a3ebcc8c68e44a52ca523db888d7b38e280ab61f03ca51284db1a158072a,2646.2083,0,aime24:p28:s0:seed28042,completed,eos,2026-08-10T21:37:38.063526+00:00,8.0481,21693,0.25
patternkv,42,pattern_rolling_k2v2_s16_r128_causal_v4_b025,False,2.50048828125,29042,,aime24_full_causal25_quality_formal,35fdc9fe0d9dda5e,CAUSAL_V4_25:seed42:p29,826f0799acaad78846c9158f0698048a5c1807f5591c7c466ef7122677e28397,14380,fda7c0ebafea3955,e3fe0d3df798f3b0c0b86035be3539a4feb4681b,902,NVIDIA GeForce RTX 3090,False,cuda:0,CAUSAL_V4_25,df086b3089b7912d,DeepSeek-R1-Distill-Llama-8B,False,parsed,0,boxed,17057798656,18532532224,formal,4,29,120,reports/aime24_full_causal25_quality_4gpu/raw_generations/formal/CAUSAL_V4_25/seed42/p29.txt,471f3bdbf6da3029e4cc2d169ef42a66fb4ce03a3a4106e6ede2c181a19d9f40,1668.7955,0,aime24:p29:s0:seed29042,completed,eos,2026-08-10T22:05:26.949578+00:00,8.617,14500,0.25
