auc,auc_kind,auc_source,layer,method,metric_family,metric_name,n_available,object_type,region,statistic,task_key
1.375182962976396,static,metric_value,31,V_DIR,v_direction,relative_L2,5,v_stored,all_tokens,p50,aime24:p0:s0:seed42
2.27983021736145,static,metric_value,31,V_DIR,v_direction,relative_L2,5,v_stored,all_tokens,p90,aime24:p0:s0:seed42
2.4307647347450256,static,metric_value,31,V_DIR,v_direction,relative_L2,5,v_stored,all_tokens,p95,aime24:p0:s0:seed42
2.699607789516449,static,metric_value,31,V_DIR,v_direction,relative_L2,5,v_stored,all_tokens,p99,aime24:p0:s0:seed42
0.039497531950473785,static,metric_value,31,V_DIR,v_direction,weighted_direction_error_fp,5,v_stored,current_history,mean,aime24:p0:s0:seed42
0.04455869924277067,static,metric_value,31,V_DIR,v_direction,weighted_direction_error_quant,5,v_stored,current_history,mean,aime24:p0:s0:seed42
0.23647125251591206,static,metric_value,31,V_DIR,v_direction,weighted_relative_L2_fp,5,v_stored,current_history,mean,aime24:p0:s0:seed42
0.26674852427095175,static,metric_value,31,V_DIR,v_direction,weighted_relative_L2_quant,5,v_stored,current_history,mean,aime24:p0:s0:seed42
0.8256624937057495,static,metric_value,7,V_DIR,v_direction,direction_error,5,v_stored,all_tokens,max,aime24:p0:s0:seed42
0.26102389581501484,static,metric_value,7,V_DIR,v_direction,direction_error,5,v_stored,all_tokens,mean,aime24:p0:s0:seed42
0.24984541535377502,static,metric_value,7,V_DIR,v_direction,direction_error,5,v_stored,all_tokens,p50,aime24:p0:s0:seed42
0.44912591576576233,static,metric_value,7,V_DIR,v_direction,direction_error,5,v_stored,all_tokens,p90,aime24:p0:s0:seed42
0.5007623545825481,static,metric_value,7,V_DIR,v_direction,direction_error,5,v_stored,all_tokens,p95,aime24:p0:s0:seed42
0.6010389439761639,static,metric_value,7,V_DIR,v_direction,direction_error,5,v_stored,all_tokens,p99,aime24:p0:s0:seed42
3.2752515077590942,static,metric_value,7,V_DIR,v_direction,relative_L2,5,v_stored,all_tokens,max,aime24:p0:s0:seed42
1.5126305222511292,static,metric_value,7,V_DIR,v_direction,relative_L2,5,v_stored,all_tokens,mean,aime24:p0:s0:seed42
1.5105635361978784,static,metric_value,7,V_DIR,v_direction,relative_L2,5,v_stored,all_tokens,p50,aime24:p0:s0:seed42
2.3276297450065613,static,metric_value,7,V_DIR,v_direction,relative_L2,5,v_stored,all_tokens,p90,aime24:p0:s0:seed42
2.4729520827531815,static,metric_value,7,V_DIR,v_direction,relative_L2,5,v_stored,all_tokens,p95,aime24:p0:s0:seed42
2.7443452775478363,static,metric_value,7,V_DIR,v_direction,relative_L2,5,v_stored,all_tokens,p99,aime24:p0:s0:seed42
0.037078079767525196,static,metric_value,7,V_DIR,v_direction,weighted_direction_error_fp,5,v_stored,current_history,mean,aime24:p0:s0:seed42
0.042898444924503565,static,metric_value,7,V_DIR,v_direction,weighted_direction_error_quant,5,v_stored,current_history,mean,aime24:p0:s0:seed42
0.21222482807934284,static,metric_value,7,V_DIR,v_direction,weighted_relative_L2_fp,5,v_stored,current_history,mean,aime24:p0:s0:seed42
0.2453529443591833,static,metric_value,7,V_DIR,v_direction,weighted_relative_L2_quant,5,v_stored,current_history,mean,aime24:p0:s0:seed42
1.5362274050712585,static,metric_value,0,V_HYBRID,v_direction,direction_error,5,v_stored,all_tokens,max,aime24:p0:s0:seed42
0.222232760861516,static,metric_value,0,V_HYBRID,v_direction,direction_error,5,v_stored,all_tokens,mean,aime24:p0:s0:seed42
0.14572113752365112,static,metric_value,0,V_HYBRID,v_direction,direction_error,5,v_stored,all_tokens,p50,aime24:p0:s0:seed42
0.5567243620753288,static,metric_value,0,V_HYBRID,v_direction,direction_error,5,v_stored,all_tokens,p90,aime24:p0:s0:seed42
0.6611859500408173,static,metric_value,0,V_HYBRID,v_direction,direction_error,5,v_stored,all_tokens,p95,aime24:p0:s0:seed42
0.936744824051857,static,metric_value,0,V_HYBRID,v_direction,direction_error,5,v_stored,all_tokens,p99,aime24:p0:s0:seed42
5.380889505147934,static,metric_value,0,V_HYBRID,v_direction,relative_L2,5,v_stored,all_tokens,max,aime24:p0:s0:seed42
1.1868997141718864,static,metric_value,0,V_HYBRID,v_direction,relative_L2,5,v_stored,all_tokens,mean,aime24:p0:s0:seed42
1.1108814254403114,static,metric_value,0,V_HYBRID,v_direction,relative_L2,5,v_stored,all_tokens,p50,aime24:p0:s0:seed42
2.5962956845760345,static,metric_value,0,V_HYBRID,v_direction,relative_L2,5,v_stored,all_tokens,p90,aime24:p0:s0:seed42
2.8453339636325836,static,metric_value,0,V_HYBRID,v_direction,relative_L2,5,v_stored,all_tokens,p95,aime24:p0:s0:seed42
3.408716559410095,static,metric_value,0,V_HYBRID,v_direction,relative_L2,5,v_stored,all_tokens,p99,aime24:p0:s0:seed42
0.12070715054869652,static,metric_value,0,V_HYBRID,v_direction,weighted_direction_error_fp,5,v_stored,current_history,mean,aime24:p0:s0:seed42
0.12710942607373,static,metric_value,0,V_HYBRID,v_direction,weighted_direction_error_quant,5,v_stored,current_history,mean,aime24:p0:s0:seed42
0.5869640372693539,static,metric_value,0,V_HYBRID,v_direction,weighted_relative_L2_fp,5,v_stored,current_history,mean,aime24:p0:s0:seed42
0.6156782135367393,static,metric_value,0,V_HYBRID,v_direction,weighted_relative_L2_quant,5,v_stored,current_history,mean,aime24:p0:s0:seed42
0.9365391731262207,static,metric_value,15,V_HYBRID,v_direction,direction_error,5,v_stored,all_tokens,max,aime24:p0:s0:seed42
0.26323727145791054,static,metric_value,15,V_HYBRID,v_direction,direction_error,5,v_stored,all_tokens,mean,aime24:p0:s0:seed42
0.25141964852809906,static,metric_value,15,V_HYBRID,v_direction,direction_error,5,v_stored,all_tokens,p50,aime24:p0:s0:seed42
0.45845259353518486,static,metric_value,15,V_HYBRID,v_direction,direction_error,5,v_stored,all_tokens,p90,aime24:p0:s0:seed42
0.5058723390102386,static,metric_value,15,V_HYBRID,v_direction,direction_error,5,v_stored,all_tokens,p95,aime24:p0:s0:seed42
0.6072424724698067,static,metric_value,15,V_HYBRID,v_direction,direction_error,5,v_stored,all_tokens,p99,aime24:p0:s0:seed42
3.331671953201294,static,metric_value,15,V_HYBRID,v_direction,relative_L2,5,v_stored,all_tokens,max,aime24:p0:s0:seed42
1.5115206986665726,static,metric_value,15,V_HYBRID,v_direction,relative_L2,5,v_stored,all_tokens,mean,aime24:p0:s0:seed42
1.5127865253016353,static,metric_value,15,V_HYBRID,v_direction,relative_L2,5,v_stored,all_tokens,p50,aime24:p0:s0:seed42
2.326642781496048,static,metric_value,15,V_HYBRID,v_direction,relative_L2,5,v_stored,all_tokens,p90,aime24:p0:s0:seed42
2.4610960334539413,static,metric_value,15,V_HYBRID,v_direction,relative_L2,5,v_stored,all_tokens,p95,aime24:p0:s0:seed42
2.718422144651413,static,metric_value,15,V_HYBRID,v_direction,relative_L2,5,v_stored,all_tokens,p99,aime24:p0:s0:seed42
0.050008091144263744,static,metric_value,15,V_HYBRID,v_direction,weighted_direction_error_fp,5,v_stored,current_history,mean,aime24:p0:s0:seed42
0.05946125974878669,static,metric_value,15,V_HYBRID,v_direction,weighted_direction_error_quant,5,v_stored,current_history,mean,aime24:p0:s0:seed42
0.29259419813752174,static,metric_value,15,V_HYBRID,v_direction,weighted_relative_L2_fp,5,v_stored,current_history,mean,aime24:p0:s0:seed42
0.3441341556608677,static,metric_value,15,V_HYBRID,v_direction,weighted_relative_L2_quant,5,v_stored,current_history,mean,aime24:p0:s0:seed42
0.9241925477981567,static,metric_value,23,V_HYBRID,v_direction,direction_error,5,v_stored,all_tokens,max,aime24:p0:s0:seed42
0.26001254841685295,static,metric_value,23,V_HYBRID,v_direction,direction_error,5,v_stored,all_tokens,mean,aime24:p0:s0:seed42
0.25063225626945496,static,metric_value,23,V_HYBRID,v_direction,direction_error,5,v_stored,all_tokens,p50,aime24:p0:s0:seed42
0.457070779055357,static,metric_value,23,V_HYBRID,v_direction,direction_error,5,v_stored,all_tokens,p90,aime24:p0:s0:seed42
0.5071051754057407,static,metric_value,23,V_HYBRID,v_direction,direction_error,5,v_stored,all_tokens,p95,aime24:p0:s0:seed42
0.6040505692362785,static,metric_value,23,V_HYBRID,v_direction,direction_error,5,v_stored,all_tokens,p99,aime24:p0:s0:seed42
3.657550096511841,static,metric_value,23,V_HYBRID,v_direction,relative_L2,5,v_stored,all_tokens,max,aime24:p0:s0:seed42
1.4986157268285751,static,metric_value,23,V_HYBRID,v_direction,relative_L2,5,v_stored,all_tokens,mean,aime24:p0:s0:seed42
1.5140657811425626,static,metric_value,23,V_HYBRID,v_direction,relative_L2,5,v_stored,all_tokens,p50,aime24:p0:s0:seed42
2.33108814060688,static,metric_value,23,V_HYBRID,v_direction,relative_L2,5,v_stored,all_tokens,p90,aime24:p0:s0:seed42
2.4572185575962067,static,metric_value,23,V_HYBRID,v_direction,relative_L2,5,v_stored,all_tokens,p95,aime24:p0:s0:seed42
2.7081320583820343,static,metric_value,23,V_HYBRID,v_direction,relative_L2,5,v_stored,all_tokens,p99,aime24:p0:s0:seed42
0.019762207753956318,static,metric_value,23,V_HYBRID,v_direction,weighted_direction_error_fp,5,v_stored,current_history,mean,aime24:p0:s0:seed42
0.022972004720941186,static,metric_value,23,V_HYBRID,v_direction,weighted_direction_error_quant,5,v_stored,current_history,mean,aime24:p0:s0:seed42
0.1182490736246109,static,metric_value,23,V_HYBRID,v_direction,weighted_relative_L2_fp,5,v_stored,current_history,mean,aime24:p0:s0:seed42
0.13746086228638887,static,metric_value,23,V_HYBRID,v_direction,weighted_relative_L2_quant,5,v_stored,current_history,mean,aime24:p0:s0:seed42
0.8766815066337585,static,metric_value,31,V_HYBRID,v_direction,direction_error,5,v_stored,all_tokens,max,aime24:p0:s0:seed42
0.22909281589090824,static,metric_value,31,V_HYBRID,v_direction,direction_error,5,v_stored,all_tokens,mean,aime24:p0:s0:seed42
0.21092171967029572,static,metric_value,31,V_HYBRID,v_direction,direction_error,5,v_stored,all_tokens,p50,aime24:p0:s0:seed42
0.4358234070241451,static,metric_value,31,V_HYBRID,v_direction,direction_error,5,v_stored,all_tokens,p90,aime24:p0:s0:seed42
0.4883214645087719,static,metric_value,31,V_HYBRID,v_direction,direction_error,5,v_stored,all_tokens,p95,aime24:p0:s0:seed42
