checkpoint,cosine,decode_position,layer,max_abs_error,metric_name,problem_id,relative_l2,relative_mse,sample_id,shape,task_key,token_count
1024,0.999999463558197,1024,7,0.0,query,14,0.0,0.0,0,"[1, 32, 1, 128]",aime24:p14:s0:seed14042,4096
1024,0.9999995231628418,1024,15,0.0,query,14,0.0,0.0,0,"[1, 32, 1, 128]",aime24:p14:s0:seed14042,4096
1024,0.9999998211860657,1024,23,0.0,query,14,0.0,0.0,0,"[1, 32, 1, 128]",aime24:p14:s0:seed14042,4096
1024,0.9999996423721313,1024,31,0.0,query,14,0.0,0.0,0,"[1, 32, 1, 128]",aime24:p14:s0:seed14042,4096
2048,0.9999999403953552,2048,0,0.0,query,14,0.0,0.0,0,"[1, 32, 1, 128]",aime24:p14:s0:seed14042,4096
2048,0.9999998211860657,2048,7,0.0,query,14,0.0,0.0,0,"[1, 32, 1, 128]",aime24:p14:s0:seed14042,4096
2048,0.9999999403953552,2048,15,0.0,query,14,0.0,0.0,0,"[1, 32, 1, 128]",aime24:p14:s0:seed14042,4096
2048,0.9999997615814209,2048,23,0.0,query,14,0.0,0.0,0,"[1, 32, 1, 128]",aime24:p14:s0:seed14042,4096
2048,0.9999995827674866,2048,31,0.0,query,14,0.0,0.0,0,"[1, 32, 1, 128]",aime24:p14:s0:seed14042,4096
4096,0.9999995827674866,4096,0,0.0,query,14,0.0,0.0,0,"[1, 32, 1, 128]",aime24:p14:s0:seed14042,4096
4096,0.9999995231628418,4096,7,0.0,query,14,0.0,0.0,0,"[1, 32, 1, 128]",aime24:p14:s0:seed14042,4096
4096,0.9999999403953552,4096,15,0.0,query,14,0.0,0.0,0,"[1, 32, 1, 128]",aime24:p14:s0:seed14042,4096
4096,0.9999996423721313,4096,23,0.0,query,14,0.0,0.0,0,"[1, 32, 1, 128]",aime24:p14:s0:seed14042,4096
4096,0.9999997615814209,4096,31,0.0,query,14,0.0,0.0,0,"[1, 32, 1, 128]",aime24:p14:s0:seed14042,4096
