checkpoint,cosine,decode_position,layer,max_abs_error,metric_name,problem_id,relative_l2,relative_mse,sample_id,shape,task_key,token_count
512,0.9999840259552002,512,15,0.0,reconstructed_k,12,0.0,0.0,0,"[1, 8, 576, 128]",aime24:p12:s0:seed12042,589824
512,0.9999822974205017,512,15,0.0,reconstructed_v,12,0.0,0.0,0,"[1, 8, 576, 128]",aime24:p12:s0:seed12042,589824
512,0.9999865293502808,512,23,0.0,reconstructed_k,12,0.0,0.0,0,"[1, 8, 576, 128]",aime24:p12:s0:seed12042,589824
512,0.9999748468399048,512,23,0.0,reconstructed_v,12,0.0,0.0,0,"[1, 8, 576, 128]",aime24:p12:s0:seed12042,589824
512,0.9999987483024597,512,31,0.0,reconstructed_k,12,0.0,0.0,0,"[1, 8, 576, 128]",aime24:p12:s0:seed12042,589824
512,0.9999811053276062,512,31,0.0,reconstructed_v,12,0.0,0.0,0,"[1, 8, 576, 128]",aime24:p12:s0:seed12042,589824
1024,0.9999931454658508,1024,0,0.0,reconstructed_k,12,0.0,0.0,0,"[1, 8, 1088, 128]",aime24:p12:s0:seed12042,1114112
1024,1.00003182888031,1024,0,0.0,reconstructed_v,12,0.0,0.0,0,"[1, 8, 1088, 128]",aime24:p12:s0:seed12042,1114112
1024,1.000041127204895,1024,7,0.0,reconstructed_k,12,0.0,0.0,0,"[1, 8, 1088, 128]",aime24:p12:s0:seed12042,1114112
1024,0.9999806880950928,1024,7,0.0,reconstructed_v,12,0.0,0.0,0,"[1, 8, 1088, 128]",aime24:p12:s0:seed12042,1114112
1024,1.0000205039978027,1024,15,0.0,reconstructed_k,12,0.0,0.0,0,"[1, 8, 1088, 128]",aime24:p12:s0:seed12042,1114112
1024,0.9999721050262451,1024,15,0.0,reconstructed_v,12,0.0,0.0,0,"[1, 8, 1088, 128]",aime24:p12:s0:seed12042,1114112
1024,1.0000288486480713,1024,23,0.0,reconstructed_k,12,0.0,0.0,0,"[1, 8, 1088, 128]",aime24:p12:s0:seed12042,1114112
1024,0.9999881386756897,1024,23,0.0,reconstructed_v,12,0.0,0.0,0,"[1, 8, 1088, 128]",aime24:p12:s0:seed12042,1114112
1024,1.0000109672546387,1024,31,0.0,reconstructed_k,12,0.0,0.0,0,"[1, 8, 1088, 128]",aime24:p12:s0:seed12042,1114112
1024,0.9999886751174927,1024,31,0.0,reconstructed_v,12,0.0,0.0,0,"[1, 8, 1088, 128]",aime24:p12:s0:seed12042,1114112
2048,1.00004243850708,2048,0,0.0,reconstructed_k,12,0.0,0.0,0,"[1, 8, 2112, 128]",aime24:p12:s0:seed12042,2162688
2048,1.0001096725463867,2048,0,0.0,reconstructed_v,12,0.0,0.0,0,"[1, 8, 2112, 128]",aime24:p12:s0:seed12042,2162688
2048,1.0000633001327515,2048,7,0.0,reconstructed_k,12,0.0,0.0,0,"[1, 8, 2112, 128]",aime24:p12:s0:seed12042,2162688
2048,1.0000114440917969,2048,7,0.0,reconstructed_v,12,0.0,0.0,0,"[1, 8, 2112, 128]",aime24:p12:s0:seed12042,2162688
2048,1.0000649690628052,2048,15,0.0,reconstructed_k,12,0.0,0.0,0,"[1, 8, 2112, 128]",aime24:p12:s0:seed12042,2162688
2048,1.0000221729278564,2048,15,0.0,reconstructed_v,12,0.0,0.0,0,"[1, 8, 2112, 128]",aime24:p12:s0:seed12042,2162688
2048,1.000016689300537,2048,23,0.0,reconstructed_k,12,0.0,0.0,0,"[1, 8, 2112, 128]",aime24:p12:s0:seed12042,2162688
2048,1.0000299215316772,2048,23,0.0,reconstructed_v,12,0.0,0.0,0,"[1, 8, 2112, 128]",aime24:p12:s0:seed12042,2162688
2048,1.0000627040863037,2048,31,0.0,reconstructed_k,12,0.0,0.0,0,"[1, 8, 2112, 128]",aime24:p12:s0:seed12042,2162688
2048,1.0000349283218384,2048,31,0.0,reconstructed_v,12,0.0,0.0,0,"[1, 8, 2112, 128]",aime24:p12:s0:seed12042,2162688
4096,1.0001722574234009,4096,0,0.0,reconstructed_k,12,0.0,0.0,0,"[1, 8, 4160, 128]",aime24:p12:s0:seed12042,4259840
4096,1.000229001045227,4096,0,0.0,reconstructed_v,12,0.0,0.0,0,"[1, 8, 4160, 128]",aime24:p12:s0:seed12042,4259840
4096,1.0001837015151978,4096,7,0.0,reconstructed_k,12,0.0,0.0,0,"[1, 8, 4160, 128]",aime24:p12:s0:seed12042,4259840
4096,1.0001140832901,4096,7,0.0,reconstructed_v,12,0.0,0.0,0,"[1, 8, 4160, 128]",aime24:p12:s0:seed12042,4259840
4096,1.000137448310852,4096,15,0.0,reconstructed_k,12,0.0,0.0,0,"[1, 8, 4160, 128]",aime24:p12:s0:seed12042,4259840
4096,1.0000553131103516,4096,15,0.0,reconstructed_v,12,0.0,0.0,0,"[1, 8, 4160, 128]",aime24:p12:s0:seed12042,4259840
4096,1.000131368637085,4096,23,0.0,reconstructed_k,12,0.0,0.0,0,"[1, 8, 4160, 128]",aime24:p12:s0:seed12042,4259840
4096,1.0000834465026855,4096,23,0.0,reconstructed_v,12,0.0,0.0,0,"[1, 8, 4160, 128]",aime24:p12:s0:seed12042,4259840
4096,1.0001895427703857,4096,31,0.0,reconstructed_k,12,0.0,0.0,0,"[1, 8, 4160, 128]",aime24:p12:s0:seed12042,4259840
4096,1.000163197517395,4096,31,0.0,reconstructed_v,12,0.0,0.0,0,"[1, 8, 4160, 128]",aime24:p12:s0:seed12042,4259840
128,0.9999963641166687,128,0,0.0,reconstructed_k,14,0.0,0.0,0,"[1, 8, 232, 128]",aime24:p14:s0:seed14042,237568
128,1.0000008344650269,128,0,0.0,reconstructed_v,14,0.0,0.0,0,"[1, 8, 232, 128]",aime24:p14:s0:seed14042,237568
128,0.9999974370002747,128,7,0.0,reconstructed_k,14,0.0,0.0,0,"[1, 8, 232, 128]",aime24:p14:s0:seed14042,237568
128,0.9999982714653015,128,7,0.0,reconstructed_v,14,0.0,0.0,0,"[1, 8, 232, 128]",aime24:p14:s0:seed14042,237568
128,0.9999951720237732,128,15,0.0,reconstructed_k,14,0.0,0.0,0,"[1, 8, 232, 128]",aime24:p14:s0:seed14042,237568
128,0.9999936819076538,128,15,0.0,reconstructed_v,14,0.0,0.0,0,"[1, 8, 232, 128]",aime24:p14:s0:seed14042,237568
128,0.9999905824661255,128,23,0.0,reconstructed_k,14,0.0,0.0,0,"[1, 8, 232, 128]",aime24:p14:s0:seed14042,237568
128,0.9999929666519165,128,23,0.0,reconstructed_v,14,0.0,0.0,0,"[1, 8, 232, 128]",aime24:p14:s0:seed14042,237568
128,0.9999967813491821,128,31,0.0,reconstructed_k,14,0.0,0.0,0,"[1, 8, 232, 128]",aime24:p14:s0:seed14042,237568
128,0.9999940991401672,128,31,0.0,reconstructed_v,14,0.0,0.0,0,"[1, 8, 232, 128]",aime24:p14:s0:seed14042,237568
256,0.9999997019767761,256,0,0.0,reconstructed_k,14,0.0,0.0,0,"[1, 8, 360, 128]",aime24:p14:s0:seed14042,368640
256,0.9999963641166687,256,0,0.0,reconstructed_v,14,0.0,0.0,0,"[1, 8, 360, 128]",aime24:p14:s0:seed14042,368640
256,0.999991774559021,256,7,0.0,reconstructed_k,14,0.0,0.0,0,"[1, 8, 360, 128]",aime24:p14:s0:seed14042,368640
256,0.9999906420707703,256,7,0.0,reconstructed_v,14,0.0,0.0,0,"[1, 8, 360, 128]",aime24:p14:s0:seed14042,368640
256,0.9999871253967285,256,15,0.0,reconstructed_k,14,0.0,0.0,0,"[1, 8, 360, 128]",aime24:p14:s0:seed14042,368640
256,0.9999935030937195,256,15,0.0,reconstructed_v,14,0.0,0.0,0,"[1, 8, 360, 128]",aime24:p14:s0:seed14042,368640
256,0.99998939037323,256,23,0.0,reconstructed_k,14,0.0,0.0,0,"[1, 8, 360, 128]",aime24:p14:s0:seed14042,368640
256,0.9999890327453613,256,23,0.0,reconstructed_v,14,0.0,0.0,0,"[1, 8, 360, 128]",aime24:p14:s0:seed14042,368640
256,0.9999991655349731,256,31,0.0,reconstructed_k,14,0.0,0.0,0,"[1, 8, 360, 128]",aime24:p14:s0:seed14042,368640
256,0.9999839067459106,256,31,0.0,reconstructed_v,14,0.0,0.0,0,"[1, 8, 360, 128]",aime24:p14:s0:seed14042,368640
512,0.9999898672103882,512,0,0.0,reconstructed_k,14,0.0,0.0,0,"[1, 8, 616, 128]",aime24:p14:s0:seed14042,630784
512,1.0000171661376953,512,0,0.0,reconstructed_v,14,0.0,0.0,0,"[1, 8, 616, 128]",aime24:p14:s0:seed14042,630784
512,0.9999960660934448,512,7,0.0,reconstructed_k,14,0.0,0.0,0,"[1, 8, 616, 128]",aime24:p14:s0:seed14042,630784
512,0.9999933242797852,512,7,0.0,reconstructed_v,14,0.0,0.0,0,"[1, 8, 616, 128]",aime24:p14:s0:seed14042,630784
512,1.0000025033950806,512,15,0.0,reconstructed_k,14,0.0,0.0,0,"[1, 8, 616, 128]",aime24:p14:s0:seed14042,630784
512,0.9999814629554749,512,15,0.0,reconstructed_v,14,0.0,0.0,0,"[1, 8, 616, 128]",aime24:p14:s0:seed14042,630784
512,0.9999820590019226,512,23,0.0,reconstructed_k,14,0.0,0.0,0,"[1, 8, 616, 128]",aime24:p14:s0:seed14042,630784
512,0.9999808073043823,512,23,0.0,reconstructed_v,14,0.0,0.0,0,"[1, 8, 616, 128]",aime24:p14:s0:seed14042,630784
512,0.9999992251396179,512,31,0.0,reconstructed_k,14,0.0,0.0,0,"[1, 8, 616, 128]",aime24:p14:s0:seed14042,630784
512,0.999984622001648,512,31,0.0,reconstructed_v,14,0.0,0.0,0,"[1, 8, 616, 128]",aime24:p14:s0:seed14042,630784
1024,0.9999997019767761,1024,0,0.0,reconstructed_k,14,0.0,0.0,0,"[1, 8, 1128, 128]",aime24:p14:s0:seed14042,1155072
1024,1.000029444694519,1024,0,0.0,reconstructed_v,14,0.0,0.0,0,"[1, 8, 1128, 128]",aime24:p14:s0:seed14042,1155072
1024,1.0000070333480835,1024,7,0.0,reconstructed_k,14,0.0,0.0,0,"[1, 8, 1128, 128]",aime24:p14:s0:seed14042,1155072
1024,0.9999868869781494,1024,7,0.0,reconstructed_v,14,0.0,0.0,0,"[1, 8, 1128, 128]",aime24:p14:s0:seed14042,1155072
1024,1.0000016689300537,1024,15,0.0,reconstructed_k,14,0.0,0.0,0,"[1, 8, 1128, 128]",aime24:p14:s0:seed14042,1155072
1024,0.9999676942825317,1024,15,0.0,reconstructed_v,14,0.0,0.0,0,"[1, 8, 1128, 128]",aime24:p14:s0:seed14042,1155072
1024,0.9999974966049194,1024,23,0.0,reconstructed_k,14,0.0,0.0,0,"[1, 8, 1128, 128]",aime24:p14:s0:seed14042,1155072
1024,0.9999890327453613,1024,23,0.0,reconstructed_v,14,0.0,0.0,0,"[1, 8, 1128, 128]",aime24:p14:s0:seed14042,1155072
1024,1.0000311136245728,1024,31,0.0,reconstructed_k,14,0.0,0.0,0,"[1, 8, 1128, 128]",aime24:p14:s0:seed14042,1155072
1024,1.0000048875808716,1024,31,0.0,reconstructed_v,14,0.0,0.0,0,"[1, 8, 1128, 128]",aime24:p14:s0:seed14042,1155072
2048,1.0000481605529785,2048,0,0.0,reconstructed_k,14,0.0,0.0,0,"[1, 8, 2152, 128]",aime24:p14:s0:seed14042,2203648
2048,1.0001300573349,2048,0,0.0,reconstructed_v,14,0.0,0.0,0,"[1, 8, 2152, 128]",aime24:p14:s0:seed14042,2203648
2048,1.0000531673431396,2048,7,0.0,reconstructed_k,14,0.0,0.0,0,"[1, 8, 2152, 128]",aime24:p14:s0:seed14042,2203648
2048,1.0000146627426147,2048,7,0.0,reconstructed_v,14,0.0,0.0,0,"[1, 8, 2152, 128]",aime24:p14:s0:seed14042,2203648
2048,1.000035047531128,2048,15,0.0,reconstructed_k,14,0.0,0.0,0,"[1, 8, 2152, 128]",aime24:p14:s0:seed14042,2203648
2048,1.0000096559524536,2048,15,0.0,reconstructed_v,14,0.0,0.0,0,"[1, 8, 2152, 128]",aime24:p14:s0:seed14042,2203648
2048,1.0000394582748413,2048,23,0.0,reconstructed_k,14,0.0,0.0,0,"[1, 8, 2152, 128]",aime24:p14:s0:seed14042,2203648
2048,0.9999843835830688,2048,23,0.0,reconstructed_v,14,0.0,0.0,0,"[1, 8, 2152, 128]",aime24:p14:s0:seed14042,2203648
2048,1.0000463724136353,2048,31,0.0,reconstructed_k,14,0.0,0.0,0,"[1, 8, 2152, 128]",aime24:p14:s0:seed14042,2203648
2048,1.0000202655792236,2048,31,0.0,reconstructed_v,14,0.0,0.0,0,"[1, 8, 2152, 128]",aime24:p14:s0:seed14042,2203648
4096,1.0001591444015503,4096,0,0.0,reconstructed_k,14,0.0,0.0,0,"[1, 8, 4200, 128]",aime24:p14:s0:seed14042,4300800
4096,1.0000478029251099,4096,0,0.0,reconstructed_v,14,0.0,0.0,0,"[1, 8, 4200, 128]",aime24:p14:s0:seed14042,4300800
4096,1.0001893043518066,4096,7,0.0,reconstructed_k,14,0.0,0.0,0,"[1, 8, 4200, 128]",aime24:p14:s0:seed14042,4300800
4096,1.0000858306884766,4096,7,0.0,reconstructed_v,14,0.0,0.0,0,"[1, 8, 4200, 128]",aime24:p14:s0:seed14042,4300800
4096,1.000203013420105,4096,15,0.0,reconstructed_k,14,0.0,0.0,0,"[1, 8, 4200, 128]",aime24:p14:s0:seed14042,4300800
4096,1.0000653266906738,4096,15,0.0,reconstructed_v,14,0.0,0.0,0,"[1, 8, 4200, 128]",aime24:p14:s0:seed14042,4300800
4096,1.0001423358917236,4096,23,0.0,reconstructed_k,14,0.0,0.0,0,"[1, 8, 4200, 128]",aime24:p14:s0:seed14042,4300800
4096,1.0000938177108765,4096,23,0.0,reconstructed_v,14,0.0,0.0,0,"[1, 8, 4200, 128]",aime24:p14:s0:seed14042,4300800
4096,1.000248670578003,4096,31,0.0,reconstructed_k,14,0.0,0.0,0,"[1, 8, 4200, 128]",aime24:p14:s0:seed14042,4300800
4096,1.0001579523086548,4096,31,0.0,reconstructed_v,14,0.0,0.0,0,"[1, 8, 4200, 128]",aime24:p14:s0:seed14042,4300800
