checkpoint,cosine,decode_position,layer,max_abs_error,metric_name,problem_id,relative_l2,relative_mse,sample_id,shape,task_key,token_count
2048,1.0000014305114746,2048,0,0.0,attention_score,14,0.0,0.0,0,"[1, 32, 1, 2152]",aime24:p14:s0:seed14042,68864
2048,0.9999995231628418,2048,7,0.0,attention_score,14,0.0,0.0,0,"[1, 32, 1, 2152]",aime24:p14:s0:seed14042,68864
2048,1.0000005960464478,2048,15,0.0,attention_score,14,0.0,0.0,0,"[1, 32, 1, 2152]",aime24:p14:s0:seed14042,68864
2048,1.0000001192092896,2048,23,0.0,attention_score,14,0.0,0.0,0,"[1, 32, 1, 2152]",aime24:p14:s0:seed14042,68864
2048,1.0000004768371582,2048,31,0.0,attention_score,14,0.0,0.0,0,"[1, 32, 1, 2152]",aime24:p14:s0:seed14042,68864
4096,1.0000028610229492,4096,0,0.0,attention_score,14,0.0,0.0,0,"[1, 32, 1, 4200]",aime24:p14:s0:seed14042,134400
4096,0.9999999403953552,4096,7,0.0,attention_score,14,0.0,0.0,0,"[1, 32, 1, 4200]",aime24:p14:s0:seed14042,134400
4096,0.9999998211860657,4096,15,0.0,attention_score,14,0.0,0.0,0,"[1, 32, 1, 4200]",aime24:p14:s0:seed14042,134400
4096,1.0,4096,23,0.0,attention_score,14,0.0,0.0,0,"[1, 32, 1, 4200]",aime24:p14:s0:seed14042,134400
4096,0.9999991059303284,4096,31,0.0,attention_score,14,0.0,0.0,0,"[1, 32, 1, 4200]",aime24:p14:s0:seed14042,134400
