kv_type,metric,task,layer,kv_head,rank,score,count,contrib
k,range_contraction,dureader,14,5,32,0.6978533427738954,751,524.0878604231955
k,range_contraction,dureader,1,3,33,0.6946192888410673,751,521.6590859196415
k,range_contraction,dureader,20,3,34,0.6943464944298501,751,521.4542173168174
k,range_contraction,dureader,15,4,35,0.6926267148069966,751,520.1626628200544
k,range_contraction,dureader,20,6,36,0.692334701439011,751,519.9433607806973
k,range_contraction,dureader,1,6,37,0.6874166115557429,751,516.2498752783629
k,range_contraction,dureader,13,5,38,0.6852071693191907,751,514.5905841587122
k,range_contraction,dureader,24,5,39,0.6839776590088577,751,513.6672219156521
k,range_contraction,dureader,13,0,40,0.683375049982992,751,513.214662537227
k,range_contraction,dureader,1,4,41,0.6826799635686912,751,512.6926526400871
k,range_contraction,dureader,1,1,42,0.6817988827737086,751,512.0309609630551
k,range_contraction,dureader,22,3,43,0.6816060451357151,751,511.88613989692203
k,range_contraction,dureader,1,0,44,0.6814619416525926,751,511.777918181097
k,range_contraction,dureader,4,7,45,0.6796110024949739,751,510.38786287372534
k,range_contraction,dureader,23,7,46,0.6791772965725966,751,510.06214972602004
k,range_contraction,dureader,17,6,47,0.6770801326090732,751,508.4871795894139
k,range_contraction,dureader,9,5,48,0.6762438325150029,751,507.85911821876715
k,range_contraction,dureader,24,6,49,0.673501172862968,751,505.79938082008897
k,range_contraction,dureader,6,3,50,0.6720209619983685,751,504.68774246077476
k,range_contraction,dureader,8,0,51,0.6717700452201946,751,504.49930396036615
k,range_contraction,dureader,21,7,52,0.6707297421773138,751,503.7180363751627
k,range_contraction,dureader,15,7,53,0.6691490996300401,751,502.53097382216015
k,range_contraction,dureader,16,2,54,0.6684298923045142,751,501.99084912069014
k,range_contraction,dureader,9,6,55,0.6680884125247892,751,501.7343978061167
k,range_contraction,dureader,10,6,56,0.6665889097436052,751,500.60827121744745
k,range_contraction,dureader,18,5,57,0.6664303594825071,751,500.4891999713628
k,range_contraction,dureader,22,7,58,0.6652223396346049,751,499.58197706558826
k,range_contraction,dureader,26,7,59,0.6650125952114517,751,499.4244590038003
k,range_contraction,dureader,8,1,60,0.663079509125116,751,497.97271135296216
k,range_contraction,dureader,21,1,61,0.6603112107523451,751,495.89371927501116
k,range_contraction,dureader,14,7,62,0.6598923132769905,751,495.57912727101984
k,range_contraction,dureader,31,7,63,0.6553849655824934,751,492.1941091524525
k,range_contraction,dureader,16,0,64,0.6487405321039578,751,487.2041396100723
k,range_contraction,dureader,6,7,65,0.6474127769441871,751,486.20699548508446
k,range_contraction,dureader,30,3,66,0.6469363576812273,751,485.8492046186017
k,range_contraction,dureader,23,1,67,0.6469334742775351,751,485.8470391824289
k,range_contraction,dureader,15,3,68,0.6447788544908506,751,484.2289197226288
k,range_contraction,dureader,14,1,69,0.643747584376558,751,483.45443586679505
k,range_contraction,dureader,17,7,70,0.6426974611060846,751,482.6657932906695
k,range_contraction,dureader,13,4,71,0.6424895059567544,751,482.5096189735225
k,range_contraction,dureader,9,7,72,0.641596344765599,751,481.83885491896484
k,range_contraction,dureader,8,6,73,0.637851993885603,751,479.0268474080878
k,range_contraction,dureader,10,7,74,0.6365009133456517,751,478.0121859225844
k,range_contraction,dureader,17,0,75,0.6363576861011621,751,477.9046222619727
k,range_contraction,dureader,16,5,76,0.6361788967204997,751,477.7703514370952
k,range_contraction,dureader,19,0,77,0.6361475737569573,751,477.74682789147494
k,range_contraction,dureader,3,6,78,0.6360457051583127,751,477.67032457389286
k,range_contraction,dureader,6,2,79,0.6351584905035623,751,477.0040263681753
k,range_contraction,dureader,2,2,80,0.6336860187398697,751,475.8982000736422
k,range_contraction,dureader,15,0,81,0.6328215471308202,751,475.24898189524595
k,range_contraction,dureader,11,3,82,0.629889747510883,751,473.04720038067313
k,range_contraction,dureader,30,5,83,0.6270901707519817,751,470.9447182347383
k,range_contraction,dureader,18,4,84,0.624973001439897,751,469.35472408136263
k,range_contraction,dureader,14,2,85,0.6243892109930822,751,468.91629745580474
k,range_contraction,dureader,7,6,86,0.6204277932379171,751,465.9412727216757
k,range_contraction,dureader,11,7,87,0.6169582044836502,751,463.33561156722135
k,range_contraction,dureader,19,3,88,0.6159262723825304,751,462.56063055928036
k,range_contraction,dureader,15,2,89,0.6154695301032723,751,462.21761710755754
k,range_contraction,dureader,21,3,90,0.6152185520074579,751,462.02913255760086
k,range_contraction,dureader,4,1,91,0.6151726831808101,751,461.9946850687884
k,range_contraction,dureader,2,4,92,0.6136083021811211,751,460.8198349380219
k,range_contraction,dureader,5,4,93,0.6114015268375113,751,459.1625466549709
k,range_contraction,dureader,13,1,94,0.6107547632057067,751,458.6768271674857
k,range_contraction,dureader,27,2,95,0.6099403915358169,751,458.0652340433985
k,range_contraction,dureader,5,7,96,0.6094789296481304,751,457.71867616574593
k,range_contraction,dureader,9,0,97,0.6084830189466579,751,456.9707472289401
k,range_contraction,dureader,30,6,98,0.6060344673571628,751,455.13188498522925
k,range_contraction,dureader,28,6,99,0.6042212853625228,751,453.7701853072547
k,range_contraction,dureader,14,6,100,0.6032670651564334,751,453.05356593248143
k,range_contraction,dureader,31,5,101,0.6027732527330321,751,452.68271280250707
k,range_contraction,dureader,17,2,102,0.6005070080798001,751,450.98076306792984
k,range_contraction,dureader,8,2,103,0.6000806224262273,751,450.6605474420967
k,range_contraction,dureader,18,2,104,0.5981080548338409,751,449.1791491802145
k,range_contraction,dureader,10,0,105,0.597501721422519,751,448.72379278831175
k,range_contraction,dureader,6,0,106,0.5973955156454335,751,448.64403224972057
k,range_contraction,dureader,31,1,107,0.5969058402914243,751,448.2762860588597
k,range_contraction,dureader,21,0,108,0.5967407716382984,751,448.1523195003621
k,range_contraction,dureader,14,3,109,0.5944237856602406,751,446.4122630308407
k,range_contraction,dureader,16,4,110,0.5921304554771096,751,444.6899720633093
k,range_contraction,dureader,14,0,111,0.5911811219986938,751,443.97702262101905
k,range_contraction,dureader,29,5,112,0.5906017726029162,751,443.54193122479006
k,range_contraction,dureader,22,2,113,0.5904784670226694,751,443.44932873402473
k,range_contraction,dureader,4,2,114,0.590120664693462,751,443.18061918479
k,range_contraction,dureader,31,6,115,0.5897353577994613,751,442.89125370739544
k,range_contraction,dureader,15,6,116,0.5887543539110395,751,442.1545197871906
k,range_contraction,dureader,21,5,117,0.5842158683497702,751,438.7461171306775
k,range_contraction,dureader,19,4,118,0.583358727762867,751,438.1024045499131
k,range_contraction,dureader,23,5,119,0.5820547460184758,751,437.12311425987536
k,range_contraction,dureader,5,3,120,0.5790254642620198,751,434.84812366077693
k,range_contraction,dureader,30,7,121,0.5782598979566148,751,434.2731833654177
k,range_contraction,dureader,15,5,122,0.5768000632942931,751,433.17684753401414
k,range_contraction,dureader,8,5,123,0.5749027683842567,751,431.7519790565768
k,range_contraction,dureader,6,5,124,0.5743307347229807,751,431.3223817769585
k,range_contraction,dureader,5,5,125,0.5708135022081596,751,428.68094015832787
k,range_contraction,dureader,3,0,126,0.5702940080672521,751,428.2908000585063
k,range_contraction,dureader,28,3,127,0.5697810940984689,751,427.9056016679501
k,range_contraction,dureader,18,1,128,0.5696733109206883,751,427.8246565014369
k,range_contraction,dureader,6,4,129,0.5675819324054378,751,426.25403123648374
k,range_contraction,dureader,9,4,130,0.5664106505671057,751,425.37439857589635
k,range_contraction,dureader,1,2,131,0.5658789273497756,751,424.97507443968146
k,range_contraction,dureader,23,6,132,0.5641190418263,751,423.6534004115513
k,range_contraction,dureader,17,5,133,0.5612290326192282,751,421.4830034970404
k,range_contraction,dureader,4,6,134,0.5601953275461147,751,420.7066909871321
k,range_contraction,dureader,22,5,135,0.5596046249819558,751,420.26307336144885
k,range_contraction,dureader,20,5,136,0.5585855468586269,751,419.4977456908288
k,range_contraction,dureader,15,1,137,0.5574187394329325,751,418.62147331413234
k,range_contraction,dureader,31,0,138,0.5573173303669469,751,418.54531510557706
k,range_contraction,dureader,21,4,139,0.5560673643262405,751,417.6065906090066
k,range_contraction,dureader,12,6,140,0.5559950713425016,751,417.55229857821865
k,range_contraction,dureader,11,6,141,0.5552671606541106,751,417.00563765123707
k,range_contraction,dureader,6,6,142,0.55367637738203,751,415.8109594139045
k,range_contraction,dureader,6,1,143,0.5535225688749953,751,415.6954492251215
k,range_contraction,dureader,27,7,144,0.5535022117319223,751,415.6801610106736
k,range_contraction,dureader,12,3,145,0.5534078711562863,751,415.60931123837105
k,range_contraction,dureader,12,4,146,0.5517896699355741,751,414.39404212161617
k,range_contraction,dureader,14,4,147,0.5501184693054565,751,413.13897044839786
k,range_contraction,dureader,10,5,148,0.5498778398698437,751,412.95825774225267
k,range_contraction,dureader,30,0,149,0.5496151211625303,751,412.7609559930603
k,range_contraction,dureader,7,5,150,0.54956146788876,751,412.7206623844588
k,range_contraction,dureader,4,5,151,0.5475066321687427,751,411.1774807587258
k,range_contraction,dureader,28,0,152,0.547079331942642,751,410.8565782889242
k,range_contraction,dureader,17,1,153,0.5469927609179523,751,410.79156344938224
k,range_contraction,dureader,18,0,154,0.5441336661906778,751,408.64438330919904
k,range_contraction,dureader,10,1,155,0.5436939520122679,751,408.3141579612132
k,range_contraction,dureader,5,1,156,0.5429055909563439,751,407.7220988082143
k,range_contraction,dureader,13,6,157,0.542148682402507,751,407.1536604842828
k,range_contraction,dureader,20,7,158,0.5418122258456274,751,406.9009816100662
k,range_contraction,dureader,2,0,159,0.5416883947819928,751,406.8079844812766
k,range_contraction,dureader,11,2,160,0.5412059995019595,751,406.4457056259715
k,range_contraction,dureader,3,2,161,0.5411919683738018,751,406.4351682487251
k,range_contraction,dureader,2,3,162,0.5409721594170903,751,406.27009172223484
k,range_contraction,dureader,16,7,163,0.538776194673049,751,404.62092219945987
k,range_contraction,dureader,7,3,164,0.5385128720323701,751,404.42316689630997
k,range_contraction,dureader,9,2,165,0.535924222735152,751,402.4790912740991
k,range_contraction,dureader,4,4,166,0.5346716869128155,751,401.5384368715245
k,range_contraction,dureader,18,7,167,0.5342889726184514,751,401.251018436457
k,range_contraction,dureader,2,6,168,0.5335151080235877,751,400.66984612571434
k,range_contraction,dureader,27,6,169,0.5330188061132691,751,400.29712339106516
k,range_contraction,dureader,11,0,170,0.5301816843004942,751,398.16644490967116
k,range_contraction,dureader,19,2,171,0.5293431526808383,751,397.5367076633096
k,range_contraction,dureader,30,4,172,0.5291853474795891,751,397.41819595717146
k,range_contraction,dureader,12,0,173,0.524674523434664,751,394.0305670994327
k,range_contraction,dureader,21,6,174,0.5229763473176324,751,392.75523683554195
k,range_contraction,dureader,19,5,175,0.522387819297713,751,392.3132522925825
k,range_contraction,dureader,3,3,176,0.5223718364154691,751,392.30124914801735
k,range_contraction,dureader,24,7,177,0.5219347250735185,751,391.97297853021234
k,range_contraction,dureader,11,4,178,0.5212728630649761,751,391.47592016179703
k,range_contraction,dureader,11,5,179,0.5180335267243962,751,389.0431785700215
k,range_contraction,dureader,31,2,180,0.5172818673844816,751,388.47868240574564
k,range_contraction,dureader,27,0,181,0.5172040877804723,751,388.4202699231347
k,range_contraction,dureader,17,4,182,0.5171917988077245,751,388.4110409046011
k,range_contraction,dureader,19,6,183,0.5154272074073859,751,387.0858327629468
k,range_contraction,dureader,8,3,184,0.5153234854634948,751,387.00793758308464
k,range_contraction,dureader,4,3,185,0.5140034180446026,751,386.01656695149654
k,range_contraction,dureader,7,0,186,0.5136234979541572,751,385.73124696357206
k,range_contraction,dureader,30,2,187,0.5129855698455225,751,385.2521629539874
k,range_contraction,dureader,31,3,188,0.5116776543260974,751,384.2699183988991
k,range_contraction,dureader,0,0,189,0.5115871695030878,751,384.2019642968189
k,range_contraction,dureader,5,0,190,0.5100423953068945,751,383.04183887547777
k,range_contraction,dureader,27,3,191,0.5077053543282275,751,381.2867211004989
k,range_contraction,dureader,22,4,192,0.5072947828320731,751,380.97838190688685
k,range_contraction,dureader,7,2,193,0.506514174086396,751,380.39214473888336
k,range_contraction,dureader,20,2,194,0.5029710304110191,751,377.7312438386753
k,range_contraction,dureader,26,4,195,0.5025595526585898,751,377.4222240466009
k,range_contraction,dureader,18,6,196,0.499857507519384,751,375.3929881470574
k,range_contraction,dureader,19,1,197,0.4979509135790094,751,373.96113609783606
k,range_contraction,dureader,29,2,198,0.4973700467059382,751,373.5249050761596
k,range_contraction,dureader,26,0,199,0.49187460134145417,751,369.3978256074321
k,range_contraction,dureader,31,4,200,0.4914059651209654,751,369.045879805845
k,range_contraction,dureader,29,3,201,0.4909757097707826,751,368.7227580378577
k,range_contraction,dureader,12,5,202,0.48948849441604125,751,367.605859306447
k,range_contraction,dureader,12,7,203,0.4891948974317283,751,367.38536797122794
k,range_contraction,dureader,7,7,204,0.4881714737999981,751,366.61677682379855
k,range_contraction,dureader,21,2,205,0.48777962219778576,751,366.3224962705371
k,range_contraction,dureader,22,6,206,0.48737136706098916,751,366.01589666280285
k,range_contraction,dureader,9,1,207,0.48697058357079437,751,365.71490826166655
k,range_contraction,dureader,30,1,208,0.486200990432994,751,365.1369438151785
k,range_contraction,dureader,7,4,209,0.4853993175516326,751,364.5348874812761
k,range_contraction,dureader,25,0,210,0.4848413051647587,751,364.11582017873377
k,range_contraction,dureader,8,4,211,0.4834335458134217,751,363.05859290587966
k,range_contraction,dureader,7,1,212,0.4833117995772325,751,362.96716148250164
k,range_contraction,dureader,22,1,213,0.48135263297254055,751,361.49582736237795
k,range_contraction,dureader,25,7,214,0.48120949293915627,751,361.38832919730635
k,range_contraction,dureader,2,7,215,0.47730817187839064,751,358.4584370806714
k,range_contraction,dureader,20,4,216,0.4753134628914691,751,356.9604106314933
k,range_contraction,dureader,25,6,217,0.47524584558898564,751,356.9096300373282
k,range_contraction,dureader,19,7,218,0.4737501055233541,751,355.78632924803895
k,range_contraction,dureader,17,3,219,0.46810262002944353,751,351.5450676421121
k,range_contraction,dureader,18,3,220,0.4674675881196763,751,351.0681586778769
k,range_contraction,dureader,24,2,221,0.46635067516359346,751,350.2293570478587
k,range_contraction,dureader,27,4,222,0.46185818851375854,751,346.8554995738327
k,range_contraction,dureader,13,7,223,0.46173944826766145,751,346.76632564901377
k,range_contraction,dureader,12,2,224,0.4599126651500372,751,345.39441152767796
k,range_contraction,dureader,5,6,225,0.4569925203797962,751,343.20138280522696
k,range_contraction,dureader,3,5,226,0.4566019389462162,751,342.90805614860835
k,range_contraction,dureader,28,7,227,0.4565945414049352,751,342.90250059510635
k,range_contraction,dureader,28,1,228,0.45493120766300843,751,341.6533369549193
k,range_contraction,dureader,28,2,229,0.4548367687971365,751,341.5824133666495
k,range_contraction,dureader,26,2,230,0.45170272524318855,751,339.2287466576346
k,range_contraction,dureader,16,3,231,0.4497979562957891,751,337.7982651781376
k,range_contraction,dureader,24,1,232,0.4496832924835021,751,337.71215265511006
k,range_contraction,dureader,29,0,233,0.4453623227002029,751,334.46710434785234
k,range_contraction,dureader,3,7,234,0.4450509221590839,751,334.233242541472
k,range_contraction,dureader,20,1,235,0.44301215365962304,751,332.7021273983769
k,range_contraction,dureader,16,1,236,0.4394669666215452,751,330.03969193278044
k,range_contraction,dureader,29,7,237,0.438019586421136,751,328.9527094022731
k,range_contraction,dureader,12,1,238,0.43709323105836834,751,328.2570165248346
k,range_contraction,dureader,26,1,239,0.43620041596272724,751,327.58651238800815
k,range_contraction,dureader,29,1,240,0.4340395905645558,751,325.9637325139814
k,range_contraction,dureader,25,5,241,0.4314052775370923,751,323.9853634303563
k,range_contraction,dureader,26,5,242,0.4265344635656713,751,320.32738213781914
k,range_contraction,dureader,23,4,243,0.42461958120306004,751,318.8893054834981
k,range_contraction,dureader,2,1,244,0.42363390754539226,751,318.1490645665896
k,range_contraction,dureader,28,4,245,0.42250776133678813,751,317.3033287639279
k,range_contraction,dureader,23,2,246,0.42172618963435676,751,316.7163684154019
k,range_contraction,dureader,25,4,247,0.42006707569268825,751,315.4703738452089
k,range_contraction,dureader,28,5,248,0.41939593693909993,751,314.96634864126406
k,range_contraction,dureader,25,2,249,0.4184831404764008,751,314.280838497777
k,range_contraction,dureader,26,6,250,0.4118005812016979,751,309.2622364824751
k,range_contraction,dureader,24,0,251,0.4107109058511699,751,308.4438902942286
k,range_contraction,dureader,24,3,252,0.4068197929809529,751,305.5216645286956
k,range_contraction,dureader,29,4,253,0.3980958680383345,751,298.9699968967892
k,range_contraction,dureader,3,4,254,0.3929232937915383,751,295.08539363744524
k,range_contraction,dureader,23,0,255,0.36672724981699717,751,275.4121646125649
k,range_contraction,dureader,29,6,256,0.33699629606349085,751,253.08421834368164
k,range_contraction,gsm8k,0,7,1,1.125066346514943,10,11.250663465149431
k,range_contraction,gsm8k,1,5,2,1.0888179000992941,10,10.888179000992942
k,range_contraction,gsm8k,1,7,3,0.9345540073058917,10,9.345540073058917
k,range_contraction,gsm8k,1,6,4,0.9230591497226813,10,9.230591497226813
k,range_contraction,gsm8k,0,2,5,0.9222198663300546,10,9.222198663300546
k,range_contraction,gsm8k,1,3,6,0.88185133680943,10,8.8185133680943
k,range_contraction,gsm8k,14,6,7,0.8663524109949332,10,8.663524109949332
k,range_contraction,gsm8k,4,3,8,0.8631382261211918,10,8.631382261211918
k,range_contraction,gsm8k,1,4,9,0.8610733391951989,10,8.610733391951989
k,range_contraction,gsm8k,10,6,10,0.8526871504703261,10,8.52687150470326
k,range_contraction,gsm8k,0,0,11,0.8462663568974274,10,8.462663568974273
k,range_contraction,gsm8k,0,3,12,0.8402904288312651,10,8.402904288312651
k,range_contraction,gsm8k,23,0,13,0.8358031503509105,10,8.358031503509105
k,range_contraction,gsm8k,6,2,14,0.8355133966237741,10,8.35513396623774
k,range_contraction,gsm8k,3,1,15,0.8285683307598173,10,8.285683307598173
k,range_contraction,gsm8k,1,0,16,0.8230458221023786,10,8.230458221023786
k,range_contraction,gsm8k,2,7,17,0.8186081276856838,10,8.186081276856838
k,range_contraction,gsm8k,4,7,18,0.8170192449090365,10,8.170192449090365
k,range_contraction,gsm8k,28,0,19,0.8125187588892977,10,8.125187588892977
k,range_contraction,gsm8k,4,6,20,0.8116545950885999,10,8.116545950886
k,range_contraction,gsm8k,0,1,21,0.810728991116665,10,8.10728991116665
k,range_contraction,gsm8k,6,0,22,0.8090183644152773,10,8.090183644152773
k,range_contraction,gsm8k,9,6,23,0.8065024701318991,10,8.065024701318992
k,range_contraction,gsm8k,14,2,24,0.7968676081463046,10,7.968676081463046
k,range_contraction,gsm8k,7,7,25,0.7901743943148655,10,7.901743943148655
k,range_contraction,gsm8k,5,7,26,0.7862232166718369,10,7.862232166718369
k,range_contraction,gsm8k,21,1,27,0.783564239717831,10,7.83564239717831
k,range_contraction,gsm8k,3,2,28,0.7756639507781247,10,7.756639507781246
k,range_contraction,gsm8k,20,7,29,0.7688510448399715,10,7.688510448399715
k,range_contraction,gsm8k,9,2,30,0.7660852620624775,10,7.660852620624775
k,range_contraction,gsm8k,23,7,31,0.7624886889912982,10,7.624886889912982
k,range_contraction,gsm8k,1,1,32,0.7588218609105921,10,7.588218609105921
k,range_contraction,gsm8k,19,7,33,0.7537924945242148,10,7.537924945242148
k,range_contraction,gsm8k,10,7,34,0.7516849210384915,10,7.516849210384915
k,range_contraction,gsm8k,0,6,35,0.7515298318538781,10,7.515298318538781
k,range_contraction,gsm8k,4,0,36,0.7509807410592771,10,7.509807410592772
k,range_contraction,gsm8k,7,0,37,0.7503114510759994,10,7.503114510759994
k,range_contraction,gsm8k,27,7,38,0.7500151877808107,10,7.500151877808107
k,range_contraction,gsm8k,10,3,39,0.7488849291200934,10,7.488849291200934
k,range_contraction,gsm8k,2,2,40,0.7488828092963462,10,7.4888280929634625
k,range_contraction,gsm8k,20,4,41,0.7463673040170252,10,7.463673040170252
k,range_contraction,gsm8k,6,3,42,0.7450706643076588,10,7.450706643076588
k,range_contraction,gsm8k,22,6,43,0.7430223956092024,10,7.430223956092023
k,range_contraction,gsm8k,6,1,44,0.7389674190816905,10,7.389674190816905
k,range_contraction,gsm8k,8,6,45,0.7375441082290869,10,7.375441082290869
k,range_contraction,gsm8k,27,2,46,0.7358243466621527,10,7.358243466621527
k,range_contraction,gsm8k,30,7,47,0.7348729362772368,10,7.348729362772368
k,range_contraction,gsm8k,11,3,48,0.7325833938464781,10,7.325833938464781
k,range_contraction,gsm8k,10,2,49,0.732059393535459,10,7.32059393535459
k,range_contraction,gsm8k,8,3,50,0.7305372185255978,10,7.305372185255978
k,range_contraction,gsm8k,18,1,51,0.730267432545721,10,7.30267432545721
k,range_contraction,gsm8k,15,7,52,0.7284571507780128,10,7.284571507780128
k,range_contraction,gsm8k,31,1,53,0.7280197007338383,10,7.280197007338383
k,range_contraction,gsm8k,11,6,54,0.7229537894419715,10,7.229537894419716
k,range_contraction,gsm8k,8,7,55,0.7198929211007984,10,7.198929211007984
k,range_contraction,gsm8k,4,1,56,0.7198069867757547,10,7.198069867757547
k,range_contraction,gsm8k,9,7,57,0.7197065161218461,10,7.197065161218461
k,range_contraction,gsm8k,6,7,58,0.7177391194655345,10,7.177391194655344
k,range_contraction,gsm8k,5,3,59,0.7148159332871724,10,7.148159332871725
k,range_contraction,gsm8k,23,2,60,0.7128040881599532,10,7.128040881599532
k,range_contraction,gsm8k,31,6,61,0.7092425628884423,10,7.092425628884423
k,range_contraction,gsm8k,7,5,62,0.7088048330830039,10,7.0880483308300395
k,range_contraction,gsm8k,12,7,63,0.7076297656558531,10,7.076297656558531
k,range_contraction,gsm8k,16,7,64,0.7063373413931142,10,7.063373413931142
k,range_contraction,gsm8k,17,1,65,0.7027734093312998,10,7.027734093312999
k,range_contraction,gsm8k,2,6,66,0.702375394104711,10,7.02375394104711
k,range_contraction,gsm8k,11,1,67,0.7004074621476033,10,7.0040746214760325
k,range_contraction,gsm8k,30,1,68,0.7002146961450175,10,7.002146961450175
k,range_contraction,gsm8k,26,0,69,0.6996021881480019,10,6.996021881480019
k,range_contraction,gsm8k,8,1,70,0.6993040036220008,10,6.993040036220009
k,range_contraction,gsm8k,25,5,71,0.6983488951000358,10,6.983488951000359
k,range_contraction,gsm8k,10,5,72,0.6982099135633701,10,6.982099135633701
k,range_contraction,gsm8k,28,6,73,0.698111680826005,10,6.981116808260051
k,range_contraction,gsm8k,17,6,74,0.6975207178267,10,6.975207178267
k,range_contraction,gsm8k,3,6,75,0.697489383006481,10,6.97489383006481
k,range_contraction,gsm8k,17,2,76,0.6950132907543697,10,6.950132907543697
k,range_contraction,gsm8k,10,0,77,0.6948332919990051,10,6.948332919990051
k,range_contraction,gsm8k,12,6,78,0.6945082533556224,10,6.945082533556224
k,range_contraction,gsm8k,28,7,79,0.6928303930437949,10,6.928303930437949
k,range_contraction,gsm8k,2,4,80,0.6924961953683064,10,6.924961953683065
k,range_contraction,gsm8k,8,0,81,0.6899098010505048,10,6.899098010505048
k,range_contraction,gsm8k,20,0,82,0.6878038588901566,10,6.878038588901566
k,range_contraction,gsm8k,3,4,83,0.6872806388127086,10,6.872806388127087
k,range_contraction,gsm8k,5,0,84,0.6864557263055417,10,6.864557263055417
k,range_contraction,gsm8k,31,3,85,0.6859347072915755,10,6.859347072915755
k,range_contraction,gsm8k,2,5,86,0.6856086291232225,10,6.856086291232225
k,range_contraction,gsm8k,13,6,87,0.6848634528124733,10,6.848634528124733
k,range_contraction,gsm8k,24,2,88,0.683522012117382,10,6.835220121173819
k,range_contraction,gsm8k,6,6,89,0.679936992550567,10,6.799369925505671
k,range_contraction,gsm8k,17,7,90,0.6791687776347877,10,6.791687776347876
k,range_contraction,gsm8k,2,3,91,0.6777094959532792,10,6.777094959532793
k,range_contraction,gsm8k,14,1,92,0.6773176392758631,10,6.77317639275863
k,range_contraction,gsm8k,22,5,93,0.6762002410404875,10,6.762002410404875
k,range_contraction,gsm8k,10,4,94,0.6760916393478917,10,6.760916393478917
k,range_contraction,gsm8k,11,7,95,0.6715547483991621,10,6.715547483991621
k,range_contraction,gsm8k,29,0,96,0.671109072151918,10,6.711090721519179
k,range_contraction,gsm8k,14,0,97,0.6708838605646502,10,6.708838605646502
k,range_contraction,gsm8k,9,1,98,0.668444835096819,10,6.684448350968189
k,range_contraction,gsm8k,31,0,99,0.6657653962018879,10,6.657653962018879
k,range_contraction,gsm8k,11,5,100,0.6652787509973772,10,6.652787509973772
k,range_contraction,gsm8k,2,1,101,0.6646038235397479,10,6.646038235397479
k,range_contraction,gsm8k,5,2,102,0.6618255742807777,10,6.6182557428077775
k,range_contraction,gsm8k,6,4,103,0.6613648028098085,10,6.613648028098085
k,range_contraction,gsm8k,9,5,104,0.6596450709723922,10,6.596450709723922
k,range_contraction,gsm8k,13,7,105,0.6591576101686749,10,6.59157610168675
k,range_contraction,gsm8k,26,2,106,0.6590453929816669,10,6.590453929816668
k,range_contraction,gsm8k,19,6,107,0.657862720804802,10,6.578627208048021
k,range_contraction,gsm8k,9,0,108,0.6573632321528728,10,6.573632321528729
k,range_contraction,gsm8k,28,1,109,0.6567180592261673,10,6.567180592261673
k,range_contraction,gsm8k,25,0,110,0.6564563019763107,10,6.564563019763106
k,range_contraction,gsm8k,4,5,111,0.6560472030056522,10,6.5604720300565225
k,range_contraction,gsm8k,26,7,112,0.6558858376870844,10,6.558858376870845
k,range_contraction,gsm8k,7,2,113,0.6530273712861755,10,6.530273712861755
k,range_contraction,gsm8k,24,7,114,0.6513727278015738,10,6.513727278015739
k,range_contraction,gsm8k,29,3,115,0.6505351792463414,10,6.505351792463414
